"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"1171",-5431.59,-4.4492,1.32488,2.47493,3.96714,3.06139,0.70071,1.42021,1,0,0,1,1171,1,1
"1172",-5441.56,-4.31518,1.32181,2.65257,3.87165,2.87886,0.718833,1.42825,1,0,0,1,1172,1,1
"1173",-5435.37,-4.44592,1.31439,2.99068,3.96899,3.03713,0.716522,1.42258,1,0,0,1,1173,1,1
"1174",-5415.67,-1.97735,1.31783,2.78854,3.64414,3.1631,0.700357,1.41796,1,0,0,1,1174,1,1
"1175",-5415.95,-2.06408,1.32009,2.70492,3.64941,3.1915,0.712863,1.42538,1,0,0,1,1175,1,1
"1176",-5421.92,-1.72861,1.32455,2.57389,3.7983,2.97971,0.702574,1.44264,1,0,0,1,1176,1,1
"1177",-5422.9,-1.86399,1.31463,2.60314,3.7994,2.95177,0.704343,1.4385,1,0,0,1,1177,1,1
"1178",-5422.74,-3.51676,1.34134,2.88823,3.80296,3.01331,0.705692,1.45114,1,0,0,1,1178,1,1
"1179",-5421.99,-4.37986,1.31347,2.83377,3.71503,2.87304,0.709106,1.45332,1,0,0,1,1179,1,1
"1180",-5427.5,-3.8613,1.33768,3.07099,3.75664,2.89915,0.702267,1.42936,1,0,0,1,1180,1,1
"1181",-5426.14,-2.96551,1.33049,3.09697,3.73609,3.05306,0.718264,1.42955,1,0,0,1,1181,1,1
"1182",-5433.37,-3.44572,1.31715,2.78335,3.99356,3.0093,0.705867,1.42095,1,0,0,1,1182,1,1
"1183",-5423.62,-2.21021,1.33137,2.72424,3.68643,2.92494,0.700058,1.42217,1,0,0,1,1183,1,1
"1184",-5412.74,-3.64722,1.3191,2.65128,3.53169,3.11066,0.712208,1.43998,1,0,0,1,1184,1,1
"1185",-5415.56,-0.882021,1.31852,2.89382,3.64823,3.07762,0.707507,1.43085,1,0,0,1,1185,1,1
"1186",-5413.98,-2.63694,1.31141,2.86402,3.57626,3.12171,0.704949,1.42542,1,0,0,1,1186,1,1
"1187",-5412.97,-2.52071,1.31911,2.79808,3.66714,3.06693,0.703488,1.45606,1,0,0,1,1187,1,1
"1188",-5417.91,-1.37596,1.31359,2.59617,3.693,3.05858,0.706536,1.42556,1,0,0,1,1188,1,1
"1189",-5413.48,-3.42833,1.3181,2.82903,3.86983,3.1488,0.693504,1.45234,1,0,0,1,1189,1,1
"1190",-5416.74,-1.9505,1.32535,2.58998,3.80443,3.13756,0.704617,1.44754,1,0,0,1,1190,1,1
"1191",-5415.99,-1.92367,1.32808,2.8392,3.59048,3.05287,0.710929,1.43686,1,0,0,1,1191,1,1
"1192",-5417.44,-2.95851,1.33547,2.73114,3.85422,3.19361,0.702557,1.44653,1,0,0,1,1192,1,1
"1193",-5421.71,-4.93194,1.32701,2.42355,3.88788,3.2029,0.696517,1.4231,1,0,0,1,1193,1,1
"1194",-5419.83,-1.93651,1.33014,3.1112,3.73062,3.10281,0.703331,1.42703,1,0,0,1,1194,1,1
"1195",-5416.88,-2.76331,1.33489,2.83697,3.58484,3.1547,0.701539,1.42691,1,0,0,1,1195,1,1
"1196",-5415.71,-0.270309,1.32109,2.74155,3.69286,3.05167,0.70221,1.43284,1,0,0,1,1196,1,1
"1197",-5417.35,-1.53827,1.3322,2.89692,3.66016,3.01571,0.697557,1.42998,1,0,0,1,1197,1,1
"1198",-5422.75,-1.73074,1.31541,2.7076,3.78311,2.94898,0.708514,1.4432,1,0,0,1,1198,1,1
"1199",-5419.84,-2.67856,1.31904,2.79308,3.58836,2.96361,0.711951,1.4229,1,0,0,1,1199,1,1
"1200",-5431.16,-4.66861,1.34609,2.73671,3.87208,2.94682,0.703295,1.44278,1,0,0,1,1200,1,1
"1201",-5427.37,-7.49127,1.34482,3.03163,3.54181,2.9152,0.710602,1.42169,1,0,0,1,1201,1,1
"1202",-5423,-6.3663,1.33456,3.14936,3.68657,3.30056,0.713687,1.42071,1,0,0,1,1202,1,1
"1203",-5420.37,-0.86476,1.33317,2.86443,3.75354,3.10236,0.703324,1.42549,1,0,0,1,1203,1,1
"1204",-5416.26,-2.76159,1.32746,3.11812,3.66261,3.12433,0.707371,1.44337,1,0,0,1,1204,1,1
"1205",-5417.22,-4.50752,1.33734,2.72076,3.54726,2.93709,0.701345,1.43928,1,0,0,1,1205,1,1
"1206",-5421.65,-4.74898,1.33074,3.12719,3.9146,3.0921,0.703294,1.45255,1,0,0,1,1206,1,1
"1207",-5421.57,-1.66239,1.32474,2.70733,3.63974,2.97777,0.708636,1.42186,1,0,0,1,1207,1,1
"1208",-5417.84,-2.92394,1.32605,3.10894,3.7695,3.10075,0.707743,1.45066,1,0,0,1,1208,1,1
"1209",-5415.69,-4.82945,1.30766,2.78065,3.74221,2.8929,0.687893,1.43844,1,0,0,1,1209,1,1
"1210",-5424.51,-1.63592,1.33161,2.66692,3.84584,2.9946,0.697846,1.42974,1,0,0,1,1210,1,1
"1211",-5416,-1.9734,1.3164,3.01319,3.75928,3.11848,0.707998,1.44688,1,0,0,1,1211,1,1
"1212",-5443.01,-4.79438,1.33051,2.8878,3.91792,2.99185,0.723857,1.42294,1,0,0,1,1212,1,1
"1213",-5421.55,-1.16701,1.32717,2.61083,3.69079,3.04647,0.709237,1.42469,1,0,0,1,1213,1,1
"1214",-5411.99,-4.88832,1.32085,2.83134,3.50392,3.04532,0.701936,1.45255,1,0,0,1,1214,1,1
"1215",-5423.93,-2.29834,1.33004,2.83618,3.85328,3.03343,0.693977,1.41787,1,0,0,1,1215,1,1
"1216",-5425.26,-1.51173,1.31941,2.68266,3.76155,2.91673,0.70748,1.43199,1,0,0,1,1216,1,1
"1217",-5412.82,-5.79602,1.29569,2.73299,3.62684,3.11865,0.692964,1.43853,1,0,0,1,1217,1,1
"1218",-5415.23,-0.544635,1.31622,2.78048,3.70663,3.02751,0.70185,1.4372,1,0,0,1,1218,1,1
"1219",-5423.63,-1.35294,1.3232,3.02603,3.7594,2.98788,0.709238,1.42845,1,0,0,1,1219,1,1
"1220",-5419.28,-2.1165,1.33662,3.04619,3.72629,3.08226,0.704579,1.43771,1,0,0,1,1220,1,1
"1221",-5417.77,-0.839023,1.31494,2.84695,3.70619,2.98485,0.703343,1.42997,1,0,0,1,1221,1,1
"1222",-5426.47,-4.17891,1.33477,2.97892,3.85519,3.23041,0.714928,1.42178,1,0,0,1,1222,1,1
"1223",-5417.9,-1.3217,1.32066,2.65492,3.86047,3.15298,0.703033,1.43648,1,0,0,1,1223,1,1
"1224",-5421.21,-2.18802,1.3153,2.80014,3.75214,3.04422,0.717979,1.44555,1,0,0,1,1224,1,1
"1225",-5418.1,-2.35358,1.30387,2.88362,3.81397,3.01973,0.700595,1.43274,1,0,0,1,1225,1,1
"1226",-5431.01,-3.37284,1.32265,3.06584,3.85328,3.06508,0.72015,1.42517,1,0,0,1,1226,1,1
"1227",-5432.98,-5.52571,1.33516,2.49781,3.95694,3.03883,0.710738,1.44885,1,0,0,1,1227,1,1
"1228",-5426.27,-1.77352,1.32477,2.7677,3.73144,3.00372,0.706886,1.41168,1,0,0,1,1228,1,1
"1229",-5418.84,-8.95449,1.32176,3.23935,3.72956,3.14592,0.710008,1.47199,1,0,0,1,1229,1,1
"1230",-5413.24,-4.20488,1.30906,2.89137,3.58786,2.9777,0.703802,1.45078,1,0,0,1,1230,1,1
"1231",-5412.73,-2.0424,1.31039,2.92587,3.67109,3.13522,0.702578,1.44231,1,0,0,1,1231,1,1
"1232",-5429.92,-2.96022,1.33906,2.56413,3.84338,3.00185,0.701711,1.42643,1,0,0,1,1232,1,1
"1233",-5421.97,-3.7672,1.3359,2.95671,3.58538,2.97912,0.702705,1.41896,1,0,0,1,1233,1,1
"1234",-5414.8,-1.66914,1.30942,2.7484,3.78969,3.11268,0.703181,1.44441,1,0,0,1,1234,1,1
"1235",-5422.57,-1.95623,1.32646,2.78375,3.81633,2.9536,0.704499,1.44858,1,0,0,1,1235,1,1
"1236",-5419.66,-5.84942,1.30976,2.51087,3.63721,2.89364,0.692698,1.42072,1,0,0,1,1236,1,1
"1237",-5415.35,-2.54704,1.31973,3.05067,3.65835,3.18569,0.697406,1.42876,1,0,0,1,1237,1,1
"1238",-5419.59,-0.894972,1.3227,2.74142,3.70194,2.96886,0.700554,1.42588,1,0,0,1,1238,1,1
"1239",-5418.33,-4.44919,1.30888,2.60339,3.79296,3.16436,0.694676,1.41005,1,0,0,1,1239,1,1
"1240",-5419.1,-5.77453,1.32582,2.37815,3.74319,3.27463,0.713709,1.42912,1,0,0,1,1240,1,1
"1241",-5425.04,-6.6101,1.34924,2.75526,3.61722,3.07903,0.691723,1.41487,1,0,0,1,1241,1,1
"1242",-5429.27,-3.47411,1.34037,3.01136,3.79927,2.92621,0.704506,1.43164,1,0,0,1,1242,1,1
"1243",-5428.27,-5.44232,1.32474,3.21831,3.66605,2.88567,0.712801,1.42316,1,0,0,1,1243,1,1
"1244",-5421.36,-4.85944,1.31895,2.77013,3.59524,3.04063,0.727562,1.43347,1,0,0,1,1244,1,1
"1245",-5418.42,-3.31413,1.33332,2.87357,3.70956,3.04198,0.686912,1.42125,1,0,0,1,1245,1,1
"1246",-5413.9,-2.14863,1.33257,2.70845,3.66389,3.06981,0.696946,1.44662,1,0,0,1,1246,1,1
"1247",-5417.03,-5.35351,1.31935,3.10945,3.74586,3.18698,0.684719,1.42055,1,0,0,1,1247,1,1
"1248",-5415.56,-3.21421,1.33192,3.01684,3.68904,3.21083,0.707875,1.44599,1,0,0,1,1248,1,1
"1249",-5428.35,-3.02211,1.32501,3.07768,3.75201,3.01908,0.711179,1.41238,1,0,0,1,1249,1,1
"1250",-5427.65,-4.01216,1.3279,2.65694,3.76882,3.15053,0.726431,1.42685,1,0,0,1,1250,1,1
"1251",-5422.11,-1.38574,1.33431,2.61121,3.742,3.06684,0.709303,1.43438,1,0,0,1,1251,1,1
"1252",-5419.63,-2.44065,1.324,2.66756,3.59557,3.01033,0.714854,1.42801,1,0,0,1,1252,1,1
"1253",-5423.9,-3.11074,1.32866,2.80572,3.68786,2.9923,0.721247,1.44441,1,0,0,1,1253,1,1
"1254",-5423.13,-6.21612,1.33819,2.99437,3.8761,3.32629,0.704712,1.42043,1,0,0,1,1254,1,1
"1255",-5414.4,-1.58114,1.32139,2.86507,3.7624,3.05911,0.689733,1.43218,1,0,0,1,1255,1,1
"1256",-5426.42,-2.29589,1.31237,2.73103,3.93026,3.02079,0.703519,1.42623,1,0,0,1,1256,1,1
"1257",-5432.09,-1.80648,1.33291,2.7394,3.86248,3.01008,0.711834,1.42578,1,0,0,1,1257,1,1
"1258",-5415.43,-2.74131,1.30416,2.86089,3.83968,3.09404,0.695833,1.43223,1,0,0,1,1258,1,1
"1259",-5415.82,-2.52108,1.31133,2.81355,3.88085,3.20958,0.702605,1.43562,1,0,0,1,1259,1,1
"1260",-5417.79,-2.44773,1.33275,3.02953,3.64043,3.14475,0.709031,1.43273,1,0,0,1,1260,1,1
"1261",-5422.43,-3.68045,1.30047,2.81207,3.88018,3.08583,0.71101,1.4357,1,0,0,1,1261,1,1
"1262",-5418.99,-2.49085,1.33469,2.83548,3.70959,2.99623,0.70724,1.45106,1,0,0,1,1262,1,1
"1263",-5421.16,-1.1095,1.32352,2.96095,3.86044,3.06588,0.701089,1.42897,1,0,0,1,1263,1,1
"1264",-5417.67,-3.31201,1.32896,3.12389,3.67733,3.22566,0.705709,1.43182,1,0,0,1,1264,1,1
"1265",-5416.05,-2.38034,1.30777,2.7472,3.77833,2.99201,0.697673,1.44464,1,0,0,1,1265,1,1
"1266",-5413.63,-1.62718,1.30908,2.87316,3.68709,3.12193,0.706391,1.43885,1,0,0,1,1266,1,1
"1267",-5413.52,-1.53816,1.32663,2.77763,3.73592,3.21858,0.701831,1.44052,1,0,0,1,1267,1,1
"1268",-5414.33,-0.47856,1.31859,2.75298,3.7388,3.13936,0.700481,1.43224,1,0,0,1,1268,1,1
"1269",-5416.88,-1.5145,1.33195,2.72819,3.74292,3.02275,0.693293,1.43646,1,0,0,1,1269,1,1
"1270",-5414.57,-0.737224,1.32193,2.73245,3.72572,3.09549,0.694952,1.43065,1,0,0,1,1270,1,1
"1271",-5414.95,-2.49836,1.33769,2.79375,3.71258,3.17802,0.69997,1.44407,1,0,0,1,1271,1,1
"1272",-5413.82,-2.30164,1.32199,2.74026,3.58805,3.18965,0.700383,1.42923,1,0,0,1,1272,1,1
"1273",-5417.33,-1.15614,1.31886,2.97836,3.78541,3.06158,0.705136,1.44349,1,0,0,1,1273,1,1
"1274",-5419.37,-1.91788,1.32685,2.85198,3.71091,3.19488,0.706714,1.41663,1,0,0,1,1274,1,1
"1275",-5425.64,-3.13444,1.31569,3.10522,3.82861,3.00765,0.703616,1.41521,1,0,0,1,1275,1,1
"1276",-5425.9,-5.42031,1.3155,2.99385,3.60606,2.92204,0.713558,1.40985,1,0,0,1,1276,1,1
"1277",-5419.87,-0.525263,1.32538,2.92834,3.7774,3.10334,0.707614,1.4293,1,0,0,1,1277,1,1
"1278",-5416.23,-8.77396,1.30881,2.3486,3.90272,3.21112,0.689647,1.44554,1,0,0,1,1278,1,1
"1279",-5427.94,-4.24529,1.31683,2.59053,3.98143,3.1048,0.711794,1.44443,1,0,0,1,1279,1,1
"1280",-5414.44,-1.47041,1.31472,2.59957,3.76273,3.15956,0.700098,1.43314,1,0,0,1,1280,1,1
"1281",-5424.24,-1.78432,1.333,2.67,3.78598,3.05401,0.698646,1.41754,1,0,0,1,1281,1,1
"1282",-5419.23,-1.19824,1.31671,2.81316,3.87903,3.05684,0.698627,1.43402,1,0,0,1,1282,1,1
"1283",-5427.68,-4.94297,1.33277,2.88205,3.91877,2.93276,0.688637,1.42235,1,0,0,1,1283,1,1
"1284",-5422.17,-3.11382,1.32754,2.45568,3.68575,3.05522,0.714993,1.43667,1,0,0,1,1284,1,1
"1285",-5421.09,-3.54697,1.30027,2.80337,3.80098,2.94906,0.703843,1.4372,1,0,0,1,1285,1,1
"1286",-5414.19,-1.88027,1.32229,2.73151,3.6525,3.01216,0.691304,1.43181,1,0,0,1,1286,1,1
"1287",-5416.45,-3.35034,1.32213,3.11392,3.63078,3.2167,0.704193,1.4321,1,0,0,1,1287,1,1
"1288",-5419.22,-2.80659,1.31555,3.09151,3.83875,2.9958,0.694898,1.43055,1,0,0,1,1288,1,1
"1289",-5419.54,-3.38693,1.33367,2.94024,3.63125,3.10346,0.719187,1.43888,1,0,0,1,1289,1,1
"1290",-5419.06,-1.56174,1.30771,2.81959,3.75928,3.07125,0.712137,1.43255,1,0,0,1,1290,1,1
"1291",-5415,-3.85929,1.30822,2.84901,3.86767,3.1092,0.697071,1.45336,1,0,0,1,1291,1,1
"1292",-5425.02,-1.60765,1.32327,2.61383,3.78505,3.07697,0.71705,1.4311,1,0,0,1,1292,1,1
"1293",-5419.27,-0.997186,1.31013,2.78242,3.81219,3.06051,0.706205,1.43218,1,0,0,1,1293,1,1
"1294",-5414.32,-1.88011,1.32417,2.88293,3.59576,3.03398,0.706932,1.44197,1,0,0,1,1294,1,1
"1295",-5413.15,-2.40903,1.32046,2.65855,3.67775,3.13009,0.688973,1.43311,1,0,0,1,1295,1,1
"1296",-5427.4,-3.25886,1.32952,2.70308,3.80541,3.09378,0.699951,1.40513,1,0,0,1,1296,1,1
"1297",-5414.25,-2.52238,1.30664,2.73845,3.77772,3.10016,0.701604,1.44883,1,0,0,1,1297,1,1
"1298",-5417.29,-0.803001,1.32336,2.88982,3.82185,3.09181,0.696983,1.43076,1,0,0,1,1298,1,1
"1299",-5424.8,-3.22587,1.31411,2.95543,3.78222,2.97218,0.717113,1.4473,1,0,0,1,1299,1,1
"1300",-5416.27,-5.67245,1.30395,2.95192,3.72316,3.29542,0.716106,1.4287,1,0,0,1,1300,1,1
"1301",-5439.64,-12.7097,1.32044,2.17381,3.97467,2.91406,0.700228,1.45261,1,0,0,1,1301,1,1
"1302",-5417.59,-4.42926,1.33845,2.85077,3.70656,3.15402,0.685156,1.42703,1,0,0,1,1302,1,1
"1303",-5419.53,-0.708114,1.32639,2.75164,3.77866,3.0151,0.704811,1.44293,1,0,0,1,1303,1,1
"1304",-5416.03,-0.127516,1.32005,2.83551,3.73687,3.07012,0.702005,1.433,1,0,0,1,1304,1,1
"1305",-5421.98,-2.89182,1.32775,2.85318,3.75894,3.12439,0.695675,1.40835,1,0,0,1,1305,1,1
"1306",-5415.13,-5.19988,1.33782,3.03987,3.76548,3.18149,0.695511,1.45515,1,0,0,1,1306,1,1
"1307",-5433.94,-7.73656,1.32187,2.69961,3.73281,3.11743,0.711734,1.388,1,0,0,1,1307,1,1
"1308",-5426.8,-3.34664,1.31799,2.44178,3.82281,3.05023,0.714962,1.43788,1,0,0,1,1308,1,1
"1309",-5414.04,-5.74665,1.32094,3.09252,3.79587,3.21654,0.683946,1.44159,1,0,0,1,1309,1,1
"1310",-5424.36,-1.80544,1.31277,2.64989,3.80582,3.05737,0.70898,1.4177,1,0,0,1,1310,1,1
"1311",-5414.03,-2.78887,1.31976,2.95906,3.65176,3.25215,0.705719,1.43766,1,0,0,1,1311,1,1
"1312",-5420.56,-7.3298,1.31513,3.06211,3.58914,3.33445,0.694426,1.44407,1,0,0,1,1312,1,1
"1313",-5430.74,-5.51477,1.3378,2.87645,3.70153,2.81107,0.710431,1.4394,1,0,0,1,1313,1,1
"1314",-5415.23,-5.83021,1.34029,2.57178,3.68694,3.09928,0.6977,1.46057,1,0,0,1,1314,1,1
"1315",-5416.01,-6.119,1.31502,3.05534,3.62912,3.25723,0.719723,1.44614,1,0,0,1,1315,1,1
"1316",-5424.43,-2.82517,1.32436,2.5385,3.77866,3.15902,0.716265,1.42162,1,0,0,1,1316,1,1
"1317",-5420.15,-1.73704,1.33603,2.66248,3.70907,3.08365,0.711026,1.43902,1,0,0,1,1317,1,1
"1318",-5426.69,-1.89227,1.3187,2.65787,3.76159,2.90593,0.706462,1.42635,1,0,0,1,1318,1,1
"1319",-5425.42,-3.35239,1.32707,2.39668,3.84272,3.09676,0.704064,1.42769,1,0,0,1,1319,1,1
"1320",-5417.61,-1.45857,1.33081,2.59788,3.70749,3.13901,0.700861,1.42708,1,0,0,1,1320,1,1
"1321",-5415.23,-1.00292,1.31377,2.75918,3.71689,3.00184,0.698818,1.43692,1,0,0,1,1321,1,1
"1322",-5429.07,-3.63074,1.32857,2.80156,3.98458,3.0258,0.706672,1.44715,1,0,0,1,1322,1,1
"1323",-5418.53,-0.425004,1.32625,2.87443,3.75602,3.02816,0.699629,1.43013,1,0,0,1,1323,1,1
"1324",-5414.17,-1.62134,1.33016,2.89137,3.72838,3.09124,0.697335,1.44653,1,0,0,1,1324,1,1
"1325",-5418.87,-4.17178,1.34537,2.63706,3.74784,3.11531,0.702482,1.44925,1,0,0,1,1325,1,1
"1326",-5426.68,-1.9504,1.33208,2.71199,3.91148,3.03226,0.704708,1.43848,1,0,0,1,1326,1,1
"1327",-5417.06,-0.926808,1.32685,2.61442,3.77184,3.12569,0.703826,1.43824,1,0,0,1,1327,1,1
"1328",-5418.48,-1.13745,1.32757,2.98835,3.79593,3.06483,0.697505,1.4303,1,0,0,1,1328,1,1
"1329",-5421.9,-4.3822,1.34273,2.82225,3.73041,2.98935,0.688122,1.42453,1,0,0,1,1329,1,1
"1330",-5415.88,-4.48895,1.32291,2.87095,3.54566,2.88151,0.697979,1.43247,1,0,0,1,1330,1,1
"1331",-5417.68,-1.91364,1.32156,2.94692,3.7009,3.07457,0.714502,1.44601,1,0,0,1,1331,1,1
"1332",-5411.68,-3.5749,1.31122,2.67955,3.58401,3.13885,0.697774,1.44586,1,0,0,1,1332,1,1
"1333",-5418.82,-6.10624,1.34915,2.87455,3.58423,3.16657,0.696659,1.43803,1,0,0,1,1333,1,1
"1334",-5417.44,-0.92969,1.32936,2.88077,3.67007,3.01804,0.705375,1.43696,1,0,0,1,1334,1,1
"1335",-5435.2,-5.79631,1.32481,2.70004,3.72694,2.99672,0.709277,1.39424,1,0,0,1,1335,1,1
"1336",-5420.99,-1.78602,1.32853,2.63984,3.73503,3.14844,0.716118,1.43056,1,0,0,1,1336,1,1
"1337",-5414.55,-4.97509,1.33212,3.05906,3.56293,3.02871,0.695515,1.44853,1,0,0,1,1337,1,1
"1338",-5429.92,-7.05847,1.35681,2.7397,3.77148,3.03661,0.69336,1.42186,1,0,0,1,1338,1,1
"1339",-5420.54,-2.89369,1.32521,3.06451,3.65344,2.92885,0.708916,1.43729,1,0,0,1,1339,1,1
"1340",-5415.17,-2.92806,1.32415,2.49279,3.62676,3.13735,0.709893,1.43843,1,0,0,1,1340,1,1
"1341",-5426.45,-6.43158,1.31028,3.25118,3.76474,2.8499,0.702797,1.42558,1,0,0,1,1341,1,1
"1342",-5417.53,-0.785155,1.32552,2.96477,3.74777,3.13674,0.706536,1.43205,1,0,0,1,1342,1,1
"1343",-5417.05,-7.72555,1.33747,2.35336,3.75758,3.2266,0.700778,1.45449,1,0,0,1,1343,1,1
"1344",-5424.57,-3.26196,1.32437,2.79701,3.74717,2.91654,0.693744,1.41325,1,0,0,1,1344,1,1
"1345",-5415.08,-4.67286,1.33293,2.61197,3.51876,2.99947,0.696586,1.43755,1,0,0,1,1345,1,1
"1346",-5422.96,-3.46824,1.34288,2.98869,3.85754,3.11013,0.702452,1.43887,1,0,0,1,1346,1,1
"1347",-5421.43,-1.73508,1.33034,2.66387,3.70407,2.93764,0.704322,1.43885,1,0,0,1,1347,1,1
"1348",-5418.46,-2.32839,1.3054,2.85923,3.69686,3.0582,0.711113,1.42324,1,0,0,1,1348,1,1
"1349",-5414.25,-5.42489,1.31507,2.79699,3.74108,3.16279,0.706708,1.46814,1,0,0,1,1349,1,1
"1350",-5416.35,-3.76434,1.31654,2.73407,3.62782,2.87862,0.700505,1.44582,1,0,0,1,1350,1,1
"1351",-5416.55,-2.29495,1.3251,2.57793,3.62819,3.01457,0.70834,1.44361,1,0,0,1,1351,1,1
"1352",-5422.47,-3.61321,1.34003,2.65606,3.71876,3.18403,0.717258,1.43185,1,0,0,1,1352,1,1
"1353",-5416.56,-3.95327,1.30369,2.63413,3.84208,3.22547,0.708394,1.43294,1,0,0,1,1353,1,1
"1354",-5424.19,-5.05843,1.33087,2.91229,3.90606,2.92987,0.69757,1.45584,1,0,0,1,1354,1,1
"1355",-5426.38,-1.87583,1.33983,2.81358,3.74651,3.04574,0.709651,1.42476,1,0,0,1,1355,1,1
"1356",-5426.98,-1.98296,1.32114,2.83038,3.77872,2.88738,0.708682,1.43471,1,0,0,1,1356,1,1
"1357",-5416.67,-1.56079,1.32862,2.67625,3.64927,3.10324,0.712437,1.43827,1,0,0,1,1357,1,1
"1358",-5433.04,-4.92696,1.33603,2.76961,3.92718,2.92618,0.692745,1.4189,1,0,0,1,1358,1,1
"1359",-5423.81,-1.49047,1.32775,2.58741,3.72431,3.0536,0.707446,1.41912,1,0,0,1,1359,1,1
"1360",-5421.99,-1.68764,1.34073,2.83562,3.74831,3.08028,0.704577,1.43082,1,0,0,1,1360,1,1
"1361",-5425.66,-2.28013,1.3261,2.58139,3.84067,2.94534,0.697303,1.43041,1,0,0,1,1361,1,1
"1362",-5428.88,-1.78073,1.31884,2.80225,3.84999,2.91884,0.707534,1.43105,1,0,0,1,1362,1,1
"1363",-5414.75,-3.06749,1.32568,2.71127,3.71149,3.17703,0.712836,1.45418,1,0,0,1,1363,1,1
"1364",-5413.92,-1.27558,1.31179,2.77278,3.739,3.11335,0.695815,1.42795,1,0,0,1,1364,1,1
"1365",-5421.18,-3.60808,1.30856,2.61054,3.67169,3.05633,0.709322,1.41096,1,0,0,1,1365,1,1
"1366",-5418.44,-1.03249,1.3162,2.76614,3.71501,3.12079,0.712458,1.42494,1,0,0,1,1366,1,1
"1367",-5420.26,-3.25815,1.32527,2.79638,3.62694,2.88611,0.697321,1.42269,1,0,0,1,1367,1,1
"1368",-5420.33,-1.48875,1.33129,2.65931,3.75839,3.13478,0.700205,1.4201,1,0,0,1,1368,1,1
"1369",-5430.39,-4.14765,1.31067,2.65666,3.87789,3.10793,0.722227,1.42373,1,0,0,1,1369,1,1
"1370",-5414.49,-6.97438,1.31021,2.85874,3.6919,2.85294,0.682596,1.43739,1,0,0,1,1370,1,1
"1371",-5413.79,-4.19748,1.3118,2.68541,3.63911,2.93795,0.696703,1.45228,1,0,0,1,1371,1,1
"1372",-5416.16,-1.2485,1.31981,3.02602,3.70971,3.06817,0.70627,1.44045,1,0,0,1,1372,1,1
"1373",-5418.4,-1.71478,1.32571,2.57898,3.75826,3.09109,0.694547,1.42349,1,0,0,1,1373,1,1
"1374",-5420.83,-0.679221,1.32768,2.65941,3.72446,3.02876,0.703015,1.42515,1,0,0,1,1374,1,1
"1375",-5416.74,-3.67204,1.3323,2.70528,3.72418,3.15743,0.685587,1.42411,1,0,0,1,1375,1,1
"1376",-5423.4,-3.2225,1.32674,2.77943,3.60812,3.04699,0.718039,1.41665,1,0,0,1,1376,1,1
"1377",-5414.82,-3.50112,1.32466,2.52108,3.61276,3.20552,0.69778,1.42902,1,0,0,1,1377,1,1
"1378",-5427.72,-6.65762,1.35505,2.96286,3.6408,2.99836,0.703343,1.42608,1,0,0,1,1378,1,1
"1379",-5418.55,-0.438514,1.32063,2.75364,3.80732,3.09056,0.700264,1.42622,1,0,0,1,1379,1,1
"1380",-5422.21,-2.63016,1.30855,2.669,3.82572,2.96994,0.705767,1.44497,1,0,0,1,1380,1,1
"1381",-5422.11,-7.02895,1.31217,2.88574,4.09205,3.18873,0.697251,1.43569,1,0,0,1,1381,1,1
"1382",-5413.41,-1.7983,1.33098,2.77528,3.70006,3.11934,0.697921,1.44757,1,0,0,1,1382,1,1
"1383",-5420.56,-2.04829,1.33468,2.76216,3.76965,3.08019,0.693298,1.42066,1,0,0,1,1383,1,1
"1384",-5418.06,-0.995131,1.32117,2.68891,3.77886,3.17403,0.710134,1.43022,1,0,0,1,1384,1,1
"1385",-5425.23,-4.30824,1.32493,2.83851,3.94766,2.98013,0.68871,1.42153,1,0,0,1,1385,1,1
"1386",-5421.36,-4.16308,1.32745,2.78725,3.62064,2.94605,0.719209,1.4481,1,0,0,1,1386,1,1
"1387",-5431.19,-3.46362,1.32896,2.59914,3.86838,2.88205,0.699423,1.43249,1,0,0,1,1387,1,1
"1388",-5412.46,-2.77754,1.3252,2.82664,3.77089,3.11426,0.687546,1.44521,1,0,0,1,1388,1,1
"1389",-5420.14,-5.85827,1.32091,2.58176,3.97812,3.23519,0.692616,1.42057,1,0,0,1,1389,1,1
"1390",-5415.74,-6.28857,1.32805,3.0659,3.75128,3.15178,0.704401,1.4683,1,0,0,1,1390,1,1
"1391",-5428.52,-3.10249,1.3254,2.56987,3.93713,3.12491,0.713005,1.43393,1,0,0,1,1391,1,1
"1392",-5426.33,-1.4931,1.32264,2.68258,3.90523,3.011,0.702245,1.42924,1,0,0,1,1392,1,1
"1393",-5414.34,-5.42338,1.30618,2.71517,3.52379,3.0259,0.716694,1.43793,1,0,0,1,1393,1,1
"1394",-5421.27,-3.1179,1.32247,2.73301,3.61931,2.99732,0.700453,1.40952,1,0,0,1,1394,1,1
"1395",-5419.68,-5.49119,1.34352,2.89566,3.73767,3.32139,0.702618,1.42866,1,0,0,1,1395,1,1
"1396",-5416.92,-2.68337,1.31419,2.65539,3.89148,3.21675,0.702622,1.43267,1,0,0,1,1396,1,1
"1397",-5424.56,-0.950079,1.33019,2.88444,3.81226,3.00042,0.707832,1.43495,1,0,0,1,1397,1,1
"1398",-5428.21,-2.56053,1.32764,2.65197,3.80695,2.92785,0.711318,1.44517,1,0,0,1,1398,1,1
