"id","menus","rep","rep2","t1","t2","c1","c2","d1","d2","drift1","drift2","drift3","speed","precision","treatment","f1","f2","f3","stay","alpha","bias_att","bias_sim","bias_comp","target_a","comp_a","dec_a","target_s","comp_s","dec_s","target_c","comp_c","dec_c"
1,1,1,1,1.5,1,1,1.5,1.5,0.85,2.4723665768233,2.47981939774616,0.985128320430541,2.84326995066851,0.732980650447576,1,0.133985630430282,0.136010054145837,-0.269995684576118,1.1948489585,1.76154123,0.233825312659131,0.0231407721973192,0.06044733505576,0.453918806440212,0.456331915194604,0.0897492783651842,0.304470303997437,0.346774478157811,0.348755217844752,0.336409366722307,0.397071767261179,0.266518866016514
2,1,1,2,1.5,1,1,1.5,1.5,0.85,2.39281514923455,2.41674209548882,1.37772123527664,2.76784843900538,0.667114148647758,1,0.123356227634924,0.132289751223553,-0.255645978858477,0.819860017,1.76154123,0.221440966943356,0.0267438710534804,0.0438915725576133,0.417390059624873,0.42477015842726,0.157839781947867,0.310120216486738,0.342639540798674,0.347240242714588,0.320813838824994,0.371565524824124,0.307620636350882
3,1,1,3,1.5,1,1,1.5,1.5,0.85,4.33858609839821,4.3846704363226,1.88497403027918,4.86286416226989,0.690833805973012,1,0.151748619267643,0.160462829985362,-0.312211449253005,0.527308287,1.76154123,0.270418150556882,0.0211893628905183,0.124157149570181,0.444629894597592,0.452983002817956,0.102387102584452,0.3122207890359,0.346581292222611,0.341197918741489,0.370344415130722,0.413297338287884,0.216358246581394
4,1,1,4,1.5,1,1,1.5,1.5,0.85,2.76377080945546,2.86628072017336,1.30743744537118,3.32834033552892,0.734735776248766,1,0.104031807762531,0.127663304097688,-0.231695111860219,0.9532201605,1.76154123,0.201001444148293,0.0292414454346291,0.0532694511687056,0.428490016771416,0.456880341292343,0.114629641936241,0.297564513820993,0.343757041653007,0.358678444525999,0.269490858701691,0.34948367157249,0.381025469725819
5,1,1,5,1.5,1,1,1.5,1.5,0.85,0.788277764871612,0.861466057862362,0.184195229766026,1.05210628754715,0.889937062121805,1,0.0815851087118374,0.115326715041743,-0.196911823753581,0.875525842,1.76154123,0.171363134162227,0.0390986570526878,0.0616591238065689,0.445133337136653,0.520490974234763,0.0343756886285843,0.245006817039325,0.35858996362421,0.396403219336465,0.195406108678139,0.39796336936185,0.406630521960011
6,1,1,6,1.5,1,1,1.5,1.5,0.85,2.60752583027415,2.57110428705703,1.47330927266882,3.05476778073628,0.692577490104479,1,0.116527062718108,0.105650698499903,-0.22217776121801,0.61689648,1.76154123,0.192488420455718,0.0244727406072173,0.0350763179916187,0.427106989677843,0.416653997020722,0.156239013301435,0.30874162171199,0.34248546212049,0.34877291616752,0.314892691706767,0.369618573313289,0.315488734979944
7,1,1,7,1.5,1,1,1.5,1.5,0.85,3.53559543192622,3.59897652750014,2.38364409557364,4.05188080002775,0.619077571013884,1,0.125240177287649,0.147116192309022,-0.272356369596671,0.884290312,1.76154123,0.236121015695793,0.0357461843231068,0.0828187758919995,0.395081591463902,0.407642671884621,0.197275736651478,0.311406666509435,0.343177383070922,0.345415950419642,0.332250077591948,0.378167865861907,0.289582056546144
8,1,1,8,1.5,1,1,1.5,1.5,0.85,2.04115871349352,2.42120345297296,0,2.44924083855826,0.90996432949599,1,0.123771198548154,0.195296198425716,-0.260377985920719,1.088297424,1.76154123,0.245059647098203,0.0650624037658146,0.194708368961134,0.425367305705138,0.574632694294862,0,0.177967139577892,0.409661981067672,0.412370879354435,0.324402757161582,0.660214942135928,0.0153823007024899
9,1,1,9,1.5,1,1,1.5,1.5,0.85,3.80030985948932,3.73660490752229,1.98393464298839,4.33373153065442,0.683988860068299,1,0.137303694175977,0.123346429923511,-0.260650124099488,0.532542852,1.76154123,0.225837478513116,0.0173812942616287,0.0506739021255098,0.436894348236821,0.424075802820989,0.139029848942189,0.316483779616238,0.341582102720367,0.341934117663394,0.33932190163131,0.372436161682973,0.288241936685717
10,1,1,10,1.5,1,1,1.5,1.5,0.85,3.23784832456634,3.97051678209965,1.09431280833401,3.97444836097935,0.732607590767207,1,0.0915154505206582,0.234088381598793,-0.325603832119452,0.671866415,1.76154123,0.290852457076104,0.104890036109919,0.247070695147918,0.387548681080314,0.555113953381042,0.0573373655386433,0.209389714278529,0.388487530847759,0.402122754873712,0.305258296482372,0.591710970310123,0.103030733207505
11,1,1,11,1.5,1,1,1.5,1.5,0.85,1.98707819651187,1.72866127790007,1.28765796058805,2.18214403187251,0.642474339557622,1,0.174194906021352,0.0332056659232244,-0.207400571944576,1.72689279,1.76154123,0.192952686915899,0.0363945220451008,0.0489837944888575,0.444825269905327,0.348022484800184,0.207152245294489,0.360217835499779,0.324013899162327,0.315768265337894,0.358411452727662,0.298279332554422,0.343309214717917
12,1,1,12,1.5,1,1,1.5,1.5,0.85,3.53092083858111,4.24513983589283,1.56790165552606,4.22586898286818,0.677723949253301,1,0.0964210048411246,0.261857511458295,-0.358278516299419,2.0962900775,1.76154123,0.321115136456861,0.127073379070898,0.336268121158488,0.381295140754673,0.527462573849046,0.0912422853962814,0.220254874520233,0.387772103274297,0.39197302220547,0.334533475120943,0.573397858335713,0.092068666543344
13,1,1,13,1.5,1,1,1.5,1.5,0.85,4.06819028383505,5.71882025732992,1.96403162383503,5.29863324876964,0.6748214197483,1,0.0283354968041156,0.337718927646104,-0.366054424450219,0.6143576865,1.76154123,0.352741276383379,0.209527582550342,0.454238901481588,0.322659488037508,0.587875726281264,0.0894647856812276,0.159213990390465,0.409156284212061,0.431629725397473,0.276411753315041,0.669627808010871,0.0539604386740885
14,1,1,14,1.5,1,1,1.5,1.5,0.85,2.92804978205061,2.90505994167098,1.48403799627841,3.3754205391513,0.696943941860637,1,0.129584722829983,0.123492434913477,-0.25307715774346,2.2232167155,1.76154123,0.219192415064129,0.0130611168942809,0.019989962552433,0.437009008114146,0.430982863468915,0.132008128416939,0.319987726644657,0.337526969409021,0.342485303946322,0.31255300563546,0.342614745696359,0.344832248668181
15,1,1,15,1.5,1,1,1.5,1.5,0.85,4.16946736827801,4.10398028539848,1.72954255632352,4.72600215286862,0.720026455557767,1,0.143467707000278,0.132217722550732,-0.275685429551009,0.900344351,1.76154123,0.238816838995018,0.0122759953815664,0.0479835655038062,0.457720625972423,0.445132531839858,0.0971468421877191,0.318882956454799,0.341007094726809,0.340109948818392,0.345410831189053,0.374601445344963,0.279987723465984
16,1,1,16,1.5,1,1,1.5,1.5,0.85,1.49646186071408,1.79045936798337,0.553123715802547,1.90205840556314,0.764938572106584,1,0.0785441050774394,0.185229732457745,-0.263773837535185,1.920099839,1.76154123,0.234580335489595,0.0882042063573242,0.162873206446769,0.392958555830114,0.538975131233865,0.0680663129360204,0.21255716381778,0.382429500481273,0.405013335700947,0.277404312343409,0.557984950760692,0.164610736895899
17,1,1,17,1.5,1,1,1.5,1.5,0.85,2.9470704858638,3.68490040227695,1.11456392185925,3.64473002925911,0.716021700784194,1,0.0825955438651189,0.24960777535883,-0.332203319223949,0.5999954055,1.76154123,0.29957061829339,0.124979494732191,0.292511517601857,0.375567272953555,0.55669753798462,0.0677351890618252,0.198320598182019,0.394178891643574,0.407500510174407,0.305821811089523,0.607790519553194,0.0863876693572831
18,1,1,18,1.5,1,1,1.5,1.5,0.85,3.01048762445239,3.03250177208055,1.84007979346706,3.44133705146088,0.643396931287263,1,0.131671271503987,0.139243493951614,-0.270914765455601,0.810269618,1.76154123,0.234649615905495,0.0228663880735191,0.0490745542123895,0.411007504837154,0.416316525967894,0.172675969194952,0.316325998985317,0.340735738249778,0.342938262764905,0.330201430649567,0.366705315278487,0.303093254071946
19,1,1,19,1.5,1,1,1.5,1.5,0.85,1.48625148720025,1.49033035562569,0.216872669674064,1.67690254017503,0.818018320671869,1,0.147664437387634,0.149092487262248,-0.296756924649883,1.483210692,1.76154123,0.257000027387845,0.0158201823141657,0.0802290363414425,0.490548791395967,0.492922765148337,0.0165284434556958,0.304961630689758,0.34984234431878,0.345196024991462,0.369486242286821,0.430201600565997,0.200312157147182
20,1,1,20,1.5,1,1,1.5,1.5,0.85,1.31903662069944,1.37396826976716,0.265345463033398,1.68794935404875,0.885891611201345,1,0.0966590457963185,0.112607752378415,-0.209266798174733,1.2140253925,1.76154123,0.181405719105377,0.0270797492953211,0.0653022054578436,0.468639379368906,0.503562088239105,0.0277985323919885,0.272987616768327,0.347965767458675,0.379046615772998,0.202665360878995,0.3355921922369,0.461742446884105
21,1,1,21,1.5,1,1,1.5,1.5,0.85,3.50982522554015,4.12435924729547,1.01934873716438,4.13193886741399,0.7301870760839,1,0.118118229946637,0.23420015492565,-0.352318384872287,0.8079405165,1.76154123,0.310588049618737,0.0886004185076655,0.274116568806155,0.409502216804154,0.544113129449592,0.0463846537462538,0.228367890677217,0.385354894821552,0.386277214501231,0.34590957608366,0.578177220717772,0.0759132031985679
22,1,1,22,1.5,1,1,1.5,1.5,0.85,2.96001047053009,2.79129324065983,1.70517969881009,3.34581787485823,0.67007999798988,1,0.144305957035692,0.0929970416405513,-0.237302998676243,0.4881106135,1.76154123,0.207105495063045,0.00886797373438737,0.0440374477505137,0.438541265824687,0.395469217445778,0.165989516729535,0.325568299477068,0.338640712789119,0.335790987733813,0.348804834072418,0.35656401820205,0.294631147725532
23,1,1,23,1.5,1,1,1.5,1.5,0.85,2.98339611518482,3.12443076353631,1.73508422127887,3.49019936211564,0.662036558280604,1,0.112306514999617,0.155220184310921,-0.267526699310538,0.641937138,1.76154123,0.232676378015546,0.0431981701613897,0.0721536702884924,0.404912549057428,0.439235797818842,0.15585165312373,0.297214560657004,0.347827931416873,0.354957507926123,0.313754252585035,0.394287800996117,0.291957946418848
24,1,1,24,1.5,1,1,1.5,1.5,0.85,3.32161344311181,3.68795366915535,2.51272369273284,3.92152065237154,0.587400347454484,1,0.0697638043896662,0.243014162582769,-0.312777966972435,0.695899463,1.76154123,0.284387876185091,0.134051483540357,0.288849372357307,0.355365215960639,0.427280378330584,0.217354405708777,0.274295111071374,0.359684530884823,0.366020358043803,0.326226876242855,0.448021817376049,0.225751306381096
25,1,1,25,1.5,1,1,1.5,1.5,0.85,2.82388357409164,3.13672175260245,1.33756454330591,3.42800064742495,0.714399257253457,1,0.0947613643240406,0.17054864082931,-0.265310005153351,1.5672871985,1.76154123,0.232869012420877,0.0706524424841542,0.135024082940307,0.404624534139244,0.486888979273091,0.108486486587665,0.255016996844124,0.366022676373443,0.378960326782432,0.304397568400385,0.479576572068267,0.216025859531348
26,1,1,26,1.5,1,1,1.5,1.5,0.85,2.97716499498879,3.12373055274785,1.75682577226336,3.44768418325026,0.648306335620787,1,0.119259509426256,0.16809476331846,-0.287354272744716,0.661059694,1.76154123,0.250051152875092,0.0543086019521167,0.136283244082466,0.402701315901682,0.438275888942064,0.159022795156254,0.291826668107818,0.352603445759458,0.355569886132724,0.335715895998022,0.422275974759101,0.242008129242877
27,1,1,27,1.5,1,1,1.5,1.5,0.85,3.4150601718809,3.33798475210652,1.84483143101258,3.82738983773224,0.662346503036664,1,0.152102317095224,0.130752252755807,-0.28285456985103,0.8706838735,1.76154123,0.245191735333866,0.00448646659648128,0.0482526627488935,0.435054014442365,0.417906609735301,0.147039375822334,0.32985103264738,0.336456016831126,0.333692950521494,0.350737221012118,0.356400582644584,0.292862196343298
28,1,1,28,1.5,1,1,1.5,1.5,0.85,2.77515724202552,2.7580920486672,1.66753010930729,3.19349014929273,0.658711026370909,1,0.126980864888023,0.121200742728711,-0.248181607616733,1.9890340135,1.76154123,0.214951006563039,0.0201730860587551,0.0317170666585701,0.417209707529222,0.412700997969045,0.170089294501733,0.316720555727586,0.339905581692107,0.343373862580307,0.323564738307952,0.359677866354791,0.316757395337256
