"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"174","gamma[15]",4.516902445,4.39344,0.968416910338924,0.946780947,3.1309045,6.2838275,1.00108976792085,2130.00142013186,1957.69233446047
"175","gamma[16]",4.205674675,4.04345,1.17402333530557,1.078976976,2.569962,6.377653,0.999598768898583,2015.98430786633,1962.73343888589
"176","gamma[17]",2.428741503,2.33276,0.653806714515806,0.600052698,1.514949,3.6306255,1.00022903176057,1838.99398761293,1884.63419829358
"177","gamma[18]",4.615365045,4.52404,0.937293399249475,0.887254556999999,3.2297085,6.299157,1.00070893922877,1932.70605491353,1649.33055413097
"178","gamma[19]",3.982709955,3.89626,0.909330466418137,0.843584574,2.665266,5.6355315,0.999750075975979,1634.27182733037,1958.88903719233
"179","gamma[20]",3.615437285,3.53406,0.775536884986437,0.74441346,2.514842,5.0434365,1.00159428434542,1896.49139813588,1807.68899206386
"180","gamma[21]",4.846505625,4.787275,0.804225271840262,0.792345918,3.635797,6.329093,1.00404635834639,1836.49203039944,1946.47186877862
"181","gamma[22]",2.2912886515,2.197125,0.661145256331664,0.615093675,1.395047,3.45875,0.999556417474236,2196.93933612024,1951.59017558952
"182","gamma[23]",3.44207395,3.318405,0.938569991727246,0.875971971,2.129414,5.210767,1.00015162609546,2037.63922981922,1722.96063210481
"183","gamma[24]",5.332355825,5.24582,0.975670095954821,0.935550252000001,3.907831,7.1236275,1.00355609682741,1794.4823039344,1803.99335926296
"184","gamma[25]",5.15502712,5.073465,0.983101375472659,0.977344746000001,3.696292,6.80277,0.999537478149818,1944.92272950352,1961.52960842579
"185","gamma[26]",2.997590065,2.89436,0.724386706455668,0.663485739,1.9791355,4.3894585,0.999958545176428,1979.00938590302,1744.31807356444
"186","gamma[27]",1.6671838635,1.621095,0.437434320259149,0.413511966,1.03629,2.4743875,1.00148478312516,1952.54422532158,1835.59505154288
"187","gamma[28]",4.508031235,4.42467,0.879195766018705,0.852576543000001,3.239939,6.093585,1.00040366664798,1570.36103628231,1738.26993854273
"188","gamma[29]",4.84950911,4.72579,1.21500271106301,1.150994271,3.1066815,7.0013925,0.999920576253021,1991.13851667339,1703.9282761435
"189","gamma[30]",3.64333537,3.571725,0.715558759187384,0.681002658,2.585152,4.884802,0.999556362933226,1868.08949265646,1890.9935019116
"190","gamma[31]",2.82829853,2.74654,0.668465168428723,0.653203908,1.8934775,4.0652885,0.999506655308962,1989.51298172762,1778.83285028919
"191","gamma[32]",3.87738818,3.800525,0.734522032518368,0.702352098,2.8268405,5.1846735,0.999623803733499,1865.45966210125,1847.97665367457
"192","gamma[33]",2.22105132,2.128235,0.675087744515723,0.643188945,1.301921,3.4314565,0.999579366453064,1919.44021956147,1953.22497642755
"193","gamma[34]",4.19382073,4.13821,0.803987139797924,0.781433982,2.9965945,5.5940025,0.999615679862121,1758.26694306497,1919.35298469675
"194","gamma[35]",3.98976732,3.913835,0.734828108228339,0.706807311,2.9259395,5.3184505,1.0000075630558,1909.40035633425,1616.0182653541
"195","gamma[36]",4.004832025,3.93186,0.789812535229691,0.751129638,2.8595465,5.46959,0.999983269206848,1811.23624942401,1817.96295948255
"196","gamma[37]",5.207583915,5.13322,1.02034284850611,0.996359091,3.671579,7.0601845,1.0006438942074,2074.08103484959,1727.28765968948
"197","gamma[38]",3.08787537,2.999295,0.720329696850647,0.659712522,2.069926,4.37228,1.00178397420289,1826.15061838737,1939.44813019217
"198","gamma[39]",4.24595604,4.13283,0.890578581805224,0.871753974,2.9925625,5.8256295,1.00021304432631,1831.6264335574,1854.09438352171
