"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw"
"473",-1024.33,-3.41402,1.79402,1.00355,0.321273,2.58201,0.610704,0.992051,1.48739,1,0,1,473,473
"474",-1026.39,-6.23426,1.80211,0.916535,0.361768,2.83245,0.664449,0.945645,1.44825,1,0,1,474,474
"475",-1023.2,-3.17871,1.78289,0.990757,0.410097,2.75366,0.645241,0.9958,1.43602,1,0,1,475,475
"476",-1023.01,-2.34926,1.83065,1.04489,0.332051,2.69955,0.590493,0.95285,1.45322,1,0,1,476,476
"477",-1028.05,-3.86104,1.86719,0.958632,0.339864,2.6974,0.572938,0.939133,1.45334,1,0,1,477,477
"478",-1022.68,-1.61136,1.81831,0.980911,0.410863,2.82826,0.609675,0.975885,1.47878,1,0,1,478,478
"479",-1023.37,-1.36526,1.78358,0.984024,0.416561,2.7376,0.610214,0.949347,1.47601,1,0,1,479,479
"480",-1027.71,-2.85736,1.83202,1.00924,0.385112,2.61414,0.634828,0.954386,1.43792,1,0,1,480,480
"481",-1021.67,-0.207909,1.81431,0.99914,0.358596,2.71909,0.601482,0.948031,1.46074,1,0,1,481,481
"482",-1023.41,-1.65839,1.81268,0.982842,0.391347,2.75737,0.611737,0.937717,1.43487,1,0,1,482,482
"483",-1062.49,-4.94256,1.83451,1.02761,0.378986,2.82133,0.540545,0.896809,1.4693,1,0,1,483,483
"484",-1027.29,-3.58235,1.78844,1.01023,0.31523,2.72544,0.683349,0.953084,1.50109,1,0,1,484,484
"485",-1025.6,-3.44836,1.85388,1.00483,0.375976,2.7272,0.569169,0.960653,1.42994,1,0,1,485,485
"486",-1024.01,-2.87696,1.81972,0.977446,0.358108,2.78327,0.631036,1.04478,1.46816,1,0,1,486,486
"487",-1023.66,-2.28956,1.86601,0.992167,0.351761,2.75468,0.578752,0.953311,1.46134,1,0,1,487,487
"488",-1026.41,-1.97549,1.80837,0.974737,0.366567,2.62416,0.637317,0.950083,1.49448,1,0,1,488,488
"489",-1025.53,-4.5762,1.78755,1.01965,0.332815,2.64251,0.64385,1.04295,1.49177,1,0,1,489,489
"490",-1058.58,-1.58198,1.78832,1.02785,0.349009,2.77883,0.594204,0.943829,1.4897,1,0,1,490,490
"491",-1023.17,-2.7672,1.81718,1.00845,0.295354,2.68293,0.5969,1.00015,1.48841,1,0,1,491,491
"492",-1026.15,-2.34374,1.84022,0.995172,0.308354,2.66059,0.64356,0.948399,1.45736,1,0,1,492,492
"493",-1028.69,-5.87847,1.80166,0.964603,0.335497,2.56263,0.556348,0.900415,1.47822,1,0,1,493,493
"494",-1022.79,-2.11938,1.82847,0.970568,0.344275,2.81162,0.636266,0.964112,1.50314,1,0,1,494,494
"495",-1023.53,-3.75888,1.775,1.01984,0.35615,2.64334,0.582294,1.02311,1.46326,1,0,1,495,495
"496",-1021.92,-1.16042,1.83924,1.01042,0.369175,2.77692,0.626287,0.976478,1.49049,1,0,1,496,496
"497",-1025.43,-5.00303,1.81212,0.969277,0.405925,2.88838,0.619075,0.876568,1.48743,1,0,1,497,497
"498",-1028.22,-3.54631,1.81302,0.98889,0.40669,2.59706,0.578285,0.902809,1.47194,1,0,1,498,498
"499",-1023.5,-3.79901,1.80935,0.992264,0.291789,2.64205,0.582579,1.012,1.4692,1,0,1,499,499
"500",-1023.53,-1.37872,1.79485,0.977455,0.359552,2.66055,0.582072,0.968702,1.46647,1,0,1,500,500
"501",-1024.51,-3.13881,1.85124,1.0015,0.37179,2.70684,0.600769,0.941557,1.52223,1,0,1,501,501
"502",-1023.39,-1.55258,1.80897,0.983285,0.344815,2.65013,0.579112,0.970096,1.48678,1,0,1,502,502
"503",-1026.99,-3.67865,1.8609,0.973879,0.379216,2.75485,0.579926,1.0249,1.46517,1,0,1,503,503
"504",-1026.41,-3.29609,1.85016,0.993859,0.343419,2.76578,0.672415,0.95837,1.43665,1,0,1,504,504
"505",-1029.08,-1.65529,1.82809,1.01895,0.372995,2.84911,0.621943,0.937031,1.48041,1,0,1,505,505
"506",-1022.43,-1.44373,1.78572,0.995185,0.313216,2.70707,0.60605,0.973607,1.46652,1,0,1,506,506
"507",-1028.15,-5.31332,1.78173,0.942964,0.349124,2.7977,0.543787,0.975755,1.49182,1,0,1,507,507
"508",-1024.55,-4.00655,1.81416,0.98768,0.346049,2.8323,0.666825,1.01963,1.44007,1,0,1,508,508
"509",-1025.87,-4.7635,1.76954,0.951439,0.404087,2.76287,0.602844,1.01735,1.44414,1,0,1,509,509
"510",-1029.13,-8.58787,1.84257,1.01455,0.440661,2.88084,0.61333,1.02132,1.40877,1,0,1,510,510
"511",-1024.65,-3.17322,1.79158,1.00188,0.352703,2.72807,0.570875,1.03859,1.46443,1,0,1,511,511
"512",-1024.77,-1.70756,1.79585,0.977508,0.391705,2.72155,0.567828,0.973607,1.48166,1,0,1,512,512
"513",-1022,-1.13141,1.79546,0.999943,0.322585,2.71306,0.584839,0.947916,1.46356,1,0,1,513,513
"514",-1058.74,-2.90022,1.80692,1.00045,0.296714,2.82096,0.597519,0.997503,1.45703,1,0,1,514,514
"515",-1024.65,-1.61436,1.80593,1.00241,0.378817,2.77842,0.589857,0.926791,1.50412,1,0,1,515,515
"516",-1027.74,-7.2419,1.76726,0.951763,0.272248,2.69272,0.610694,0.88475,1.46546,1,0,1,516,516
"517",-1026.49,-4.57095,1.75692,0.989821,0.435454,2.69043,0.608741,1.01327,1.48583,1,0,1,517,517
"518",-1024.06,-1.83914,1.81103,1.01032,0.390748,2.84311,0.641041,0.924609,1.46638,1,0,1,518,518
"519",-1026.31,-5.10331,1.77552,0.975391,0.293881,2.78525,0.655358,1.0145,1.44776,1,0,1,519,519
"520",-1022.66,-1.68545,1.81822,0.968507,0.341109,2.78969,0.647199,0.989447,1.48028,1,0,1,520,520
"521",-1025.95,-4.34269,1.82489,0.95734,0.366113,2.89334,0.567299,0.9181,1.48103,1,0,1,521,521
"522",-1025.37,-3.39715,1.85653,0.974494,0.400929,2.81891,0.593128,1.00972,1.46793,1,0,1,522,522
"523",-1024.5,-2.951,1.79094,0.9868,0.368383,2.69031,0.62707,1.04314,1.46068,1,0,1,523,523
"524",-1023.79,-2.25974,1.81819,0.994001,0.383357,2.87622,0.626246,0.982251,1.45425,1,0,1,524,524
"525",-1024.45,-4.32262,1.77117,0.961946,0.327958,2.79055,0.618301,0.908179,1.4346,1,0,1,525,525
"526",-1028.95,-3.36982,1.79796,0.937775,0.378378,2.65552,0.637339,0.954313,1.49181,1,0,1,526,526
"527",-1024.39,-2.14858,1.7879,0.974078,0.399229,2.72903,0.643484,0.905578,1.47021,1,0,1,527,527
"528",-1057.74,-2.51065,1.80667,1.0443,0.389941,2.80447,0.62519,0.911623,1.47265,1,0,1,528,528
"529",-1029.48,-6.31063,1.88739,0.950615,0.338926,2.78269,0.621776,1.02703,1.47002,1,0,1,529,529
"530",-1022.03,-1.0791,1.77994,1.0045,0.364683,2.68951,0.608269,0.948683,1.45794,1,0,1,530,530
"531",-1026.26,-2.42295,1.81651,1.00956,0.329086,2.79161,0.566274,0.964114,1.44246,1,0,1,531,531
"532",-1021.72,-0.59445,1.79631,1.0106,0.370525,2.73334,0.638697,0.961795,1.4655,1,0,1,532,532
"533",-1027.46,-4.33983,1.79415,1.013,0.432434,2.63899,0.556005,0.997384,1.46294,1,0,1,533,533
"534",-1023.48,-2.31496,1.82287,0.994658,0.352888,2.81264,0.680716,0.931332,1.47428,1,0,1,534,534
"535",-1025.86,-2.85844,1.83669,0.994061,0.354222,2.66439,0.624854,1.03869,1.47706,1,0,1,535,535
"536",-1023.43,-3.89478,1.76169,1.02925,0.398836,2.65912,0.651144,0.984965,1.46503,1,0,1,536,536
"537",-1026.65,-2.71052,1.81651,0.998805,0.395865,2.65642,0.676798,0.921778,1.48524,1,0,1,537,537
"538",-1027.47,-3.1626,1.84145,0.960495,0.338593,2.66648,0.581537,0.994194,1.44838,1,0,1,538,538
"539",-1023.28,-1.70385,1.78691,1.00212,0.416076,2.69594,0.627214,0.921,1.46885,1,0,1,539,539
"540",-1028.85,-3.50438,1.84908,1.00226,0.360629,2.57527,0.628404,0.918385,1.47732,1,0,1,540,540
"541",-1023.54,-2.00118,1.81848,1.00573,0.319365,2.68096,0.610597,0.936992,1.50722,1,0,1,541,541
"542",-1024.03,-0.91329,1.82658,0.967339,0.338625,2.70204,0.614047,0.955253,1.46356,1,0,1,542,542
"543",-1025.34,-2.94512,1.83317,1.00147,0.366604,2.61514,0.613491,0.985269,1.50979,1,0,1,543,543
"544",-1022.14,-0.9539,1.82109,0.992744,0.343189,2.7121,0.57787,0.947034,1.45605,1,0,1,544,544
"545",-1026.56,-2.40738,1.79477,0.997148,0.393492,2.79174,0.553918,0.944696,1.46026,1,0,1,545,545
"546",-1026.04,-3.46044,1.76521,0.971286,0.331726,2.79291,0.593684,1.0114,1.47009,1,0,1,546,546
"547",-1034.44,-10.1822,1.84407,0.967096,0.354785,2.6619,0.629241,0.870574,1.55973,1,0,1,547,547
"548",-1027.29,-3.20327,1.82803,1.01456,0.363495,2.81711,0.569044,1.00342,1.44156,1,0,1,548,548
"549",-1025.86,-3.68864,1.81896,0.996251,0.334309,2.77479,0.696516,0.949262,1.50583,1,0,1,549,549
"550",-1023.49,-2.39043,1.79858,0.988268,0.303187,2.67146,0.617187,0.990695,1.45174,1,0,1,550,550
"551",-1025.01,-3.29197,1.84285,0.960777,0.361285,2.80617,0.644123,0.893468,1.46545,1,0,1,551,551
"552",-1022.13,-0.763528,1.78633,1.00116,0.360653,2.71293,0.616653,0.92939,1.46327,1,0,1,552,552
"553",-1023.37,-1.40036,1.82522,1.01816,0.336029,2.77205,0.649311,0.958849,1.45438,1,0,1,553,553
"554",-1024.47,-2.69586,1.82237,0.982892,0.404432,2.82712,0.595729,1.02044,1.47719,1,0,1,554,554
"555",-1022.46,-1.34375,1.78375,0.983285,0.390787,2.77521,0.604267,0.959668,1.45259,1,0,1,555,555
"556",-1028.22,-3.56234,1.81215,0.978073,0.400366,2.62125,0.558184,0.952921,1.44601,1,0,1,556,556
"557",-1022.85,-2.07374,1.84043,0.990617,0.340313,2.83747,0.618523,0.985922,1.49216,1,0,1,557,557
"558",-1025.29,-2.82892,1.81628,1.01005,0.35673,2.7496,0.589061,0.974046,1.52531,1,0,1,558,558
"559",-1023.56,-4.32795,1.84565,0.994664,0.281624,2.69393,0.577547,0.988924,1.49391,1,0,1,559,559
"560",-1022.37,-1.14521,1.83163,1.00968,0.341409,2.73496,0.620709,0.96883,1.49972,1,0,1,560,560
"561",-1023.58,-3.84438,1.76803,0.994259,0.337507,2.64801,0.601243,0.998537,1.43597,1,0,1,561,561
"562",-1023.56,-2.3255,1.82505,0.945358,0.339695,2.79642,0.604309,0.935237,1.48101,1,0,1,562,562
"563",-1023.71,-4.08329,1.8095,1.01201,0.307909,2.64799,0.560783,0.903257,1.4911,1,0,1,563,563
"564",-1027.69,-3.8245,1.8101,0.986035,0.430497,2.66598,0.628112,0.909994,1.51539,1,0,1,564,564
"565",-1023.74,-2.03511,1.78861,0.971246,0.346099,2.70709,0.608491,1.00631,1.49244,1,0,1,565,565
"566",-1023.44,-1.35244,1.80465,0.98955,0.369694,2.73699,0.653016,0.910099,1.4801,1,0,1,566,566
"567",-1022.98,-1.81911,1.77185,0.999793,0.355796,2.66637,0.600844,0.978486,1.48368,1,0,1,567,567
"568",-1024.91,-1.26211,1.80736,0.980097,0.361384,2.68517,0.654367,0.93416,1.45894,1,0,1,568,568
"569",-1026.12,-2.60686,1.78575,1.01639,0.345155,2.75911,0.682479,0.935031,1.47623,1,0,1,569,569
"570",-1027.22,-5.28973,1.85014,1.05931,0.347694,2.72558,0.683223,0.999487,1.46841,1,0,1,570,570
"571",-1030.49,-5.31485,1.7811,0.948633,0.38761,2.61803,0.633186,0.959836,1.5191,1,0,1,571,571
"572",-1025.01,-3.28982,1.82348,1.02792,0.440712,2.68249,0.596267,0.901132,1.47183,1,0,1,572,572
"573",-1061.94,-9.44188,1.86069,1.08656,0.409679,2.82759,0.614193,0.948814,1.41732,1,0,1,573,573
"574",-1023.58,-1.92934,1.7909,1.00192,0.342268,2.61867,0.604999,0.924342,1.47734,1,0,1,574,574
"575",-1021.99,-0.784546,1.83229,1.0156,0.336759,2.70991,0.614361,0.974767,1.47142,1,0,1,575,575
"576",-1022.89,-2.42714,1.82856,1.00499,0.433888,2.84864,0.617033,0.953564,1.47891,1,0,1,576,576
"577",-1025.78,-4.48432,1.83688,1.00567,0.383815,2.76643,0.71169,0.945375,1.50006,1,0,1,577,577
"578",-1023.1,-3.16502,1.7785,0.999236,0.411765,2.8122,0.664732,0.924945,1.45977,1,0,1,578,578
"579",-1022.24,-1.60953,1.80059,0.97456,0.372306,2.81532,0.646754,0.924814,1.47152,1,0,1,579,579
"580",-1031.24,-6.35022,1.74606,0.984272,0.450237,2.80543,0.579446,0.996247,1.45238,1,0,1,580,580
"581",-1026.59,-3.52646,1.86338,1.00666,0.407445,2.71627,0.594276,1.02113,1.46614,1,0,1,581,581
"582",-1024.36,-2.1967,1.80895,1.00583,0.384741,2.65778,0.585576,0.895915,1.47943,1,0,1,582,582
"583",-1026.33,-1.49079,1.80899,0.999523,0.354163,2.8296,0.591675,0.917857,1.46036,1,0,1,583,583
"584",-1058.87,-4.81868,1.76576,1.04375,0.392324,2.78175,0.672627,0.995844,1.47964,1,0,1,584,584
"585",-1025.09,-4.05194,1.77683,0.926811,0.36612,2.79042,0.61088,0.955973,1.47051,1,0,1,585,585
"586",-1024.41,-2.74431,1.83727,0.993001,0.353398,2.84003,0.600663,0.956305,1.51367,1,0,1,586,586
"587",-1023.97,-1.63937,1.83654,0.978378,0.344722,2.74088,0.647142,0.930386,1.495,1,0,1,587,587
"588",-1029.68,-5.67582,1.8518,1.01964,0.472946,2.68784,0.63796,0.979046,1.43273,1,0,1,588,588
"589",-1023.84,-2.06947,1.84004,0.962719,0.40354,2.80231,0.631588,0.963037,1.46512,1,0,1,589,589
"590",-1022.26,-1.27997,1.77865,0.997241,0.391629,2.73836,0.624627,0.984562,1.47066,1,0,1,590,590
"591",-1025.62,-3.67665,1.80461,0.988946,0.331038,2.64451,0.616516,1.04834,1.46013,1,0,1,591,591
"592",-1025.11,-2.60367,1.7937,0.970785,0.326456,2.71477,0.659022,0.938697,1.44271,1,0,1,592,592
"593",-1025.72,-2.29808,1.83486,0.94351,0.35818,2.73151,0.598494,0.97482,1.48333,1,0,1,593,593
"594",-1021.93,-0.729121,1.82729,1.00241,0.344677,2.73757,0.588248,0.954871,1.48899,1,0,1,594,594
"595",-1026.51,-2.83659,1.81127,0.972097,0.326038,2.61904,0.611293,0.914722,1.49481,1,0,1,595,595
"596",-1027.6,-4.37337,1.87655,1.00527,0.39474,2.74931,0.599731,0.966169,1.4291,1,0,1,596,596
"597",-1027.18,-4.40057,1.8387,0.945346,0.284295,2.71126,0.640664,0.956627,1.47722,1,0,1,597,597
"598",-1022.86,-2.4322,1.79743,0.954998,0.352641,2.82287,0.594624,0.970931,1.45087,1,0,1,598,598
"599",-1023.32,-1.32919,1.82004,1.02261,0.367039,2.78882,0.617718,0.990195,1.45367,1,0,1,599,599
"600",-1057.48,-2.45726,1.80648,1.045,0.371294,2.78069,0.607931,0.942759,1.43986,1,0,1,600,600
"601",-1030.96,-7.53288,1.80769,0.982123,0.421593,2.81529,0.551681,1.02581,1.41468,1,0,1,601,601
"602",-1026.45,-3.76862,1.84014,0.968561,0.434185,2.82635,0.589558,0.980556,1.49852,1,0,1,602,602
"603",-1023.8,-3.06793,1.85117,1.02596,0.359826,2.77107,0.563347,0.924038,1.45443,1,0,1,603,603
"604",-1028.83,-2.89902,1.83386,0.996211,0.415328,2.58575,0.619783,0.95541,1.46552,1,0,1,604,604
"605",-1023.42,-1.2188,1.80679,1.00001,0.393741,2.6664,0.60801,0.974489,1.49399,1,0,1,605,605
"606",-1060.06,-4.20325,1.77222,1.00923,0.375069,2.86156,0.632,1.00823,1.50283,1,0,1,606,606
"607",-1025.09,-3.31324,1.79244,0.962427,0.452675,2.80914,0.616747,0.953545,1.4838,1,0,1,607,607
"608",-1022.56,-0.896749,1.81864,1.00167,0.332648,2.72706,0.629243,0.960165,1.44793,1,0,1,608,608
"609",-1026.48,-7.6197,1.78615,0.961565,0.299517,2.72228,0.520983,1.01759,1.47925,1,0,1,609,609
"610",-1022.53,-3.26677,1.83075,1.0019,0.399512,2.83359,0.668167,0.962612,1.50424,1,0,1,610,610
"611",-1031.4,-5.41947,1.87831,1.01112,0.400445,2.63181,0.61122,1.01478,1.44743,1,0,1,611,611
"612",-1023.97,-1.34552,1.80757,0.959537,0.363428,2.7239,0.632916,0.989174,1.47422,1,0,1,612,612
"613",-1030.55,-7.63468,1.72537,0.993612,0.451292,2.68769,0.610508,0.94173,1.50242,1,0,1,613,613
"614",-1028.12,-5.29792,1.8144,0.927185,0.406211,2.82289,0.573701,0.925487,1.45264,1,0,1,614,614
"615",-1021.5,-0.262797,1.8183,1.01289,0.364862,2.74112,0.600972,0.948488,1.46774,1,0,1,615,615
"616",-1030.07,-4.89358,1.79063,0.954869,0.381564,2.5876,0.59526,0.958154,1.51376,1,0,1,616,616
"617",-1023.92,-1.32327,1.80767,0.968202,0.35291,2.70551,0.615739,0.989567,1.4513,1,0,1,617,617
"618",-1024.06,-3.83326,1.78036,0.938509,0.347235,2.80536,0.633309,0.992417,1.48258,1,0,1,618,618
"619",-1023.94,-1.47766,1.81857,0.981611,0.385962,2.73806,0.583523,0.905295,1.46714,1,0,1,619,619
"620",-1025.78,-3.47776,1.81855,0.997273,0.297299,2.63558,0.647328,0.981453,1.49858,1,0,1,620,620
"621",-1022.85,-1.58053,1.84372,0.997609,0.35642,2.72408,0.575629,0.972527,1.49141,1,0,1,621,621
"622",-1059.35,-6.16896,1.78319,1.09177,0.358172,2.82018,0.591709,0.945453,1.46256,1,0,1,622,622
"623",-1033.23,-9.75156,1.82696,0.973259,0.331969,2.69779,0.610602,0.864155,1.55952,1,0,1,623,623
"624",-1025.18,-1.63142,1.80983,1.00923,0.39147,2.8272,0.597149,0.91992,1.45922,1,0,1,624,624
"625",-1027.3,-7.06,1.85735,1.04923,0.363583,2.75214,0.631646,0.973785,1.54361,1,0,1,625,625
"626",-1021.82,-0.35604,1.80902,1.0009,0.386574,2.72503,0.620094,0.956353,1.45859,1,0,1,626,626
"627",-1060.4,-2.76414,1.76338,1.01881,0.33859,2.74702,0.621572,0.917301,1.49103,1,0,1,627,627
"628",-1021.84,-0.668042,1.82498,1.02233,0.348964,2.73243,0.603104,0.936302,1.46756,1,0,1,628,628
"629",-1026.42,-2.25655,1.81228,0.981401,0.390942,2.62102,0.579614,0.926485,1.48176,1,0,1,629,629
"630",-1023.33,-2.20407,1.81016,0.955979,0.349885,2.78342,0.580313,0.952752,1.44721,1,0,1,630,630
"631",-1023.82,-2.24783,1.80923,1.01447,0.312838,2.63689,0.628946,0.977524,1.45579,1,0,1,631,631
"632",-1022.98,-1.94856,1.7884,1.04082,0.385223,2.70681,0.629278,0.97859,1.46696,1,0,1,632,632
"633",-1029.34,-4.50999,1.87475,0.99883,0.37027,2.67627,0.649517,0.88705,1.47741,1,0,1,633,633
"634",-1024.06,-2.4305,1.82149,0.977222,0.349314,2.7664,0.643198,1.02092,1.44948,1,0,1,634,634
"635",-1022.75,-0.806401,1.82351,0.992465,0.374575,2.72583,0.649374,0.959509,1.4878,1,0,1,635,635
"636",-1028.5,-5.60862,1.79754,0.954362,0.284016,2.68038,0.634008,0.879893,1.4707,1,0,1,636,636
"637",-1023.25,-2.27503,1.83563,1.00988,0.366964,2.83144,0.626403,0.941239,1.43781,1,0,1,637,637
"638",-1025.4,-3.67036,1.82264,0.99237,0.316818,2.73134,0.661523,1.03164,1.49447,1,0,1,638,638
"639",-1027.96,-3.14541,1.86952,1.00286,0.381092,2.63235,0.610851,0.924939,1.46708,1,0,1,639,639
"640",-1023.99,-2.91957,1.85325,1.0115,0.349632,2.79066,0.677369,0.961755,1.48368,1,0,1,640,640
"641",-1022.81,-1.78426,1.77299,0.993237,0.380639,2.69953,0.595903,0.984464,1.45711,1,0,1,641,641
"642",-1025.36,-4.46638,1.8676,1.04868,0.33524,2.74436,0.603984,1.00681,1.45653,1,0,1,642,642
"643",-1025.53,-4.60252,1.79572,1.03033,0.461882,2.81386,0.625569,0.98397,1.44116,1,0,1,643,643
"644",-1021.95,-1.12749,1.83935,1.00486,0.405876,2.77406,0.625761,0.955472,1.47836,1,0,1,644,644
"645",-1059.57,-3.40932,1.75356,1.03685,0.363966,2.71811,0.60965,0.929124,1.48089,1,0,1,645,645
"646",-1026.35,-3.22279,1.78295,1.0013,0.358358,2.77049,0.600788,0.869765,1.46638,1,0,1,646,646
"647",-1029.25,-4.10618,1.85427,1.0003,0.412934,2.60988,0.59525,1.0133,1.47415,1,0,1,647,647
"648",-1025.77,-4.59948,1.86002,0.982444,0.404013,2.80185,0.664835,1.02583,1.47192,1,0,1,648,648
"649",-1023.63,-1.9609,1.81027,0.96025,0.348218,2.74661,0.583572,1.00336,1.46589,1,0,1,649,649
"650",-1032.63,-5.99785,1.87846,0.990722,0.309635,2.67683,0.695409,0.958566,1.46315,1,0,1,650,650
"651",-1022.85,-0.653331,1.82735,0.985346,0.343753,2.68691,0.603327,0.969548,1.48084,1,0,1,651,651
"652",-1022.8,-1.21878,1.83426,1.002,0.324401,2.77308,0.638885,0.940472,1.48229,1,0,1,652,652
"653",-1022.18,-0.896234,1.83343,1.01147,0.371381,2.81031,0.608404,0.96409,1.46842,1,0,1,653,653
"654",-1024.91,-3.17393,1.83961,1.00134,0.39275,2.74129,0.596919,1.01402,1.5125,1,0,1,654,654
"655",-1022.07,-1.07511,1.81544,1.02879,0.394244,2.76265,0.618602,0.943738,1.46002,1,0,1,655,655
"656",-1023.01,-1.62924,1.84834,0.976188,0.350169,2.78795,0.59871,0.972181,1.45614,1,0,1,656,656
"657",-1023.62,-3.21648,1.79251,1.03549,0.42011,2.61447,0.609389,0.940098,1.46863,1,0,1,657,657
"658",-1025.9,-4.28806,1.81855,1.01506,0.380464,2.61544,0.607139,1.04489,1.49464,1,0,1,658,658
"659",-1024.21,-2.99846,1.8367,1.01978,0.368816,2.71771,0.577452,1.0123,1.50317,1,0,1,659,659
"660",-1039.1,-8.5585,1.90936,0.98746,0.37524,2.58954,0.634556,1.01566,1.45922,1,0,1,660,660
"661",-1023.16,-2.44498,1.7796,0.992414,0.35641,2.64276,0.582573,0.986584,1.45302,1,0,1,661,661
"662",-1027.1,-5.49528,1.75941,0.998046,0.284414,2.70609,0.601628,1.00599,1.44374,1,0,1,662,662
"663",-1026.14,-3.50593,1.87146,0.996529,0.381585,2.70998,0.564932,0.922081,1.46417,1,0,1,663,663
"664",-1028.67,-5.22921,1.82506,1.01711,0.422269,2.59751,0.673403,0.929737,1.50624,1,0,1,664,664
"665",-1061.71,-3.8846,1.80131,1.01641,0.274881,2.78419,0.627162,0.929834,1.49333,1,0,1,665,665
"666",-1023.92,-1.24838,1.79786,0.983864,0.367467,2.67014,0.610375,0.922994,1.45231,1,0,1,666,666
"667",-1023.75,-2.23198,1.83383,0.987122,0.376359,2.79258,0.569922,0.908611,1.46012,1,0,1,667,667
"668",-1022.99,-2.47981,1.79199,0.974152,0.423763,2.78193,0.647199,0.943876,1.45073,1,0,1,668,668
"669",-1022.57,-2.29102,1.80961,0.992558,0.410225,2.85399,0.635702,0.986751,1.4827,1,0,1,669,669
"670",-1060.13,-6.63895,1.76592,1.04915,0.295674,2.78333,0.558685,0.924246,1.44799,1,0,1,670,670
"671",-1024.58,-3.46954,1.83209,1.02302,0.344098,2.68379,0.593346,0.962064,1.42004,1,0,1,671,671
"672",-1025.25,-3.25092,1.81134,0.94932,0.357883,2.7668,0.680637,0.971686,1.48593,1,0,1,672,672
"673",-1023.68,-1.80171,1.82127,1.00644,0.347092,2.80414,0.639973,0.988488,1.49994,1,0,1,673,673
"674",-1030.38,-5.04861,1.79207,0.95549,0.379873,2.84579,0.54061,0.974113,1.48906,1,0,1,674,674
"675",-1024.76,-1.9541,1.79235,1.00498,0.329377,2.76154,0.632005,1.01097,1.48737,1,0,1,675,675
"676",-1022.43,-1.58704,1.84939,1.02751,0.352665,2.69764,0.603545,0.973055,1.4699,1,0,1,676,676
"677",-1032.41,-5.27568,1.80578,0.929244,0.378017,2.60394,0.600493,0.945971,1.50393,1,0,1,677,677
"678",-1025.93,-6.64875,1.84626,0.947983,0.274152,2.69343,0.553154,0.942352,1.46471,1,0,1,678,678
"679",-1024.93,-2.45294,1.80609,0.956898,0.373293,2.74214,0.572019,0.937053,1.44496,1,0,1,679,679
"680",-1027.08,-3.22153,1.82551,1.02115,0.30385,2.76002,0.601299,0.897864,1.49683,1,0,1,680,680
"681",-1029.66,-6.05718,1.78149,1.0101,0.394773,2.8415,0.708057,0.991593,1.50198,1,0,1,681,681
"682",-1024.72,-2.23411,1.81905,0.966154,0.354752,2.69232,0.561594,0.981475,1.45946,1,0,1,682,682
"683",-1030.64,-4.87131,1.79333,0.954826,0.428789,2.67903,0.555509,0.979035,1.44425,1,0,1,683,683
"684",-1023.69,-1.82232,1.81675,1.01846,0.308246,2.728,0.586958,0.944741,1.49054,1,0,1,684,684
"685",-1022.82,-1.85304,1.79045,0.960541,0.332575,2.7939,0.60499,0.978043,1.47809,1,0,1,685,685
"686",-1027.37,-5.86132,1.79534,1.02761,0.394124,2.80771,0.694108,0.967338,1.42234,1,0,1,686,686
"687",-1025.92,-2.15767,1.78741,1.0188,0.353746,2.73259,0.620531,0.923627,1.50888,1,0,1,687,687
"688",-1023.59,-4.43152,1.76068,0.991716,0.309938,2.68564,0.573186,0.97664,1.4415,1,0,1,688,688
"689",-1023.06,-3.48887,1.83324,1.02669,0.347071,2.65213,0.552678,0.919423,1.48314,1,0,1,689,689
"690",-1062.26,-4.71971,1.7937,1.01574,0.455895,2.87011,0.583504,0.974173,1.44942,1,0,1,690,690
"691",-1029.2,-4.1311,1.84582,1.00962,0.404651,2.91702,0.615101,0.944998,1.45082,1,0,1,691,691
"692",-1022.15,-1.18374,1.78679,0.991503,0.388682,2.76146,0.647921,0.95511,1.48101,1,0,1,692,692
"693",-1024.42,-2.41114,1.78727,0.981088,0.439169,2.76458,0.605805,0.922809,1.46132,1,0,1,693,693
"694",-1030.16,-5.25343,1.85499,0.93753,0.333342,2.64234,0.564731,0.974153,1.47791,1,0,1,694,694
"695",-1025.13,-3.17596,1.82755,1.00847,0.336172,2.75283,0.678739,0.958516,1.51093,1,0,1,695,695
"696",-1022.72,-1.95928,1.82781,0.970186,0.330168,2.7641,0.565332,0.968795,1.47386,1,0,1,696,696
"697",-1028.62,-2.66321,1.85219,0.969951,0.412309,2.68328,0.6509,0.952707,1.47745,1,0,1,697,697
"698",-1059.11,-2.27938,1.78723,1.01241,0.381679,2.8579,0.593864,0.935494,1.48582,1,0,1,698,698
"699",-1024.75,-2.36184,1.79742,0.999603,0.409701,2.65383,0.607934,0.988458,1.50179,1,0,1,699,699
"700",-1028.59,-2.3656,1.83567,0.954868,0.404331,2.70212,0.624968,0.956729,1.44889,1,0,1,700,700
"701",-1059.29,-1.96327,1.77465,1.00234,0.3351,2.80596,0.617468,0.935287,1.49045,1,0,1,701,701
"702",-1023.6,-2.24208,1.83575,1.00722,0.378202,2.76398,0.683914,0.949434,1.47538,1,0,1,702,702
"703",-1022.83,-2.57539,1.83042,1.03666,0.331561,2.63577,0.607896,0.973057,1.49047,1,0,1,703,703
"704",-1059.32,-6.88958,1.75435,1.02502,0.383806,2.93597,0.63491,0.902089,1.47115,1,0,1,704,704
