"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw"
"1026",-1023.28,-4.2935,1.82188,0.949863,0.318705,2.88556,0.653389,0.956085,1.46708,1,0,1,1026,1026
"1027",-1030.82,-8.9074,1.81783,0.980621,0.450504,2.77154,0.693748,1.05427,1.42543,1,0,1,1027,1027
"1028",-1030.52,-5.67389,1.77774,0.97755,0.404087,2.64284,0.68293,0.886701,1.45243,1,0,1,1028,1028
"1029",-1026.92,-5.751,1.79043,0.935881,0.315681,2.7404,0.636749,1.02425,1.50506,1,0,1,1029,1029
"1030",-1023.22,-1.43146,1.81685,1.01823,0.34833,2.77231,0.623208,1.00163,1.45348,1,0,1,1030,1030
"1031",-1062.71,-5.83155,1.79698,1.04986,0.335681,2.85939,0.66577,0.92302,1.51329,1,0,1,1031,1031
"1032",-1024.36,-3.94459,1.75458,1.03011,0.374392,2.64778,0.616983,0.992816,1.48033,1,0,1,1032,1032
"1033",-1023.22,-0.836343,1.83519,0.99682,0.384319,2.69202,0.611419,0.965683,1.48862,1,0,1,1033,1033
"1034",-1027.05,-3.70787,1.76762,0.975179,0.392638,2.64556,0.604099,0.953898,1.5103,1,0,1,1034,1034
"1035",-1025.52,-2.80115,1.86779,0.964194,0.340515,2.74867,0.593601,0.937922,1.46345,1,0,1,1035,1035
"1036",-1058.35,-3.17628,1.80491,1.03946,0.305357,2.79934,0.617148,0.965569,1.44358,1,0,1,1036,1036
"1037",-1023.47,-2.91287,1.83797,1.01914,0.392146,2.73179,0.626925,0.981151,1.51812,1,0,1,1037,1037
"1038",-1023.7,-2.91191,1.79253,1.03623,0.353334,2.65711,0.647785,1.00523,1.48046,1,0,1,1038,1038
"1039",-1025.35,-4.19763,1.86265,0.960505,0.324747,2.75548,0.569636,0.907151,1.4748,1,0,1,1039,1039
"1040",-1031.37,-4.9207,1.80519,0.956999,0.390873,2.59434,0.625424,0.920188,1.51623,1,0,1,1040,1040
"1041",-1026.01,-3.47595,1.80368,1.02947,0.319471,2.70393,0.626029,0.878073,1.45897,1,0,1,1041,1041
"1042",-1030.34,-4.87021,1.84107,0.959669,0.374546,2.64775,0.572038,0.875386,1.4823,1,0,1,1042,1042
"1043",-1023.77,-1.18476,1.8391,0.982649,0.37612,2.73787,0.58781,0.95021,1.4518,1,0,1,1043,1043
"1044",-1024.13,-2.12467,1.82651,1.02698,0.321822,2.74248,0.62814,1.01037,1.47221,1,0,1,1044,1044
"1045",-1024.35,-1.98984,1.82122,0.989218,0.335464,2.82242,0.584932,0.991586,1.49246,1,0,1,1045,1045
"1046",-1024.36,-1.70945,1.84286,1.00101,0.388437,2.68582,0.648002,0.973133,1.48974,1,0,1,1046,1046
"1047",-1029.4,-3.48109,1.82106,0.996225,0.346243,2.58988,0.679703,0.962485,1.46834,1,0,1,1047,1047
"1048",-1023.06,-6.1778,1.85848,0.964642,0.367632,2.9529,0.651186,0.935499,1.485,1,0,1,1048,1048
"1049",-1029.61,-5.22699,1.79596,0.991221,0.495754,2.79571,0.594114,1.0063,1.4881,1,0,1,1049,1049
"1050",-1021.96,-0.901055,1.82984,0.989111,0.324614,2.74959,0.596252,0.942062,1.46165,1,0,1,1050,1050
"1051",-1060.29,-5.44321,1.75237,0.97908,0.369316,2.8219,0.584947,0.931641,1.42611,1,0,1,1051,1051
"1052",-1022.1,-1.13995,1.83899,1.02362,0.368105,2.71244,0.596196,0.940046,1.46107,1,0,1,1052,1052
"1053",-1029.7,-3.07828,1.81015,0.948634,0.399833,2.66452,0.658665,0.929708,1.47072,1,0,1,1053,1053
"1054",-1027.09,-6.17018,1.84745,0.993023,0.329399,2.76016,0.669828,0.980151,1.54024,1,0,1,1054,1054
"1055",-1042.14,-5.39154,1.82525,1.06997,0.433389,2.79396,0.659334,0.980743,1.46751,1,0,1,1055,1055
"1056",-1021.9,-0.720407,1.83952,0.993161,0.354284,2.76765,0.593056,0.944339,1.47092,1,0,1,1056,1056
"1057",-1027.08,-4.77238,1.84297,0.962045,0.47709,2.8233,0.621602,0.977315,1.47135,1,0,1,1057,1057
"1058",-1023.55,-1.13557,1.81366,1.02126,0.333733,2.74327,0.635838,0.921672,1.47651,1,0,1,1058,1058
"1059",-1026.83,-2.78482,1.87432,0.997296,0.377273,2.66977,0.630716,0.96274,1.48187,1,0,1,1059,1059
"1060",-1023.82,-2.2901,1.81104,0.995914,0.363042,2.70593,0.544176,0.972229,1.47365,1,0,1,1060,1060
"1061",-1021.83,-1.68415,1.8404,1.01326,0.390441,2.80226,0.650734,0.948341,1.46937,1,0,1,1061,1061
"1062",-1024.13,-3.98346,1.80776,0.927886,0.337389,2.82378,0.620209,0.963259,1.45555,1,0,1,1062,1062
"1063",-1060.15,-2.76534,1.78509,1.03795,0.351951,2.75222,0.656399,0.940039,1.49771,1,0,1,1063,1063
"1064",-1025.21,-3.57723,1.81176,0.99051,0.327597,2.61135,0.600903,0.97765,1.51693,1,0,1,1064,1064
"1065",-1027.62,-3.70338,1.80716,1.00936,0.443548,2.60106,0.611979,0.931781,1.45046,1,0,1,1065,1065
"1066",-1035.54,-6.24294,1.87364,0.941745,0.428687,2.64592,0.620947,0.940052,1.49749,1,0,1,1066,1066
"1067",-1025.49,-4.58663,1.8304,1.02866,0.385998,2.59248,0.578629,1.02052,1.48609,1,0,1,1067,1067
"1068",-1024.8,-1.93815,1.8543,0.994971,0.339863,2.66915,0.596063,0.926577,1.46251,1,0,1,1068,1068
"1069",-1025.63,-1.76634,1.85232,0.982454,0.35985,2.66082,0.601998,0.932522,1.48257,1,0,1,1069,1069
"1070",-1027.23,-4.25643,1.84181,1.04957,0.322625,2.72269,0.678792,0.982259,1.46594,1,0,1,1070,1070
"1071",-1022.22,-2.32872,1.8386,0.984063,0.369961,2.87103,0.630793,0.928104,1.48066,1,0,1,1071,1071
"1072",-1027.56,-5.53045,1.85635,0.950284,0.31801,2.73233,0.589915,1.04007,1.48891,1,0,1,1072,1072
"1073",-1023.46,-1.35029,1.8048,1.03158,0.374014,2.71863,0.587703,0.95565,1.49063,1,0,1,1073,1073
"1074",-1033.59,-2.78419,1.78489,0.995956,0.310981,2.79084,0.621688,0.993654,1.50143,1,0,1,1074,1074
"1075",-1024,-2.54115,1.81098,0.96274,0.414235,2.81657,0.603737,0.982267,1.45033,1,0,1,1075,1075
"1076",-1025.62,-2.38433,1.79464,0.976246,0.415723,2.68939,0.632542,0.938923,1.50423,1,0,1,1076,1076
"1077",-1025.86,-5.81649,1.78499,1.00675,0.331781,2.72115,0.536619,0.944397,1.42078,1,0,1,1077,1077
"1078",-1024.94,-3.2791,1.77321,0.966632,0.341543,2.72174,0.625965,1.00454,1.50365,1,0,1,1078,1078
"1079",-1025.46,-6.20001,1.7957,0.957386,0.26439,2.76161,0.603047,1.02287,1.4817,1,0,1,1079,1079
"1080",-1022.32,-1.50003,1.81513,1.03111,0.378187,2.71814,0.655309,0.973189,1.47408,1,0,1,1080,1080
"1081",-1029.88,-4.70863,1.82252,0.942828,0.409646,2.7107,0.611544,0.909896,1.51707,1,0,1,1081,1081
"1082",-1024.2,-3.38205,1.85351,1.04078,0.380386,2.75746,0.566462,0.937136,1.45691,1,0,1,1082,1082
"1083",-1024.55,-2.07081,1.80985,0.991065,0.346698,2.77031,0.564075,0.926852,1.49861,1,0,1,1083,1083
"1084",-1027.18,-5.25214,1.79368,1.02083,0.351705,2.55058,0.619902,0.898585,1.44479,1,0,1,1084,1084
"1085",-1022.95,-2.21263,1.86173,1.00785,0.340811,2.78948,0.640688,0.964089,1.48281,1,0,1,1085,1085
"1086",-1061.3,-4.99497,1.81774,1.04485,0.452314,2.87483,0.596043,0.947951,1.48933,1,0,1,1086,1086
"1087",-1025.26,-1.83951,1.80677,0.978718,0.398105,2.69838,0.637712,0.959193,1.43853,1,0,1,1087,1087
"1088",-1023.33,-1.97064,1.85074,0.986515,0.402562,2.78298,0.641045,0.981178,1.47343,1,0,1,1088,1088
"1089",-1023,-3.7729,1.81972,1.057,0.361426,2.6064,0.602482,0.939263,1.48888,1,0,1,1089,1089
"1090",-1025.74,-4.72896,1.8422,1.02596,0.476596,2.79962,0.602889,0.946106,1.44515,1,0,1,1090,1090
"1091",-1025.03,-4.2722,1.81829,0.971733,0.323277,2.77971,0.602463,0.891842,1.4252,1,0,1,1091,1091
"1092",-1031.06,-6.49815,1.74606,0.98235,0.404213,2.65913,0.571755,0.909252,1.51085,1,0,1,1092,1092
"1093",-1023.95,-2.2932,1.77931,1.00539,0.355448,2.67352,0.61176,0.983344,1.50604,1,0,1,1093,1093
"1094",-1059.4,-6.2651,1.75705,1.08378,0.351516,2.71991,0.612552,0.983341,1.47082,1,0,1,1094,1094
"1095",-1025.85,-3.19348,1.81387,1.01446,0.275283,2.71975,0.640968,0.953192,1.46849,1,0,1,1095,1095
"1096",-1024.03,-1.13327,1.78105,1.01117,0.355431,2.73043,0.595653,0.964663,1.48741,1,0,1,1096,1096
"1097",-1024.18,-2.56843,1.82286,0.988798,0.350191,2.79478,0.658392,0.892832,1.48592,1,0,1,1097,1097
"1098",-1025.53,-2.31915,1.80299,1.04373,0.365732,2.73709,0.63614,1.0075,1.47551,1,0,1,1098,1098
"1099",-1025.05,-1.45403,1.81308,0.966566,0.364086,2.69175,0.643638,0.943344,1.49389,1,0,1,1099,1099
"1100",-1024.94,-2.02684,1.81091,0.9991,0.445675,2.69883,0.608969,0.946837,1.45247,1,0,1,1100,1100
"1101",-1024.79,-2.6368,1.80642,1.03113,0.329606,2.65595,0.661008,0.956289,1.45349,1,0,1,1101,1101
"1102",-1024.74,-2.43411,1.78965,1.01437,0.373299,2.79812,0.67463,0.945085,1.45616,1,0,1,1102,1102
"1103",-1025.56,-3.52911,1.85241,0.959671,0.314537,2.75458,0.592708,0.973792,1.44172,1,0,1,1103,1103
"1104",-1022.54,-1.14421,1.82119,1.00585,0.36073,2.78962,0.623027,0.993649,1.49155,1,0,1,1104,1104
"1105",-1026.33,-2.14892,1.80025,1.01312,0.367761,2.77323,0.599154,0.975794,1.51516,1,0,1,1105,1105
"1106",-1033.38,-6.43868,1.89257,0.952188,0.332019,2.72073,0.646177,1.00331,1.45396,1,0,1,1106,1106
"1107",-1026.57,-2.92621,1.79501,0.991452,0.332398,2.77108,0.550722,0.977381,1.49546,1,0,1,1107,1107
"1108",-1025.46,-5.1836,1.77106,0.945125,0.413851,2.80636,0.653324,0.973065,1.5023,1,0,1,1108,1108
"1109",-1028.63,-5.79058,1.77325,0.946206,0.46913,2.73203,0.637105,0.974386,1.44703,1,0,1,1109,1109
"1110",-1030.78,-4.17289,1.84651,0.985238,0.453109,2.67466,0.645875,0.988534,1.44562,1,0,1,1110,1110
"1111",-1057.31,-1.93674,1.80224,1.001,0.335475,2.86156,0.617567,0.981151,1.4583,1,0,1,1111,1111
"1112",-1028.25,-5.66091,1.8207,1.01022,0.251702,2.72202,0.657326,0.967364,1.47032,1,0,1,1112,1112
"1113",-1028.88,-2.82817,1.82537,0.977863,0.377111,2.59562,0.633913,1.00105,1.46788,1,0,1,1113,1113
"1114",-1025.65,-4.362,1.81664,1.02995,0.30109,2.67211,0.624186,1.01813,1.50594,1,0,1,1114,1114
"1115",-1024.46,-2.44576,1.83728,1.01771,0.359711,2.67979,0.660561,1.00139,1.48538,1,0,1,1115,1115
"1116",-1025.17,-5.54149,1.83726,0.933987,0.291228,2.82008,0.611972,0.920448,1.486,1,0,1,1116,1116
"1117",-1023.72,-2.1455,1.79473,0.972913,0.383138,2.77439,0.596962,0.898266,1.4562,1,0,1,1117,1117
"1118",-1046.78,-6.89646,1.8649,1.08648,0.324329,2.7327,0.6032,0.999812,1.46848,1,0,1,1118,1118
"1119",-1023.23,-1.79468,1.85186,1.00231,0.347737,2.70914,0.581543,0.987289,1.46493,1,0,1,1119,1119
"1120",-1031,-5.00534,1.81777,0.964107,0.441469,2.73031,0.566497,0.884632,1.4933,1,0,1,1120,1120
"1121",-1026.79,-6.43146,1.84129,0.978162,0.351138,2.76116,0.518614,0.902914,1.44444,1,0,1,1121,1121
"1122",-1024.71,-2.94978,1.8332,1.03818,0.389683,2.62922,0.635709,0.923481,1.45973,1,0,1,1122,1122
"1123",-1061.18,-4.08983,1.77161,0.98382,0.348748,2.8705,0.635201,0.933564,1.50891,1,0,1,1123,1123
"1124",-1024.12,-1.06974,1.82723,0.984852,0.346505,2.71432,0.653247,0.930004,1.47549,1,0,1,1124,1124
"1125",-1025.19,-1.80921,1.82241,1.01606,0.353169,2.81321,0.610797,0.912247,1.44917,1,0,1,1125,1125
"1126",-1061.65,-5.93583,1.76533,1.02389,0.303728,2.87166,0.666764,0.914661,1.46996,1,0,1,1126,1126
"1127",-1059.16,-2.7269,1.80255,1.00534,0.397986,2.89014,0.586866,0.935149,1.4692,1,0,1,1127,1127
"1128",-1022.42,-2.09561,1.81267,1.03756,0.401701,2.70443,0.657264,0.948783,1.47053,1,0,1,1128,1128
"1129",-1024.25,-3.10778,1.83875,1.05638,0.405659,2.74316,0.587341,0.945346,1.47527,1,0,1,1129,1129
"1130",-1025.65,-4.28859,1.79984,0.962876,0.322293,2.6382,0.563518,0.972607,1.50789,1,0,1,1130,1130
"1131",-1023.98,-1.54358,1.82032,0.997651,0.389927,2.69274,0.562304,0.951103,1.46479,1,0,1,1131,1131
"1132",-1022.99,-1.1727,1.79273,0.970295,0.360065,2.73977,0.633363,0.93009,1.45767,1,0,1,1132,1132
"1133",-1024.38,-5.10601,1.79318,1.01048,0.439787,2.83911,0.655927,1.03088,1.45714,1,0,1,1133,1133
"1134",-1022.58,-0.734769,1.80594,1.00009,0.351823,2.72347,0.604669,0.934985,1.49652,1,0,1,1134,1134
"1135",-1023.39,-1.52481,1.80387,0.992724,0.353268,2.742,0.657731,0.928919,1.44736,1,0,1,1135,1135
"1136",-1022.06,-0.826871,1.80597,0.994894,0.381424,2.75379,0.652652,0.943151,1.46303,1,0,1,1136,1136
"1137",-1022.75,-1.84631,1.78666,0.970565,0.368509,2.77419,0.605991,0.928878,1.44455,1,0,1,1137,1137
"1138",-1025.41,-3.23285,1.78806,0.981629,0.413438,2.8914,0.634152,0.962275,1.46992,1,0,1,1138,1138
"1139",-1025.48,-2.06187,1.81662,0.998747,0.409864,2.65661,0.606658,0.987885,1.44505,1,0,1,1139,1139
"1140",-1027.69,-4.34741,1.82591,0.926649,0.302673,2.70357,0.618121,0.961781,1.47128,1,0,1,1140,1140
"1141",-1022.78,-1.46904,1.82408,0.997864,0.368275,2.75052,0.640149,0.955965,1.50851,1,0,1,1141,1141
"1142",-1023.22,-0.783167,1.81354,1.00187,0.361735,2.79188,0.592505,0.960068,1.49132,1,0,1,1142,1142
"1143",-1029.36,-7.31758,1.75869,1.0128,0.303269,2.58589,0.623813,0.891922,1.50561,1,0,1,1143,1143
"1144",-1023.67,-2.11548,1.83057,0.993966,0.337371,2.80201,0.594129,0.988293,1.50482,1,0,1,1144,1144
"1145",-1023.76,-1.95212,1.79496,1.00141,0.323924,2.69124,0.604956,0.899336,1.48284,1,0,1,1145,1145
"1146",-1023.52,-3.29135,1.77458,1.01887,0.345829,2.66339,0.593359,0.903903,1.44597,1,0,1,1146,1146
"1147",-1026.16,-1.62281,1.80983,0.969908,0.392967,2.66745,0.610907,0.912358,1.47091,1,0,1,1147,1147
"1148",-1024.23,-5.45386,1.77195,1.02965,0.315306,2.62895,0.543744,0.951825,1.46909,1,0,1,1148,1148
"1149",-1023.91,-1.45726,1.81683,1.01036,0.349604,2.65605,0.631322,0.909912,1.4757,1,0,1,1149,1149
"1150",-1023.09,-1.97416,1.80595,0.969864,0.335409,2.79931,0.599531,0.903056,1.46564,1,0,1,1150,1150
"1151",-1021.85,-0.988429,1.84183,1.01036,0.358398,2.7888,0.632193,0.951753,1.47789,1,0,1,1151,1151
"1152",-1027.76,-5.32098,1.7538,0.968994,0.449406,2.77486,0.604675,0.904176,1.47466,1,0,1,1152,1152
"1153",-1023.35,-4.26437,1.86469,1.04233,0.40309,2.76826,0.659116,0.94566,1.49083,1,0,1,1153,1153
"1154",-1023.62,-1.66173,1.84248,1.01629,0.388141,2.6632,0.591577,0.975742,1.47255,1,0,1,1154,1154
"1155",-1023.24,-0.85428,1.8084,0.996712,0.351265,2.80169,0.600669,0.920838,1.47643,1,0,1,1155,1155
"1156",-1028.58,-1.94418,1.82315,1.02063,0.357068,2.81731,0.602135,0.984762,1.44395,1,0,1,1156,1156
"1157",-1028.28,-10.1703,1.87164,0.944602,0.277514,2.77085,0.555019,1.03823,1.49475,1,0,1,1157,1157
"1158",-1032.31,-4.60462,1.8521,0.973193,0.361933,2.59907,0.638259,0.8885,1.48509,1,0,1,1158,1158
"1159",-1025.93,-3.84339,1.80001,0.960959,0.30992,2.60756,0.591676,0.975782,1.49384,1,0,1,1159,1159
"1160",-1024.27,-2.43779,1.80346,0.944261,0.335024,2.74647,0.610356,0.972445,1.494,1,0,1,1160,1160
"1161",-1025.99,-3.3612,1.78709,0.963706,0.400787,2.74855,0.562653,0.947636,1.44159,1,0,1,1161,1161
"1162",-1026.4,-2.64736,1.78789,1.00113,0.369049,2.74223,0.568348,0.98935,1.5066,1,0,1,1162,1162
"1163",-1023.53,-1.37584,1.83691,0.993806,0.36038,2.73759,0.622313,0.901148,1.46251,1,0,1,1163,1163
"1164",-1023.38,-1.55386,1.76877,0.999907,0.360411,2.75094,0.612921,0.971759,1.45621,1,0,1,1164,1164
"1165",-1024.95,-2.94115,1.81528,0.980139,0.391893,2.73975,0.622024,0.979856,1.52534,1,0,1,1165,1165
"1166",-1022.19,-1.42522,1.82246,1.01623,0.354168,2.67953,0.572611,0.957565,1.48657,1,0,1,1166,1166
"1167",-1027.14,-2.46154,1.78194,0.996711,0.387555,2.78767,0.559448,0.942801,1.45789,1,0,1,1167,1167
"1168",-1023.29,-2.34308,1.8172,1.03365,0.375554,2.72529,0.67396,0.981152,1.47567,1,0,1,1168,1168
"1169",-1022.99,-1.24191,1.83239,0.995591,0.338323,2.73061,0.608479,0.924491,1.44651,1,0,1,1169,1169
"1170",-1036.31,-8.37507,1.85207,0.953453,0.394838,2.70214,0.581196,0.906143,1.39844,1,0,1,1170,1170
"1171",-1024.27,-1.2845,1.82559,1.01653,0.316453,2.77826,0.610282,0.932126,1.47298,1,0,1,1171,1171
"1172",-1024.59,-1.83152,1.82719,0.97699,0.412555,2.7507,0.647269,0.966315,1.45045,1,0,1,1172,1172
"1173",-1027.41,-4.98775,1.78624,1.01698,0.385193,2.5999,0.672788,0.940233,1.51164,1,0,1,1173,1173
"1174",-1023.93,-1.72663,1.79323,1.01432,0.36688,2.73853,0.625018,0.98074,1.50734,1,0,1,1174,1174
"1175",-1023.73,-2.0429,1.84638,1.00656,0.376304,2.83502,0.582063,0.954425,1.48192,1,0,1,1175,1175
"1176",-1025.05,-3.50625,1.8241,1.00739,0.423534,2.68794,0.67197,0.964168,1.50778,1,0,1,1176,1176
"1177",-1022.7,-1.39401,1.8409,1.02886,0.363915,2.69555,0.621889,0.943031,1.45794,1,0,1,1177,1177
"1178",-1030.95,-5.76307,1.81101,0.943481,0.356634,2.63917,0.664894,0.978327,1.52341,1,0,1,1178,1178
"1179",-1021.67,-1.5259,1.81027,1.01994,0.418535,2.77407,0.638874,0.971561,1.47105,1,0,1,1179,1179
"1180",-1026.87,-6.73213,1.72467,0.975321,0.356368,2.62644,0.57836,0.95429,1.47311,1,0,1,1180,1180
"1181",-1028.98,-4.26806,1.83376,0.953385,0.374982,2.70479,0.600986,0.870364,1.49151,1,0,1,1181,1181
"1182",-1024.42,-3.38693,1.83422,1.03043,0.350445,2.7095,0.605756,1.04192,1.45701,1,0,1,1182,1182
"1183",-1029.34,-4.7612,1.85295,0.968242,0.352534,2.58368,0.56867,0.982739,1.49027,1,0,1,1183,1183
"1184",-1031.24,-3.76619,1.8014,1.01145,0.296407,2.75709,0.584725,1.00633,1.50552,1,0,1,1184,1184
"1185",-1030.15,-6.10549,1.83676,1.00717,0.39217,2.7564,0.509712,0.990549,1.47095,1,0,1,1185,1185
"1186",-1022.19,-2.05929,1.80856,0.997226,0.383705,2.80604,0.671434,0.986812,1.47605,1,0,1,1186,1186
"1187",-1022.62,-2.05544,1.7983,0.967042,0.307366,2.77224,0.586264,0.963088,1.47091,1,0,1,1187,1187
"1188",-1024.61,-1.32397,1.82037,0.99223,0.384465,2.6995,0.664081,0.941,1.4623,1,0,1,1188,1188
"1189",-1025.98,-3.12844,1.8166,0.967283,0.32898,2.62784,0.572042,0.916359,1.45986,1,0,1,1189,1189
"1190",-1024.2,-3.15282,1.83437,1.0007,0.293781,2.63115,0.590867,0.940337,1.45997,1,0,1,1190,1190
"1191",-1024.99,-5.14628,1.86404,1.00029,0.33986,2.69774,0.548284,0.969203,1.51394,1,0,1,1191,1191
"1192",-1027.28,-2.93929,1.81273,0.939139,0.345371,2.68443,0.592805,0.93776,1.45059,1,0,1,1192,1192
"1193",-1025.75,-7.58169,1.76131,1.05007,0.35258,2.61457,0.602635,0.920893,1.41681,1,0,1,1193,1193
"1194",-1023.96,-3.12951,1.81715,0.974387,0.371757,2.79922,0.634542,1.04455,1.46997,1,0,1,1194,1194
"1195",-1037.86,-8.64719,1.86421,0.976163,0.35235,2.6065,0.656219,1.08363,1.45561,1,0,1,1195,1195
"1196",-1061.15,-4.21938,1.79967,1.03577,0.308146,2.7949,0.674708,0.944054,1.44399,1,0,1,1196,1196
"1197",-1048.74,-3.82334,1.83182,1.02163,0.33251,2.8077,0.575509,1.00234,1.51157,1,0,1,1197,1197
"1198",-1027.16,-5.09465,1.81469,0.95042,0.357658,2.77022,0.658616,1.05037,1.45096,1,0,1,1198,1198
"1199",-1025.25,-2.5528,1.82065,0.988997,0.386792,2.73581,0.559556,0.899896,1.48281,1,0,1,1199,1199
"1200",-1021.92,-0.814885,1.79457,1.01534,0.383341,2.7087,0.606248,0.935418,1.46163,1,0,1,1200,1200
"1201",-1057.8,-1.15633,1.79745,1.01027,0.334213,2.79956,0.610044,0.987202,1.47091,1,0,1,1201,1201
"1202",-1026.98,-4.00007,1.87229,0.988464,0.375625,2.78286,0.622159,0.980261,1.43082,1,0,1,1202,1202
"1203",-1024.01,-2.17473,1.80218,0.968888,0.332425,2.75103,0.598107,0.959536,1.51109,1,0,1,1203,1203
"1204",-1025.31,-5.07266,1.78199,0.9657,0.298434,2.74644,0.540923,0.929293,1.47718,1,0,1,1204,1204
"1205",-1026.36,-2.16139,1.79569,0.985366,0.312589,2.80361,0.572773,0.966881,1.47121,1,0,1,1205,1205
"1206",-1027.73,-10.1621,1.86594,1.02021,0.255065,2.64835,0.578101,0.921173,1.52503,1,0,1,1206,1206
"1207",-1026.57,-5.1697,1.82532,1.02439,0.298812,2.68944,0.613077,0.89446,1.42473,1,0,1,1207,1207
"1208",-1023.72,-3.36375,1.85761,1.00409,0.420072,2.86016,0.601239,0.958956,1.46194,1,0,1,1208,1208
"1209",-1024.07,-1.11491,1.79832,0.974961,0.378109,2.69521,0.603948,0.918686,1.48051,1,0,1,1209,1209
"1210",-1027.48,-5.79565,1.85244,1.02191,0.389413,2.73797,0.56179,0.919385,1.53058,1,0,1,1210,1210
"1211",-1064.3,-9.95562,1.80464,0.999637,0.233304,2.88138,0.637509,0.922771,1.44279,1,0,1,1211,1211
"1212",-1057.73,-2.47675,1.78563,1.02092,0.376605,2.83887,0.653613,0.948953,1.48627,1,0,1,1212,1212
"1213",-1027.83,-5.75768,1.80346,0.964504,0.283416,2.72751,0.681911,0.991995,1.44016,1,0,1,1213,1213
"1214",-1024.31,-3.434,1.78731,0.995646,0.335601,2.62844,0.579091,0.89323,1.46033,1,0,1,1214,1214
"1215",-1025.81,-3.10355,1.79522,0.989764,0.416876,2.68736,0.596752,1.0342,1.4658,1,0,1,1215,1215
"1216",-1023.97,-4.47153,1.75534,0.94709,0.356313,2.80527,0.64251,0.953587,1.45631,1,0,1,1216,1216
"1217",-1024.62,-2.12024,1.85029,0.999323,0.430086,2.74706,0.598267,0.967472,1.48191,1,0,1,1217,1217
"1218",-1032.33,-5.19268,1.83102,0.916636,0.399149,2.72969,0.633538,0.947327,1.44695,1,0,1,1218,1218
"1219",-1060.97,-3.88431,1.77624,0.993108,0.422647,2.88311,0.609764,0.950022,1.4952,1,0,1,1219,1219
"1220",-1027.1,-4.83811,1.78712,1.02705,0.376704,2.7093,0.592706,1.06594,1.48532,1,0,1,1220,1220
"1221",-1048.06,-4.87821,1.8495,1.05286,0.308708,2.78413,0.666378,0.943081,1.48895,1,0,1,1221,1221
"1222",-1026.6,-4.81205,1.81325,1.02834,0.408458,2.66108,0.552776,0.884753,1.47857,1,0,1,1222,1222
"1223",-1023.69,-3.36492,1.79833,0.978876,0.411347,2.90225,0.636841,0.959592,1.46193,1,0,1,1223,1223
"1224",-1059.97,-4.01215,1.79887,1.02728,0.298573,2.8413,0.563225,0.95032,1.47893,1,0,1,1224,1224
"1225",-1065.88,-10.5177,1.77968,0.95978,0.444223,3.00646,0.609713,1.02591,1.49739,1,0,1,1225,1225
"1226",-1024.23,-2.67772,1.81668,1.0052,0.323273,2.75389,0.548815,0.930311,1.48391,1,0,1,1226,1226
"1227",-1023.53,-2.15014,1.83718,1.01784,0.378718,2.81768,0.6173,1.00813,1.48181,1,0,1,1227,1227
"1228",-1058.53,-2.6565,1.81441,1.01194,0.409751,2.88271,0.59627,0.951435,1.4591,1,0,1,1228,1228
"1229",-1024.01,-1.45655,1.85389,1.0014,0.385783,2.73016,0.636547,0.945795,1.46058,1,0,1,1229,1229
"1230",-1024.1,-3.47479,1.86025,0.973302,0.322624,2.82081,0.607007,0.942251,1.44268,1,0,1,1230,1230
"1231",-1025.99,-2.33249,1.84308,1.04047,0.329504,2.77776,0.636007,0.968583,1.4782,1,0,1,1231,1231
"1232",-1043.94,-2.55819,1.8135,1.03331,0.388024,2.80899,0.632127,0.930415,1.50459,1,0,1,1232,1232
"1233",-1024.31,-2.3708,1.78818,1.00409,0.416505,2.64917,0.611851,0.99147,1.48799,1,0,1,1233,1233
"1234",-1030.23,-6.21103,1.83842,0.989078,0.360811,2.59616,0.640498,1.05388,1.50839,1,0,1,1234,1234
"1235",-1027.13,-3.24586,1.82698,0.992517,0.437048,2.70828,0.645595,0.962487,1.43205,1,0,1,1235,1235
"1236",-1030.68,-5.6649,1.80203,0.948276,0.339842,2.68305,0.663556,1.00318,1.42164,1,0,1,1236,1236
"1237",-1023.9,-3.10798,1.82536,0.978041,0.358496,2.8062,0.577588,0.938424,1.42674,1,0,1,1237,1237
"1238",-1025.96,-4.57887,1.86329,1.01764,0.396219,2.6487,0.590713,0.959464,1.51787,1,0,1,1238,1238
"1239",-1025.33,-6.11098,1.87643,1.06082,0.380502,2.65754,0.586708,0.909579,1.46516,1,0,1,1239,1239
"1240",-1025.07,-2.49253,1.79063,0.979811,0.410418,2.68677,0.618167,1.0065,1.44909,1,0,1,1240,1240
"1241",-1024.57,-4.37909,1.7646,1.00288,0.391237,2.78324,0.676647,1.01156,1.45974,1,0,1,1241,1241
"1242",-1063.43,-7.25328,1.82873,1.08316,0.33439,2.8196,0.589961,0.966349,1.52246,1,0,1,1242,1242
"1243",-1024.78,-1.92017,1.77211,0.9968,0.341086,2.72482,0.611082,0.952178,1.50179,1,0,1,1243,1243
"1244",-1023.95,-1.55538,1.84261,1.01284,0.405831,2.69575,0.618254,0.932477,1.45916,1,0,1,1244,1244
"1245",-1028.88,-7.69586,1.84183,1.01802,0.370993,2.82964,0.689065,1.02697,1.41637,1,0,1,1245,1245
"1246",-1029.27,-2.62004,1.86174,0.98172,0.38312,2.64676,0.644158,0.956183,1.46828,1,0,1,1246,1246
