"matrix.NA..ncol...1..nrow...length.rt_test.id..2.","treatment","speed","precision","target_a","comp_a","dec_a","bias_a","target_s","comp_s","dec_s","bias_s","target_c","comp_c","dec_c","bias_c","stay"
NA,1,4.72600215286862,0.720026455557767,0.467083035766312,0.429864926003652,0.103052038230036,0.231665593763752,0.334077397607289,0.334149544803904,0.331773057588806,0.0129056629241969,0.346002382399579,0.343458431935013,0.310539185665407,0.0330317918417508,0.900344351
NA,1,1.90205840556314,0.764938572106584,0.46784791851384,0.414083002841539,0.118069078644621,0.194481906671552,0.336276657029038,0.326945921220499,0.336777421750463,0.0864761539639041,0.265441059123757,0.325786599970618,0.408772340905624,0.204079248047185,1.920099839
NA,1,3.64473002925911,0.716021700784194,0.460321410794959,0.412711424301015,0.126967164904026,0.243208699171916,0.34041254354611,0.329903995061986,0.329683461391904,0.125357236058113,0.308430783632595,0.352294540738714,0.339274675628691,0.283560827249034,0.5999954055
NA,1,3.44133705146088,0.643396931287263,0.420292736652839,0.398501938630449,0.181205324716713,0.222057624362532,0.333287858170696,0.333100238211327,0.333611903617977,0.0226601901163713,0.330048554938302,0.331496606315284,0.338454838746413,0.0544386166000527,0.810269618
NA,1,1.67690254017503,0.818018320671869,0.512228891878127,0.465613681938443,0.02215742618343,0.247279335839136,0.335858755281128,0.335854496594274,0.328286748124598,0.017170185171493,0.373506372912595,0.367188257842192,0.259305369245213,0.0523418536787482,1.483210692
NA,1,1.68794935404875,0.885891611201345,0.505909979338379,0.452866916787755,0.0412231038738659,0.168568731086102,0.327454021995462,0.323919875018924,0.348626102985614,0.0239349245870646,0.190177307713324,0.229559114871685,0.580263577414991,0.112157147215781,1.2140253925
NA,1,4.13193886741399,0.7301870760839,0.480507672621643,0.434426509007834,0.0850658183705236,0.263219416728134,0.340098513643043,0.334565472945256,0.325336013411701,0.0911084218926677,0.362553636670842,0.371348626128209,0.26609773720095,0.213606428043593,0.8079405165
NA,1,3.34581787485823,0.67007999798988,0.443293060426607,0.386628464120623,0.17007847545277,0.202707557804839,0.334137865978411,0.334743229906817,0.331118904114772,0.00983627970921366,0.349167508987698,0.340888743206571,0.309943747805731,0.0310025167269828,0.4881106135
NA,1,3.49019936211564,0.662036558280604,0.424634129664566,0.401957473657127,0.173408396678307,0.209664829903147,0.332784227342286,0.33185871850085,0.335357054156864,0.0419396841597875,0.311615312603211,0.319869611833037,0.368515075563752,0.104775739401727,0.641937138
NA,1,3.92152065237154,0.587400347454484,0.384935885416091,0.363969608048961,0.251094506534948,0.231053344635914,0.334413294379338,0.332474699231851,0.33311200638881,0.133811019379173,0.325784673917977,0.335124112939118,0.339091213142905,0.294158590558151,0.695899463
NA,1,3.42800064742495,0.714399257253457,0.450561052119358,0.405483294462994,0.143955653417648,0.199125286008324,0.33424338587027,0.330372701787013,0.335383912342717,0.0695139911897789,0.299679026952811,0.325401062559047,0.374919910488142,0.162061371290112,1.5672871985
NA,1,3.44768418325026,0.648306335620787,0.425930634747959,0.393979832562719,0.180089532689322,0.222064924794843,0.334229800712878,0.333440157061409,0.332330042225713,0.0547657133339514,0.336528850830718,0.3388828639002,0.324588285269082,0.125365984113411,0.661059694
NA,1,3.82738983773224,0.662346503036664,0.437583679446484,0.413338904699914,0.149077415853602,0.242267018738361,0.334255711286377,0.334467897018747,0.331276391694876,0.00559077987985768,0.350992800406668,0.34731861139516,0.301688588198173,0.0382644245476895,0.8706838735
NA,1,3.19349014929273,0.658711026370909,0.426125338495949,0.39574306119001,0.178131600314041,0.204611646229301,0.33293304371704,0.332603117395175,0.334463838887785,0.0195211972653653,0.323082955281177,0.326798017172527,0.350119027546296,0.0473180580516471,1.9890340135
NA,1,4.41673392938961,0.687222299794676,0.440290644059412,0.399633376192689,0.160075979747899,0.200890240549229,0.333530349686568,0.331860591914473,0.334609058398959,0.051524354180855,0.315874706885491,0.327519155085044,0.356606138029465,0.11920158095884,0.7479773165
NA,1,3.78623084141486,0.679930905916499,0.446074823811915,0.396875341009167,0.157049835178918,0.215560257122617,0.334921458433135,0.333672335172679,0.331406206394186,0.0588854498220438,0.340055478237258,0.342032453628943,0.317912068133799,0.129969444170198,0.4890187615
NA,1,3.06420302383477,0.752698591049998,0.466446636085797,0.424584447868287,0.108968916045916,0.203971143977001,0.334264402207918,0.329045017969451,0.336690579822631,0.0679043612828923,0.280177360780501,0.317520974416769,0.402301664802731,0.165975307269118,0.685091752
NA,1,2.82921972048365,0.727986608480396,0.460453087596332,0.372312180788813,0.167234731614855,0.155848091534938,0.333212652272532,0.33172896368146,0.335058384046008,0.0288111259052269,0.320499088499183,0.331777553235152,0.347723358265664,0.0576204246190035,0.5743664805
NA,1,1.25936333234987,0.839818568902374,0.530860701441925,0.440198425439752,0.028940873118323,0.249680262235107,0.346638747386017,0.33195699727585,0.321404255338133,0.0912962359080945,0.343259213104088,0.372689670636974,0.284051116258938,0.207907894830643,0.8222901163
NA,1,4.81241673302105,0.639009081562874,0.420127552866619,0.381989901338065,0.197882545795315,0.215059642237355,0.334634231273807,0.333294356142187,0.332071412584006,0.0759527560647243,0.335209794535934,0.339043110784089,0.325747094679977,0.16577666444962,0.7317613365
NA,1,2.55322568023597,0.698382874200404,0.450802962504667,0.419884655440368,0.129312382054965,0.222772953216906,0.333362645901484,0.333001260008027,0.333636094090489,0.023382101764238,0.328880968008602,0.331367699796843,0.339751332194555,0.0561516190433545,1.570944838
NA,1,3.13527111499215,0.859632783897275,0.528233928329054,0.469371628624833,0.0023944430461125,0.270623570734536,0.345337929856034,0.340897574119136,0.313764496024831,0.0531125054247811,0.444557870206742,0.418681262139998,0.136760867653261,0.160996007126031,0.7170136605
NA,1,3.2743681506138,0.748665642250117,0.4613954690986,0.41761495383161,0.12098957706979,0.205972438911929,0.336553235252209,0.327428684765986,0.336018079981805,0.0936061757736076,0.268624608012797,0.327236806923988,0.404138585063215,0.224567412358289,0.773490665
NA,1,2.64274827539131,0.642047950583185,0.424148230704282,0.386526963417127,0.189324805878591,0.21902103523289,0.334534933997692,0.33383045827435,0.331634607727958,0.0605126649806312,0.341230102937292,0.341133239721349,0.317636657341358,0.134040970453764,0.7470167125
NA,1,1.38303099856441,0.913180446741459,0.556494638821199,0.435918484208515,0.00758687697028577,0.201724439953179,0.335124403730177,0.331748583999623,0.3331270122702,0.0301313219606749,0.318585143136816,0.335824101147408,0.345590755715776,0.0676288615504707,0.9974977587
NA,1,3.90807955231552,0.718486363697235,0.47742568104042,0.403684742605374,0.118889576354206,0.232794490105143,0.338623461965356,0.334907737093947,0.326468800940697,0.0870910766443991,0.357868222914655,0.356190636077139,0.285941141008206,0.186340920299712,0.513224474
NA,1,5.21851669903673,0.645607306463235,0.416387510667375,0.383932092225651,0.199680397106974,0.282234083860522,0.341191874676807,0.328960635413757,0.329847489909436,0.205004754593895,0.302327377660967,0.350851655650843,0.34682096668819,0.441970507923411,0.602029494
NA,1,2.6415418372087,0.76256857854618,0.472835757656869,0.420701647108214,0.106462595234917,0.186999405150271,0.331517095740979,0.330376614274853,0.338106289984169,0.0164020761143197,0.291680512466508,0.306088574273622,0.40223091325987,0.0544452104022977,1.14149528
NA,1,1.47982681381603,0.771901811518613,0.477834448936494,0.425546140567657,0.0966194104958492,0.189346183179885,0.331309336841808,0.330441405256258,0.338249257901933,0.0066884248468008,0.291307269430814,0.303943345877907,0.404749384691279,0.0476986993869268,1.444106777
NA,1,3.79797810401911,0.630392322217808,0.403431395441541,0.378387024139828,0.21818158041863,0.186586514164886,0.332752582346199,0.331648488880129,0.335598928773671,0.0513887482999152,0.311300818152399,0.321724874763201,0.3669743070844,0.123773610285863,0.1779258566
NA,1,2.11136104282908,0.651006343663034,0.410050923821554,0.384080265792474,0.205868810385973,0.183910338467725,0.332732432183032,0.330617183188808,0.336650384628161,0.0665987400045494,0.297811672362148,0.316123035617804,0.386065292020048,0.163290771590607,0.6226419679
NA,1,1.82824029819614,0.812012986528231,0.471105555081963,0.44072057244391,0.0881738724741269,0.169221440737919,0.327962462273032,0.326024812357378,0.34601272536959,0.0220423189736047,0.210954124882408,0.235028006864993,0.554017868252599,0.127684988418193,0.69376006825
NA,1,3.22875932485705,0.727161696800379,0.448919747129419,0.408552646968135,0.142527605902447,0.218836680926617,0.339289569369976,0.32631302246732,0.334397408162705,0.125880334137256,0.264803384367064,0.338968301789265,0.396228313843671,0.296023354030209,0.9960251915
NA,1,3.82905920764653,0.718179381376918,0.469275229444815,0.37810429504848,0.152620475506704,0.182314345957221,0.334715112985017,0.334124218757783,0.3311606682572,0.0439485164120749,0.34131174741757,0.337774434148629,0.320913818433801,0.0869488333086231,0.26668886465
NA,1,2.56401005797681,0.681702518651838,0.439660644759778,0.40146365310387,0.158875702136352,0.21481395359967,0.33465572111697,0.331949786363749,0.333394492519281,0.0735476312323254,0.319250858975553,0.334068704341086,0.346680436683361,0.169271545241149,1.836266506
NA,1,1.37701003856792,0.76547407400095,0.471010161288452,0.425075739145625,0.103914099565923,0.187671453279278,0.331183613552205,0.329799706425869,0.339016680021926,0.0212481017922659,0.281501676645931,0.298164842780587,0.420333480573482,0.0689905588568385,1.3190871835
NA,1,2.56120359823221,0.676652776626985,0.428335547170865,0.387552473153624,0.184111979675511,0.221777809990604,0.337705101380713,0.329082046967553,0.333212851651733,0.134984924046152,0.295962462200574,0.339230718689827,0.364806819109599,0.29877848519263,1.4375560925
NA,1,4.69119962980764,0.586574688234919,0.384845496717813,0.35438978291407,0.260764720368117,0.17199154985601,0.333334254328205,0.333286355807958,0.333379389863836,0.0163237911109798,0.332918152319093,0.333260789178522,0.333821058502385,0.0330493490186712,0.439397706
NA,1,2.99120229139276,0.66109491295108,0.426581846409483,0.382624469932026,0.190793683658491,0.188766588903966,0.333431061689984,0.332395478887213,0.334173459422804,0.0453483743329715,0.32331286561336,0.33052908958038,0.34615804480626,0.0998435303543403,0.7908654105
NA,1,3.61568476044129,0.772415375289178,0.460732088631688,0.410330586887985,0.128937324480327,0.232044671811901,0.349568799907936,0.318994378259002,0.331436821833062,0.160368886797317,0.221063798666053,0.367904556264355,0.411031645069592,0.36824835613966,0.701550316
NA,1,3.45570653279546,0.739106267236293,0.490934728159095,0.40885653713433,0.100208734706575,0.216281096657278,0.335360988650018,0.336852474649164,0.327786536700818,0.00550520558000997,0.373823566435182,0.353401159126549,0.272775274438268,0.0488459530285907,0.727906895
NA,1,3.39032579593636,0.680810098200451,0.438373422109102,0.411492708246423,0.150133869644475,0.21497955608358,0.332763230495747,0.332547059595333,0.33468970990892,0.0104860976462926,0.321099704803025,0.324090885758659,0.354809409438316,0.0297723695036171,0.5765416805
NA,1,3.59399320360093,0.667644375867208,0.444740659782277,0.387895444070167,0.167363896147556,0.209670530809084,0.334482689886229,0.335350586889465,0.330166723224306,0.0104077855856069,0.356053999867596,0.344245493425876,0.299700506706529,0.0420802312676231,0.26863701995
NA,1,4.59394791135421,0.731177751371824,0.423212320714282,0.412679347230048,0.164108332055671,0.44648675560693,0.400666278294792,0.296282660346358,0.30305106135885,0.391313180928398,0.18294652776064,0.412964681062976,0.404088791176384,0.661081711648182,1.3304437025
NA,1,1.92655727892357,0.680996382892717,0.43099669220631,0.389456833668051,0.179546474125639,0.311470968343203,0.350811355507849,0.323884338798577,0.325304305693573,0.24537447448089,0.276368066248146,0.365611323534094,0.35802061021776,0.506601767622226,0.8995236715
NA,1,3.7485505627362,0.732228614087076,0.454209368200161,0.427461028552781,0.118329603247059,0.205217283886406,0.332337838425938,0.329782246349891,0.337879915224172,0.0500652727443861,0.280123408035158,0.302290414346259,0.417586177618583,0.131322921174874,0.8442591735
NA,1,3.59612651107565,0.639431545543188,0.418005453875468,0.378135797010029,0.203858749114503,0.207051427883527,0.334504999126837,0.332868272353045,0.332626728520119,0.0793342725376976,0.330349084504164,0.336767358004928,0.332883557490908,0.171025900309795,0.673739609
NA,1,1.99961334467837,0.574390216520065,0.370830257121875,0.356562371855641,0.272607371022484,0.180045464152363,0.332940133407439,0.332056855664871,0.335003010927689,0.0792934476725524,0.317458335759855,0.325679019640946,0.356862644599198,0.187249941413528,1.872689806
NA,1,4.58424400704286,0.710572842802613,0.425553110071355,0.409703566095525,0.16474332383312,0.167468426938868,0.329697176844556,0.328406300085431,0.341896523070014,0.0306122026417844,0.24733552272754,0.263586252217921,0.489078225054539,0.144030312447895,0.9009187545
NA,2,2.46014216312215,0.743592399668037,0.499550753494742,0.454641916788887,0.0458073297163714,0.290585552874364,0.34059529901736,0.342199739305201,0.317204961677439,0.0173308505874969,0.451561024873945,0.422085527560348,0.126353447565707,0.182136796247925,0.9562609075
NA,2,3.8017991602984,0.666314434142702,0.437284896652814,0.405023900792101,0.157691202555085,0.227069495544199,0.334177651726572,0.333755479648211,0.332066868625217,0.0382617490654249,0.34061835303584,0.340833637465564,0.318548009498596,0.0895092387071516,0.7987305385
NA,2,3.46007135194419,0.70758613554618,0.475880450420495,0.416074905104601,0.108044644474905,0.245922535502223,0.337187622135991,0.337408854192063,0.325403523671945,0.046339560405355,0.38658263707696,0.367996142326635,0.245421220596405,0.12000352399305,0.43430852
NA,2,3.59820317987662,0.701326156161026,0.427586060046785,0.411706000512745,0.160707939440471,0.178504509378002,0.32992518637355,0.329366754062561,0.340708059563888,0.00693064117600344,0.262271008764568,0.27150660198919,0.466222389246242,0.120716141183955,0.957195022
NA,2,5.87294637950892,0.618728536537691,0.415978083265221,0.385061485356361,0.198960431378418,0.239731466199656,0.334936307225535,0.335118907606661,0.329944785167804,0.0490632296319862,0.357279600766946,0.349629948585163,0.29309045064789,0.117515826672211,0.3132879795
NA,2,3.38826704975675,0.684226814920436,0.456346059703459,0.40256350228816,0.141090438008382,0.227245757663983,0.335309111605743,0.33573023622858,0.328960652165677,0.0331631543752721,0.363933923944731,0.352296884164386,0.283769191890883,0.0817658465581036,0.768399697
NA,2,2.83410177170999,0.729785117706927,0.476982319251363,0.430892603516729,0.0921250772319072,0.238577539934531,0.335514179035997,0.33512901629395,0.329356804670053,0.0339219100256164,0.360974223787054,0.356292025552186,0.28273375066076,0.083187900889598,1.088040016
NA,2,0.895892273376478,1,0.583780840388055,0.416219159611945,0,0.160956947908717,0.362888598762141,0.335167148429312,0.301944252808547,0.0484338141390891,0.406706499254098,0.372026841515511,0.22126665923039,0.102192272439925,0.8552092595
NA,2,4.16521704073882,0.681490909525324,0.446794133442428,0.403312894675742,0.14989297188183,0.219382369780336,0.334439033756602,0.333865601449202,0.331695364794196,0.0418276377755367,0.341947371550095,0.341725712976439,0.316326915473465,0.0951030000332864,0.553613178
NA,2,2.78724011665637,0.771600733443084,0.497294255468727,0.45760235033132,0.0451033941999531,0.257358862157726,0.336459305651175,0.336939991553183,0.326600702795642,0.0121774325016753,0.388802590054815,0.378272887923582,0.232924522021602,0.0723903528459151,0.993198293
NA,2,4.35401761718007,0.7088118950179,0.478046409667848,0.412838494712595,0.109115095619557,0.24591214643924,0.337807939087646,0.33752924427701,0.324662816635344,0.0578041458913797,0.387076799489396,0.367577429305713,0.245345771204891,0.139469514035655,0.608405938
NA,2,1.45287050343639,0.764926144681368,0.48638716493832,0.42259956598506,0.09101326907662,0.208150125872114,0.334566375779554,0.332175037750389,0.333258586470057,0.0450631187865308,0.321973833699246,0.33464437219353,0.343381794107224,0.102729768925451,1.0251271915
NA,2,1.07475777344617,0.951787123962972,0.528091515145446,0.469898563336889,0.00200992151766518,0.179401337176858,0.324819398298671,0.322520682217077,0.352659919484252,0.00998174860483332,0.159756398206929,0.187282188674938,0.652961413118133,0.103487111829568,0.9035222
NA,2,1.18294463325753,0.933579827591155,0.524518701985981,0.475481298014019,0,0.210767625797007,0.329764883793868,0.329006594961387,0.341228521244746,0.00596230742767486,0.259195739196423,0.270124796488646,0.47067946431493,0.0471093840537673,0.9258189465
NA,2,2.24908816030889,0.884705692641284,0.516278767153741,0.461570369498814,0.0221508633474451,0.192694901005545,0.329049528670744,0.327011091854403,0.343939379474854,0.0170165186590837,0.233308348251979,0.257501879863582,0.509189771884439,0.0778701124154395,0.9252796145
NA,2,6.24033248968627,0.614070300384209,0.40463777150564,0.386722318251053,0.208639910243307,0.224903090051231,0.333409115910384,0.333430622787956,0.333160261301659,0.00117867230333974,0.334826784706281,0.334473315996079,0.33069989929764,0.00479525900472656,0.686403104
NA,2,1.78209984729018,0.751892015003936,0.447642494250061,0.418991723438868,0.133365782311071,0.166253286319452,0.329104573242474,0.328012810995558,0.342882615761968,0.00742541315821218,0.245188247585179,0.261857721636517,0.492954030778303,0.113223185134507,0.71347920085
NA,2,3.09626224647921,0.778759360652979,0.482640084359202,0.440243513494006,0.0771164021467916,0.206793533466203,0.331804159200944,0.330947795500349,0.337248045298707,0.0171455748994313,0.296439276126937,0.3065278923426,0.397032831530463,0.0511071306551966,0.9921341165
NA,2,4.5017349847683,0.654363386518977,0.433874346140612,0.405563168266201,0.160562485593187,0.238981208074604,0.334504712783706,0.334555936491291,0.330939350725004,0.0278700694103709,0.351880608821281,0.348015659088702,0.300103732090017,0.0704598501692459,0.729582101
NA,2,1.27792348314533,0.996170062784988,0.539671822095873,0.460328177904127,0,0.15265646615623,0.321538258801345,0.318090344607089,0.360371396591566,0.0085124845423662,0.108723636222866,0.143624241798398,0.747652121978737,0.104068094398347,0.905472292
NA,2,3.96061268560493,0.722854672274636,0.478685970352943,0.435549774873448,0.0857642547736088,0.254565118032651,0.336529967647614,0.336894598859759,0.326575433492628,0.0262924104190707,0.385456264146687,0.373035776621402,0.241507959231911,0.0913038982099313,0.3336529239
NA,2,2.29174936196253,0.677169685784117,0.455239562843008,0.404836406816959,0.139924030340033,0.23780805800944,0.33574992736424,0.336489968173186,0.327760104462574,0.0306138054435831,0.373891987472177,0.358553625093615,0.267554387434207,0.0895162071218881,1.6008702595
NA,2,4.9046248802027,0.619278017652112,0.418025041549864,0.392055056937087,0.189919901513049,0.25312324261881,0.335149838349452,0.335528282011081,0.329321879639467,0.034990926035545,0.364305254883724,0.355692703948098,0.280002041168178,0.106131958325041,0.560322931
NA,2,4.96335879991459,0.692206158367035,0.446015582021942,0.422433223267546,0.131551194710512,0.226568771206977,0.332980080214133,0.332906023314039,0.334113896471828,0.00172307246109523,0.326314651529092,0.327556338538537,0.346129009932371,0.0126715179033437,0.9135591445
NA,2,4.10202141072433,0.729712088410179,0.475188836347219,0.429062755706554,0.0957484079462272,0.231594032660912,0.334603768124864,0.334839946639901,0.330556285235235,0.0144426744441077,0.355489502398779,0.349807666837569,0.294702830763652,0.0410338746024362,0.693046184
NA,2,2.49834411690848,0.717919711373125,0.445473505620953,0.413706069687962,0.140820424691085,0.186957057797262,0.3310472970122,0.330287504223728,0.338665198764072,0.00936266533870146,0.285549868278842,0.296992857601856,0.417457274119302,0.0716041745755128,0.6694256875
NA,2,1.30172119503094,0.734719849005778,0.46353475773652,0.42361614677605,0.11284909548743,0.204399355716337,0.33219448766507,0.331678020938704,0.336127491396226,0.0119798512428478,0.308372479145369,0.315323641134818,0.376303879719812,0.0389997376777563,0.879940607
NA,2,3.00097093879663,0.781194268142493,0.498496419517942,0.450625871240281,0.0508777092417768,0.238277744330584,0.334863445884681,0.335205981074011,0.329930573041309,0.00699385574544301,0.361913283474804,0.35546637503091,0.282620341494286,0.0346037737485439,0.9796320625
NA,2,5.62485609790068,0.649958269672057,0.425587014869349,0.402255512731987,0.172157472398664,0.226095863330341,0.333461837089063,0.333426502047352,0.333111660863585,0.0135901427624513,0.334906322008553,0.334817235783256,0.330276442208191,0.0325256464168198,1.1854206655
NA,2,3.48929380330303,0.6860916925613,0.451434838038228,0.431528816790053,0.117036345171719,0.256015911557686,0.334750062316205,0.334962044847155,0.33028789283664,0.00474940534462006,0.36004622644378,0.356200247552226,0.283753526003995,0.0515213758027979,0.591460603
NA,2,1.39155980211351,0.889320886973413,0.550209210505379,0.448324785123123,0.00146600437149821,0.247469703851257,0.343827858956809,0.341708817565109,0.314463323478082,0.0421673424421563,0.444468382864132,0.404748090149941,0.150783526985928,0.12393057205738,0.9531390255
NA,2,2.97223595072259,0.739682923777472,0.480399563245484,0.427869911739178,0.0917305250153383,0.233933741825149,0.336441824778013,0.333970570797987,0.329587604424,0.0577995816259499,0.347707983928406,0.352968743177209,0.299323272894385,0.133781525399398,0.8125101085
NA,2,2.79139373312657,0.637098542688214,0.42247668086565,0.394207383812891,0.183315935321459,0.229888513922274,0.334141051654821,0.334257533567801,0.331601414777378,0.0240976359509448,0.346741610329787,0.343239274221117,0.310019115449096,0.0593996091141565,1.136448168
NA,2,3.67975102510223,0.705541234490764,0.449318220820321,0.414427555772207,0.136254223407473,0.205655674167847,0.332486846394859,0.331991543618139,0.335521609987002,0.0167530112532875,0.313381616875095,0.319418530225496,0.367199852899409,0.045012259409216,0.5311095315
NA,2,3.02366889333842,0.742813328143956,0.445355495311576,0.422722255294739,0.131922249393685,0.174948693225092,0.329264448458963,0.328386414044862,0.342349137496175,0.0108411278558893,0.247489051689348,0.260826572205618,0.491684376105033,0.117682044264112,0.6505323565
NA,2,2.8097213076794,0.765020816113251,0.500591679257829,0.459134463678592,0.0402738570635787,0.272751593779254,0.33835157861911,0.339432356491278,0.322216064889612,0.00764283317912664,0.421691413254516,0.402869153047449,0.175439433698035,0.118450089882075,0.792498074
NA,2,4.52040758110833,0.708068179222178,0.464659577700957,0.438888629238425,0.0964517930606179,0.256337916834048,0.335239765135553,0.335511162988439,0.329249071876008,0.0105076961248895,0.368211338613479,0.362608460172652,0.269180201213869,0.0610523453673077,0.8509782845
NA,2,2.80562796185063,0.697547172446248,0.461080109324214,0.410755649910751,0.128164240765036,0.228289181140903,0.335152126696683,0.335120463749277,0.32972740955404,0.0348976673025511,0.358104896278867,0.351034560299346,0.290860543421787,0.0828255179105093,1.076071676
NA,2,3.47523911242752,0.722460541629368,0.489506112679368,0.427742591739947,0.0827512955806854,0.25968363918096,0.338097197880718,0.339832257841649,0.322070544277633,0.0227019939703243,0.416230558400357,0.385550636802579,0.198218804797064,0.126715908162963,0.740507327
NA,2,1.40721855550997,0.652779741445964,0.430666731325504,0.392867847136369,0.176465421538127,0.218182609510589,0.334167630383032,0.33403697952645,0.331795390090518,0.0353887594344591,0.343313010319492,0.340942660530132,0.315744329150376,0.0804861925458967,0.750883533
NA,2,4.04537400845238,0.726404464209349,0.463757296562289,0.437327321416262,0.0989153820214488,0.23037927769833,0.333101493156953,0.332944382656218,0.333954124186829,0.0113261491837032,0.327121608246052,0.328666014404865,0.344212377349083,0.0282761382671949,1.2287942635
NA,2,3.76975567025644,0.792581577334117,0.506830478242086,0.463662005765431,0.0295075159924829,0.260903698667671,0.337175016547367,0.337895148993451,0.324929834459182,0.00855969880046991,0.402212940816503,0.388543621661763,0.209243437521733,0.081360535516664,0.605854452
NA,2,3.85111056497839,0.72440328450179,0.458449024706423,0.42626886331347,0.115282111980107,0.211296289643059,0.332203806752751,0.331893030464646,0.335903162782603,0.00487885582886813,0.310343412028608,0.31525446737954,0.374402120591852,0.0341831322435297,0.8380808485
NA,2,3.55094953625262,0.736347006115599,0.452423790768204,0.425412126781909,0.122164082449887,0.191252012621928,0.33044442173374,0.329795056116533,0.339760522149726,0.00558767265541955,0.273840389438302,0.284239668898881,0.441919941662817,0.0829599827734379,0.833260717
NA,2,1.13919307433567,0.744895825536154,0.476516631916732,0.437637382011527,0.0858459860717412,0.227953969530951,0.333659559763527,0.333537310407376,0.332803129829097,0.0137744072197373,0.336902209069026,0.336912476761537,0.326185314169437,0.0331202683469785,0.8740650365
NA,2,4.08708312078157,0.649116257329852,0.419367160712143,0.395478054996311,0.185154784291546,0.207261313531195,0.332738425209942,0.332410839249039,0.334850735541018,0.0188941522662204,0.319499700990741,0.323554775139031,0.356945523870228,0.0492254288625589,0.794548505
NA,2,1.37138222434343,0.9581210504858,0.537084996197433,0.462915003802567,0,0.194413982425117,0.331786854215615,0.326994410904805,0.34121873487958,0.0260761621420641,0.243580099375766,0.285192262374225,0.471227638250009,0.0699012918163492,0.8870465145
