# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = mlba_single_v8_Frechet_generalized_model
# start_datetime = 2022-09-26 16:24:07 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.001
#     eval_elbo = 100 (Default)
#     output_samples = 2000
# id = 1 (Default)
# data
#   file = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/standata-25d415a95a69.json
# init = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/init-1-25d43a7a42e2.json
# random
#   seed = 1427371676
# output
#   file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/fit_gen_exp2_1-1.csv
#   diagnostic_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_single_v8_Frechet_generalized-diagnostic-1.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_single_v8_Frechet_generalized-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=mlba_single_v8_Frechet_generalized_model
lp__,log_p__,log_g__,I,m,lam,gamma,beta,alpha,k,tau,delta
# Stepsize adaptation complete.
# eta = 0.1
0,-69041.2,-1.55544,0.000174786,1.04257,10.1766,0.00253662,1.23681,1.51168,1,0,0
0,-69018.9,-2.43903,0.000168652,0.589977,11.3942,0.00341587,1.48446,1.50233,1,0,0
0,-69008.5,-2.42079,0.000176842,1.38332,11.7678,0.00377599,1.67267,1.54575,1,0,0
0,-69110.8,-4.28352,0.000195906,2.42483,13.1228,0.00241017,1.2664,1.55456,1,0,0
0,-69014.8,-1.76044,0.000179353,1.29268,12.025,0.00212775,1.29477,1.53221,1,0,0
0,-68996.7,-2.88029,0.000184243,1.86304,10.3864,0.00249102,1.65455,1.49267,1,0,0
0,-69079.8,-4.87946,0.00016326,0.709848,11.1506,0.00220532,1.27201,1.58848,1,0,0
0,-69032.5,-3.13782,0.000167117,4.28013,13.9606,0.00240185,1.32015,1.54336,1,0,0
0,-69091.6,-1.82087,0.000169399,2.15698,11.9256,0.00276148,1.09195,1.54663,1,0,0
0,-69040.8,-2.00043,0.000170558,2.27176,13.3937,0.00280657,1.71629,1.56317,1,0,0
0,-69043.5,-1.54799,0.000181069,0.42416,11.9891,0.00276696,1.21539,1.51903,1,0,0
0,-69043.6,-2.22592,0.000180096,0.906032,14.3801,0.003126,1.3101,1.567,1,0,0
0,-69221.2,-4.38254,0.000189187,0.336155,11.2029,0.00303382,1.24022,1.48793,1,0,0
0,-69096.8,-1.01548,0.000177318,1.77408,11.2093,0.0023605,1.35502,1.51708,1,0,0
0,-69006.7,-5.21191,0.000164517,3.57397,14.518,0.00229792,1.35073,1.48935,1,0,0
0,-69021.2,-3.05126,0.000176881,0.942954,11.9683,0.00228924,1.37517,1.59449,1,0,0
0,-69073.4,-4.68654,0.000188394,0.415654,10.2674,0.0022694,1.86503,1.52618,1,0,0
0,-68997,-1.18195,0.000177625,0.64113,10.1472,0.00302048,1.41078,1.53123,1,0,0
0,-69042.6,-3.5137,0.00017829,2.0585,14.7632,0.00335812,1.08547,1.54637,1,0,0
0,-69028.2,-1.64345,0.000184863,0.712181,10.9264,0.00311087,1.30764,1.51264,1,0,0
0,-69002.9,-0.306818,0.000173337,1.32545,11.0681,0.00275097,1.33253,1.52924,1,0,0
0,-69144.7,-0.900059,0.000180707,2.07313,11.0511,0.00314897,1.36433,1.54427,1,0,0
0,-69062.9,-1.81349,0.000179599,1.03241,12.2104,0.00258665,1.20751,1.57766,1,0,0
0,-68998.6,-7.90268,0.000168923,1.21892,9.05937,0.00358288,1.47365,1.45563,1,0,0
0,-69025.7,-0.725793,0.000181799,1.30861,11.9166,0.0028105,1.43486,1.50671,1,0,0
0,-70453.5,-4.11834,0.000180682,0.212311,12.0158,0.00335983,1.13025,1.51788,1,0,0
0,-69007.3,-2.70106,0.000167337,0.8516,9.76394,0.00326549,1.56863,1.5178,1,0,0
0,-68963.1,-3.56497,0.000191002,3.46517,10.2953,0.00285009,1.29208,1.56116,1,0,0
0,-68996.6,-0.625875,0.000177419,1.8265,11.1598,0.0030977,1.50995,1.52154,1,0,0
0,-69037.9,-2.57477,0.000183359,1.3787,13.2888,0.00212649,1.28626,1.54867,1,0,0
0,-69038.8,-1.95226,0.000176597,1.19377,14.1561,0.00339339,1.39661,1.51256,1,0,0
0,-69014.8,-2.13844,0.000173032,1.23347,11.9139,0.00331564,1.56797,1.48934,1,0,0
0,-69095.4,-2.63483,0.00017872,0.354292,10.6824,0.00226897,1.57487,1.5451,1,0,0
0,-69007.5,-1.70505,0.000176268,0.639163,11.3919,0.00338844,1.67173,1.51944,1,0,0
0,-69132.8,-5.74565,0.000191483,4.05308,13.4947,0.00269455,1.79216,1.58739,1,0,0
0,-69381.3,-3.14596,0.000174203,2.86607,10.1379,0.00324482,1.89897,1.54389,1,0,0
0,-69002.7,-2.74008,0.000171111,0.922222,9.61916,0.00315481,1.77795,1.52366,1,0,0
0,-69064,-3.86257,0.000179738,1.00751,10.6807,0.00253905,0.981422,1.49441,1,0,0
0,-69016.9,-3.07656,0.000171709,1.05282,10.6034,0.00225877,1.39769,1.4846,1,0,0
0,-69683.5,-3.89053,0.000180198,0.263666,10.3624,0.00263498,1.45549,1.5831,1,0,0
0,-69049.7,-1.31301,0.000178876,0.389843,13.0367,0.00267181,1.4185,1.54075,1,0,0
0,-69015.5,-0.888903,0.000174436,2.06187,11.0031,0.00275592,1.246,1.55304,1,0,0
0,-69059.1,-4.01245,0.000183312,1.24061,15.0217,0.00368781,1.27586,1.55584,1,0,0
0,-69064.3,-3.18662,0.000165292,0.498787,13.211,0.00356213,1.47395,1.54084,1,0,0
0,-69010.6,-3.87776,0.000183638,1.81078,10.0355,0.00198046,1.50108,1.54064,1,0,0
0,-69026.9,-3.19404,0.00016474,4.42361,12.3581,0.00326944,1.5856,1.55019,1,0,0
0,-69084.7,-3.0901,0.00017639,4.07003,14.9487,0.00278101,1.19307,1.54641,1,0,0
0,-69034.4,-1.51215,0.000179313,0.913963,13.8088,0.00304493,1.1881,1.54488,1,0,0
0,-69191.5,-4.89589,0.000186611,2.11069,14.3218,0.00374554,1.44227,1.577,1,0,0
0,-70791.3,-5.56949,0.000176552,0.176841,12.6956,0.00348865,1.03576,1.52259,1,0,0
0,-69165,-1.206,0.000181788,1.64463,10.8268,0.00274404,1.68558,1.5515,1,0,0
0,-69024.8,-0.96662,0.000170166,0.532581,11.6667,0.00284355,1.33154,1.54525,1,0,0
0,-69030.3,-2.63258,0.000179423,2.52172,14.0578,0.00254953,1.08055,1.53898,1,0,0
0,-68991.8,-2.77813,0.000177256,0.87439,9.85275,0.00348507,1.73646,1.5373,1,0,0
0,-69038.8,-2.07085,0.00017862,0.411837,12.2129,0.00244126,1.17537,1.5516,1,0,0
0,-69217.7,-5.27321,0.000198312,0.354631,12.134,0.00282568,1.18526,1.51787,1,0,0
0,-69037.2,-2.9398,0.0001825,2.19515,12.1926,0.00349379,1.40862,1.58131,1,0,0
0,-68963.7,-2.51107,0.000175446,2.96138,9.32858,0.0025206,1.47034,1.5417,1,0,0
0,-69073.8,-4.95209,0.000181748,0.759655,14.355,0.00238869,1.53383,1.46676,1,0,0
0,-69147.1,-1.84948,0.000173764,3.84998,12.7434,0.00275837,1.70981,1.51707,1,0,0
0,-69226.2,-2.41384,0.000178749,0.303332,12.1698,0.0026923,1.12346,1.52964,1,0,0
0,-69089.9,-3.14735,0.000159636,0.799948,12.1855,0.00330726,1.41249,1.53669,1,0,0
0,-69129.6,-7.13018,0.00019036,8.97774,13.4496,0.00270556,1.88234,1.49255,1,0,0
0,-69003.3,-1.17067,0.000179509,1.21797,10.9726,0.00342265,1.48709,1.53422,1,0,0
0,-69007.6,-3.00757,0.000184766,0.929326,10.2324,0.00304589,1.12325,1.56819,1,0,0
0,-69010.3,-1.32745,0.000175538,1.05929,9.94429,0.00257869,1.33396,1.51662,1,0,0
0,-69014.5,-3.87473,0.000174455,0.63542,11.573,0.00350167,1.10555,1.48704,1,0,0
0,-69084.5,-4.0408,0.000186284,0.88844,13.5288,0.00275804,1.22452,1.47361,1,0,0
0,-70330.2,-5.43364,0.000171869,0.239812,10.9592,0.00333083,1.53287,1.59806,1,0,0
0,-69061.2,-5.45034,0.000170084,0.657894,14.762,0.00220082,0.992798,1.55631,1,0,0
0,-69051.4,-2.54686,0.000179328,0.650572,14.6942,0.00301104,1.18932,1.51306,1,0,0
0,-69043.3,-2.21002,0.00016721,0.536205,11.8876,0.00251839,1.18286,1.55545,1,0,0
0,-69065.2,-2.52443,0.000182427,3.03652,10.5309,0.00354962,1.45893,1.53222,1,0,0
0,-69150,-6.895,0.000194871,3.6984,12.1229,0.00296303,1.34358,1.46203,1,0,0
0,-69009.9,-0.431822,0.000178128,1.46135,11.348,0.00286421,1.47983,1.51325,1,0,0
0,-69019.8,-7.01399,0.000181766,0.634598,11.2005,0.00205994,1.36969,1.62104,1,0,0
0,-69069.5,-3.50616,0.000183952,0.448234,14.327,0.00334303,1.23526,1.51104,1,0,0
0,-69009,-2.24389,0.000179225,1.51395,9.05475,0.00285374,1.45689,1.53289,1,0,0
0,-69096,-3.09416,0.000185525,0.379624,10.3252,0.00233687,1.28283,1.52642,1,0,0
0,-69041.5,-1.72103,0.000170692,1.98207,14.2396,0.00246351,1.33395,1.53765,1,0,0
0,-69034.8,-4.00735,0.000184075,0.534536,12.5623,0.00288993,1.68568,1.59865,1,0,0
0,-68982.3,-4.1462,0.00017953,1.26093,8.67132,0.00353515,1.36313,1.54043,1,0,0
0,-69051,-2.25287,0.000189054,0.889184,12.2104,0.00323226,1.55149,1.55882,1,0,0
0,-69057,-5.28507,0.00018273,0.60282,14.8613,0.00211759,1.06208,1.55386,1,0,0
0,-69008.7,-1.03669,0.000170933,1.84336,12.9005,0.00239091,1.45813,1.53362,1,0,0
0,-68998,-4.09712,0.000174623,0.673548,10.3703,0.0019329,1.21205,1.54373,1,0,0
0,-69047,-3.22639,0.000163533,0.533599,11.8037,0.002958,1.7087,1.50006,1,0,0
0,-69019.1,-2.71774,0.000168892,1.89146,11.5128,0.00308463,1.32717,1.58963,1,0,0
0,-69201,-1.39809,0.000168179,1.70355,12.7691,0.00314935,1.29937,1.51573,1,0,0
0,-68999,-1.71022,0.000181695,1.27189,9.84556,0.00319957,1.34466,1.52888,1,0,0
0,-69022.3,-4.10212,0.000178156,6.98925,12.3299,0.00234876,1.8554,1.54757,1,0,0
0,-69035.7,-0.928553,0.000180807,0.730812,13.6203,0.00273607,1.4179,1.54254,1,0,0
0,-69024.7,-0.618825,0.000171193,0.658896,12.5371,0.00279318,1.34107,1.53532,1,0,0
0,-70700.2,-3.66925,0.000178941,0.138828,12.404,0.00261335,1.37686,1.52912,1,0,0
0,-69016.5,-2.1622,0.00017869,0.614591,12.0639,0.00234005,1.57516,1.57383,1,0,0
0,-69031.4,-4.33528,0.000167826,3.22082,12.6329,0.00294788,0.928232,1.53748,1,0,0
0,-69038.3,-1.08974,0.000171552,0.683896,13.7312,0.00267332,1.48503,1.53921,1,0,0
0,-69836.4,-6.17264,0.000169475,0.242926,10.7177,0.00252931,1.58156,1.46399,1,0,0
0,-68955.9,-1.04464,0.000175473,3.13192,11.6487,0.00243655,1.41157,1.53911,1,0,0
0,-69340.7,-2.103,0.000181666,0.286465,12.0009,0.00296814,1.27748,1.54516,1,0,0
0,-69033.4,-3.39572,0.000183421,2.39405,13.1526,0.00209075,1.68282,1.55247,1,0,0
0,-69071.5,-6.14957,0.000185781,5.5139,15.15,0.00258047,1.7741,1.48961,1,0,0
0,-68998.7,-2.12413,0.000179276,0.906385,9.89169,0.00298569,1.22127,1.50489,1,0,0
0,-69021.5,-2.9958,0.000172536,1.24972,12.3614,0.00202362,1.68948,1.5531,1,0,0
0,-69045,-2.30817,0.000187282,0.561844,10.6474,0.00305974,1.50469,1.51009,1,0,0
0,-69022.5,-2.69343,0.000177193,0.499528,12.0006,0.00252261,1.68614,1.58288,1,0,0
0,-69081.5,-2.45134,0.000169201,1.01366,12.3708,0.00248264,1.35468,1.48344,1,0,0
0,-68987.5,-2.51548,0.000174529,4.94723,13.034,0.00244949,1.38141,1.50622,1,0,0
0,-69022.3,-1.71972,0.000176733,0.902923,12.7683,0.00256266,1.79425,1.56262,1,0,0
0,-69010,-1.52429,0.000177907,0.763525,11.532,0.0025118,1.32674,1.57499,1,0,0
0,-69027.4,-5.4048,0.000177977,1.25769,12.151,0.00187782,1.34098,1.47794,1,0,0
0,-69151.6,-6.14141,0.000169599,2.13229,13.5518,0.00246012,1.0046,1.60328,1,0,0
0,-68996.6,-2.0861,0.000178159,0.711718,10.0078,0.00231052,1.3463,1.51668,1,0,0
0,-68995.8,-0.973441,0.000173337,0.871594,10.2117,0.00273301,1.5392,1.52567,1,0,0
0,-69003.8,-0.570042,0.000173921,0.896788,11.0695,0.00308999,1.33513,1.54104,1,0,0
0,-69238.6,-7.35549,0.000191831,1.80205,7.95998,0.00239367,1.26803,1.51741,1,0,0
0,-69043.3,-1.1767,0.000174431,0.980957,13.5861,0.00250624,1.35057,1.55764,1,0,0
0,-68902.1,-6.66085,0.000183058,3.27339,9.7967,0.00273995,2.29854,1.49806,1,0,0
0,-69051,-2.31376,0.000177885,2.65953,14.7335,0.00300847,1.22482,1.54682,1,0,0
0,-69025.5,-2.97577,0.000178356,2.45806,12.6292,0.00342557,1.47687,1.48429,1,0,0
0,-69091.1,-5.91474,0.000157242,0.704673,12.1691,0.00260907,1.87566,1.49146,1,0,0
0,-69105.7,-6.09157,0.000169551,0.959349,15.9116,0.00267423,1.4649,1.60834,1,0,0
0,-69032.2,-7.03308,0.000159949,2.30477,9.50207,0.00281439,1.72453,1.47309,1,0,0
0,-69040.4,-2.2677,0.000181808,0.465448,12.9347,0.00352016,1.382,1.53,1,0,0
0,-69145,-1.96099,0.000178614,2.09221,10.7795,0.00255087,1.73012,1.50225,1,0,0
0,-69049.6,-4.81977,0.00017648,0.443216,10.2008,0.00381878,1.34892,1.48912,1,0,0
0,-69003.5,-6.18699,0.000177877,0.610295,10.0737,0.0030257,2.19087,1.59051,1,0,0
0,-69005,-4.34968,0.000172149,2.48621,11.3606,0.00413633,1.34474,1.56384,1,0,0
0,-69000,-2.19761,0.000178982,2.45021,12.2205,0.00259132,1.03521,1.54277,1,0,0
0,-68975.6,-3.03422,0.000178068,2.48219,8.90699,0.00294522,1.26931,1.53616,1,0,0
0,-69138.9,-4.61003,0.000168541,0.402479,8.68424,0.00260849,1.23789,1.53444,1,0,0
0,-69065,-3.43554,0.000186704,0.649043,13.642,0.00363287,1.261,1.52121,1,0,0
0,-69072.1,-2.96753,0.000181881,2.1533,14.0671,0.00351918,1.591,1.55929,1,0,0
0,-68980.7,-2.93146,0.000170377,4.58404,11.6926,0.00278017,1.89744,1.52397,1,0,0
0,-68979.1,-5.13446,0.000178158,1.85066,11.708,0.0025443,2.15964,1.59215,1,0,0
0,-69097.6,-3.81527,0.000189196,1.58792,12.673,0.00362253,1.81664,1.54159,1,0,0
0,-70552.7,-4.77149,0.000171755,0.162868,11.3142,0.00231305,1.21105,1.50796,1,0,0
0,-68989.7,-3.89733,0.000175724,1.23501,9.25661,0.00240204,1.72913,1.57542,1,0,0
0,-69013.3,-3.67811,0.00016677,0.670535,10.2809,0.00282277,1.15869,1.4877,1,0,0
0,-69002.7,-4.77681,0.000168963,2.31645,10.2718,0.00276533,2.25967,1.53449,1,0,0
0,-68975.5,-2.71573,0.000186893,3.22919,13.0278,0.00330832,1.52375,1.51311,1,0,0
0,-69020.4,-1.16817,0.00016938,0.874733,11.9712,0.00294543,1.212,1.5151,1,0,0
0,-69065.3,-1.33936,0.000167425,1.58783,11.4958,0.00254754,1.67798,1.53134,1,0,0
0,-69012.9,-3.90952,0.000165073,3.51641,14.7858,0.0032268,1.62695,1.53761,1,0,0
0,-68976.4,-2.79565,0.000173095,4.53928,12.3111,0.0035852,1.39394,1.51884,1,0,0
0,-68943,-7.49829,0.000175301,0.0867608,13.2139,0.00368388,1.62999,1.55246,1,0,0
0,-69031.5,-1.88912,0.000176123,0.900733,13.6465,0.00220283,1.337,1.5246,1,0,0
0,-69120.8,-2.75678,0.000184452,1.7028,12.8823,0.0023383,1.45381,1.58128,1,0,0
0,-69018.7,-1.9012,0.000176151,0.554247,12.1606,0.0022691,1.46953,1.50566,1,0,0
0,-69017.3,-0.707969,0.000176574,1.23485,12.2335,0.00262462,1.47228,1.5038,1,0,0
0,-69019,-1.24424,0.000181449,0.492193,11.2596,0.00255446,1.52334,1.54687,1,0,0
0,-69028.9,-2.55314,0.000187343,1.71725,9.86087,0.00251394,1.53481,1.55334,1,0,0
0,-69042.1,-1.26426,0.000182129,1.13374,13.8959,0.00299053,1.58037,1.54122,1,0,0
0,-69071.7,-4.16057,0.000190364,2.24437,12.2469,0.00200097,1.42944,1.52174,1,0,0
0,-69033.2,-2.87265,0.000172779,1.95628,13.2601,0.00247093,1.30004,1.59001,1,0,0
0,-69042.3,-1.03796,0.00017063,1.43905,13.8089,0.00281696,1.52222,1.54451,1,0,0
0,-69183.4,-1.81295,0.000174528,1.74439,11.4865,0.00328245,1.53507,1.49408,1,0,0
0,-69060.7,-1.46413,0.000177043,2.15525,12.7189,0.00268989,1.26122,1.57175,1,0,0
0,-69007,-1.87969,0.000166185,1.82023,12.0819,0.00255755,1.67336,1.51106,1,0,0
0,-69009,-2.40155,0.000177062,0.576372,11.2075,0.00255203,1.81137,1.56996,1,0,0
0,-69122.8,-2.91903,0.0001796,2.0749,14.0553,0.00271904,1.92195,1.55916,1,0,0
0,-69069,-2.83046,0.000187104,2.29576,14.5522,0.00297934,1.63866,1.54731,1,0,0
0,-69027.7,-3.43997,0.000171232,1.14167,12.9895,0.00224694,2.01769,1.52337,1,0,0
0,-68963.7,-3.64503,0.000174669,2.45455,9.82229,0.00238876,1.03024,1.5447,1,0,0
0,-69061.6,-4.27513,0.000183317,2.96264,14.6238,0.00253386,1.86346,1.56976,1,0,0
0,-69050.4,-1.31534,0.00017378,1.03107,12.597,0.00323701,1.73585,1.54411,1,0,0
0,-69010.7,-0.844588,0.000171243,0.938483,10.5935,0.00293161,1.34798,1.54775,1,0,0
0,-69021.9,-4.0216,0.000163553,4.57097,10.454,0.00337507,1.47157,1.55114,1,0,0
0,-69182.9,-6.10598,0.00018461,0.295703,14.6999,0.00278154,1.8539,1.48267,1,0,0
0,-69091.7,-2.79329,0.000170329,0.373991,11.8072,0.00284733,1.05007,1.53266,1,0,0
0,-68998.5,-1.4513,0.000175845,1.08369,10.6737,0.00338037,1.62558,1.52517,1,0,0
0,-68986,-6.07941,0.000168357,5.25265,11.4735,0.00289754,1.49469,1.45646,1,0,0
0,-69106.5,-4.97165,0.000178523,0.326604,14.2852,0.00260013,1.76951,1.48073,1,0,0
0,-69017.5,-1.74422,0.000177647,0.967228,11.4098,0.00248447,1.09039,1.5155,1,0,0
0,-69173.5,-3.39963,0.000166569,4.13098,11.4665,0.00286297,1.06604,1.51711,1,0,0
0,-69077.1,-2.91408,0.000159122,1.14153,11.7839,0.0027006,1.41128,1.51134,1,0,0
0,-69299,-3.75171,0.00016581,0.301963,12.7972,0.00346661,1.36995,1.55531,1,0,0
0,-69048,-1.92377,0.000188885,0.989554,11.2245,0.00253531,1.44716,1.56004,1,0,0
0,-69095.1,-0.85413,0.000177221,2.13449,12.9202,0.00304821,1.37392,1.55477,1,0,0
0,-69011.4,-2.14042,0.000171781,0.891272,11.2563,0.00212715,1.29593,1.54956,1,0,0
0,-68999.8,-0.621732,0.000178248,0.827845,10.7398,0.0025858,1.37872,1.54214,1,0,0
0,-69023.1,-1.91085,0.000175383,2.30515,13.3243,0.00353149,1.51373,1.52567,1,0,0
0,-69076.8,-4.80587,0.00016583,1.40441,12.7166,0.00225314,1.14223,1.59279,1,0,0
0,-69016.7,-1.0342,0.000177312,1.09213,12.5027,0.00330872,1.55961,1.55264,1,0,0
0,-69079,-3.67499,0.000187629,0.981847,11.8955,0.0023036,1.57771,1.48241,1,0,0
0,-69008.4,-2.49904,0.000181612,0.764627,11.055,0.00229062,1.53647,1.57592,1,0,0
0,-69053.8,-3.97067,0.000175861,0.403839,11.6993,0.00307215,1.72483,1.47485,1,0,0
0,-69081.2,-6.70475,0.000186493,11.3447,11.7132,0.00216743,1.63057,1.56869,1,0,0
0,-69038.9,-1.70115,0.000183044,1.08591,13.4924,0.00234611,1.35725,1.55329,1,0,0
0,-69025.9,-1.55545,0.000181215,2.52517,13.1027,0.00238592,1.28237,1.54264,1,0,0
0,-68996.1,-0.570781,0.000174338,2.30947,11.0725,0.00261448,1.42678,1.5284,1,0,0
0,-69060.5,-2.75292,0.000177732,0.657704,15.6985,0.00268305,1.2699,1.52676,1,0,0
0,-69026.2,-1.51147,0.000176951,2.63901,10.8866,0.00317122,1.26775,1.55693,1,0,0
0,-69022.4,-1.39874,0.000173065,0.526056,12.3024,0.00234089,1.37858,1.54742,1,0,0
0,-69014.9,-3.76969,0.000169411,0.85744,9.5993,0.00274271,1.79289,1.57736,1,0,0
0,-69233.1,-1.99566,0.000179825,1.7564,12.1885,0.0027028,1.04586,1.5143,1,0,0
0,-69174.1,-4.70823,0.000186299,1.79333,9.04766,0.00223774,1.17535,1.5476,1,0,0
0,-69021.5,-1.57047,0.000180166,1.41539,11.6678,0.00270105,1.19958,1.49588,1,0,0
0,-69026.6,-3.40946,0.000180599,0.454122,11.3246,0.00250204,2.0472,1.5222,1,0,0
0,-69176.7,-0.737531,0.000183116,2.08267,12.6757,0.00279148,1.34176,1.53108,1,0,0
0,-69014.9,-5.70742,0.00016956,4.51284,15.6659,0.00342424,1.11333,1.51849,1,0,0
0,-69016.5,-1.41793,0.000176441,0.477951,10.6824,0.00315748,1.54724,1.53054,1,0,0
0,-69009.1,-2.17266,0.000178219,1.15179,11.6754,0.00222889,1.14075,1.55621,1,0,0
0,-70103.5,-7.19987,0.000187729,0.255064,9.80458,0.00309247,1.11884,1.47562,1,0,0
0,-70796.8,-3.67856,0.000184745,0.177382,12.1585,0.00262826,1.62398,1.54283,1,0,0
0,-69239,-1.74185,0.00017913,0.289662,12.6846,0.0026944,1.40178,1.53968,1,0,0
0,-69091.9,-4.0811,0.000194164,1.35897,10.1549,0.00246715,1.27876,1.50501,1,0,0
0,-69024.5,-0.874785,0.000184578,1.16532,11.4171,0.00251752,1.33295,1.53225,1,0,0
0,-69077.8,-1.95042,0.000191164,1.4391,11.8508,0.00271594,1.47227,1.51387,1,0,0
0,-69024.5,-4.10712,0.000188093,5.21942,12.5879,0.0026635,1.91309,1.53756,1,0,0
0,-69196,-1.74063,0.000170794,2.12003,10.7405,0.00262818,1.12906,1.52428,1,0,0
0,-69042.4,-1.93214,0.000179283,1.10712,14.3776,0.00309,1.1725,1.54037,1,0,0
0,-69053.5,-3.78179,0.000182684,1.49573,13.0287,0.00322307,1.86005,1.48408,1,0,0
0,-69129.7,-5.23474,0.000193077,1.54218,15.6125,0.00293115,1.81194,1.54378,1,0,0
0,-69011.4,-2.5775,0.00018095,0.510361,9.85752,0.00292739,1.72924,1.55114,1,0,0
0,-69045.1,-4.00459,0.000181064,0.938701,12.4027,0.0025999,1.17217,1.46605,1,0,0
0,-68984,-3.63563,0.000181305,3.5765,13.4135,0.00300414,1.79487,1.57946,1,0,0
0,-69038.6,-1.80536,0.000169866,0.430565,11.7532,0.00246853,1.64922,1.53789,1,0,0
0,-69036.6,-4.86106,0.000172799,1.36857,13.8904,0.00201327,1.99866,1.53374,1,0,0
0,-69051.4,-4.20955,0.000170984,1.8301,16.1705,0.00333688,1.66651,1.54945,1,0,0
0,-68960,-4.32881,0.000177627,5.18327,10.9475,0.00359635,1.3942,1.5805,1,0,0
0,-69148.7,-6.39035,0.000161673,3.6781,15.1209,0.00380736,1.48881,1.54262,1,0,0
0,-69032.7,-2.76435,0.000166171,1.31426,11.9485,0.00264024,1.03194,1.51621,1,0,0
0,-69061.1,-4.07659,0.000167323,0.682149,14.0651,0.00387132,1.3552,1.54781,1,0,0
0,-69023.4,-2.96686,0.000166202,0.866736,10.6493,0.00239985,1.08024,1.5325,1,0,0
0,-69047.4,-2.39981,0.000162462,0.826466,11.2853,0.00304175,1.27751,1.51437,1,0,0
0,-69167.1,-1.5652,0.000183885,1.74506,10.7188,0.00289886,1.50634,1.50259,1,0,0
0,-69237.8,-4.15616,0.000194423,2.85043,10.2441,0.00241819,1.3081,1.54611,1,0,0
0,-69002.3,-1.85031,0.000169016,2.27045,10.2206,0.00249914,1.26078,1.53859,1,0,0
0,-69191.4,-8.41859,0.000197055,8.03714,13.2952,0.00233691,1.34003,1.48217,1,0,0
0,-69029.1,-2.52026,0.000182885,0.476712,11.5991,0.00330695,1.3692,1.57263,1,0,0
0,-69006.4,-1.68631,0.000178098,0.767046,11.2867,0.00231601,1.46211,1.56774,1,0,0
0,-69017.9,-1.21528,0.000179456,0.943948,11.9175,0.00254852,1.55403,1.57025,1,0,0
0,-69021.5,-1.03405,0.000173194,0.47558,11.4442,0.00296814,1.54994,1.54472,1,0,0
0,-69145.5,-8.29644,0.000159947,1.21388,12.9914,0.0040712,1.3848,1.60305,1,0,0
0,-69052.8,-2.81871,0.000168178,0.655132,13.8245,0.00267586,1.07188,1.54259,1,0,0
0,-69056.8,-5.52782,0.000191843,0.636379,11.2864,0.00298347,2.00673,1.58182,1,0,0
0,-69048,-5.52313,0.000184029,6.5639,14.0932,0.00370673,1.1909,1.52545,1,0,0
0,-69029.1,-2.64052,0.000179185,0.801188,13.2949,0.00206391,1.58188,1.53807,1,0,0
0,-69056.8,-2.26871,0.000184075,1.50127,13.0084,0.00293884,1.24911,1.49053,1,0,0
0,-69123.7,-5.69747,0.000166908,3.98047,12.6706,0.00217813,2.02353,1.50355,1,0,0
0,-69035.7,-1.25837,0.000174109,0.471985,13.53,0.00271772,1.51481,1.53896,1,0,0
0,-69090.9,-2.36624,0.000168508,2.16182,11.2552,0.00270233,1.31641,1.58336,1,0,0
0,-69007.2,-2.56312,0.000179628,1.3444,10.5456,0.00275745,1.88603,1.49946,1,0,0
0,-69021.8,-0.399844,0.000171029,1.23657,12.2386,0.00280131,1.30297,1.54209,1,0,0
0,-69009.1,-2.5685,0.000176796,0.904278,11.3667,0.00212318,1.25953,1.50242,1,0,0
0,-69069,-5.50249,0.000177073,1.87447,16.3376,0.00299779,1.37138,1.59774,1,0,0
0,-69622.5,-2.7478,0.000182719,0.261472,10.9488,0.00280127,1.67689,1.54376,1,0,0
0,-69135.6,-1.32793,0.000182815,1.77346,12.6546,0.00322551,1.42059,1.51052,1,0,0
0,-69075.9,-3.33613,0.000169678,0.669552,15.6382,0.0029118,1.56631,1.56041,1,0,0
0,-69026.8,-1.68206,0.000168142,0.596153,11.6884,0.0032269,1.63539,1.53181,1,0,0
0,-69050.3,-1.73435,0.000165328,2.31273,12.8002,0.00261223,1.28527,1.54301,1,0,0
0,-69049.7,-6.88618,0.000172157,2.73995,12.0356,0.0018239,1.2437,1.4754,1,0,0
0,-69024.1,-1.981,0.000180399,1.27147,12.7634,0.00240275,1.23457,1.57324,1,0,0
0,-69020.6,-2.58063,0.00017067,2.64135,11.2154,0.00214562,1.22437,1.53868,1,0,0
0,-69059.9,-1.93528,0.000190186,1.31865,11.6911,0.00276889,1.69131,1.53238,1,0,0
