"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"1518",-285.821,-3.85444,1.87773,0.92102,0.5241,3.60781,0.80089,1.46828,1,0,0,1,1518,1518
"1519",-283.855,-2.89335,1.90542,0.887657,0.517204,3.70922,0.669213,1.50058,1,0,0,1,1519,1519
"1520",-285.802,-7.20646,1.90152,0.884214,0.339163,3.46647,0.621161,1.45313,1,0,0,1,1520,1520
"1521",-284.762,-2.88711,1.88883,0.927525,0.356342,3.52337,0.721356,1.49018,1,0,0,1,1521,1521
"1522",-286.092,-2.59462,1.86043,1.02668,0.45305,3.54393,0.702787,1.47671,1,0,0,1,1522,1522
"1523",-286.529,-3.24063,1.90572,0.936056,0.47097,3.25115,0.676665,1.47184,1,0,0,1,1523,1523
"1524",-287.703,-5.60674,1.90538,0.957702,0.569562,3.50944,0.631441,1.41318,1,0,0,1,1524,1524
"1525",-286.479,-2.94563,1.94569,0.958869,0.596104,3.42441,0.737044,1.5065,1,0,0,1,1525,1525
"1526",-285.342,-2.59019,1.94866,0.96015,0.496674,3.42666,0.735039,1.5078,1,0,0,1,1526,1526
"1527",-284.076,-1.98766,1.91875,0.945528,0.482839,3.52278,0.731566,1.52567,1,0,0,1,1527,1527
"1528",-288.226,-2.489,1.88124,0.892672,0.51654,3.36127,0.698966,1.44983,1,0,0,1,1528,1528
"1529",-290.424,-8.69736,1.80002,0.909818,0.44104,3.78471,0.766716,1.47321,1,0,0,1,1529,1529
"1530",-285.556,-1.45885,1.88475,0.914196,0.568994,3.48074,0.744624,1.50162,1,0,0,1,1530,1530
"1531",-282.875,-1.32174,1.89811,0.923062,0.500891,3.63946,0.710081,1.4575,1,0,0,1,1531,1531
"1532",-289.44,-7.38515,1.92346,0.964004,0.385775,3.78034,0.787847,1.46692,1,0,0,1,1532,1532
"1533",-285.732,-2.48528,1.94323,0.920705,0.463591,3.56085,0.728469,1.45401,1,0,0,1,1533,1533
"1534",-284.115,-2.87846,1.9069,0.962306,0.421982,3.48274,0.642676,1.51977,1,0,0,1,1534,1534
"1535",-284.841,-2.59153,1.86643,0.955499,0.487652,3.75348,0.711,1.48076,1,0,0,1,1535,1535
"1536",-282.589,-0.818754,1.89314,0.983458,0.473159,3.51612,0.696876,1.46483,1,0,0,1,1536,1536
"1537",-285.908,-3.39187,1.88271,0.896428,0.449014,3.34231,0.636819,1.47792,1,0,0,1,1537,1537
"1538",-309.31,-6.5811,1.87746,1.06825,0.447135,3.74049,0.673498,1.49821,1,0,0,1,1538,1538
"1539",-284.458,-2.20965,1.93527,0.973434,0.63017,3.54019,0.672308,1.47988,1,0,0,1,1539,1539
"1540",-283.915,-0.805418,1.89548,0.939614,0.570106,3.4949,0.658615,1.47576,1,0,0,1,1540,1540
"1541",-290.731,-5.04106,1.8601,0.842286,0.485014,3.37052,0.691457,1.51486,1,0,0,1,1541,1541
"1542",-283.361,-2.8386,1.87692,0.928157,0.553832,3.73909,0.710949,1.51201,1,0,0,1,1542,1542
"1543",-285.083,-2.76232,1.85553,0.96074,0.424899,3.61651,0.731138,1.45387,1,0,0,1,1543,1543
"1544",-288.015,-4.06593,1.84522,0.974251,0.369825,3.49177,0.726289,1.51057,1,0,0,1,1544,1544
"1545",-282.864,-1.72897,1.91663,1.00451,0.483638,3.47514,0.67698,1.46581,1,0,0,1,1545,1545
"1546",-288.011,-4.192,1.96232,0.872062,0.574085,3.60205,0.700401,1.49062,1,0,0,1,1546,1546
"1547",-283.373,-2.5699,1.91981,1.02442,0.494819,3.50309,0.658956,1.47982,1,0,0,1,1547,1547
"1548",-287.259,-4.32864,1.96721,0.976082,0.517693,3.35566,0.735273,1.50269,1,0,0,1,1548,1548
"1549",-284.727,-1.29432,1.85633,0.920005,0.569381,3.4685,0.666076,1.48178,1,0,0,1,1549,1549
"1550",-286.735,-5.30162,1.9719,0.97419,0.416789,3.36241,0.720704,1.51095,1,0,0,1,1550,1550
"1551",-284.063,-2.07461,1.92988,0.948346,0.534541,3.58655,0.639045,1.48708,1,0,0,1,1551,1551
"1552",-284.104,-1.75954,1.86073,0.939005,0.437655,3.36271,0.696189,1.48888,1,0,0,1,1552,1552
"1553",-284.115,-1.87451,1.86937,0.90133,0.403561,3.47526,0.686225,1.48388,1,0,0,1,1553,1553
"1554",-289.123,-4.65235,1.84766,1.02398,0.380738,3.461,0.680522,1.50197,1,0,0,1,1554,1554
"1555",-284.306,-1.62121,1.86854,0.947909,0.57835,3.49089,0.733781,1.51358,1,0,0,1,1555,1555
"1556",-285.599,-2.8798,1.93668,0.892586,0.602917,3.61863,0.689336,1.50306,1,0,0,1,1556,1556
"1557",-283.135,-1.92968,1.87681,1.00698,0.544605,3.42159,0.720378,1.49968,1,0,0,1,1557,1557
"1558",-285.585,-1.64357,1.88225,0.919098,0.604688,3.49019,0.740669,1.50249,1,0,0,1,1558,1558
"1559",-284.767,-3.93949,1.94597,1.0201,0.449079,3.50836,0.694656,1.51837,1,0,0,1,1559,1559
"1560",-284.899,-1.83645,1.89218,0.950404,0.541471,3.46912,0.706999,1.43625,1,0,0,1,1560,1560
"1561",-283.87,-3.14586,1.9446,1.01934,0.569005,3.44026,0.688962,1.48055,1,0,0,1,1561,1561
"1562",-282.533,-0.377468,1.87451,0.95689,0.500901,3.48183,0.684992,1.47056,1,0,0,1,1562,1562
"1563",-283.34,-1.62227,1.88122,0.9816,0.45613,3.36277,0.709217,1.48392,1,0,0,1,1563,1563
"1564",-287.677,-5.30581,1.80414,0.928891,0.462872,3.48787,0.771979,1.48707,1,0,0,1,1564,1564
"1565",-282.833,-2.05462,1.8984,0.979133,0.563832,3.61606,0.745426,1.46316,1,0,0,1,1565,1565
"1566",-283.939,-2.00695,1.88864,0.97197,0.638261,3.49989,0.709226,1.51517,1,0,0,1,1566,1566
"1567",-287.908,-5.85744,1.8488,0.870943,0.486424,3.53182,0.702128,1.41534,1,0,0,1,1567,1567
"1568",-283.791,-3.12496,1.85126,0.979986,0.527969,3.51947,0.683927,1.43179,1,0,0,1,1568,1568
"1569",-287.969,-3.24843,1.88767,0.881132,0.673884,3.53933,0.704906,1.51029,1,0,0,1,1569,1569
"1570",-289.44,-5.27119,1.86769,0.927942,0.40484,3.69082,0.633788,1.5268,1,0,0,1,1570,1570
"1571",-286.083,-2.40035,1.86579,0.908762,0.650688,3.53372,0.700566,1.45572,1,0,0,1,1571,1571
"1572",-286.114,-4.59561,1.94259,0.965666,0.369631,3.5053,0.733732,1.51861,1,0,0,1,1572,1572
"1573",-285.656,-4.29194,1.86793,1.01023,0.369717,3.3776,0.712282,1.4807,1,0,0,1,1573,1573
"1574",-284.732,-4.04343,1.91492,0.980805,0.396531,3.30728,0.685492,1.45931,1,0,0,1,1574,1574
"1575",-285.81,-6.49688,1.84966,0.953096,0.451786,3.23363,0.625891,1.50849,1,0,0,1,1575,1575
"1576",-286.77,-3.51747,1.81948,0.929119,0.527091,3.57384,0.694556,1.52211,1,0,0,1,1576,1576
"1577",-287.595,-4.22973,1.99243,0.939388,0.532949,3.50746,0.710049,1.48956,1,0,0,1,1577,1577
"1578",-288.507,-3.556,1.95102,0.871719,0.589061,3.56158,0.682327,1.48262,1,0,0,1,1578,1578
"1579",-288.25,-8.43595,2.01913,0.962975,0.458349,3.56614,0.63636,1.50135,1,0,0,1,1579,1579
"1580",-285.116,-2.69065,1.86936,0.90403,0.468708,3.45414,0.631989,1.50475,1,0,0,1,1580,1580
"1581",-284.748,-0.920354,1.8803,0.894252,0.531553,3.51242,0.716047,1.49032,1,0,0,1,1581,1581
"1582",-283.015,-1.20713,1.86619,0.97282,0.579053,3.53608,0.671427,1.47056,1,0,0,1,1582,1582
"1583",-286.059,-2.38926,1.89677,0.875461,0.452365,3.42688,0.659968,1.48962,1,0,0,1,1583,1583
"1584",-284.458,-1.78765,1.85401,0.961722,0.529714,3.65953,0.683156,1.49866,1,0,0,1,1584,1584
"1585",-284.04,-5.32714,1.95621,0.972477,0.551118,3.79776,0.703851,1.50186,1,0,0,1,1585,1585
"1586",-283.7,-1.16987,1.91592,0.968501,0.466591,3.44617,0.732394,1.4882,1,0,0,1,1586,1586
"1587",-287.184,-4.07676,1.8846,0.901929,0.490324,3.56055,0.789824,1.44765,1,0,0,1,1587,1587
"1588",-284.308,-1.3182,1.85962,0.940205,0.533042,3.39263,0.671523,1.49518,1,0,0,1,1588,1588
"1589",-287.468,-2.44384,1.87971,0.910132,0.506531,3.41765,0.772104,1.47396,1,0,0,1,1589,1589
"1590",-288.513,-5.07929,1.91812,0.996347,0.371473,3.60092,0.770796,1.49136,1,0,0,1,1590,1590
"1591",-285.331,-2.90221,1.88441,0.906898,0.592072,3.65863,0.638138,1.4773,1,0,0,1,1591,1591
"1592",-285.273,-3.06692,1.92671,0.923666,0.530794,3.56504,0.648378,1.53016,1,0,0,1,1592,1592
"1593",-283.814,-3.63688,1.91731,0.886639,0.537428,3.72734,0.6988,1.51393,1,0,0,1,1593,1593
"1594",-287.257,-4.55949,1.85578,0.901672,0.418693,3.52115,0.651204,1.53823,1,0,0,1,1594,1594
"1595",-293.934,-5.02923,1.81015,1.01646,0.447496,3.60741,0.700663,1.48312,1,0,0,1,1595,1595
"1596",-285.972,-3.6969,1.91215,0.961291,0.533889,3.25313,0.661138,1.50081,1,0,0,1,1596,1596
"1597",-286.732,-4.15295,1.87485,0.904953,0.385415,3.46961,0.760727,1.51667,1,0,0,1,1597,1597
"1598",-283.636,-1.89604,1.92251,0.943082,0.409456,3.60033,0.692775,1.50064,1,0,0,1,1598,1598
"1599",-284.389,-2.73452,1.92446,0.983059,0.510934,3.52493,0.676538,1.43556,1,0,0,1,1599,1599
"1600",-285.967,-2.90879,1.82394,0.948033,0.454016,3.53706,0.731842,1.50151,1,0,0,1,1600,1600
"1601",-283.893,-1.44247,1.93481,0.916365,0.463401,3.53513,0.688903,1.50209,1,0,0,1,1601,1601
"1602",-284.267,-2.97101,1.93592,0.95274,0.482112,3.58328,0.627626,1.46964,1,0,0,1,1602,1602
"1603",-286.858,-2.51838,1.93664,0.894771,0.57972,3.54144,0.654557,1.47769,1,0,0,1,1603,1603
"1604",-283.256,-0.799477,1.90412,0.965771,0.534056,3.46245,0.683481,1.46016,1,0,0,1,1604,1604
"1605",-285.144,-3.0722,1.89533,0.98785,0.551293,3.55759,0.61935,1.47003,1,0,0,1,1605,1605
"1606",-284.61,-1.7739,1.90397,0.882082,0.523311,3.58612,0.684541,1.50572,1,0,0,1,1606,1606
"1607",-284.329,-0.808553,1.88337,0.917676,0.471633,3.46334,0.732427,1.48337,1,0,0,1,1607,1607
"1608",-283.121,-0.785475,1.89257,0.918603,0.480784,3.57568,0.688309,1.50648,1,0,0,1,1608,1608
"1609",-290.738,-5.80528,1.89972,1.01195,0.473257,3.79372,0.757447,1.50716,1,0,0,1,1609,1609
"1610",-283.106,-2.10116,1.9355,1.00917,0.507554,3.55686,0.694275,1.47549,1,0,0,1,1610,1610
"1611",-283.479,-2.95476,1.87651,0.976265,0.407611,3.37553,0.653332,1.4998,1,0,0,1,1611,1611
"1612",-288.449,-4.14288,1.83143,0.871292,0.548353,3.48398,0.732847,1.5109,1,0,0,1,1612,1612
"1613",-288.564,-6.16296,1.93364,1.00794,0.62592,3.71576,0.634392,1.51084,1,0,0,1,1613,1613
"1614",-282.573,-0.727618,1.86275,0.963064,0.514298,3.53269,0.709944,1.46777,1,0,0,1,1614,1614
"1615",-283.28,-3.95258,1.90531,1.0325,0.445461,3.37209,0.654206,1.47369,1,0,0,1,1615,1615
"1616",-282.533,-1.01743,1.87213,0.991372,0.523529,3.47288,0.676025,1.47795,1,0,0,1,1616,1616
"1617",-285.098,-4.47863,1.9691,0.969758,0.456268,3.65883,0.741019,1.49699,1,0,0,1,1617,1617
"1618",-284.801,-1.32646,1.86325,0.92815,0.62319,3.49121,0.711449,1.49035,1,0,0,1,1618,1618
"1619",-283.61,-1.46234,1.8857,0.888764,0.474359,3.60741,0.716109,1.48713,1,0,0,1,1619,1619
"1620",-283.995,-1.87789,1.89174,0.977259,0.490518,3.63597,0.649921,1.46839,1,0,0,1,1620,1620
"1621",-283.271,-0.641304,1.91911,0.951448,0.502566,3.45219,0.674343,1.48235,1,0,0,1,1621,1621
"1622",-286.985,-3.2211,1.91208,0.966044,0.494427,3.27627,0.72702,1.46246,1,0,0,1,1622,1622
"1623",-282.902,-0.665322,1.90791,0.954508,0.573583,3.5379,0.718795,1.49082,1,0,0,1,1623,1623
"1624",-288.386,-3.25389,1.89462,0.950538,0.695916,3.34504,0.685768,1.49778,1,0,0,1,1624,1624
"1625",-284.605,-1.45663,1.93309,0.954218,0.574903,3.44308,0.679045,1.49726,1,0,0,1,1625,1625
"1626",-285.459,-3.123,1.94842,0.905213,0.614586,3.63205,0.704004,1.49502,1,0,0,1,1626,1626
"1627",-285.687,-4.28252,1.90349,0.942507,0.417919,3.38513,0.669978,1.54507,1,0,0,1,1627,1627
"1628",-285.092,-3.03826,1.87148,1.00497,0.476633,3.43267,0.765887,1.49526,1,0,0,1,1628,1628
"1629",-286.156,-4.65427,1.84803,0.987737,0.562678,3.24772,0.717768,1.49526,1,0,0,1,1629,1629
"1630",-284.02,-3.16015,1.88947,0.959237,0.691236,3.62681,0.706008,1.51439,1,0,0,1,1630,1630
"1631",-283.862,-2.06556,1.89879,0.940901,0.433886,3.70193,0.679952,1.47449,1,0,0,1,1631,1631
"1632",-282.669,-0.618531,1.90601,0.937766,0.452992,3.56229,0.68395,1.47298,1,0,0,1,1632,1632
"1633",-287.592,-6.01493,1.91649,0.995663,0.450741,3.20646,0.748004,1.48379,1,0,0,1,1633,1633
"1634",-287.937,-1.84267,1.92938,0.897052,0.508941,3.39969,0.716571,1.47699,1,0,0,1,1634,1634
"1635",-282.904,-1.61651,1.88832,0.96338,0.641017,3.60205,0.699378,1.47166,1,0,0,1,1635,1635
"1636",-284.278,-3.08173,1.91781,0.969775,0.474067,3.66854,0.768235,1.48007,1,0,0,1,1636,1636
"1637",-283.957,-2.06821,1.90579,0.961605,0.539128,3.54918,0.669539,1.43821,1,0,0,1,1637,1637
"1638",-289.063,-3.8291,1.96538,0.960721,0.595752,3.36615,0.703276,1.46816,1,0,0,1,1638,1638
"1639",-287.398,-3.33493,1.92122,0.951317,0.571892,3.50685,0.784085,1.4588,1,0,0,1,1639,1639
"1640",-284.787,-4.04971,1.87083,0.905367,0.391591,3.69427,0.690141,1.45054,1,0,0,1,1640,1640
"1641",-283.548,-0.708941,1.8728,0.946173,0.520183,3.41597,0.689165,1.46743,1,0,0,1,1641,1641
"1642",-283.121,-1.26834,1.92653,0.917321,0.515713,3.61993,0.699829,1.49581,1,0,0,1,1642,1642
"1643",-285.088,-4.53009,1.87634,0.928654,0.379087,3.29883,0.662394,1.50735,1,0,0,1,1643,1643
"1644",-284.462,-4.10377,1.90612,0.985808,0.654029,3.60396,0.70149,1.5364,1,0,0,1,1644,1644
"1645",-288.629,-5.56682,1.90771,1.02002,0.61312,3.59303,0.608766,1.47215,1,0,0,1,1645,1645
"1646",-287.456,-2.68964,1.88481,0.905756,0.621801,3.51401,0.737498,1.44724,1,0,0,1,1646,1646
"1647",-284.262,-1.13583,1.88465,0.940304,0.507036,3.48105,0.754652,1.49303,1,0,0,1,1647,1647
"1648",-283.073,-1.00135,1.90477,0.945632,0.417876,3.5171,0.693735,1.47067,1,0,0,1,1648,1648
"1649",-287.674,-3.57605,1.92296,0.905609,0.404783,3.437,0.758639,1.4623,1,0,0,1,1649,1649
"1650",-292.923,-3.92181,1.9152,0.871445,0.610427,3.32819,0.684261,1.47035,1,0,0,1,1650,1650
"1651",-285.236,-1.23854,1.88492,0.884416,0.492315,3.46698,0.677282,1.47981,1,0,0,1,1651,1651
"1652",-287.637,-5.13292,1.92208,1.01211,0.688501,3.41232,0.639407,1.47009,1,0,0,1,1652,1652
"1653",-287.29,-5.71741,1.96442,0.885681,0.541091,3.61261,0.675451,1.53726,1,0,0,1,1653,1653
"1654",-285.495,-1.51137,1.94199,0.93602,0.543992,3.50185,0.705374,1.4623,1,0,0,1,1654,1654
"1655",-287.294,-5.15859,1.90948,0.841082,0.422269,3.57065,0.69664,1.52102,1,0,0,1,1655,1655
"1656",-287.626,-3.14334,1.90992,0.861752,0.464516,3.52753,0.734297,1.46039,1,0,0,1,1656,1656
"1657",-285.018,-2.22941,1.8745,0.873145,0.482135,3.54055,0.655772,1.4851,1,0,0,1,1657,1657
"1658",-288.802,-4.38817,1.86439,0.953763,0.484165,3.74259,0.622671,1.47722,1,0,0,1,1658,1658
"1659",-284.356,-2.16977,1.93162,0.950513,0.54806,3.54815,0.642372,1.5038,1,0,0,1,1659,1659
"1660",-283.394,-1.14109,1.8673,0.971436,0.536583,3.48746,0.696203,1.51293,1,0,0,1,1660,1660
"1661",-282.932,-1.41676,1.88858,0.98584,0.53622,3.54371,0.732609,1.50777,1,0,0,1,1661,1661
"1662",-284.214,-4.35858,1.88868,0.991125,0.611662,3.61788,0.768762,1.52287,1,0,0,1,1662,1662
"1663",-289.116,-2.98916,1.93038,0.904655,0.488888,3.2962,0.702044,1.47763,1,0,0,1,1663,1663
"1664",-284.999,-1.35761,1.88225,0.923422,0.529392,3.4299,0.699067,1.52051,1,0,0,1,1664,1664
"1665",-282.457,-1.00397,1.8883,0.937646,0.48791,3.65955,0.70169,1.4716,1,0,0,1,1665,1665
"1666",-286.196,-2.24548,1.92441,0.956334,0.577951,3.42229,0.673703,1.44759,1,0,0,1,1666,1666
"1667",-289.382,-3.61735,1.84992,0.998891,0.458616,3.59171,0.641343,1.51011,1,0,0,1,1667,1667
"1668",-284.377,-1.52866,1.89,0.888864,0.533553,3.5862,0.731694,1.48993,1,0,0,1,1668,1668
"1669",-292.122,-8.136,1.9427,0.880808,0.483647,3.24121,0.609911,1.47346,1,0,0,1,1669,1669
"1670",-285.125,-4.47507,1.89601,0.897195,0.505133,3.68952,0.789498,1.4681,1,0,0,1,1670,1670
"1671",-283.064,-1.45481,1.89697,0.95217,0.440241,3.50172,0.664732,1.45395,1,0,0,1,1671,1671
"1672",-292.852,-4.98254,1.96643,0.927603,0.684042,3.36482,0.705628,1.48015,1,0,0,1,1672,1672
"1673",-282.916,-1.92128,1.9262,1.00455,0.559839,3.51069,0.676129,1.49514,1,0,0,1,1673,1673
"1674",-291.769,-6.84961,1.84167,1.03148,0.660141,3.52951,0.622099,1.50735,1,0,0,1,1674,1674
"1675",-287.545,-4.47499,1.89429,0.935385,0.560273,3.43941,0.745304,1.55402,1,0,0,1,1675,1675
"1676",-284.446,-2.41866,1.94597,0.906915,0.47095,3.58803,0.659638,1.48446,1,0,0,1,1676,1676
"1677",-284.689,-1.43096,1.85145,0.922284,0.558166,3.49318,0.66589,1.49775,1,0,0,1,1677,1677
"1678",-287.322,-5.9218,1.88165,0.949224,0.47544,3.84952,0.763849,1.50505,1,0,0,1,1678,1678
"1679",-287.443,-2.10976,1.94108,0.906668,0.582737,3.49417,0.729699,1.48164,1,0,0,1,1679,1679
"1680",-286.859,-3.72935,1.85363,0.972945,0.433685,3.47869,0.767171,1.51805,1,0,0,1,1680,1680
"1681",-285.138,-2.23435,1.83614,0.924191,0.57615,3.45473,0.67152,1.46731,1,0,0,1,1681,1681
"1682",-285.811,-2.98962,1.89504,0.964539,0.529907,3.64599,0.648141,1.52718,1,0,0,1,1682,1682
"1683",-283.421,-2.55472,1.87882,0.941706,0.51341,3.69325,0.677657,1.44443,1,0,0,1,1683,1683
"1684",-291.299,-4.55044,1.91591,0.946954,0.595642,3.28669,0.773605,1.48218,1,0,0,1,1684,1684
"1685",-283.507,-0.282068,1.88186,0.923816,0.515561,3.47097,0.68267,1.47772,1,0,0,1,1685,1685
"1686",-284.668,-4.67231,1.91961,0.986367,0.612093,3.61217,0.786655,1.50745,1,0,0,1,1686,1686
"1687",-285.856,-4.49001,1.84155,0.92733,0.379449,3.61282,0.701597,1.4434,1,0,0,1,1687,1687
"1688",-286.99,-4.19209,1.85827,0.982398,0.608287,3.48803,0.613819,1.46998,1,0,0,1,1688,1688
"1689",-287.078,-3.17792,1.87064,0.909312,0.464798,3.26801,0.688704,1.47383,1,0,0,1,1689,1689
"1690",-292.605,-7.0442,1.91125,0.88751,0.476751,3.50325,0.809573,1.42769,1,0,0,1,1690,1690
"1691",-283.651,-3.48355,1.91071,0.938487,0.581659,3.66462,0.762423,1.51696,1,0,0,1,1691,1691
"1692",-286.159,-5.29783,1.91876,0.911879,0.333548,3.59602,0.725967,1.51107,1,0,0,1,1692,1692
"1693",-284.664,-4.24091,1.89096,0.935343,0.349368,3.53549,0.661555,1.44837,1,0,0,1,1693,1693
"1694",-284.855,-3.67849,1.84788,0.945985,0.405474,3.56756,0.669468,1.43943,1,0,0,1,1694,1694
"1695",-286.539,-5.40447,1.98768,0.990528,0.553576,3.51955,0.645368,1.48518,1,0,0,1,1695,1695
"1696",-293.594,-4.89362,1.89566,0.893651,0.59336,3.29817,0.70918,1.43366,1,0,0,1,1696,1696
"1697",-295.322,-7.00371,1.95352,0.85726,0.451236,3.27599,0.742062,1.48709,1,0,0,1,1697,1697
"1698",-285.318,-2.27736,1.82632,0.919578,0.507682,3.46827,0.698641,1.50125,1,0,0,1,1698,1698
"1699",-286.84,-3.39825,1.83162,0.902252,0.481752,3.47858,0.672745,1.52338,1,0,0,1,1699,1699
"1700",-283.43,-1.74957,1.94391,0.93232,0.471072,3.59387,0.691696,1.49953,1,0,0,1,1700,1700
"1701",-284.421,-2.01677,1.90182,0.978968,0.464106,3.49559,0.759205,1.46513,1,0,0,1,1701,1701
"1702",-290.99,-10.3308,1.87127,1.0358,0.669571,3.30713,0.647336,1.55998,1,0,0,1,1702,1702
"1703",-284.708,-1.11256,1.89448,0.911306,0.490217,3.40449,0.66384,1.4847,1,0,0,1,1703,1703
"1704",-285.398,-2.64389,1.8834,0.954635,0.556867,3.34829,0.650709,1.45389,1,0,0,1,1704,1704
"1705",-283.421,-2.61784,1.89597,1.01698,0.576333,3.60319,0.70302,1.51103,1,0,0,1,1705,1705
"1706",-285.929,-1.96599,1.89264,0.892063,0.594879,3.5282,0.70526,1.51538,1,0,0,1,1706,1706
"1707",-284.205,-0.60875,1.88782,0.93845,0.593448,3.46229,0.68468,1.48242,1,0,0,1,1707,1707
"1708",-283.697,-1.86853,1.92902,0.971066,0.476729,3.51828,0.67347,1.45072,1,0,0,1,1708,1708
"1709",-286.967,-3.33874,1.92758,0.960133,0.560745,3.49025,0.708121,1.42586,1,0,0,1,1709,1709
"1710",-285.644,-1.40019,1.90115,0.942509,0.50847,3.38063,0.743894,1.48125,1,0,0,1,1710,1710
"1711",-283.126,-1.47555,1.87765,0.946617,0.469685,3.67446,0.701697,1.46559,1,0,0,1,1711,1711
"1712",-286.85,-1.89581,1.87879,0.875172,0.535581,3.47426,0.696861,1.46066,1,0,0,1,1712,1712
"1713",-286.386,-4.30312,1.86829,0.911652,0.494019,3.69837,0.614602,1.48186,1,0,0,1,1713,1713
"1714",-287.671,-2.58556,1.93166,0.945382,0.531893,3.30526,0.717662,1.47887,1,0,0,1,1714,1714
"1715",-286.966,-2.15802,1.88377,0.893347,0.485904,3.44671,0.737722,1.45251,1,0,0,1,1715,1715
"1716",-286.47,-3.3324,1.87948,0.918656,0.531079,3.44357,0.619607,1.5166,1,0,0,1,1716,1716
"1717",-286.119,-3.90475,1.87024,0.934197,0.502797,3.57613,0.800117,1.50963,1,0,0,1,1717,1717
"1718",-286.74,-2.31543,1.90681,0.958626,0.562455,3.30568,0.71524,1.47024,1,0,0,1,1718,1718
"1719",-287.758,-3.78516,1.85243,0.924021,0.543871,3.28458,0.681601,1.51744,1,0,0,1,1719,1719
"1720",-288.733,-2.08795,1.91481,0.880119,0.599911,3.46015,0.703754,1.47488,1,0,0,1,1720,1720
"1721",-283.816,-1.60665,1.86361,0.915206,0.485414,3.5826,0.747018,1.49052,1,0,0,1,1721,1721
"1722",-283.431,-0.751747,1.87725,0.946772,0.572802,3.52863,0.669286,1.49698,1,0,0,1,1722,1722
"1723",-283.85,-2.79847,1.89753,0.990322,0.443124,3.35131,0.695196,1.51688,1,0,0,1,1723,1723
"1724",-287.359,-6.35527,1.84737,0.954445,0.420267,3.65019,0.738342,1.41556,1,0,0,1,1724,1724
"1725",-285.214,-4.7439,1.90948,0.929081,0.423549,3.5995,0.635533,1.42858,1,0,0,1,1725,1725
"1726",-286.34,-3.51269,1.87709,0.896885,0.535164,3.57963,0.791287,1.48519,1,0,0,1,1726,1726
"1727",-283.956,-1.15102,1.9214,0.900023,0.495584,3.56347,0.680315,1.49082,1,0,0,1,1727,1727
"1728",-282.78,-1.06379,1.88749,0.948895,0.509173,3.65574,0.700453,1.50213,1,0,0,1,1728,1728
"1729",-282.899,-1.25447,1.89548,0.988808,0.463905,3.49093,0.696888,1.45774,1,0,0,1,1729,1729
"1730",-290.757,-4.14369,1.85831,0.882787,0.567376,3.30623,0.694592,1.45266,1,0,0,1,1730,1730
"1731",-285.424,-4.02708,1.89768,0.918557,0.384126,3.40966,0.666844,1.53099,1,0,0,1,1731,1731
"1732",-283.156,-2.28907,1.89054,0.944149,0.490215,3.68784,0.746676,1.46298,1,0,0,1,1732,1732
"1733",-284.465,-2.35614,1.90981,0.965151,0.634241,3.60672,0.656752,1.46672,1,0,0,1,1733,1733
"1734",-286.592,-3.40203,1.94047,0.975294,0.69109,3.50518,0.695432,1.46527,1,0,0,1,1734,1734
"1735",-288.563,-3.57795,1.96156,0.924476,0.61832,3.42561,0.680398,1.50634,1,0,0,1,1735,1735
"1736",-289.089,-5.62996,1.85285,0.975767,0.439335,3.59635,0.80943,1.50696,1,0,0,1,1736,1736
"1737",-283.861,-0.948467,1.90287,0.923525,0.498735,3.51962,0.732574,1.50666,1,0,0,1,1737,1737
"1738",-282.759,-0.200883,1.89622,0.939913,0.505803,3.5318,0.706537,1.46995,1,0,0,1,1738,1738
"1739",-283.341,-1.03439,1.86555,0.944269,0.574101,3.53166,0.73422,1.48227,1,0,0,1,1739,1739
"1740",-285.824,-3.83644,1.90538,1.01757,0.621148,3.62129,0.642199,1.48334,1,0,0,1,1740,1740
"1741",-284.068,-3.752,1.892,1.03098,0.64239,3.51063,0.670074,1.45882,1,0,0,1,1741,1741
"1742",-284.694,-2.2792,1.83495,0.958535,0.500738,3.50098,0.648472,1.48852,1,0,0,1,1742,1742
"1743",-284.309,-2.74462,1.86542,0.926141,0.60877,3.60638,0.689882,1.44025,1,0,0,1,1743,1743
"1744",-283.441,-1.34163,1.8896,0.92588,0.497598,3.61924,0.68586,1.51671,1,0,0,1,1744,1744
"1745",-285.581,-3.9824,1.84354,0.929037,0.52708,3.60331,0.791263,1.48631,1,0,0,1,1745,1745
"1746",-284.99,-1.95445,1.88641,0.994336,0.498399,3.61836,0.667996,1.51046,1,0,0,1,1746,1746
"1747",-284.34,-3.64617,1.9125,0.955842,0.401878,3.51118,0.647516,1.43939,1,0,0,1,1747,1747
"1748",-287.415,-3.95913,1.86763,0.932482,0.507549,3.57036,0.627501,1.5354,1,0,0,1,1748,1748
"1749",-282.756,-1.6427,1.88263,0.998919,0.506696,3.47021,0.659241,1.46539,1,0,0,1,1749,1749
"1750",-283.381,-2.14339,1.87942,0.953564,0.590156,3.6152,0.682496,1.4443,1,0,0,1,1750,1750
"1751",-284.56,-3.44539,1.86562,1.02679,0.551188,3.62858,0.741194,1.47361,1,0,0,1,1751,1751
"1752",-282.291,-2.49985,1.88684,0.986455,0.60236,3.67241,0.732444,1.47838,1,0,0,1,1752,1752
"1753",-282.97,-1.29189,1.89318,0.973167,0.520896,3.55772,0.731158,1.45584,1,0,0,1,1753,1753
