"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"504",-284.62,-1.048,1.91448,0.917154,0.457847,3.45515,0.692432,1.4636,1,0,0,1,504,504
"505",-283.854,-1.66053,1.90698,0.939516,0.562121,3.61875,0.654048,1.50393,1,0,0,1,505,505
"506",-282.576,-1.06389,1.89281,0.959308,0.537046,3.59369,0.737486,1.49762,1,0,0,1,506,506
"507",-285.355,-2.25265,1.94133,0.907216,0.563517,3.59171,0.732339,1.48407,1,0,0,1,507,507
"508",-283.445,-0.715908,1.87154,0.919647,0.552349,3.55123,0.708914,1.49842,1,0,0,1,508,508
"509",-283.68,-1.80266,1.92818,0.930449,0.50966,3.62366,0.674047,1.45637,1,0,0,1,509,509
"510",-283.991,-2.81931,1.93294,0.922125,0.527944,3.69185,0.65828,1.4658,1,0,0,1,510,510
"511",-288.934,-2.57359,1.89328,0.890977,0.570925,3.45191,0.745372,1.45314,1,0,0,1,511,511
"512",-284.021,-1.98772,1.91073,0.9106,0.589236,3.6391,0.676879,1.50617,1,0,0,1,512,512
"513",-285.848,-4.8654,1.91071,0.925823,0.385882,3.76744,0.741927,1.47864,1,0,0,1,513,513
"514",-292.034,-5.89929,1.92896,0.852195,0.424625,3.28453,0.693615,1.49168,1,0,0,1,514,514
"515",-284.15,-1.32598,1.86525,0.945391,0.48127,3.40923,0.722609,1.46153,1,0,0,1,515,515
"516",-286.066,-3.24306,1.92363,0.915372,0.544941,3.59836,0.667787,1.43239,1,0,0,1,516,516
"517",-285.303,-2.22529,1.86903,0.996713,0.48152,3.66959,0.7133,1.47038,1,0,0,1,517,517
"518",-282.638,-0.485692,1.90279,0.947439,0.513055,3.55416,0.677867,1.46575,1,0,0,1,518,518
"519",-286.268,-3.49923,1.94578,0.951987,0.570046,3.40281,0.651112,1.51837,1,0,0,1,519,519
"520",-283.102,-3.5213,1.86386,0.995608,0.616758,3.69459,0.73406,1.47945,1,0,0,1,520,520
"521",-284.445,-2.9678,1.90132,0.925793,0.426731,3.72521,0.658531,1.47991,1,0,0,1,521,521
"522",-283.733,-1.18736,1.87381,0.908008,0.469912,3.52293,0.659285,1.49573,1,0,0,1,522,522
"523",-282.295,-0.485064,1.88457,0.961831,0.502693,3.60339,0.702872,1.48001,1,0,0,1,523,523
"524",-287.02,-3.84778,1.966,0.957899,0.65004,3.50116,0.673992,1.49817,1,0,0,1,524,524
"525",-284.107,-0.778869,1.87377,0.942062,0.561191,3.42853,0.698263,1.50063,1,0,0,1,525,525
"526",-283.733,-2.41302,1.92739,1.00532,0.489497,3.60307,0.671728,1.46429,1,0,0,1,526,526
"527",-292.219,-5.77579,1.90682,0.93451,0.799223,3.42176,0.748909,1.5085,1,0,0,1,527,527
"528",-285.698,-4.49919,1.8995,0.918468,0.563153,3.7866,0.651404,1.51385,1,0,0,1,528,528
"529",-285.782,-0.994394,1.91126,0.92588,0.547735,3.44363,0.714164,1.46082,1,0,0,1,529,529
"530",-288.23,-3.80807,1.88154,1.03173,0.3925,3.53633,0.724065,1.47216,1,0,0,1,530,530
"531",-283.544,-1.07471,1.87947,0.949707,0.567905,3.53689,0.652705,1.47353,1,0,0,1,531,531
"532",-289.592,-11.0591,1.90882,0.902739,0.277761,3.27341,0.711453,1.4537,1,0,0,1,532,532
"533",-286.232,-5.15175,1.82634,0.907852,0.50482,3.56765,0.621637,1.45053,1,0,0,1,533,533
"534",-291.34,-4.8444,1.83237,0.95604,0.447006,3.78939,0.711834,1.4767,1,0,0,1,534,534
"535",-288.097,-6.12956,1.82258,0.93688,0.476847,3.57741,0.81288,1.48285,1,0,0,1,535,535
"536",-286.533,-3.35745,1.95089,0.957051,0.525092,3.32808,0.700155,1.50988,1,0,0,1,536,536
"537",-286.146,-4.29555,1.87779,0.93008,0.377909,3.57886,0.781085,1.47197,1,0,0,1,537,537
"538",-283.395,-2.64853,1.90424,0.898683,0.457276,3.71851,0.691713,1.49921,1,0,0,1,538,538
"539",-284.844,-1.69005,1.93438,0.94055,0.512416,3.54336,0.715421,1.45127,1,0,0,1,539,539
"540",-283.617,-2.84128,1.94026,1.00153,0.456282,3.41814,0.688744,1.50577,1,0,0,1,540,540
"541",-289.076,-3.02931,1.91515,0.937168,0.623707,3.35305,0.679856,1.44881,1,0,0,1,541,541
"542",-284.115,-1.83651,1.91171,0.945203,0.493526,3.57394,0.721052,1.44167,1,0,0,1,542,542
"543",-287.192,-7.33757,1.98725,0.979326,0.508222,3.43935,0.67569,1.54936,1,0,0,1,543,543
"544",-287.052,-2.22069,1.9089,0.931995,0.613814,3.47934,0.712919,1.44241,1,0,0,1,544,544
"545",-283.49,-1.38959,1.87057,0.956678,0.566175,3.63276,0.664241,1.48555,1,0,0,1,545,545
"546",-291.909,-5.19083,1.90047,0.843031,0.438474,3.33114,0.729056,1.4863,1,0,0,1,546,546
"547",-286.17,-1.11146,1.90573,0.916514,0.570925,3.39762,0.692471,1.49357,1,0,0,1,547,547
"548",-284.891,-4.61633,1.88721,1.03,0.685962,3.41774,0.702743,1.45651,1,0,0,1,548,548
"549",-290.506,-3.89243,1.85126,0.952292,0.40652,3.73447,0.673735,1.49657,1,0,0,1,549,549
"550",-285.045,-2.39639,1.92921,0.895965,0.459253,3.58769,0.744755,1.48202,1,0,0,1,550,550
"551",-283.36,-0.713028,1.86342,0.940399,0.551813,3.51155,0.669118,1.48475,1,0,0,1,551,551
"552",-283.607,-1.05014,1.87799,0.960777,0.542835,3.38261,0.674775,1.48179,1,0,0,1,552,552
"553",-286.562,-2.08011,1.91252,0.924408,0.558151,3.50925,0.747014,1.44937,1,0,0,1,553,553
"554",-290.269,-5.34212,1.92771,0.929004,0.682812,3.39938,0.736598,1.53816,1,0,0,1,554,554
"555",-290.603,-5.4318,1.91841,0.934838,0.821709,3.51183,0.687485,1.50984,1,0,0,1,555,555
"556",-287.581,-2.92093,1.90869,0.900509,0.705723,3.56208,0.686372,1.48649,1,0,0,1,556,556
"557",-291.056,-3.95879,1.86694,0.846102,0.590942,3.41896,0.694762,1.47361,1,0,0,1,557,557
"558",-283.062,-1.90679,1.89983,1.00398,0.558883,3.45489,0.678715,1.45744,1,0,0,1,558,558
"559",-283.29,-0.778702,1.91056,0.956541,0.513851,3.47703,0.721388,1.50534,1,0,0,1,559,559
"560",-284.429,-3.30732,1.85017,0.918737,0.420737,3.56475,0.63589,1.46485,1,0,0,1,560,560
"561",-285.232,-3.48313,1.88587,0.940169,0.462429,3.25486,0.655856,1.48043,1,0,0,1,561,561
"562",-283.479,-1.83014,1.86101,0.954566,0.534117,3.55053,0.655545,1.45233,1,0,0,1,562,562
"563",-284.927,-4.60241,1.87049,0.955197,0.346357,3.40777,0.653119,1.50433,1,0,0,1,563,563
"564",-283.657,-2.19024,1.91094,0.956056,0.458369,3.40793,0.653504,1.51546,1,0,0,1,564,564
"565",-283.676,-1.91971,1.8792,0.984951,0.488889,3.46133,0.646434,1.50687,1,0,0,1,565,565
"566",-285.073,-0.716211,1.88392,0.92158,0.551201,3.42741,0.719168,1.48853,1,0,0,1,566,566
"567",-283.489,-1.00507,1.87489,0.943308,0.48707,3.41687,0.680434,1.45935,1,0,0,1,567,567
"568",-284.095,-1.51327,1.88646,0.963661,0.65147,3.48914,0.717461,1.48701,1,0,0,1,568,568
"569",-288.984,-3.83383,1.89119,0.842446,0.501068,3.51065,0.704958,1.45254,1,0,0,1,569,569
"570",-286.065,-2.29851,1.8885,0.90247,0.566141,3.4964,0.694839,1.53195,1,0,0,1,570,570
"571",-289.444,-5.75007,1.86646,0.949938,0.416006,3.54225,0.645266,1.55742,1,0,0,1,571,571
"572",-284.861,-2.47478,1.90733,0.931026,0.45756,3.57463,0.73374,1.43838,1,0,0,1,572,572
"573",-294.613,-6.8449,1.94842,0.862486,0.685914,3.43493,0.64038,1.50932,1,0,0,1,573,573
"574",-287.085,-7.13831,1.90921,0.941014,0.557095,3.70565,0.719597,1.57224,1,0,0,1,574,574
"575",-288.432,-4.48457,1.86326,0.936166,0.58074,3.45471,0.607953,1.51683,1,0,0,1,575,575
"576",-287.569,-5.08337,1.83461,0.989516,0.638328,3.41194,0.627903,1.48043,1,0,0,1,576,576
"577",-290.385,-7.15373,1.85447,0.93144,0.392298,3.44642,0.755956,1.55998,1,0,0,1,577,577
"578",-283.293,-1.29185,1.87856,0.998081,0.449361,3.48093,0.709062,1.48075,1,0,0,1,578,578
"579",-283.32,-2.61741,1.85861,0.985258,0.590963,3.54023,0.732166,1.45056,1,0,0,1,579,579
"580",-286.356,-6.38388,1.86529,0.954755,0.478295,3.52253,0.652619,1.39968,1,0,0,1,580,580
"581",-292.152,-7.70482,1.87223,0.852401,0.404966,3.39879,0.738967,1.42055,1,0,0,1,581,581
"582",-284.356,-2.03018,1.8413,0.949533,0.608174,3.50847,0.671752,1.47187,1,0,0,1,582,582
"583",-283.536,-1.37208,1.89341,0.975909,0.490351,3.55918,0.692346,1.52043,1,0,0,1,583,583
"584",-283.057,-0.791211,1.90181,0.940402,0.430995,3.45686,0.685535,1.49005,1,0,0,1,584,584
"585",-283.577,-4.69783,1.88973,0.920248,0.650419,3.75481,0.726271,1.44868,1,0,0,1,585,585
"586",-288.542,-2.48481,1.92384,0.891927,0.60676,3.45936,0.732376,1.49979,1,0,0,1,586,586
"587",-286.489,-3.75137,1.86046,0.959826,0.704078,3.47921,0.695712,1.44445,1,0,0,1,587,587
"588",-282.97,-1.66016,1.85609,0.987106,0.558348,3.44808,0.695523,1.46383,1,0,0,1,588,588
"589",-286.025,-1.88235,1.86485,0.885615,0.470178,3.41735,0.702422,1.49832,1,0,0,1,589,589
"590",-285.402,-2.51496,1.89829,0.975403,0.396286,3.60025,0.740871,1.48428,1,0,0,1,590,590
"591",-283.409,-1.96309,1.89033,0.950145,0.51163,3.63333,0.739849,1.51731,1,0,0,1,591,591
"592",-288.835,-2.94261,1.88069,0.870873,0.541375,3.38916,0.697345,1.51552,1,0,0,1,592,592
"593",-283.412,-1.15335,1.91242,0.97833,0.579624,3.44902,0.675606,1.48402,1,0,0,1,593,593
"594",-284.575,-2.64418,1.87473,0.917472,0.386878,3.36935,0.687721,1.48224,1,0,0,1,594,594
"595",-287.734,-6.41983,1.84893,0.928811,0.345543,3.37925,0.677252,1.53402,1,0,0,1,595,595
"596",-289.385,-5.11402,1.93886,0.856791,0.497013,3.46648,0.687636,1.53535,1,0,0,1,596,596
"597",-286.903,-3.77314,1.94861,0.929291,0.543203,3.40204,0.668235,1.53141,1,0,0,1,597,597
"598",-285.891,-3.07612,1.84572,0.909069,0.503023,3.59702,0.706511,1.53081,1,0,0,1,598,598
"599",-283.789,-2.46549,1.88899,0.963705,0.59342,3.71065,0.676507,1.50254,1,0,0,1,599,599
"600",-284.543,-2.60221,1.89862,0.968968,0.398628,3.55609,0.645084,1.49872,1,0,0,1,600,600
"601",-283.41,-0.604314,1.87202,0.916653,0.497229,3.5167,0.673527,1.49339,1,0,0,1,601,601
"602",-283.077,-0.843641,1.89639,0.920045,0.434205,3.56048,0.697932,1.49357,1,0,0,1,602,602
"603",-286.164,-2.49246,1.86474,0.925661,0.663844,3.50115,0.704407,1.51491,1,0,0,1,603,603
"604",-285.726,-4.40939,1.94195,0.993192,0.63758,3.4251,0.685947,1.52781,1,0,0,1,604,604
"605",-284.243,-2.11921,1.9117,0.949445,0.583839,3.63034,0.64467,1.47392,1,0,0,1,605,605
"606",-283.211,-1.46934,1.93745,0.956612,0.44076,3.54756,0.688035,1.48996,1,0,0,1,606,606
"607",-285.751,-4.59248,1.90378,0.904648,0.59741,3.69762,0.673508,1.42996,1,0,0,1,607,607
"608",-286.298,-5.96122,1.93007,0.863284,0.431177,3.61584,0.615464,1.49072,1,0,0,1,608,608
"609",-283.383,-1.69722,1.89008,0.966097,0.501699,3.49531,0.631436,1.47857,1,0,0,1,609,609
"610",-284.398,-2.51978,1.86596,0.974583,0.440422,3.34872,0.716258,1.50648,1,0,0,1,610,610
"611",-287.567,-5.0426,1.86729,0.829821,0.530306,3.62061,0.721242,1.49597,1,0,0,1,611,611
"612",-285.64,-1.51625,1.92476,0.890192,0.548919,3.538,0.678811,1.48155,1,0,0,1,612,612
"613",-283.642,-1.11516,1.86886,0.951224,0.485778,3.58633,0.705601,1.51247,1,0,0,1,613,613
"614",-288.574,-3.75708,1.81232,0.968722,0.439697,3.58052,0.708741,1.49773,1,0,0,1,614,614
"615",-285.144,-1.50982,1.88268,0.929637,0.459164,3.34869,0.719222,1.48253,1,0,0,1,615,615
"616",-284.746,-3.85408,1.95494,1.00522,0.550728,3.57756,0.736806,1.46112,1,0,0,1,616,616
"617",-284.037,-1.85077,1.89058,0.920671,0.386918,3.48112,0.709374,1.47197,1,0,0,1,617,617
"618",-290.113,-4.08187,1.96706,0.894596,0.55094,3.45348,0.656709,1.46345,1,0,0,1,618,618
"619",-284.091,-2.68457,1.85411,0.945227,0.652779,3.65123,0.680307,1.47941,1,0,0,1,619,619
"620",-290.142,-3.88474,1.93926,0.866332,0.533647,3.43989,0.651623,1.46467,1,0,0,1,620,620
"621",-283.793,-1.78381,1.8678,0.941609,0.615448,3.56674,0.68773,1.45301,1,0,0,1,621,621
"622",-285.377,-1.34519,1.88489,0.925685,0.631905,3.49679,0.66632,1.48593,1,0,0,1,622,622
"623",-287.577,-4.93652,1.82885,0.949549,0.536956,3.25456,0.699707,1.50912,1,0,0,1,623,623
"624",-283.684,-3.49232,1.85259,0.938316,0.661651,3.65011,0.743984,1.47672,1,0,0,1,624,624
"625",-285.708,-5.60178,1.92007,0.892116,0.397291,3.75987,0.65938,1.51078,1,0,0,1,625,625
"626",-290.888,-5.66345,1.82571,0.870285,0.684763,3.50142,0.675253,1.50462,1,0,0,1,626,626
"627",-284.826,-3.03158,1.84777,0.952257,0.55073,3.57648,0.638135,1.4528,1,0,0,1,627,627
"628",-285.629,-3.7636,1.87414,0.994254,0.450847,3.6077,0.666754,1.43199,1,0,0,1,628,628
"629",-286.753,-5.03485,1.84153,0.931495,0.559532,3.54217,0.777739,1.4344,1,0,0,1,629,629
"630",-287.41,-1.73628,1.88991,0.904871,0.563021,3.37524,0.720659,1.50131,1,0,0,1,630,630
"631",-286.336,-2.06506,1.89252,0.934408,0.666883,3.50304,0.65741,1.47422,1,0,0,1,631,631
"632",-286.791,-3.33721,1.89928,0.874443,0.496836,3.52306,0.650971,1.44326,1,0,0,1,632,632
"633",-282.993,-1.41306,1.89928,0.993784,0.493046,3.57132,0.724979,1.46451,1,0,0,1,633,633
"634",-284.005,-1.59549,1.90975,0.941683,0.439404,3.48203,0.687513,1.44743,1,0,0,1,634,634
"635",-286.933,-3.09686,1.92854,0.960195,0.481589,3.30309,0.705075,1.45494,1,0,0,1,635,635
"636",-287.106,-1.60921,1.92545,0.890763,0.494732,3.42915,0.706427,1.47652,1,0,0,1,636,636
"637",-284.877,-2.23075,1.89465,0.907285,0.405115,3.51464,0.740428,1.46662,1,0,0,1,637,637
"638",-289.683,-3.30575,1.88228,1.01858,0.439678,3.69472,0.706291,1.47648,1,0,0,1,638,638
"639",-285.521,-3.32005,1.93564,0.937107,0.387553,3.35381,0.694015,1.48158,1,0,0,1,639,639
"640",-284.238,-2.8451,1.91624,0.980924,0.505643,3.47487,0.697175,1.53961,1,0,0,1,640,640
"641",-289.25,-3.81481,1.8769,0.946333,0.747134,3.42261,0.660181,1.47793,1,0,0,1,641,641
"642",-283.659,-1.48501,1.88925,0.959055,0.427834,3.55366,0.729356,1.46089,1,0,0,1,642,642
"643",-285.905,-5.99649,1.88081,0.913252,0.426803,3.81593,0.772676,1.48272,1,0,0,1,643,643
"644",-285.614,-3.34351,1.92698,0.892956,0.46358,3.57715,0.648611,1.44763,1,0,0,1,644,644
"645",-284.922,-1.87109,1.83862,0.918931,0.479462,3.41922,0.695635,1.49633,1,0,0,1,645,645
"646",-282.663,-0.848664,1.89081,0.960293,0.503172,3.64769,0.691229,1.49037,1,0,0,1,646,646
"647",-291.216,-4.28832,1.96544,0.91673,0.508172,3.38311,0.699313,1.44271,1,0,0,1,647,647
"648",-284.799,-3.37275,1.88168,1.0046,0.677162,3.41559,0.729498,1.48627,1,0,0,1,648,648
"649",-284.819,-2.4555,1.89082,0.952452,0.553624,3.64691,0.630683,1.47717,1,0,0,1,649,649
"650",-285.332,-1.48355,1.90085,0.922651,0.568093,3.50676,0.756253,1.48888,1,0,0,1,650,650
"651",-283.156,-3.32999,1.88403,0.916803,0.511064,3.7906,0.694994,1.46412,1,0,0,1,651,651
"652",-282.608,-0.212133,1.88988,0.94928,0.472873,3.50218,0.702527,1.47372,1,0,0,1,652,652
"653",-284.34,-2.56925,1.8763,0.917369,0.42067,3.61512,0.757104,1.47827,1,0,0,1,653,653
"654",-286.396,-4.06959,1.8768,0.95631,0.362296,3.55411,0.759386,1.46292,1,0,0,1,654,654
"655",-285.362,-3.44294,1.86258,0.961657,0.390675,3.35205,0.737253,1.49148,1,0,0,1,655,655
"656",-282.933,-4.07531,1.90219,0.925118,0.514851,3.80705,0.738906,1.46663,1,0,0,1,656,656
"657",-285.824,-1.7002,1.8723,0.886096,0.535885,3.50779,0.737978,1.48972,1,0,0,1,657,657
"658",-286.201,-2.82099,1.86819,0.95961,0.621903,3.58018,0.631496,1.48753,1,0,0,1,658,658
"659",-287.713,-5.7268,1.94922,0.856587,0.522867,3.62674,0.656815,1.52219,1,0,0,1,659,659
"660",-285.316,-2.54799,1.86339,0.898118,0.455066,3.52591,0.756893,1.46414,1,0,0,1,660,660
"661",-282.599,-0.926709,1.90135,0.95623,0.586938,3.57369,0.719133,1.49595,1,0,0,1,661,661
"662",-284.851,-4.25883,1.85967,0.978822,0.548274,3.67612,0.67869,1.42862,1,0,0,1,662,662
"663",-284.983,-2.92337,1.85909,0.882459,0.522212,3.58603,0.655546,1.45484,1,0,0,1,663,663
"664",-282.906,-1.67488,1.87831,0.913465,0.47123,3.67439,0.690239,1.46636,1,0,0,1,664,664
"665",-283.179,-0.762336,1.85744,0.925096,0.536534,3.54091,0.702888,1.47308,1,0,0,1,665,665
"666",-285.235,-2.10015,1.88961,0.925012,0.45608,3.31147,0.677513,1.47623,1,0,0,1,666,666
"667",-284.489,-2.79728,1.91815,0.984713,0.494494,3.31411,0.708641,1.50729,1,0,0,1,667,667
"668",-283.344,-0.52216,1.90675,0.937328,0.45402,3.4851,0.70987,1.47424,1,0,0,1,668,668
"669",-285.937,-2.32174,1.90466,0.888259,0.62631,3.60056,0.672564,1.47856,1,0,0,1,669,669
"670",-286.705,-3.2205,1.82994,0.969469,0.410829,3.48132,0.705869,1.50706,1,0,0,1,670,670
"671",-285.704,-4.09326,1.86419,1.03239,0.508509,3.56663,0.760395,1.46085,1,0,0,1,671,671
"672",-283.308,-2.09221,1.91343,0.998534,0.513346,3.64635,0.691439,1.46167,1,0,0,1,672,672
"673",-284.289,-1.2214,1.86643,0.952416,0.611434,3.44967,0.67727,1.48396,1,0,0,1,673,673
"674",-283.668,-2.02802,1.92121,1.00767,0.47239,3.57303,0.712834,1.50003,1,0,0,1,674,674
"675",-283.494,-4.10896,1.8844,1.02306,0.611062,3.69636,0.735097,1.48139,1,0,0,1,675,675
"676",-286.508,-2.4945,1.91916,0.891169,0.494813,3.43895,0.69066,1.52492,1,0,0,1,676,676
"677",-290.826,-8.60034,1.87432,0.856531,0.58347,3.6514,0.766619,1.41372,1,0,0,1,677,677
"678",-287.723,-4.39524,1.82643,0.884775,0.564453,3.43747,0.65607,1.45484,1,0,0,1,678,678
"679",-284.177,-2.48185,1.8459,0.957015,0.449983,3.57943,0.674873,1.44891,1,0,0,1,679,679
"680",-284.166,-1.52602,1.8464,0.909675,0.52235,3.50924,0.670226,1.47158,1,0,0,1,680,680
"681",-283.713,-2.66039,1.90423,1.00943,0.479092,3.4173,0.702773,1.52161,1,0,0,1,681,681
"682",-284.894,-2.00293,1.86437,0.891424,0.585488,3.59339,0.668017,1.48303,1,0,0,1,682,682
"683",-285.568,-2.21653,1.8481,0.951538,0.442781,3.65217,0.671737,1.47829,1,0,0,1,683,683
"684",-283.587,-0.986879,1.93167,0.927193,0.528473,3.56207,0.678553,1.48679,1,0,0,1,684,684
"685",-286.709,-3.48748,1.88076,0.990141,0.578847,3.59983,0.618885,1.48246,1,0,0,1,685,685
"686",-288.661,-3.36134,1.9237,0.958299,0.701094,3.38713,0.721877,1.48357,1,0,0,1,686,686
"687",-284.723,-1.23048,1.91071,0.931284,0.496089,3.45671,0.682272,1.44945,1,0,0,1,687,687
"688",-283.582,-3.37588,1.91009,0.931905,0.47112,3.74698,0.73697,1.45715,1,0,0,1,688,688
"689",-284.086,-4.33589,1.88199,1.00065,0.428209,3.44963,0.617965,1.45996,1,0,0,1,689,689
"690",-284.526,-3.3114,1.89007,0.951668,0.421301,3.27002,0.677769,1.4928,1,0,0,1,690,690
"691",-284.367,-1.76753,1.85812,0.963786,0.5212,3.51018,0.703822,1.52432,1,0,0,1,691,691
"692",-283.619,-2.33354,1.93281,0.981684,0.498879,3.39731,0.671018,1.50991,1,0,0,1,692,692
"693",-288.228,-2.49316,1.94374,0.906932,0.589736,3.41727,0.672957,1.49193,1,0,0,1,693,693
"694",-291.575,-5.06431,1.8979,0.904649,0.644889,3.28145,0.656859,1.51819,1,0,0,1,694,694
"695",-283.875,-1.09962,1.9385,0.951181,0.524221,3.51292,0.717563,1.48353,1,0,0,1,695,695
"696",-284.745,-2.19487,1.86825,0.930752,0.654366,3.59318,0.670371,1.46806,1,0,0,1,696,696
"697",-283.127,-3.14543,1.92782,0.997575,0.654581,3.61258,0.702451,1.49632,1,0,0,1,697,697
"698",-286.052,-2.46076,1.90979,0.941782,0.604629,3.44814,0.648579,1.51725,1,0,0,1,698,698
"699",-284.283,-1.85673,1.83603,0.947425,0.462855,3.56686,0.72195,1.48225,1,0,0,1,699,699
"700",-284.902,-2.26557,1.84069,0.986653,0.476931,3.48677,0.663638,1.49881,1,0,0,1,700,700
"701",-283.05,-2.00696,1.90014,1.02859,0.51794,3.51464,0.696361,1.49404,1,0,0,1,701,701
"702",-294.856,-8.94645,1.90446,0.823548,0.725546,3.56163,0.670045,1.53082,1,0,0,1,702,702
"703",-284.751,-1.40037,1.89738,0.910022,0.549911,3.51308,0.697273,1.521,1,0,0,1,703,703
"704",-284.51,-1.65602,1.89426,0.964113,0.601694,3.46865,0.694015,1.4484,1,0,0,1,704,704
"705",-283.951,-2.06924,1.92152,0.983424,0.421672,3.54159,0.688519,1.50914,1,0,0,1,705,705
"706",-286.743,-4.15621,1.89927,0.951992,0.626121,3.57105,0.769297,1.43787,1,0,0,1,706,706
"707",-285.992,-2.95067,1.86709,0.988351,0.479882,3.66241,0.657215,1.45334,1,0,0,1,707,707
"708",-283.862,-2.27701,1.91285,0.930156,0.452357,3.54912,0.645546,1.45077,1,0,0,1,708,708
"709",-284.703,-2.44481,1.84729,0.957182,0.466538,3.52661,0.762941,1.4745,1,0,0,1,709,709
"710",-287.984,-5.23877,1.83664,0.989418,0.483638,3.40567,0.663511,1.54426,1,0,0,1,710,710
"711",-285.134,-1.62277,1.91519,0.896077,0.594801,3.57167,0.691297,1.4966,1,0,0,1,711,711
"712",-283.639,-4.37916,1.88119,1.05909,0.590163,3.51594,0.733984,1.47196,1,0,0,1,712,712
"713",-285.496,-2.37826,1.85956,0.888989,0.539527,3.57261,0.66273,1.51044,1,0,0,1,713,713
"714",-285.185,-2.63474,1.8274,0.952663,0.564273,3.53827,0.655353,1.48368,1,0,0,1,714,714
"715",-284.71,-0.922653,1.90405,0.926974,0.524417,3.39557,0.672983,1.49358,1,0,0,1,715,715
"716",-285.14,-4.63978,1.88394,0.952446,0.773758,3.64067,0.727449,1.4968,1,0,0,1,716,716
"717",-284.89,-4.26531,1.87354,0.983635,0.448095,3.54046,0.642601,1.42795,1,0,0,1,717,717
"718",-312.452,-10.491,1.81579,1.09033,0.41636,3.58436,0.761319,1.45904,1,0,0,1,718,718
"719",-283.414,-1.49317,1.84258,0.982951,0.504781,3.50716,0.702001,1.47905,1,0,0,1,719,719
"720",-283.46,-1.09922,1.85361,0.928776,0.482352,3.5397,0.664955,1.48546,1,0,0,1,720,720
"721",-283.173,-1.4447,1.87534,0.97231,0.582199,3.52533,0.671667,1.45674,1,0,0,1,721,721
"722",-283.923,-1.78157,1.88978,0.948705,0.495768,3.56823,0.769723,1.4905,1,0,0,1,722,722
"723",-284.964,-2.87925,1.93064,0.943762,0.413001,3.57304,0.759369,1.48322,1,0,0,1,723,723
"724",-283.18,-3.18597,1.91696,1.01682,0.488488,3.40739,0.642516,1.4797,1,0,0,1,724,724
"725",-283.535,-1.62232,1.90527,0.958741,0.442783,3.57893,0.711689,1.45031,1,0,0,1,725,725
"726",-289.655,-5.27093,1.85597,0.987025,0.656068,3.46703,0.619763,1.51549,1,0,0,1,726,726
"727",-284.171,-1.90117,1.92405,0.955406,0.423164,3.52365,0.710722,1.45402,1,0,0,1,727,727
"728",-283.094,-0.972306,1.88416,0.942485,0.607863,3.56549,0.717931,1.49254,1,0,0,1,728,728
"729",-287.884,-2.26989,1.8886,0.86987,0.577786,3.46414,0.698697,1.50383,1,0,0,1,729,729
"730",-290.45,-5.98517,1.84887,1.04635,0.386214,3.42222,0.690397,1.51396,1,0,0,1,730,730
"731",-284.561,-4.4343,1.87232,0.938779,0.378123,3.32796,0.65051,1.50763,1,0,0,1,731,731
"732",-285.439,-2.58311,1.92294,0.968767,0.482046,3.40874,0.760882,1.5033,1,0,0,1,732,732
"733",-288.303,-3.87071,1.88426,0.860146,0.652042,3.58848,0.710079,1.46436,1,0,0,1,733,733
"734",-289.233,-4.74679,1.85958,0.926598,0.595317,3.27818,0.671361,1.52762,1,0,0,1,734,734
"735",-284.81,-2.03207,1.83477,0.971505,0.480524,3.59496,0.709112,1.47943,1,0,0,1,735,735
"736",-286.942,-3.96807,1.87567,0.901695,0.450827,3.41822,0.678614,1.42382,1,0,0,1,736,736
"737",-282.85,-0.966997,1.88698,0.930208,0.442547,3.53855,0.664248,1.47022,1,0,0,1,737,737
"738",-287.957,-4.37156,1.93486,0.875211,0.520497,3.48969,0.622457,1.50151,1,0,0,1,738,738
"739",-284.882,-1.92374,1.9398,0.914214,0.488409,3.52255,0.72403,1.50882,1,0,0,1,739,739
"740",-288.07,-4.55535,1.92502,0.839243,0.425674,3.54576,0.701872,1.47543,1,0,0,1,740,740
"741",-284.361,-1.95604,1.8591,0.962926,0.524807,3.69998,0.686565,1.48679,1,0,0,1,741,741
"742",-288.923,-5.40126,1.97321,0.943431,0.540643,3.59305,0.761838,1.44535,1,0,0,1,742,742
"743",-282.79,-0.17978,1.90564,0.941302,0.499114,3.50971,0.685978,1.47541,1,0,0,1,743,743
"744",-285.527,-2.98702,1.87612,1.01518,0.485518,3.50062,0.681156,1.52866,1,0,0,1,744,744
"745",-288.594,-5.49602,1.92411,0.99377,0.658123,3.30615,0.642704,1.4625,1,0,0,1,745,745
"746",-284.596,-1.14397,1.89412,0.898803,0.446226,3.44817,0.695535,1.49448,1,0,0,1,746,746
"747",-287.666,-5.03403,1.88865,1.00737,0.565465,3.48065,0.609417,1.51915,1,0,0,1,747,747
"748",-285.477,-1.44581,1.88342,0.898539,0.465071,3.44014,0.730033,1.49817,1,0,0,1,748,748
"749",-285.44,-2.82227,1.90569,0.906336,0.432918,3.44616,0.657099,1.44422,1,0,0,1,749,749
"750",-284.632,-1.70923,1.89696,0.973057,0.590112,3.41332,0.695984,1.45383,1,0,0,1,750,750
"751",-283.544,-2.0704,1.89987,0.979192,0.397025,3.49887,0.671858,1.46654,1,0,0,1,751,751
"752",-286.75,-1.84899,1.90118,0.914854,0.511924,3.45004,0.763731,1.47164,1,0,0,1,752,752
