"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw"
"496",-9512.66,-2.27473,1.26814,0.928746,0.424668,3.24924,0.707574,1.07566,1.46973,1,0,1,496,496
"497",-9528.01,-5.63749,1.31171,0.923959,0.504588,2.90388,0.71374,1.09902,1.45736,1,0,1,497,497
"498",-9538.17,-2.51433,1.29007,0.901536,0.513024,3.46932,0.696828,1.05,1.48631,1,0,1,498,498
"499",-9515.95,-2.95964,1.27673,0.937837,0.436424,3.46584,0.73834,1.10268,1.48621,1,0,1,499,499
"500",-9549.88,-2.81753,1.29435,0.952698,0.4312,3.28859,0.67014,1.06612,1.46871,1,0,1,500,500
"501",-9557.57,-8.96869,1.24965,0.829285,0.53633,3.0987,0.699982,1.0345,1.47608,1,0,1,501,501
"502",-9511.96,-3.74684,1.29576,0.908872,0.4858,3.07109,0.786859,1.01176,1.44921,1,0,1,502,502
"503",-9488.84,-0.7373,1.28817,0.927704,0.467247,3.24993,0.77325,1.02256,1.47811,1,0,1,503,503
"504",-9563.94,-6.21192,1.30209,0.881081,0.431014,2.65378,0.73352,1.00357,1.48537,1,0,1,504,504
"505",-9523.23,-4.66396,1.302,0.933753,0.484667,2.91132,0.710345,1.10032,1.45269,1,0,1,505,505
"506",-9493.44,-2.15491,1.29154,0.89274,0.490185,3.28726,0.740722,1.0014,1.47146,1,0,1,506,506
"507",-9503.81,-1.24988,1.2818,0.90698,0.452175,3.08038,0.717307,1.07477,1.463,1,0,1,507,507
"508",-9575.96,-5.73799,1.30163,0.881583,0.433163,2.58982,0.743628,1.04695,1.48867,1,0,1,508,508
"509",-9529.97,-3.99602,1.26802,0.971474,0.471852,2.84965,0.71759,1.00629,1.48593,1,0,1,509,509
"510",-9503.96,-3.63289,1.29797,0.913092,0.506482,3.66003,0.741256,1.00872,1.48436,1,0,1,510,510
"511",-9509.04,-1.93002,1.29739,0.986671,0.451149,3.33703,0.765023,1.03882,1.46453,1,0,1,511,511
"512",-9526.7,-3.68114,1.28893,0.986929,0.464951,2.84067,0.748368,1.00063,1.4628,1,0,1,512,512
"513",-9568.76,-6.21777,1.29537,0.96162,0.412563,3.42653,0.674382,0.985446,1.46455,1,0,1,513,513
"514",-9477.34,-7.53834,1.32682,0.933074,0.53138,3.54893,0.786613,1.05031,1.46866,1,0,1,514,514
"515",-9497.9,-0.637177,1.28125,0.904136,0.483478,3.1406,0.777176,1.04456,1.46991,1,0,1,515,515
"516",-9516.81,-4.62036,1.2618,0.88091,0.48923,3.26156,0.820002,1.06545,1.45791,1,0,1,516,516
"517",-9528.44,-3.3661,1.30582,0.980796,0.466819,2.80959,0.728805,1.05885,1.47706,1,0,1,517,517
"518",-9535.56,-3.62939,1.28036,0.933325,0.473029,2.71154,0.728178,1.03234,1.49557,1,0,1,518,518
"519",-9533.33,-2.55608,1.28756,0.904566,0.533083,3.18492,0.689057,1.04146,1.46583,1,0,1,519,519
"520",-9503.58,-2.25056,1.27668,0.901924,0.455293,3.6694,0.757526,1.02383,1.46781,1,0,1,520,520
"521",-9509.58,-2.89674,1.26966,0.958147,0.475346,2.98744,0.782809,1.05606,1.45262,1,0,1,521,521
"522",-9520.66,-2.66621,1.27393,0.916624,0.485757,3.01866,0.69992,1.02157,1.49119,1,0,1,522,522
"523",-9519.23,-1.4921,1.2889,0.949466,0.475033,3.21461,0.701081,1.02425,1.46213,1,0,1,523,523
"524",-9523.68,-3.71772,1.26808,0.87811,0.435032,3.45917,0.71225,1.01196,1.4824,1,0,1,524,524
"525",-9513.56,-2.4677,1.29867,0.93347,0.501934,3.066,0.814906,1.04671,1.46518,1,0,1,525,525
"526",-9497.69,-2.04701,1.28783,0.900349,0.455528,3.63564,0.775259,1.06066,1.48399,1,0,1,526,526
"527",-9511.69,-2.59241,1.29179,0.903286,0.443243,3.06307,0.697482,1.03728,1.49378,1,0,1,527,527
"528",-9543.3,-8.51188,1.29557,1.00287,0.454895,3.66017,0.845883,1.09497,1.44737,1,0,1,528,528
"529",-9532.87,-6.05628,1.31364,0.884607,0.400283,3.29467,0.806998,1.03602,1.48291,1,0,1,529,529
"530",-9550.72,-3.27505,1.28875,1.01922,0.446875,2.89673,0.711645,1.04222,1.47643,1,0,1,530,530
"531",-9496.22,-7.10335,1.29616,0.944621,0.608866,3.65559,0.766655,1.0748,1.47781,1,0,1,531,531
"532",-9557.46,-7.34219,1.30181,1.02863,0.443375,3.24733,0.759056,1.06938,1.50909,1,0,1,532,532
"533",-9504.77,-2.32354,1.3012,0.9095,0.412118,3.06725,0.733293,1.03606,1.47619,1,0,1,533,533
"534",-9531.68,-3.61914,1.29401,1.01293,0.507673,2.8716,0.772632,1.03639,1.47399,1,0,1,534,534
"535",-9524.17,-5.7567,1.25687,0.891855,0.445984,2.89371,0.698088,1.0199,1.45499,1,0,1,535,535
"536",-9541.38,-7.28523,1.286,0.923933,0.38792,3.32508,0.665135,0.9841,1.48285,1,0,1,536,536
"537",-9535.24,-7.65227,1.27809,0.876478,0.365857,3.23432,0.666235,1.07485,1.48395,1,0,1,537,537
"538",-9565.25,-6.77505,1.31256,0.920753,0.503064,2.58425,0.69348,1.04362,1.47872,1,0,1,538,538
"539",-9537.24,-6.87359,1.286,0.959929,0.521279,2.82314,0.712699,0.967138,1.46587,1,0,1,539,539
"540",-9504.3,-3.21825,1.2976,0.87754,0.527738,3.17793,0.778933,1.04349,1.48759,1,0,1,540,540
"541",-9506.51,-0.842453,1.28748,0.91645,0.460546,2.97664,0.746319,1.02565,1.47749,1,0,1,541,541
"542",-9479.87,-2.51535,1.28023,0.928675,0.502685,3.66599,0.792603,1.05868,1.46491,1,0,1,542,542
"543",-9534.89,-3.74298,1.27602,0.90811,0.425189,3.33275,0.666982,1.03985,1.45709,1,0,1,543,543
"544",-9548.74,-5.17035,1.27908,0.851776,0.532483,2.88373,0.739551,1.01097,1.48525,1,0,1,544,544
"545",-9509.15,-1.22586,1.27375,0.958386,0.468241,2.95002,0.750647,1.06744,1.47443,1,0,1,545,545
"546",-9525.46,-2.42899,1.28948,0.870596,0.439173,2.93259,0.70891,1.04051,1.4793,1,0,1,546,546
"547",-9517.98,-3.26616,1.29488,0.955152,0.404534,3.17282,0.694172,1.05266,1.45955,1,0,1,547,547
"548",-9506.24,-2.55384,1.27271,0.904905,0.467318,3.09743,0.772483,1.00953,1.48976,1,0,1,548,548
"549",-9532.06,-4.66008,1.27137,0.838096,0.481501,3.52945,0.726862,1.08648,1.47464,1,0,1,549,549
"550",-9496.11,-0.936355,1.28436,0.915613,0.500925,3.32076,0.734363,1.0758,1.47668,1,0,1,550,550
"551",-9509.44,-1.18285,1.28176,0.946914,0.499304,3.17254,0.721175,1.07755,1.46606,1,0,1,551,551
"552",-9488.77,-3.85066,1.27709,0.95016,0.549841,3.33643,0.769773,1.10111,1.47392,1,0,1,552,552
"553",-9543.8,-6.70997,1.24934,0.966915,0.483742,2.69974,0.722791,1.02721,1.47065,1,0,1,553,553
"554",-9521.65,-1.79411,1.29051,0.869779,0.437096,3.05103,0.754199,1.05378,1.48005,1,0,1,554,554
"555",-9519.21,-0.923928,1.27535,0.960252,0.494661,3.29145,0.722529,1.05089,1.47426,1,0,1,555,555
"556",-9495.02,-2.43931,1.27181,0.887229,0.496411,3.29718,0.775388,1.08856,1.4776,1,0,1,556,556
"557",-9528.95,-4.43792,1.26883,0.978357,0.400483,2.9345,0.761812,1.04297,1.49037,1,0,1,557,557
"558",-9497.97,-2.72261,1.29466,0.897359,0.492457,3.21864,0.737623,1.08313,1.45271,1,0,1,558,558
"559",-9522.99,-5.07249,1.28187,0.90718,0.408968,2.94773,0.66995,1.09044,1.48792,1,0,1,559,559
"560",-9493.63,-4.02956,1.29164,0.961786,0.520539,3.20026,0.800509,1.07866,1.45047,1,0,1,560,560
"561",-9581.67,-4.82947,1.29497,0.907717,0.5157,2.5581,0.760192,1.05413,1.46792,1,0,1,561,561
"562",-9546.46,-2.51819,1.29274,0.92761,0.498511,3.31608,0.684752,1.06955,1.48859,1,0,1,562,562
"563",-9517.89,-1.80296,1.28013,0.932859,0.447482,2.83904,0.736832,1.07136,1.48402,1,0,1,563,563
"564",-9496.22,-4.20445,1.29542,0.969288,0.510476,3.58133,0.779957,1.09919,1.48501,1,0,1,564,564
"565",-9527.05,-2.24264,1.27974,0.958949,0.435868,3.38755,0.725139,1.02953,1.49279,1,0,1,565,565
"566",-9512.93,-4.33124,1.29144,0.964272,0.559303,2.95576,0.784831,1.05736,1.48955,1,0,1,566,566
"567",-9525.23,-1.02464,1.28045,0.970741,0.494787,3.23607,0.718911,1.04019,1.47778,1,0,1,567,567
"568",-9506.07,-3.38819,1.27911,0.969343,0.495171,3.09173,0.760184,1.09518,1.49545,1,0,1,568,568
"569",-9527.1,-3.63222,1.29844,0.956703,0.495472,2.8347,0.785074,1.04075,1.4936,1,0,1,569,569
"570",-9510.41,-3.24142,1.27321,0.919032,0.446326,3.01634,0.772674,1.1045,1.45922,1,0,1,570,570
"571",-9527.84,-2.9363,1.26521,0.900583,0.476029,3.32114,0.694843,1.02141,1.48318,1,0,1,571,571
"572",-9504.56,-1.56416,1.27638,0.921335,0.435406,3.00497,0.738911,1.02922,1.46088,1,0,1,572,572
"573",-9508.57,-4.08271,1.28345,0.959112,0.454195,3.35217,0.828874,1.04894,1.44751,1,0,1,573,573
"574",-9494.32,-1.2937,1.28109,0.898092,0.446017,3.34892,0.75102,1.07301,1.46231,1,0,1,574,574
"575",-9514.15,-4.456,1.30758,0.930261,0.444338,3.19695,0.692757,1.05743,1.44817,1,0,1,575,575
"576",-9490.09,-1.83204,1.2684,0.927263,0.517674,3.35953,0.751845,1.03641,1.4695,1,0,1,576,576
"577",-9580.18,-4.38286,1.29314,0.935689,0.489825,2.77548,0.847569,1.05798,1.47933,1,0,1,577,577
"578",-9521.23,-3.27374,1.27545,0.966561,0.431911,3.54637,0.809641,1.0708,1.48323,1,0,1,578,578
"579",-9525.06,-3.3456,1.30397,0.859875,0.443905,3.1593,0.771865,1.07577,1.47615,1,0,1,579,579
"580",-9591.53,-4.7862,1.28595,0.965115,0.446324,3.42066,0.675944,1.11877,1.47621,1,0,1,580,580
"581",-9506.49,-1.85181,1.30538,0.919797,0.45696,2.99486,0.746202,1.06451,1.46861,1,0,1,581,581
"582",-9512.06,-3.69329,1.27684,0.986539,0.459509,3.44276,0.817748,1.02009,1.46001,1,0,1,582,582
"583",-9504.15,-2.92331,1.26368,0.923439,0.413165,3.18257,0.763982,1.03793,1.46199,1,0,1,583,583
"584",-9592.62,-3.2759,1.28517,0.974478,0.452026,3.403,0.672942,1.02613,1.45973,1,0,1,584,584
"585",-9497.99,-1.19475,1.28431,0.976334,0.470971,3.30957,0.780758,1.03149,1.47756,1,0,1,585,585
"586",-9539.88,-4.81179,1.29202,0.911026,0.478895,2.81542,0.674683,1.1076,1.47749,1,0,1,586,586
"587",-9559.83,-5.47932,1.28336,0.824616,0.500075,3.42572,0.681732,1.04848,1.48229,1,0,1,587,587
"588",-9489.9,-3.18475,1.30848,0.923023,0.512345,3.35269,0.745534,1.04755,1.45755,1,0,1,588,588
"589",-9549.09,-3.35447,1.27639,0.967672,0.507739,2.86197,0.689842,1.07999,1.47493,1,0,1,589,589
"590",-9502.48,-2.60296,1.29037,0.876909,0.484251,3.51259,0.740061,1.03723,1.49137,1,0,1,590,590
"591",-9503.37,-2.03006,1.2665,0.92037,0.419512,3.18059,0.762654,1.06568,1.47408,1,0,1,591,591
"592",-9502.26,-1.84556,1.29949,0.965563,0.460044,3.17918,0.741513,1.06908,1.45915,1,0,1,592,592
"593",-9509.25,-1.19377,1.28133,0.961854,0.436841,3.33559,0.747129,1.06332,1.48472,1,0,1,593,593
"594",-9735.24,-6.31119,1.28749,0.992689,0.489557,3.96378,0.711013,1.08274,1.45497,1,0,1,594,594
"595",-9508.31,-2.48973,1.29709,0.941071,0.51668,3.00987,0.791075,1.07037,1.46443,1,0,1,595,595
"596",-9519.76,-1.56972,1.28647,0.953512,0.493986,3.31003,0.719282,1.08619,1.4815,1,0,1,596,596
"597",-9507.71,-1.16753,1.28279,0.940137,0.438671,3.55762,0.752209,1.03881,1.47138,1,0,1,597,597
"598",-9487.15,-2.11466,1.27599,0.941319,0.523393,3.54847,0.766155,1.04014,1.46863,1,0,1,598,598
"599",-9478.83,-5.47707,1.29103,0.880148,0.546054,3.63395,0.794186,1.09297,1.46541,1,0,1,599,599
"600",-9489.7,-2.93039,1.28805,0.921911,0.550909,3.32592,0.754102,1.02509,1.48688,1,0,1,600,600
"601",-9526.62,-3.63695,1.29027,0.958042,0.439946,2.79582,0.756357,1.10582,1.47009,1,0,1,601,601
"602",-9511.33,-5.86177,1.26517,0.920126,0.450261,3.42217,0.757021,1.10743,1.50304,1,0,1,602,602
"603",-9508.98,-3.30295,1.2852,0.984499,0.478434,3.48218,0.770114,0.999476,1.4627,1,0,1,603,603
"604",-9497.43,-8.42303,1.26932,0.875559,0.578566,3.92381,0.779023,1.07645,1.48,1,0,1,604,604
"605",-9480.37,-4.32229,1.29261,0.942346,0.531857,3.73422,0.784173,1.01916,1.46254,1,0,1,605,605
"606",-9508.91,-1.08931,1.28369,0.957084,0.503641,3.1275,0.730621,1.05209,1.4852,1,0,1,606,606
"607",-9536.88,-2.52056,1.26678,0.909667,0.459854,2.82248,0.780783,1.04437,1.47327,1,0,1,607,607
"608",-9571.19,-4.3611,1.25903,0.980656,0.480432,3.19339,0.693349,1.08608,1.4809,1,0,1,608,608
"609",-9501.84,-2.14404,1.29286,0.969472,0.484512,3.14876,0.804063,1.02146,1.4676,1,0,1,609,609
"610",-9522.63,-2.3521,1.28214,0.866821,0.498635,3.02313,0.757258,1.08203,1.4722,1,0,1,610,610
"611",-9577.07,-4.5044,1.28099,0.956088,0.465104,2.9056,0.867299,1.04393,1.46473,1,0,1,611,611
"612",-9625.13,-5.14149,1.28002,0.962783,0.483771,3.25217,0.647279,1.10589,1.47062,1,0,1,612,612
"613",-9519.9,-3.08562,1.28786,0.926671,0.4721,2.89776,0.766856,1.00192,1.45632,1,0,1,613,613
"614",-9592.16,-7.65577,1.25615,1.03374,0.490308,3.37763,0.755959,1.03686,1.50054,1,0,1,614,614
"615",-9516.22,-6.20632,1.30698,0.899187,0.542353,2.99425,0.749423,1.04258,1.5036,1,0,1,615,615
"616",-9529.65,-2.60798,1.27515,0.931792,0.431165,2.75745,0.747298,1.07347,1.47131,1,0,1,616,616
"617",-9513.05,-3.36175,1.26074,0.885019,0.428368,3.35781,0.740219,1.03722,1.48388,1,0,1,617,617
"618",-9516.59,-3.77655,1.29138,0.956486,0.40502,3.41627,0.770625,1.01173,1.4896,1,0,1,618,618
"619",-9541.38,-2.39837,1.26402,0.976542,0.486063,3.4134,0.726962,1.03829,1.47211,1,0,1,619,619
"620",-9528.11,-2.75133,1.30175,0.950503,0.463942,3.24857,0.689904,1.0213,1.46192,1,0,1,620,620
"621",-9521.94,-1.96919,1.28052,0.879792,0.427386,3.09471,0.777283,1.02932,1.46879,1,0,1,621,621
"622",-9523.29,-2.25108,1.26555,0.933048,0.468486,3.60555,0.735479,1.06407,1.46947,1,0,1,622,622
"623",-9502.53,-2.36524,1.29818,0.944721,0.409174,3.1783,0.748498,1.0391,1.48629,1,0,1,623,623
"624",-9503.03,-3.3134,1.277,0.917402,0.432805,3.37691,0.786185,0.999451,1.4879,1,0,1,624,624
"625",-9508.74,-1.76806,1.29437,0.931615,0.419609,2.96903,0.747741,1.02909,1.47698,1,0,1,625,625
"626",-9515.47,-4.36834,1.26952,0.908696,0.442598,3.03299,0.760228,1.04988,1.5067,1,0,1,626,626
"627",-9503.74,-1.93394,1.28384,0.927013,0.462542,3.10308,0.716483,0.997821,1.47605,1,0,1,627,627
"628",-9524.13,-2.02795,1.28348,0.939146,0.482438,3.75964,0.749459,1.03639,1.47739,1,0,1,628,628
"629",-9496.12,-2.17901,1.28412,0.966823,0.472274,3.35376,0.808671,1.0154,1.47313,1,0,1,629,629
"630",-9523.34,-1.0373,1.28891,0.971402,0.449806,3.45044,0.735811,1.04504,1.47485,1,0,1,630,630
"631",-9529.8,-3.20735,1.29611,0.855833,0.474772,3.31114,0.68475,1.05249,1.4748,1,0,1,631,631
"632",-9531.23,-2.21203,1.29945,0.934536,0.480258,2.77345,0.758267,1.05003,1.47212,1,0,1,632,632
"633",-9635.22,-3.90814,1.27339,0.967045,0.494478,3.78519,0.711062,1.03338,1.4601,1,0,1,633,633
"634",-9532.07,-2.77846,1.29421,0.989146,0.470392,2.91806,0.709202,1.03502,1.46059,1,0,1,634,634
"635",-9518.43,-2.58058,1.28831,0.956154,0.481135,2.89094,0.721709,1.02222,1.4554,1,0,1,635,635
"636",-9535.1,-6.74407,1.28167,0.953629,0.513776,3.44039,0.88936,1.09121,1.47007,1,0,1,636,636
"637",-9483.87,-3.52824,1.30029,0.963786,0.547867,3.31593,0.784444,1.07044,1.4729,1,0,1,637,637
"638",-9521.59,-2.52502,1.27846,0.912841,0.431368,3.12115,0.811122,1.03157,1.45908,1,0,1,638,638
"639",-9541.79,-2.46388,1.28278,0.976502,0.509555,3.32182,0.713288,1.06638,1.45687,1,0,1,639,639
"640",-9518.61,-3.28116,1.27372,0.862828,0.435122,3.12007,0.707802,1.02832,1.45991,1,0,1,640,640
"641",-9564.85,-7.46716,1.26984,0.898116,0.393718,2.91491,0.816614,1.03896,1.44391,1,0,1,641,641
"642",-9523.3,-3.51732,1.29019,0.833979,0.487065,3.35499,0.744004,1.06925,1.47965,1,0,1,642,642
"643",-9548.24,-2.52182,1.27807,0.980717,0.431783,3.46436,0.722771,1.03041,1.46029,1,0,1,643,643
"644",-9541.72,-4.37122,1.28372,0.897765,0.54996,2.86375,0.789497,1.07139,1.45941,1,0,1,644,644
"645",-9487.61,-1.33639,1.28942,0.926233,0.508606,3.24877,0.757499,1.02323,1.48376,1,0,1,645,645
"646",-9546.02,-3.48878,1.29647,0.938351,0.500765,2.78041,0.79922,1.07666,1.46555,1,0,1,646,646
"647",-9530.17,-6.2991,1.28215,0.981072,0.566274,3.49127,0.749523,1.11626,1.46787,1,0,1,647,647
"648",-9530.85,-2.43031,1.29049,0.930398,0.522667,2.94508,0.696152,1.04479,1.4644,1,0,1,648,648
"649",-9537.76,-3.822,1.27538,0.858583,0.484472,2.94188,0.685547,1.03532,1.46328,1,0,1,649,649
"650",-9511.18,-2.23363,1.30265,0.902197,0.457862,3.04031,0.774056,1.03074,1.48567,1,0,1,650,650
"651",-9502.74,-3.163,1.29218,0.896632,0.450108,3.59938,0.738484,1.00399,1.46208,1,0,1,651,651
"652",-9529.07,-2.71161,1.26936,0.883848,0.424546,2.99649,0.772568,1.04311,1.48299,1,0,1,652,652
"653",-9528.49,-4.27314,1.30493,0.840975,0.428682,3.28123,0.730838,1.05295,1.47046,1,0,1,653,653
"654",-9518.88,-5.83523,1.25703,0.906394,0.505138,3.12153,0.822209,1.04564,1.45099,1,0,1,654,654
"655",-9502.11,-4.11714,1.27832,0.934803,0.453441,3.35019,0.79789,1.0341,1.50603,1,0,1,655,655
"656",-9520.68,-5.49057,1.2482,0.930578,0.457877,2.95537,0.772714,1.02411,1.48573,1,0,1,656,656
"657",-9500.71,-0.924428,1.29286,0.95535,0.434721,3.29322,0.741892,1.03959,1.46862,1,0,1,657,657
"658",-9502.21,-2.61658,1.30051,0.960295,0.434329,3.20925,0.785919,1.0786,1.48485,1,0,1,658,658
"659",-9497.84,-2.21747,1.29732,0.923533,0.441675,3.56689,0.766587,1.07378,1.48303,1,0,1,659,659
"660",-9554.07,-6.36871,1.3063,0.846125,0.498633,2.9991,0.789739,1.02353,1.4955,1,0,1,660,660
"661",-9552.49,-3.85054,1.28064,0.960572,0.401856,3.71205,0.778558,1.03247,1.47079,1,0,1,661,661
"662",-9535.96,-3.98573,1.27993,0.995673,0.540953,2.90496,0.733321,1.02257,1.46585,1,0,1,662,662
"663",-9509.87,-1.24427,1.29495,0.901219,0.479478,3.03304,0.772899,1.05667,1.46505,1,0,1,663,663
"664",-9528.3,-1.66566,1.28353,0.961029,0.482229,3.09333,0.700489,1.0256,1.48449,1,0,1,664,664
"665",-9558.27,-3.79708,1.26907,0.948415,0.402856,3.40698,0.687963,1.04335,1.4825,1,0,1,665,665
"666",-9520.17,-1.73842,1.28451,0.898361,0.490877,3.22675,0.694485,1.03586,1.48583,1,0,1,666,666
"667",-9495.28,-5.11457,1.30998,0.957606,0.527076,3.19777,0.77884,1.04837,1.44942,1,0,1,667,667
"668",-9545.94,-3.95312,1.28236,0.904507,0.465457,2.93805,0.64707,1.07167,1.47207,1,0,1,668,668
"669",-9518.1,-3.61283,1.27164,0.938416,0.51449,3.23349,0.714834,0.989688,1.47575,1,0,1,669,669
"670",-9497.82,-3.84922,1.30986,0.913575,0.429252,3.26775,0.737971,1.09375,1.48356,1,0,1,670,670
"671",-9530.48,-4.0124,1.30428,0.950117,0.467184,2.76318,0.707839,1.01547,1.48093,1,0,1,671,671
"672",-9508.21,-2.08844,1.30205,0.909449,0.470331,3.01021,0.755085,1.08151,1.46523,1,0,1,672,672
"673",-9550.93,-3.62921,1.28842,0.935387,0.442894,3.16921,0.864712,1.03705,1.46995,1,0,1,673,673
"674",-9515.04,-3.21155,1.29891,0.862348,0.442186,3.4035,0.70998,1.05485,1.46164,1,0,1,674,674
"675",-9534.69,-3.53394,1.28206,0.981673,0.447266,2.98328,0.702667,1.09522,1.48888,1,0,1,675,675
"676",-9525.68,-4.65127,1.29918,0.950018,0.557828,3.68616,0.739913,1.0419,1.4635,1,0,1,676,676
"677",-9524.47,-3.44125,1.27132,0.983777,0.43128,3.07766,0.799873,1.01667,1.4828,1,0,1,677,677
"678",-9570.41,-7.22324,1.29203,0.972524,0.460033,2.52504,0.766602,1.07738,1.50058,1,0,1,678,678
"679",-9495.76,-2.92146,1.30057,0.914513,0.44047,3.34442,0.744581,1.01346,1.49191,1,0,1,679,679
"680",-9488.48,-3.66936,1.2816,0.951172,0.534605,3.21806,0.780012,0.993278,1.47725,1,0,1,680,680
"681",-9534.54,-7.38601,1.31674,0.896668,0.486875,3.09882,0.670758,1.00157,1.49074,1,0,1,681,681
"682",-9484.79,-2.11872,1.30382,0.921651,0.466117,3.50302,0.777683,1.0316,1.47415,1,0,1,682,682
"683",-9512.54,-2.42976,1.28021,0.941475,0.49479,3.01354,0.724549,1.02248,1.49492,1,0,1,683,683
"684",-9503.08,-4.4376,1.27766,0.90776,0.448863,3.3202,0.772294,1.01824,1.50724,1,0,1,684,684
"685",-9497.02,-1.96204,1.28195,0.907685,0.444599,3.38925,0.77424,1.06307,1.4932,1,0,1,685,685
"686",-9515.23,-2.05434,1.27655,0.960248,0.444081,2.93428,0.768735,1.03427,1.48845,1,0,1,686,686
"687",-9492.49,-0.452187,1.28746,0.908338,0.456982,3.23944,0.74428,1.02873,1.47443,1,0,1,687,687
"688",-9529.18,-4.22501,1.27709,1.00126,0.479092,3.27076,0.759021,1.01808,1.50046,1,0,1,688,688
"689",-9528.46,-4.11072,1.29723,1.02014,0.489591,3.14928,0.765007,1.06878,1.49323,1,0,1,689,689
"690",-9568.97,-3.50852,1.29597,0.908704,0.4959,2.69681,0.797583,1.04584,1.47287,1,0,1,690,690
"691",-9572.23,-5.99259,1.28228,1.03635,0.457878,2.83865,0.832577,1.07203,1.47761,1,0,1,691,691
"692",-9535.28,-4.02079,1.28623,0.87677,0.402055,3.45483,0.681031,1.05529,1.47372,1,0,1,692,692
"693",-9546.11,-3.57011,1.30284,0.917672,0.503284,2.71381,0.75856,1.06493,1.4781,1,0,1,693,693
"694",-9506.59,-1.57051,1.27746,0.9468,0.432362,3.00039,0.760092,1.04431,1.4597,1,0,1,694,694
"695",-9519.02,-3.49973,1.25722,0.96536,0.497481,2.99387,0.733298,1.03,1.47787,1,0,1,695,695
"696",-9522.75,-3.61428,1.26973,0.978574,0.398455,3.04501,0.735107,1.02495,1.47614,1,0,1,696,696
"697",-9515.11,-8.12342,1.31783,0.931931,0.448205,3.00711,0.747628,0.972983,1.45601,1,0,1,697,697
"698",-9530.06,-2.86137,1.28215,0.85106,0.440087,3.23782,0.781132,1.07558,1.47091,1,0,1,698,698
"699",-9570.97,-4.79307,1.27731,0.876528,0.442862,2.79293,0.795524,1.00538,1.4602,1,0,1,699,699
"700",-9521.26,-2.56737,1.28776,0.99911,0.497327,3.02255,0.744191,1.01437,1.46881,1,0,1,700,700
"701",-9570.87,-4.90651,1.28502,0.940175,0.439716,2.52232,0.758689,1.08242,1.47388,1,0,1,701,701
"702",-9496.34,-1.99238,1.29764,0.939325,0.483076,3.17483,0.797482,1.01722,1.46796,1,0,1,702,702
"703",-9516.14,-1.46667,1.28218,0.950873,0.458315,2.86843,0.72001,1.03235,1.46744,1,0,1,703,703
"704",-9499.37,-2.35954,1.29025,0.885795,0.441133,3.43347,0.745982,1.00581,1.47299,1,0,1,704,704
"705",-9513.38,-2.91036,1.28435,0.961073,0.431549,2.99606,0.72169,1.10432,1.47987,1,0,1,705,705
"706",-9494.57,-2.81598,1.28045,0.884268,0.503498,3.41595,0.739065,1.0469,1.45119,1,0,1,706,706
"707",-9575.97,-7.45724,1.31244,1.02046,0.470053,3.12203,0.697352,1.06908,1.44621,1,0,1,707,707
"708",-9605.28,-9.39025,1.29405,0.976034,0.510936,2.3759,0.757543,1.01026,1.49064,1,0,1,708,708
"709",-9517.11,-1.31885,1.27544,0.892709,0.473554,2.9473,0.751097,1.06108,1.47938,1,0,1,709,709
"710",-9522.52,-3.13548,1.28476,0.966648,0.486767,3.06402,0.707371,1.01024,1.45334,1,0,1,710,710
"711",-9507.71,-1.92746,1.3024,0.906378,0.468685,3.02647,0.720248,1.07234,1.46666,1,0,1,711,711
"712",-9510.51,-1.00787,1.29322,0.948302,0.480771,3.34075,0.721095,1.07253,1.46944,1,0,1,712,712
"713",-9507.55,-4.22774,1.30419,0.874738,0.434071,3.30558,0.741235,1.09582,1.45946,1,0,1,713,713
"714",-9522.54,-3.25485,1.28295,0.906302,0.489746,3.54231,0.715343,1.10911,1.4691,1,0,1,714,714
"715",-9532.33,-2.06221,1.27199,0.949268,0.448447,3.36687,0.711839,1.0635,1.49009,1,0,1,715,715
"716",-9527.53,-3.60435,1.26131,0.977414,0.441756,3.42711,0.765518,1.02489,1.48534,1,0,1,716,716
"717",-9484.33,-1.53962,1.29398,0.947126,0.487543,3.44141,0.773938,1.07652,1.46789,1,0,1,717,717
"718",-9569.25,-5.69421,1.28704,0.988741,0.508614,2.84032,0.677693,1.0675,1.44924,1,0,1,718,718
"719",-9525.95,-4.50872,1.27333,0.900984,0.462222,2.86087,0.712552,1.1202,1.47647,1,0,1,719,719
"720",-9605.28,-5.55116,1.30308,0.89094,0.429847,3.95953,0.707749,1.05843,1.47797,1,0,1,720,720
"721",-9508.76,-1.60979,1.28561,0.867288,0.464794,3.26848,0.72453,1.03902,1.48264,1,0,1,721,721
"722",-9582.77,-5.64757,1.27228,0.899294,0.466392,2.60466,0.780428,1.01116,1.45727,1,0,1,722,722
"723",-9525.24,-3.24066,1.26376,0.956188,0.481682,2.79845,0.740649,1.02549,1.46836,1,0,1,723,723
"724",-9522.65,-1.75974,1.29297,0.997692,0.4739,3.1113,0.734105,1.04327,1.46461,1,0,1,724,724
"725",-9491.6,-1.38189,1.27883,0.955171,0.500133,3.49672,0.770596,1.05796,1.4778,1,0,1,725,725
"726",-9519.31,-1.51094,1.28759,0.939829,0.473848,3.08967,0.6948,1.01983,1.47952,1,0,1,726,726
"727",-9499.57,-1.92702,1.29977,0.909781,0.417777,3.32852,0.728511,1.06137,1.47323,1,0,1,727,727
