"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw"
"1004",-9509.37,-1.85396,1.27593,0.912223,0.419213,2.99085,0.708922,1.05111,1.47684,1,0,1,1004,1004
"1005",-9500.29,-4.25529,1.29006,0.880914,0.470773,3.59196,0.788663,1.0723,1.49868,1,0,1,1005,1005
"1006",-9514.45,-3.55785,1.28076,0.993073,0.467528,3.05844,0.783759,1.0004,1.46018,1,0,1,1006,1006
"1007",-9510.71,-3.84773,1.27135,0.936952,0.409179,3.39146,0.741613,1.10013,1.4609,1,0,1,1007,1007
"1008",-9523.19,-4.32502,1.26332,0.890977,0.399515,3.46581,0.755869,1.03258,1.48215,1,0,1,1008,1008
"1009",-9606.79,-6.82766,1.29567,0.968897,0.402634,3.95775,0.80409,1.04991,1.45964,1,0,1,1009,1009
"1010",-9504.92,-2.50928,1.26675,0.953323,0.442861,3.34692,0.742474,1.04986,1.45434,1,0,1,1010,1010
"1011",-9546.84,-5.80342,1.28481,1.03477,0.456089,2.95066,0.759267,1.08184,1.44789,1,0,1,1011,1011
"1012",-9504.28,-4.90768,1.29068,0.964048,0.488184,3.51286,0.751763,1.03454,1.43862,1,0,1,1012,1012
"1013",-9514.66,-5.80667,1.31312,0.883834,0.400616,3.24292,0.688052,1.0305,1.47302,1,0,1,1013,1013
"1014",-9501.79,-1.00165,1.287,0.908835,0.47133,3.21419,0.718693,1.03216,1.48651,1,0,1,1014,1014
"1015",-9593.53,-4.38377,1.28454,0.88701,0.469948,2.8534,0.85167,1.0517,1.46336,1,0,1,1015,1015
"1016",-9505.67,-2.41805,1.3064,0.90175,0.473914,3.10789,0.774801,1.06855,1.46358,1,0,1,1016,1016
"1017",-9650.5,-6.89071,1.25675,0.987584,0.435636,3.76649,0.740705,1.09802,1.48269,1,0,1,1017,1017
"1018",-9496.48,-0.3902,1.29055,0.946647,0.455552,3.1138,0.750775,1.06148,1.47598,1,0,1,1018,1018
"1019",-9523.3,-2.11231,1.29543,0.939897,0.45499,2.78328,0.719856,1.05827,1.47899,1,0,1,1019,1019
"1020",-9544.85,-5.40145,1.27884,0.849594,0.443532,3.66369,0.828747,1.06567,1.46699,1,0,1,1020,1020
"1021",-9534.8,-3.66012,1.26572,0.969118,0.45244,3.01154,0.694513,1.00901,1.48064,1,0,1,1021,1021
"1022",-9548.65,-7.75549,1.32792,0.887297,0.455236,2.95394,0.789561,1.06895,1.45907,1,0,1,1022,1022
"1023",-9518.92,-2.7303,1.30121,0.922159,0.461995,2.87355,0.725304,1.06892,1.45764,1,0,1,1023,1023
"1024",-9580.78,-3.50916,1.2707,0.998836,0.516263,3.51592,0.725536,1.03552,1.46539,1,0,1,1024,1024
"1025",-9522.24,-4.29173,1.28694,0.865683,0.453632,3.04092,0.715748,1.04737,1.4441,1,0,1,1025,1025
"1026",-9548.12,-5.13117,1.26319,1.01457,0.458679,2.96465,0.719097,1.01232,1.46046,1,0,1,1026,1026
"1027",-9520.77,-1.86847,1.30023,0.932236,0.457257,2.84361,0.755613,1.03966,1.47721,1,0,1,1027,1027
"1028",-9509.17,-1.45124,1.27507,0.92224,0.472182,2.96522,0.764944,1.03231,1.46077,1,0,1,1028,1028
"1029",-9508.42,-1.2518,1.28008,0.942023,0.427589,2.96521,0.754749,1.05144,1.46592,1,0,1,1029,1029
"1030",-9513.1,-1.39302,1.27851,0.920128,0.457481,2.922,0.757386,1.08018,1.47891,1,0,1,1030,1030
"1031",-9495.64,-1.05544,1.28838,0.95725,0.468175,3.15805,0.774031,1.02351,1.48174,1,0,1,1031,1031
"1032",-9501.89,-0.912859,1.29323,0.913685,0.439367,3.11505,0.770722,1.03489,1.47566,1,0,1,1032,1032
"1033",-9520.25,-5.57393,1.31767,0.89496,0.427789,2.93398,0.695742,1.02861,1.47494,1,0,1,1033,1033
"1034",-9488.07,-1.10144,1.27333,0.928868,0.50809,3.26424,0.757009,1.06053,1.46753,1,0,1,1034,1034
"1035",-9500.01,-2.45451,1.29004,0.887125,0.527609,3.21672,0.743017,1.08565,1.46855,1,0,1,1035,1035
"1036",-9522.56,-2.62452,1.30359,0.919001,0.488055,3.63113,0.717674,1.03808,1.47183,1,0,1,1036,1036
"1037",-9520.67,-11.793,1.29733,1.03892,0.581241,3.5175,0.863628,1.04965,1.49443,1,0,1,1037,1037
"1038",-9500.24,-5.87451,1.27183,0.926511,0.494321,3.75622,0.83772,1.08162,1.49058,1,0,1,1038,1038
"1039",-9493.02,-2.42567,1.2799,0.885198,0.523556,3.41365,0.749245,1.08169,1.47123,1,0,1,1039,1039
"1040",-9521.25,-3.1318,1.30168,0.960893,0.492522,3.58984,0.737252,1.07109,1.45888,1,0,1,1040,1040
"1041",-9534.6,-3.19593,1.2771,0.903612,0.426422,3.67502,0.731285,1.08252,1.48361,1,0,1,1041,1041
"1042",-9506.45,-2.47368,1.27109,0.919225,0.42115,3.39562,0.72767,1.01742,1.46467,1,0,1,1042,1042
"1043",-9491.32,-0.510661,1.28697,0.932091,0.489182,3.16593,0.75089,1.03092,1.46704,1,0,1,1043,1043
"1044",-9526.69,-5.36285,1.26392,0.971924,0.472655,2.97893,0.717943,1.12032,1.4626,1,0,1,1044,1044
"1045",-9495.39,-1.57447,1.28221,0.902318,0.455075,3.2811,0.78144,1.07983,1.46158,1,0,1,1045,1045
"1046",-9532.18,-2.27438,1.28774,0.905261,0.456,3.25098,0.670724,1.03066,1.48113,1,0,1,1046,1046
"1047",-9521.69,-1.78909,1.2992,0.899003,0.455346,2.93708,0.764017,1.04747,1.46484,1,0,1,1047,1047
"1048",-9514.44,-2.71418,1.27539,0.913865,0.427757,3.08279,0.783773,1.05778,1.4953,1,0,1,1048,1048
"1049",-9545.38,-1.74256,1.2902,0.94024,0.46603,3.36232,0.680982,1.03408,1.46745,1,0,1,1049,1049
"1050",-9505.42,-3.01632,1.28961,0.940843,0.398251,3.11013,0.74936,1.03868,1.45506,1,0,1,1050,1050
"1051",-9526.59,-3.53462,1.30762,0.958334,0.450863,2.79712,0.708776,1.04881,1.4714,1,0,1,1051,1051
"1052",-9496.62,-1.06518,1.28558,0.890799,0.486448,3.254,0.788682,1.04408,1.47501,1,0,1,1052,1052
"1053",-9498.76,-2.06672,1.26955,0.903925,0.525787,3.1249,0.76009,1.03579,1.47627,1,0,1,1053,1053
"1054",-9486.91,-2.37934,1.2996,0.883998,0.512135,3.42281,0.760696,1.03927,1.46828,1,0,1,1054,1054
"1055",-9545.64,-6.22648,1.27687,0.97571,0.362771,3.32608,0.791523,1.04358,1.46184,1,0,1,1055,1055
"1056",-9492.14,-5.4309,1.29501,0.968877,0.514684,3.36006,0.769557,1.01645,1.44121,1,0,1,1056,1056
"1057",-9511.9,-1.69583,1.28195,0.91008,0.4164,3.06618,0.770985,1.04282,1.48416,1,0,1,1057,1057
"1058",-9555.15,-5.20276,1.29753,0.986972,0.508804,2.62115,0.751819,1.07835,1.47845,1,0,1,1058,1058
"1059",-9498.7,-1.23376,1.27963,0.901248,0.451538,3.45237,0.732985,1.04696,1.46161,1,0,1,1059,1059
"1060",-9503.61,-3.82727,1.29802,0.882478,0.547983,3.20896,0.799882,1.04994,1.48014,1,0,1,1060,1060
"1061",-9524.03,-2.95033,1.28642,0.978457,0.500038,3.43176,0.741795,1.10476,1.47472,1,0,1,1061,1061
"1062",-9533.87,-3.68221,1.27939,0.979385,0.400952,2.91709,0.787756,1.02788,1.47189,1,0,1,1062,1062
"1063",-9532.62,-3.73858,1.30459,0.925112,0.502854,2.79361,0.719293,1.08174,1.46768,1,0,1,1063,1063
"1064",-9496.06,-0.940242,1.28827,0.929394,0.492513,3.24272,0.737252,1.05483,1.48871,1,0,1,1064,1064
"1065",-9500.55,-4.38646,1.2974,0.987854,0.538226,3.21765,0.77434,1.01411,1.48883,1,0,1,1065,1065
"1066",-9538.71,-3.12174,1.28694,1.02579,0.504199,3.10569,0.751453,1.05726,1.48354,1,0,1,1066,1066
"1067",-9512.65,-2.74099,1.28952,0.962224,0.488379,2.97268,0.735067,1.0058,1.48912,1,0,1,1067,1067
"1068",-9548,-4.423,1.28217,0.95488,0.412327,2.71867,0.783192,1.06488,1.49019,1,0,1,1068,1068
"1069",-9506.18,-3.50017,1.28869,0.934502,0.402798,3.3997,0.736753,1.0253,1.45247,1,0,1,1069,1069
"1070",-9587.11,-3.52687,1.30243,0.971272,0.505596,3.59715,0.703044,1.06559,1.46754,1,0,1,1070,1070
"1071",-9504.07,-4.66862,1.25078,0.914936,0.506477,3.11505,0.77081,1.07159,1.48179,1,0,1,1071,1071
"1072",-9514.53,-3.10274,1.27261,0.959804,0.438304,3.24928,0.821296,1.02464,1.46181,1,0,1,1072,1072
"1073",-9529.13,-2.81532,1.27971,0.988099,0.52293,3.10195,0.729433,1.08738,1.46975,1,0,1,1073,1073
"1074",-9529.58,-4.86898,1.2944,0.926948,0.407663,3.11005,0.652698,1.01706,1.47435,1,0,1,1074,1074
"1075",-9548.17,-6.17157,1.30669,1.01684,0.523148,3.70391,0.773156,1.05411,1.46422,1,0,1,1075,1075
"1076",-9525.34,-2.82337,1.28055,0.992667,0.410826,2.96651,0.755988,1.06465,1.47736,1,0,1,1076,1076
"1077",-9524.85,-1.70727,1.29147,0.932441,0.473281,2.78661,0.718756,1.04952,1.4735,1,0,1,1077,1077
"1078",-9490.42,-1.55056,1.27754,0.944755,0.52689,3.16679,0.768837,1.05259,1.46575,1,0,1,1078,1078
"1079",-9555.44,-2.61636,1.29065,0.912241,0.443323,3.62727,0.690897,1.07243,1.47504,1,0,1,1079,1079
"1080",-9503.99,-0.783176,1.28156,0.967017,0.443999,3.17338,0.742144,1.04169,1.46594,1,0,1,1080,1080
"1081",-9532.84,-6.07892,1.29301,1.02199,0.479462,3.02541,0.798337,1.08149,1.44623,1,0,1,1081,1081
"1082",-9562.63,-9.10893,1.28338,1.03184,0.57834,3.86064,0.796542,1.04299,1.48277,1,0,1,1082,1082
"1083",-9489.74,-1.30382,1.29112,0.949206,0.465217,3.28154,0.784169,1.04145,1.45903,1,0,1,1083,1083
"1084",-9573.9,-4.82731,1.30334,0.884335,0.48358,2.71877,0.793608,1.07402,1.48407,1,0,1,1084,1084
"1085",-9616.9,-7.54593,1.27289,0.898273,0.529091,2.82159,0.878556,1.08372,1.47675,1,0,1,1085,1085
"1086",-9523.06,-4.40666,1.26273,0.965068,0.482409,2.97941,0.732993,1.03148,1.49997,1,0,1,1086,1086
"1087",-9526.1,-3.61096,1.2723,0.845469,0.449652,3.38899,0.758639,1.06864,1.48591,1,0,1,1087,1087
"1088",-9530.03,-2.49228,1.2925,0.869407,0.468678,2.93575,0.748298,1.08353,1.47776,1,0,1,1088,1088
"1089",-9529.7,-3.16848,1.2801,1.02511,0.484563,3.24163,0.77469,1.02832,1.46411,1,0,1,1089,1089
"1090",-9493.16,-3.12075,1.28532,0.928692,0.461391,3.56509,0.759207,1.05703,1.44604,1,0,1,1090,1090
"1091",-9522.02,-3.86692,1.2914,0.974659,0.521037,2.8919,0.755109,1.073,1.4525,1,0,1,1091,1091
"1092",-9500.61,-1.014,1.29351,0.949902,0.477313,3.18423,0.73004,1.01853,1.47299,1,0,1,1092,1092
"1093",-9524.42,-2.86043,1.2961,0.955192,0.520617,2.85735,0.780777,1.06275,1.46651,1,0,1,1093,1093
"1094",-9523.1,-3.87617,1.28238,0.944864,0.390663,3.36457,0.808394,1.06743,1.46408,1,0,1,1094,1094
"1095",-9516.46,-3.57474,1.29773,0.909261,0.529716,3.39907,0.709503,1.02108,1.4575,1,0,1,1095,1095
"1096",-9495.85,-1.26785,1.27673,0.90695,0.44749,3.45402,0.766209,1.04044,1.48309,1,0,1,1096,1096
"1097",-9582.87,-6.67603,1.28502,0.980962,0.476226,2.70653,0.647753,1.04954,1.49301,1,0,1,1097,1097
"1098",-9505.81,-8.25718,1.31313,0.891617,0.472462,3.68823,0.828505,1.06486,1.50197,1,0,1,1098,1098
"1099",-9492.21,-0.653275,1.29078,0.910972,0.461159,3.25621,0.7458,1.0664,1.4828,1,0,1,1099,1099
"1100",-9500.32,-1.3815,1.2905,0.934646,0.508734,3.12396,0.735091,1.0238,1.48377,1,0,1,1100,1100
"1101",-9550.24,-2.67277,1.28517,1.00058,0.49387,3.14963,0.7154,1.08039,1.48496,1,0,1,1101,1101
"1102",-9499.72,-4.5815,1.31377,0.922249,0.505525,3.53598,0.738612,1.0457,1.49171,1,0,1,1102,1102
"1103",-9511.57,-1.22461,1.2883,0.98196,0.443952,3.06565,0.741969,1.03755,1.46855,1,0,1,1103,1103
"1104",-9541.85,-5.00067,1.30898,0.95162,0.491813,2.69316,0.717017,1.07812,1.48113,1,0,1,1104,1104
"1105",-9517.36,-5.65861,1.27958,0.90567,0.493053,3.60832,0.721561,1.08457,1.43969,1,0,1,1105,1105
"1106",-9537.9,-4.76098,1.30278,0.861967,0.476213,3.24428,0.826343,1.03012,1.48797,1,0,1,1106,1106
"1107",-9534.28,-3.20913,1.26849,0.884361,0.448773,3.57962,0.714407,1.06113,1.48715,1,0,1,1107,1107
"1108",-9533.59,-3.53584,1.29336,0.896807,0.417654,2.80271,0.731916,1.03819,1.45751,1,0,1,1108,1108
"1109",-9494.15,-2.89464,1.30607,0.883257,0.480722,3.39793,0.746335,1.06344,1.46055,1,0,1,1109,1109
"1110",-9570.21,-5.19954,1.2681,0.940054,0.420154,2.98737,0.859277,1.03038,1.46906,1,0,1,1110,1110
"1111",-9505.29,-2.25915,1.28417,0.923229,0.430171,3.369,0.804559,1.05785,1.48923,1,0,1,1111,1111
"1112",-9501.26,-3.57846,1.29397,0.966515,0.485908,3.20024,0.808893,1.00859,1.4563,1,0,1,1112,1112
"1113",-9551.51,-4.26287,1.28816,1.03844,0.433578,3.05245,0.783063,1.07543,1.477,1,0,1,1113,1113
"1114",-9502.46,-1.46607,1.27155,0.911704,0.480827,3.08273,0.776594,1.02159,1.47524,1,0,1,1114,1114
"1115",-9668.65,-9.55187,1.27385,1.0641,0.561177,2.85558,0.682786,1.0747,1.46731,1,0,1,1115,1115
"1116",-9516.8,-3.36068,1.2869,0.93436,0.440257,3.05379,0.690821,1.10841,1.46524,1,0,1,1116,1116
"1117",-9508.64,-1.51433,1.26829,0.897813,0.463139,3.03468,0.743236,1.05087,1.48235,1,0,1,1117,1117
"1118",-9496.81,-3.01778,1.28498,0.901953,0.44034,3.54577,0.760361,1.06878,1.45044,1,0,1,1118,1118
"1119",-9496.72,-4.35277,1.26612,0.954962,0.495902,3.3147,0.786758,1.07841,1.49973,1,0,1,1119,1119
"1120",-9525.84,-4.02833,1.28784,0.930425,0.552098,2.86486,0.779353,1.04892,1.49115,1,0,1,1120,1120
"1121",-9548.02,-5.25965,1.28148,0.965693,0.419913,2.58285,0.713816,1.03548,1.48657,1,0,1,1121,1121
"1122",-9510.73,-3.93671,1.3073,0.98835,0.460608,3.4771,0.787377,1.05123,1.48814,1,0,1,1122,1122
"1123",-9525.67,-4.15404,1.25924,0.947174,0.426958,2.84933,0.763901,1.01919,1.47367,1,0,1,1123,1123
"1124",-9485.85,-1.59945,1.28115,0.90757,0.509514,3.46709,0.753206,1.05888,1.46189,1,0,1,1124,1124
"1125",-9525.87,-2.30165,1.28308,0.979481,0.477428,3.29416,0.730799,1.09911,1.48105,1,0,1,1125,1125
"1126",-9539.87,-4.82223,1.27596,1.00424,0.422816,2.79873,0.741018,1.00414,1.47313,1,0,1,1126,1126
"1127",-9520.11,-1.63719,1.29468,0.935138,0.473448,2.82495,0.735819,1.06761,1.47391,1,0,1,1127,1127
"1128",-9517.86,-6.19904,1.27653,0.923484,0.527576,3.03598,0.809626,0.977119,1.45988,1,0,1,1128,1128
"1129",-9512.13,-1.35757,1.27755,0.956022,0.478676,3.5747,0.749599,1.05131,1.46648,1,0,1,1129,1129
"1130",-9493.28,-2.1917,1.27845,0.886701,0.485657,3.38571,0.772938,1.08227,1.48591,1,0,1,1130,1130
"1131",-9520.29,-6.52913,1.27541,0.894908,0.542731,3.38628,0.720967,1.13419,1.46551,1,0,1,1131,1131
"1132",-9615.13,-3.85933,1.28487,0.941281,0.484046,3.43154,0.654527,1.01149,1.47789,1,0,1,1132,1132
"1133",-9558.73,-6.67388,1.26924,0.828659,0.542275,2.96806,0.75618,1.07705,1.48532,1,0,1,1133,1133
"1134",-9517.15,-3.00973,1.27102,0.927054,0.421565,3.35539,0.818384,1.03027,1.47901,1,0,1,1134,1134
"1135",-9523.76,-4.03173,1.25594,0.913824,0.451731,3.13741,0.693785,1.08117,1.47819,1,0,1,1135,1135
"1136",-9513.12,-1.6328,1.27963,0.949023,0.431229,2.91089,0.714127,1.06277,1.47181,1,0,1,1136,1136
"1137",-9527.88,-4.42267,1.26592,0.868197,0.424556,3.56927,0.794535,1.06883,1.47201,1,0,1,1137,1137
"1138",-9487.39,-4.76348,1.2583,0.904296,0.518022,3.4626,0.761709,1.01244,1.46112,1,0,1,1138,1138
"1139",-9499.37,-1.85429,1.29887,0.931783,0.420082,3.15498,0.730316,1.0258,1.47796,1,0,1,1139,1139
"1140",-9520.13,-4.74636,1.31483,0.893057,0.460999,3.43533,0.69688,1.07626,1.4832,1,0,1,1140,1140
"1141",-9538.03,-3.37616,1.30457,0.991665,0.440714,3.17841,0.705582,1.06669,1.4625,1,0,1,1141,1141
"1142",-9485.54,-2.78316,1.27529,0.944636,0.551956,3.26644,0.773471,1.02774,1.47076,1,0,1,1142,1142
"1143",-9506.8,-4.2511,1.2754,0.856067,0.523447,3.32544,0.74615,1.00189,1.47126,1,0,1,1143,1143
"1144",-9577.57,-7.55717,1.32008,0.931665,0.440473,3.84899,0.724508,1.09488,1.4783,1,0,1,1144,1144
"1145",-9703.6,-6.1044,1.27879,1.00223,0.520923,3.65969,0.699035,1.10762,1.46606,1,0,1,1145,1145
"1146",-9601.76,-4.12202,1.2954,0.966616,0.435237,3.81717,0.730916,1.08106,1.46311,1,0,1,1146,1146
"1147",-9531.15,-3.97078,1.28558,0.953106,0.501911,2.76498,0.73809,1.06223,1.49906,1,0,1,1147,1147
"1148",-9523.25,-2.2914,1.30368,0.9462,0.452975,3.38434,0.702335,1.02623,1.47057,1,0,1,1148,1148
"1149",-9519.44,-3.20008,1.28808,0.930703,0.423875,2.94535,0.773244,0.997837,1.46496,1,0,1,1149,1149
"1150",-9542.08,-4.12224,1.30036,0.929142,0.475889,3.25336,0.678644,1.10086,1.48809,1,0,1,1150,1150
"1151",-9519.94,-3.84328,1.29282,0.883785,0.391089,3.12412,0.754544,1.07717,1.48434,1,0,1,1151,1151
"1152",-9495.43,-1.31609,1.29799,0.893193,0.471817,3.22803,0.743543,1.05055,1.46212,1,0,1,1152,1152
"1153",-9514.46,-5.39155,1.28661,0.963137,0.503912,3.06887,0.814557,0.99265,1.45137,1,0,1,1153,1153
"1154",-9539.11,-3.32346,1.29581,1.01129,0.424676,3.33264,0.760419,1.04346,1.46118,1,0,1,1154,1154
"1155",-9507.38,-2.98753,1.2754,0.954978,0.459691,3.58368,0.790526,1.03458,1.49269,1,0,1,1155,1155
"1156",-9533.47,-3.43086,1.28565,0.900873,0.518652,2.98456,0.689992,1.03177,1.49236,1,0,1,1156,1156
"1157",-9568.48,-5.7503,1.2749,0.874355,0.419383,3.15177,0.846526,1.05505,1.45213,1,0,1,1157,1157
"1158",-9627.3,-5.02026,1.26543,0.945946,0.49527,4.00112,0.737972,1.03383,1.47625,1,0,1,1158,1158
"1159",-9534.01,-4.05771,1.28321,0.950909,0.454747,3.23317,0.692367,1.12374,1.46686,1,0,1,1159,1159
"1160",-9555.47,-7.12074,1.28854,0.870004,0.394624,3.02298,0.792473,1.07268,1.44196,1,0,1,1160,1160
"1161",-9497.76,-3.91578,1.30285,0.903896,0.446501,3.67255,0.767058,1.03132,1.45522,1,0,1,1161,1161
"1162",-9525.25,-3.36001,1.3038,0.898591,0.490006,3.5976,0.706142,1.05742,1.46152,1,0,1,1162,1162
"1163",-9508.2,-3.43527,1.29858,0.909902,0.425844,3.13531,0.779691,1.08692,1.49268,1,0,1,1163,1163
"1164",-9510.65,-1.73813,1.28134,0.891745,0.455978,3.01861,0.742321,1.09044,1.46832,1,0,1,1164,1164
"1165",-9536.25,-5.12648,1.28075,1.01047,0.425208,3.33219,0.779095,1.03556,1.44553,1,0,1,1165,1165
"1166",-9536.09,-6.49574,1.30162,1.00858,0.440068,3.27567,0.744502,0.987976,1.45109,1,0,1,1166,1166
"1167",-9623.77,-14.3663,1.31299,0.804385,0.355678,3.60177,0.775527,1.0168,1.47222,1,0,1,1167,1167
"1168",-9515.84,-3.1215,1.27359,0.959034,0.473799,3.48822,0.749292,1.10919,1.47913,1,0,1,1168,1168
"1169",-9521.42,-3.83467,1.28225,0.932334,0.449058,3.83985,0.803703,1.03672,1.48677,1,0,1,1169,1169
"1170",-9496.61,-5.92948,1.254,0.920418,0.536314,3.19511,0.767748,0.99827,1.47742,1,0,1,1170,1170
"1171",-9502.08,-1.95515,1.30048,0.954112,0.44817,3.05907,0.749868,1.02349,1.48506,1,0,1,1171,1171
"1172",-9544.88,-3.86066,1.27703,0.970771,0.513706,3.1419,0.702406,1.10279,1.46013,1,0,1,1172,1172
"1173",-9533.42,-2.18808,1.28395,0.987549,0.430117,3.32115,0.7326,1.08503,1.47593,1,0,1,1173,1173
"1174",-9524.22,-2.73345,1.29262,1.00012,0.478638,2.90691,0.760891,1.02084,1.4703,1,0,1,1174,1174
"1175",-9496.29,-3.27386,1.28726,0.967763,0.509556,3.20222,0.768389,1.11293,1.47715,1,0,1,1175,1175
"1176",-9514.03,-1.15305,1.2826,0.977738,0.43522,3.08077,0.730867,1.0424,1.47411,1,0,1,1176,1176
"1177",-9527.68,-2.93657,1.299,0.964874,0.469547,2.81703,0.711601,1.07714,1.46784,1,0,1,1177,1177
"1178",-9552.29,-3.79184,1.27541,0.97174,0.408802,3.33502,0.704643,1.02549,1.49159,1,0,1,1178,1178
"1179",-9532.13,-2.84915,1.28013,0.842709,0.480987,3.16363,0.777287,1.03599,1.46939,1,0,1,1179,1179
"1180",-9539.23,-5.64855,1.31415,0.909162,0.501404,3.0909,0.671432,1.04585,1.4559,1,0,1,1180,1180
"1181",-9558.83,-6.06847,1.29512,0.836369,0.460218,3.36657,0.830209,1.01422,1.46142,1,0,1,1181,1181
"1182",-9505.53,-0.653899,1.28407,0.914638,0.437606,3.04322,0.764798,1.05414,1.47303,1,0,1,1182,1182
"1183",-9529.08,-3.78659,1.30205,0.955714,0.437574,3.01639,0.814209,1.04954,1.455,1,0,1,1183,1183
"1184",-9556.76,-5.78096,1.30182,0.971564,0.492692,2.97413,0.676448,1.09817,1.45357,1,0,1,1184,1184
"1185",-9608.7,-7.3924,1.28563,0.81815,0.479744,2.83079,0.798713,1.08035,1.49355,1,0,1,1185,1185
"1186",-9510.55,-1.50841,1.28984,0.952023,0.49971,2.93143,0.746462,1.03535,1.48393,1,0,1,1186,1186
"1187",-9528.05,-5.2639,1.27156,0.984186,0.487729,3.23236,0.850382,1.02175,1.49085,1,0,1,1187,1187
"1188",-9531.69,-4.52107,1.275,0.921311,0.440626,2.80101,0.7537,1.02476,1.50246,1,0,1,1188,1188
"1189",-9530.08,-4.7848,1.30069,0.963778,0.380793,3.13669,0.801282,1.04931,1.47273,1,0,1,1189,1189
"1190",-9510.7,-2.69357,1.26395,0.948511,0.416473,3.06101,0.767127,1.06426,1.47645,1,0,1,1190,1190
"1191",-9495.99,-1.73886,1.29234,0.886551,0.458237,3.3239,0.763208,1.08551,1.46781,1,0,1,1191,1191
"1192",-9590.47,-6.00178,1.26745,0.942661,0.445384,3.75977,0.714653,1.05071,1.44233,1,0,1,1192,1192
"1193",-9546.73,-7.03658,1.27265,0.939965,0.360223,3.51181,0.747442,1.09748,1.46999,1,0,1,1193,1193
"1194",-9507.13,-2.62846,1.28706,0.896137,0.486147,3.19634,0.807536,1.0969,1.47326,1,0,1,1194,1194
"1195",-10421.8,-9.01713,1.2855,1.01536,0.472847,4.0462,0.681205,0.998766,1.45897,1,0,1,1195,1195
"1196",-9501.49,-3.07307,1.29081,0.992665,0.510315,3.18223,0.795035,1.06957,1.48742,1,0,1,1196,1196
"1197",-9540.67,-4.10882,1.2946,0.948434,0.519533,2.97461,0.841678,1.02716,1.46834,1,0,1,1197,1197
"1198",-9517.2,-2.87354,1.29887,0.911907,0.467635,3.04952,0.69172,1.08459,1.48676,1,0,1,1198,1198
"1199",-9562.34,-3.0851,1.28268,0.985022,0.539742,3.55276,0.729804,1.0504,1.4716,1,0,1,1199,1199
"1200",-9538.48,-4.48867,1.29561,0.989223,0.38804,3.38605,0.760661,1.02714,1.4643,1,0,1,1200,1200
"1201",-9523.99,-4.38939,1.2683,0.985082,0.545295,3.06514,0.745147,1.02006,1.48664,1,0,1,1201,1201
"1202",-9512.8,-4.07698,1.25649,0.917833,0.542709,3.22289,0.729457,1.04852,1.47573,1,0,1,1202,1202
"1203",-9512.38,-4.22448,1.26725,0.933562,0.435689,3.31545,0.74467,1.07915,1.50278,1,0,1,1203,1203
"1204",-9489.18,-1.05221,1.28749,0.929944,0.487362,3.19542,0.758498,1.02821,1.45934,1,0,1,1204,1204
"1205",-9549.85,-4.08279,1.26288,1.01895,0.460857,3.09388,0.731357,1.06601,1.46224,1,0,1,1205,1205
"1206",-9504.08,-1.66396,1.2844,0.918359,0.52071,3.02188,0.762641,1.0764,1.46816,1,0,1,1206,1206
"1207",-9516.85,-2.95695,1.26619,0.854851,0.45077,3.29767,0.739493,1.04318,1.46816,1,0,1,1207,1207
"1208",-9575.84,-7.31783,1.29365,0.911479,0.40576,3.65437,0.681332,1.00318,1.44806,1,0,1,1208,1208
"1209",-9512.58,-4.58749,1.31049,0.866237,0.496484,3.19929,0.755614,1.0547,1.45402,1,0,1,1209,1209
"1210",-9536.21,-7.66482,1.25961,0.955557,0.457342,2.95793,0.712395,1.05226,1.51503,1,0,1,1210,1210
"1211",-9489.21,-6.53204,1.29191,0.976598,0.522179,3.61755,0.804164,0.978951,1.47195,1,0,1,1211,1211
"1212",-9573.97,-3.85198,1.28324,0.849596,0.473715,2.97511,0.820755,1.04018,1.46778,1,0,1,1212,1212
"1213",-9494.83,-1.39812,1.29579,0.915368,0.457762,3.18286,0.734306,1.02504,1.45985,1,0,1,1213,1213
"1214",-9497.11,-2.51138,1.2809,0.903707,0.453146,3.42747,0.773928,1.06633,1.49677,1,0,1,1214,1214
"1215",-9545.44,-4.97074,1.293,0.971259,0.535001,3.59154,0.731822,1.09558,1.45609,1,0,1,1215,1215
"1216",-9553.31,-4.29278,1.28724,0.876704,0.413364,2.75439,0.746793,1.02485,1.48626,1,0,1,1216,1216
"1217",-9531.53,-2.28436,1.27255,0.961293,0.495365,3.09371,0.702284,1.01503,1.47737,1,0,1,1217,1217
"1218",-9503.23,-3.04485,1.29485,0.982559,0.51093,3.18978,0.763935,1.05774,1.49503,1,0,1,1218,1218
"1219",-9509.33,-2.49215,1.26885,0.89016,0.466219,3.423,0.714498,1.03738,1.45867,1,0,1,1219,1219
"1220",-9529.59,-4.26886,1.27956,0.9132,0.512735,3.22409,0.688718,1.04151,1.44418,1,0,1,1220,1220
"1221",-9513.43,-1.76701,1.27287,0.934388,0.449754,3.58886,0.743577,1.06551,1.46497,1,0,1,1221,1221
"1222",-9545.8,-3.62738,1.29265,0.974854,0.469319,2.78573,0.681828,1.06723,1.48162,1,0,1,1222,1222
"1223",-9511.23,-2.96109,1.26164,0.901773,0.41666,3.07241,0.748173,1.03465,1.47329,1,0,1,1223,1223
"1224",-9541.32,-4.47287,1.29629,0.932099,0.44578,2.68405,0.722956,1.04417,1.45039,1,0,1,1224,1224
