# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = mlba_revision_v9_Frechet_generalized_model
# start_datetime = 2022-09-26 14:09:00 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.001
#     eval_elbo = 100 (Default)
#     output_samples = 2000
# id = 1 (Default)
# data
#   file = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/standata-25d47e126322.json
# init = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/init-1-25d46e5662b.json
# random
#   seed = 1760951269
# output
#   file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/rev_fit_gen_chiffre_1-1.csv
#   diagnostic_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_revision_v9_Frechet_generalized-diagnostic-1.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_revision_v9_Frechet_generalized-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=mlba_revision_v9_Frechet_generalized_model
lp__,log_p__,log_g__,I,m,lam,gamma,beta,stay,alpha,k,tau
# Stepsize adaptation complete.
# eta = 0.1
0,-926.208,-3.29708,1.54162,1.01323,0.185611,2.62213,1.27257,0.889908,1.38211,1,0
0,-923.692,-3.27015,1.49193,0.974396,0.0953639,2.64272,1.23547,1.00314,1.39141,1,0
0,-927.652,-5.33771,1.4899,0.973519,0.100966,2.59675,1.18889,0.805733,1.3929,1,0
0,-922.36,-1.51807,1.50001,0.99042,0.096716,2.63966,1.1314,0.918877,1.35824,1,0
0,-921.417,-3.46241,1.475,1.03846,0.104743,2.57762,1.19609,0.938359,1.36272,1,0
0,-919.629,-2.00337,1.51441,0.967194,0.144296,2.81822,1.29706,0.925354,1.35181,1,0
0,-923.524,-3.22006,1.514,0.962837,0.0917047,2.66015,1.28857,0.99244,1.38887,1,0
0,-926.137,-4.03432,1.53856,1.03401,0.143986,2.58832,1.31011,1.04389,1.36556,1,0
0,-923.123,-4.64546,1.55885,0.94306,0.099837,2.80538,1.35196,0.947258,1.36326,1,0
0,-922.798,-3.60622,1.48846,0.985556,0.150952,2.81576,1.18239,0.865278,1.38613,1,0
0,-920.985,-3.17699,1.48816,0.989553,0.097829,2.62563,1.42223,0.954509,1.36544,1,0
0,-924.748,-2.77773,1.53323,1.02893,0.144006,2.55333,1.2467,0.862045,1.35203,1,0
0,-924.865,-5.33825,1.56001,1.03727,0.0963746,2.5489,1.18825,1.02271,1.37668,1,0
0,-920.834,-1.23834,1.50242,0.992732,0.0932298,2.7285,1.26221,0.947487,1.34497,1,0
0,-922.453,-2.56554,1.55655,1.01917,0.101263,2.70876,1.1147,0.887685,1.35877,1,0
0,-923.204,-4.07159,1.52597,1.04921,0.117745,2.54406,1.30675,0.875339,1.37247,1,0
0,-921.911,-0.697846,1.52633,0.998013,0.144678,2.65957,1.31017,0.907625,1.35685,1,0
0,-923.301,-0.576335,1.53156,0.975327,0.109398,2.63883,1.2195,0.911758,1.35061,1,0
0,-922.025,-3.19749,1.51811,0.962482,0.165862,2.78452,1.29027,1.01185,1.34822,1,0
0,-924.678,-4.02472,1.57404,0.990122,0.0965514,2.63754,1.30455,0.917519,1.39837,1,0
0,-924.203,-4.90247,1.52474,1.01355,0.0767953,2.81499,1.4011,0.910982,1.34807,1,0
0,-924.461,-0.927269,1.52426,0.967315,0.146544,2.64026,1.21053,0.946469,1.34597,1,0
0,-919.723,-1.60577,1.52364,0.985701,0.16562,2.78289,1.20161,0.945676,1.34602,1,0
0,-921.226,-3.86957,1.46295,0.984671,0.140128,2.76054,1.32174,0.900406,1.31672,1,0
0,-925.639,-3.2869,1.51221,1.0361,0.182578,2.65295,1.32587,0.922928,1.33767,1,0
0,-921.006,-3.17965,1.49644,0.975873,0.179496,2.75996,1.16638,0.93375,1.32125,1,0
0,-931.667,-2.87218,1.55772,0.969817,0.10884,2.5464,1.23811,0.924371,1.3258,1,0
0,-920.401,-1.87396,1.47374,0.986029,0.121948,2.70271,1.29495,0.889365,1.33737,1,0
0,-941.967,-6.75477,1.54973,1.00359,0.183396,2.46895,1.34498,0.888522,1.31584,1,0
0,-922.786,-0.782675,1.53687,0.993183,0.111017,2.64426,1.26466,0.91736,1.32923,1,0
0,-927.193,-2.54014,1.56908,0.985616,0.126175,2.61141,1.13391,0.88562,1.3678,1,0
0,-939.212,-5.18946,1.48266,1.05014,0.110101,2.80408,1.18055,0.966654,1.39221,1,0
0,-921.29,-0.601654,1.54209,0.9797,0.128862,2.71566,1.25165,0.951548,1.35957,1,0
0,-922.745,-1.80689,1.51641,0.956694,0.108626,2.68947,1.26002,0.945969,1.38208,1,0
0,-924.452,-3.22719,1.55478,1.04021,0.147973,2.64248,1.29508,0.863248,1.34595,1,0
0,-921.94,-2.77339,1.54103,0.975688,0.134555,2.82824,1.18349,0.905612,1.31775,1,0
0,-930.645,-4.09982,1.55668,0.941967,0.0876561,2.62043,1.17351,0.951646,1.35417,1,0
0,-925.09,-9.73956,1.57274,0.936553,0.125669,2.88447,1.49779,1.00853,1.35269,1,0
0,-922.845,-5.19918,1.49624,1.00641,0.104309,2.67657,1.52354,1.00879,1.36337,1,0
0,-931.24,-3.61339,1.5667,0.969374,0.114909,2.63099,1.21596,1.00901,1.31372,1,0
0,-923.135,-1.99333,1.51228,0.96415,0.140305,2.67082,1.17971,0.99238,1.37979,1,0
0,-921.787,-0.929201,1.5184,0.996774,0.14392,2.67039,1.33261,0.96488,1.35431,1,0
0,-920.221,-1.35281,1.52529,1.00713,0.0995066,2.70107,1.33052,0.889336,1.34557,1,0
0,-923.343,-2.20684,1.52916,0.997416,0.167787,2.72439,1.30834,0.881822,1.32589,1,0
0,-919.977,-0.640091,1.51469,1.01778,0.131022,2.66687,1.18055,0.915291,1.34279,1,0
0,-923.477,-4.45079,1.52415,1.05849,0.113442,2.60449,1.268,1.01848,1.32814,1,0
0,-923.263,-4.20805,1.5644,0.992706,0.0752705,2.68249,1.31872,0.981324,1.35398,1,0
0,-923.796,-0.967518,1.55003,0.990843,0.12739,2.66652,1.23838,0.967208,1.33229,1,0
0,-920.76,-1.36282,1.48053,0.998046,0.114455,2.62981,1.20318,0.935643,1.33504,1,0
0,-925.768,-6.6314,1.49237,0.986481,0.104907,2.65014,1.31252,0.824038,1.2812,1,0
0,-924.86,-3.54388,1.50356,0.929272,0.125753,2.72989,1.25761,0.907175,1.32994,1,0
0,-929.741,-5.34107,1.51445,0.989062,0.0809637,2.82114,1.04641,0.877483,1.35282,1,0
0,-924.12,-4.71739,1.51892,0.95033,0.095057,2.81036,1.27638,1.01135,1.38652,1,0
0,-928.357,-3.99201,1.49748,0.973114,0.107493,2.51003,1.10142,0.953017,1.32901,1,0
0,-921.686,-2.81718,1.48587,1.01336,0.146045,2.6373,1.14961,0.91185,1.39172,1,0
0,-920.107,-8.96391,1.5699,0.951031,0.126762,2.49994,1.35035,1.01616,1.41497,1,0
0,-925.469,-1.98296,1.5226,0.975875,0.0992701,2.54984,1.24203,0.970267,1.35334,1,0
0,-928.519,-5.24448,1.48775,0.965236,0.183139,2.63398,1.35589,0.83103,1.36922,1,0
0,-924.375,-2.05738,1.51077,0.996116,0.129703,2.54799,1.15844,0.875562,1.36785,1,0
0,-921.447,-3.05625,1.52027,0.976568,0.125724,2.86603,1.26391,1.01177,1.35442,1,0
0,-925.881,-6.65274,1.57815,1.03588,0.0879125,2.73914,1.14154,0.834886,1.3215,1,0
0,-925.052,-5.29076,1.52479,1.01794,0.104724,2.57772,1.3562,1.07211,1.38416,1,0
0,-923.522,-3.6904,1.50348,0.940595,0.17206,2.7511,1.23735,0.898311,1.33772,1,0
0,-936.001,-6.63619,1.57932,1.02664,0.163184,2.55777,1.2897,0.849206,1.3097,1,0
0,-920.491,-2.3317,1.52384,0.971285,0.130236,2.8578,1.23017,0.955642,1.33845,1,0
0,-923.388,-3.70572,1.4986,0.957299,0.127632,2.72773,1.2941,0.826916,1.38089,1,0
0,-926.3,-4.28132,1.53494,0.938381,0.0889138,2.73962,1.19945,0.998231,1.36723,1,0
0,-923.106,-4.79699,1.46777,1.04504,0.158335,2.63897,1.21649,0.966201,1.3837,1,0
0,-922.902,-4.50537,1.56446,1.03619,0.0836445,2.70262,1.31217,0.927188,1.32514,1,0
0,-921.701,-1.17825,1.52244,0.994129,0.105105,2.76192,1.13954,0.917448,1.3423,1,0
0,-923.218,-3.2197,1.52783,0.958111,0.168816,2.76488,1.20065,1.00906,1.33972,1,0
0,-926.167,-4.9195,1.51054,0.993111,0.0855633,2.60575,1.1581,0.812296,1.38375,1,0
0,-920.173,-1.20642,1.49017,0.9977,0.108277,2.65721,1.30182,0.922294,1.33417,1,0
0,-923.418,-2.9811,1.54178,1.02307,0.124732,2.69965,1.26206,1.05247,1.33416,1,0
0,-922.648,-1.15694,1.52476,0.974093,0.126109,2.66186,1.21274,0.998076,1.36976,1,0
0,-920.04,-1.49395,1.50371,1.01352,0.171178,2.70084,1.21962,0.928456,1.35047,1,0
0,-921.516,-1.37299,1.52602,0.986243,0.163767,2.72992,1.22508,0.898815,1.3329,1,0
0,-932.523,-4.78988,1.52508,0.950197,0.101015,2.57799,1.20325,0.985141,1.29966,1,0
0,-923.108,-1.38314,1.52542,0.977589,0.118495,2.64706,1.32275,0.861104,1.34647,1,0
0,-927.871,-5.55004,1.47901,0.988305,0.104947,2.44299,1.16713,0.881403,1.33993,1,0
0,-920.482,-1.71542,1.50707,1.01596,0.132953,2.77055,1.204,0.879215,1.32877,1,0
0,-928.64,-2.53125,1.52867,0.98414,0.178178,2.58249,1.30818,0.906122,1.36602,1,0
0,-922.244,-4.27452,1.5364,0.991861,0.110731,2.78758,1.38336,0.816044,1.37081,1,0
0,-926.814,-2.56694,1.5609,0.977597,0.129368,2.62348,1.09447,0.936967,1.37094,1,0
0,-924.446,-1.10327,1.51629,0.973811,0.154285,2.63166,1.28687,0.924971,1.34362,1,0
0,-928.804,-3.59747,1.55986,0.99136,0.146437,2.67709,1.21379,0.896534,1.29606,1,0
0,-922.532,-3.10468,1.52293,1.03067,0.110234,2.74068,1.08378,0.931383,1.32133,1,0
0,-920.762,-2.92567,1.52272,0.972644,0.146188,2.83626,1.24354,0.901163,1.31723,1,0
0,-921.633,-2.14023,1.48744,0.985464,0.121147,2.63206,1.36276,0.919258,1.37879,1,0
0,-922.588,-2.79839,1.52139,1.01856,0.13333,2.58416,1.14737,0.910357,1.39588,1,0
0,-926.001,-8.55582,1.56401,1.01682,0.0967854,2.63219,1.60285,0.982012,1.38266,1,0
0,-926.141,-2.63158,1.53343,0.9591,0.141906,2.71102,1.22291,0.953713,1.30785,1,0
0,-926.77,-3.09506,1.55315,0.963542,0.101226,2.70958,1.24215,0.906308,1.30801,1,0
0,-925.675,-3.12502,1.55151,0.979053,0.0942061,2.58724,1.26932,0.889391,1.38778,1,0
0,-924.018,-5.30025,1.49731,0.947279,0.119754,2.81102,1.26354,1.04345,1.38754,1,0
0,-920.965,-1.75201,1.52693,0.996133,0.115987,2.81024,1.2307,0.896038,1.3237,1,0
0,-921.881,-6.18167,1.53125,0.956394,0.116899,2.86846,1.43072,0.939262,1.39707,1,0
0,-920.933,-1.999,1.50252,1.00277,0.154886,2.78062,1.33905,0.9286,1.36479,1,0
0,-931.14,-7.67456,1.50293,1.01259,0.106479,2.78022,1.20164,1.12236,1.40652,1,0
0,-922.322,-2.40594,1.56925,0.990911,0.156196,2.75523,1.16464,0.941667,1.35827,1,0
0,-921.079,-2.65201,1.48577,1.01976,0.1459,2.62225,1.16774,0.856757,1.34126,1,0
0,-924.758,-4.96503,1.53035,1.01156,0.135619,2.67015,1.26435,0.782093,1.38892,1,0
0,-927.426,-3.57837,1.50254,0.955032,0.098244,2.61207,1.1045,0.895633,1.37999,1,0
0,-924.189,-3.14373,1.51422,0.991866,0.124972,2.64958,1.17283,0.831121,1.39634,1,0
0,-922.654,-4.20984,1.54556,1.04546,0.141142,2.67608,1.204,0.842111,1.38707,1,0
0,-927.065,-3.42449,1.50615,0.986221,0.16579,2.64764,1.37632,1.03177,1.34615,1,0
0,-922.628,-5.00203,1.5515,1.0113,0.152268,2.86546,1.15445,1.00395,1.3166,1,0
0,-929.331,-2.30465,1.53633,0.967122,0.131048,2.6014,1.26425,0.93229,1.31079,1,0
0,-924.249,-4.8656,1.50599,0.954104,0.0987041,2.70032,1.36869,0.824358,1.38063,1,0
0,-926.487,-3.43652,1.57417,0.972549,0.0855647,2.63503,1.25999,0.919089,1.36482,1,0
0,-922.565,-1.79044,1.5276,1.00155,0.0938343,2.66633,1.13137,0.893508,1.33366,1,0
0,-926.112,-5.77235,1.53703,1.02389,0.123281,2.74906,1.54676,0.959867,1.3804,1,0
0,-922.981,-3.03638,1.57122,0.98166,0.104826,2.73696,1.29077,0.878909,1.38076,1,0
0,-931.403,-6.68702,1.56373,1.00147,0.106152,2.49265,1.10715,1.06045,1.36813,1,0
0,-922.865,-3.23736,1.53626,1.00223,0.114967,2.67482,1.48976,0.961189,1.35571,1,0
0,-926.584,-5.74646,1.53165,0.936047,0.11387,2.68098,1.32057,0.984461,1.41302,1,0
0,-924.677,-3.32047,1.54349,0.980978,0.111487,2.63809,1.27547,0.869541,1.40674,1,0
0,-922.927,-2.24938,1.48309,1.0004,0.106289,2.67559,1.12092,0.952988,1.37733,1,0
0,-920.212,-1.01279,1.49316,0.998343,0.124849,2.67362,1.2855,0.891857,1.33394,1,0
0,-922.013,-2.27734,1.51651,1.01692,0.113283,2.63985,1.091,0.902164,1.3794,1,0
0,-922.688,-2.56479,1.50253,1.00841,0.0992157,2.54217,1.28041,0.899067,1.33066,1,0
0,-928.075,-3.4096,1.54033,1.02544,0.161641,2.53391,1.22509,0.887397,1.33283,1,0
0,-920.905,-1.62025,1.51264,1.01133,0.125302,2.74886,1.18425,0.848583,1.34692,1,0
0,-923.187,-1.56248,1.53314,1.00847,0.117294,2.60637,1.1153,0.940037,1.3344,1,0
0,-923.874,-3.92033,1.58882,1.01989,0.113282,2.70272,1.22598,0.861356,1.37162,1,0
0,-922.203,-1.86057,1.54539,1.01498,0.114932,2.70551,1.14781,0.908641,1.32023,1,0
0,-927.539,-5.64713,1.56316,0.954475,0.154133,2.75579,1.02838,0.921088,1.3749,1,0
0,-927.88,-5.37873,1.52066,1.03696,0.153794,2.48145,1.30157,0.88183,1.38208,1,0
0,-928.204,-4.3496,1.51516,1.02342,0.0878705,2.7825,1.08973,0.992429,1.3743,1,0
0,-920.103,-1.5985,1.53795,0.993121,0.131084,2.78407,1.34231,0.904772,1.36417,1,0
0,-932.963,-4.20608,1.49685,1.0074,0.110372,2.91638,1.32481,0.941933,1.33676,1,0
0,-922.282,-2.02753,1.51274,1.01505,0.0978365,2.72387,1.2032,0.849053,1.35932,1,0
0,-924.951,-2.39501,1.56934,0.995168,0.149523,2.72767,1.31645,0.946545,1.33331,1,0
0,-926.788,-3.75989,1.5534,0.994702,0.147165,2.68844,1.39217,1.04153,1.3627,1,0
0,-925.552,-5.04569,1.52849,0.996968,0.0823416,2.51032,1.35353,1.00838,1.35087,1,0
0,-923.22,-4.48879,1.539,0.972415,0.124215,2.84082,1.19622,0.988018,1.40611,1,0
0,-924.656,-1.88976,1.51834,0.983786,0.117023,2.62407,1.26443,0.890643,1.30934,1,0
0,-921.388,-1.40624,1.49558,0.980162,0.0920858,2.67763,1.24017,0.935128,1.34136,1,0
0,-920.654,-1.29532,1.53467,1.00465,0.107258,2.71273,1.27105,0.981451,1.37529,1,0
0,-926.266,-4.06045,1.49875,1.01383,0.0805304,2.7391,1.26662,0.959673,1.3952,1,0
0,-923.529,-3.88155,1.55654,0.977544,0.0779873,2.71755,1.32474,0.965421,1.3338,1,0
0,-925.284,-3.58402,1.5664,0.986564,0.156676,2.68292,1.06547,0.928663,1.37184,1,0
0,-926.409,-2.55049,1.52639,0.961548,0.10058,2.62457,1.20628,0.841194,1.35891,1,0
0,-922.377,-2.54039,1.54525,1.02641,0.10831,2.64486,1.23272,1.02699,1.36176,1,0
0,-922.675,-5.30982,1.53833,0.992557,0.151913,2.87002,1.27351,0.869282,1.2988,1,0
0,-921.003,-1.77963,1.49628,1.00737,0.147094,2.72759,1.31884,0.953256,1.37665,1,0
0,-921.379,-1.79997,1.53666,1.02701,0.165125,2.70227,1.25733,0.938332,1.36063,1,0
0,-921.666,-4.00813,1.56999,0.993573,0.13599,2.86488,1.15557,0.974857,1.3665,1,0
0,-924.695,-2.36556,1.49758,0.957906,0.140073,2.64092,1.1484,0.997033,1.34708,1,0
0,-921.007,-1.91821,1.547,1.02793,0.107683,2.70629,1.32497,0.903745,1.34155,1,0
0,-920.63,-1.22886,1.50935,1.01897,0.127202,2.65881,1.32533,0.906142,1.36922,1,0
0,-924.072,-4.47058,1.46911,0.999247,0.149667,2.70066,1.22623,0.937802,1.41265,1,0
0,-920.839,-3.58503,1.53301,1.03862,0.183475,2.73129,1.19039,0.95575,1.37483,1,0
0,-922.987,-2.94214,1.57241,1.0039,0.0908795,2.66355,1.31609,0.904669,1.36167,1,0
0,-922.949,-1.33141,1.54173,0.984334,0.108592,2.65125,1.2088,0.899986,1.38274,1,0
0,-930.402,-7.5995,1.55343,1.0258,0.108725,2.5833,1.54038,1.00764,1.31665,1,0
0,-922.311,-3.49163,1.54505,1.0573,0.117579,2.70642,1.27501,0.866728,1.34775,1,0
0,-923,-2.24982,1.51291,1.02733,0.177804,2.6586,1.27858,0.924767,1.34327,1,0
0,-924.758,-2.86201,1.52645,1.00898,0.158896,2.61144,1.32354,0.948928,1.39484,1,0
0,-925.371,-4.10874,1.54081,0.932146,0.134565,2.805,1.16259,0.900652,1.34427,1,0
0,-920.946,-1.69711,1.50335,1.00058,0.170676,2.67194,1.1727,0.88614,1.3469,1,0
0,-927.446,-5.8057,1.46391,0.926751,0.143494,2.63043,1.25333,0.899184,1.37699,1,0
0,-921.961,-1.56461,1.55093,0.999698,0.0897382,2.6722,1.22589,0.93066,1.35792,1,0
0,-921.876,-2.40871,1.5126,0.965277,0.117823,2.73957,1.30544,0.866083,1.38462,1,0
0,-927.392,-2.64945,1.53073,0.952086,0.136196,2.64804,1.14495,1.01143,1.34633,1,0
0,-928.84,-6.27962,1.50777,1.00179,0.119696,2.82942,1.14682,1.09872,1.39079,1,0
0,-934.866,-6.35751,1.53502,0.969027,0.133519,2.5405,1.00521,0.944413,1.30856,1,0
0,-922.502,-1.43802,1.53169,0.970308,0.118791,2.69704,1.21884,1.0035,1.37059,1,0
0,-921.877,-2.08815,1.5606,0.997827,0.118812,2.74689,1.24979,0.853791,1.36222,1,0
0,-927.084,-3.38352,1.53198,1.01427,0.123502,2.57565,1.23918,0.941715,1.29586,1,0
0,-921.858,-2.48773,1.48846,1.00636,0.120382,2.60213,1.36011,0.884896,1.37443,1,0
0,-927.533,-2.69395,1.54758,0.994056,0.113641,2.57433,1.14893,0.850883,1.3331,1,0
0,-925.792,-5.44808,1.53862,1.01941,0.109599,2.77125,1.20854,1.07227,1.30391,1,0
0,-926.593,-3.59209,1.53703,0.949769,0.172039,2.68948,1.1059,0.94867,1.36638,1,0
0,-924.394,-4.14563,1.53207,0.941741,0.134776,2.80378,1.20946,0.840966,1.33832,1,0
0,-923.524,-4.20515,1.56901,1.02105,0.0806239,2.69329,1.14892,0.898025,1.36788,1,0
0,-924.656,-2.03782,1.49494,0.963119,0.115998,2.61374,1.16645,0.982187,1.33662,1,0
0,-920.811,-2.68127,1.53014,0.999871,0.179821,2.78948,1.21325,0.961128,1.32934,1,0
0,-923.796,-1.33049,1.53321,0.985543,0.0972862,2.59332,1.22956,0.896243,1.35676,1,0
0,-921.833,-2.80503,1.51987,1.00305,0.101352,2.64462,1.41935,0.994069,1.33851,1,0
0,-921.268,-2.85886,1.52541,1.05198,0.129904,2.64083,1.20726,0.903957,1.38015,1,0
0,-922.252,-1.61222,1.49084,0.970342,0.10647,2.75257,1.18853,0.895552,1.34907,1,0
0,-925.138,-2.23346,1.51125,0.96661,0.122303,2.61928,1.35643,0.908366,1.32118,1,0
0,-921.268,-1.3229,1.48857,0.994984,0.105746,2.63489,1.21655,0.941431,1.37418,1,0
0,-923.011,-1.72285,1.51042,0.973693,0.14388,2.68988,1.2028,0.990437,1.32236,1,0
0,-921.948,-4.66126,1.55258,1.03865,0.152702,2.81836,1.13936,1.00138,1.36924,1,0
0,-929.15,-6.8093,1.54065,0.970884,0.0855122,2.74387,1.15751,1.06641,1.29915,1,0
0,-923.077,-4.77395,1.52305,0.975813,0.0674379,2.76784,1.31803,0.951009,1.34412,1,0
0,-927.692,-5.32166,1.51314,0.918683,0.0918398,2.70869,1.24343,0.985252,1.364,1,0
0,-922.885,-2.62502,1.49024,0.976894,0.144223,2.65784,1.28234,0.831817,1.36093,1,0
0,-922.48,-3.41579,1.48492,0.994332,0.100832,2.62264,1.27339,0.833571,1.32345,1,0
0,-922.022,-1.10947,1.4994,0.988107,0.133669,2.63553,1.26116,0.888872,1.32891,1,0
0,-919.892,-1.57484,1.52048,0.992157,0.118176,2.7931,1.36111,0.93786,1.35724,1,0
0,-925.284,-3.62905,1.51852,1.01601,0.188742,2.77978,1.36951,0.913104,1.34536,1,0
0,-924.716,-1.76803,1.54627,0.989169,0.116579,2.57975,1.20147,0.95479,1.38111,1,0
0,-925.515,-3.55443,1.53594,0.967572,0.10062,2.62802,1.25266,0.898453,1.4087,1,0
0,-919.902,-0.900827,1.52374,0.991756,0.143053,2.74506,1.26003,0.901031,1.37156,1,0
0,-924.478,-2.72944,1.52255,0.999013,0.117756,2.59437,1.1591,0.82694,1.37307,1,0
0,-925.353,-3.27457,1.52891,0.984796,0.125742,2.61262,1.13916,1.05512,1.37744,1,0
0,-929.5,-3.92554,1.45829,0.99521,0.12859,2.83482,1.21006,0.892769,1.36717,1,0
0,-922.555,-1.12431,1.49459,0.96789,0.11798,2.6249,1.25342,0.950502,1.3457,1,0
0,-924.125,-2.72272,1.50576,0.997785,0.151733,2.59481,1.19996,0.828214,1.36247,1,0
0,-927.323,-6.65915,1.52231,1.0471,0.114703,2.53177,1.27254,1.09031,1.33236,1,0
0,-921.19,-1.7755,1.53289,1.0152,0.115018,2.74832,1.27372,0.968354,1.31927,1,0
0,-923.146,-2.7786,1.54672,0.999163,0.108029,2.6947,1.15051,0.908217,1.40256,1,0
0,-923.846,-3.80548,1.48924,0.996665,0.124847,2.60188,1.2907,0.924991,1.41427,1,0
0,-927.096,-3.00796,1.50542,0.942735,0.104151,2.62943,1.23143,0.94935,1.32178,1,0
0,-925.012,-3.73925,1.49356,0.960613,0.147092,2.66124,1.2276,0.815781,1.37092,1,0
0,-920.267,-1.67896,1.51254,0.999117,0.136731,2.7847,1.32206,0.944351,1.32663,1,0
0,-923.887,-4.52247,1.54831,1.01975,0.106552,2.67878,1.28216,0.814528,1.39391,1,0
0,-924.916,-5.20325,1.55364,0.935391,0.119329,2.84616,1.19982,0.883567,1.37717,1,0
0,-927.793,-7.01723,1.52663,1.03778,0.104851,2.71782,1.29159,0.820768,1.42238,1,0
0,-927.015,-2.41476,1.55167,0.991737,0.138896,2.64964,1.15917,0.958136,1.30965,1,0
0,-930.144,-4.28413,1.4914,0.992521,0.0933366,2.8092,1.08604,0.982177,1.37859,1,0
0,-933.416,-4.28551,1.53217,0.965394,0.182864,2.60478,1.41341,0.966825,1.36476,1,0
0,-921.341,-2.39028,1.50592,1.03111,0.12037,2.59189,1.21323,0.929037,1.38773,1,0
0,-922.81,-2.07801,1.51928,0.98983,0.153808,2.69144,1.346,0.993112,1.37558,1,0
0,-926.433,-5.54145,1.55918,0.984371,0.124822,2.78028,1.04714,1.0493,1.33118,1,0
0,-923.492,-1.06191,1.52628,0.962113,0.113058,2.67345,1.2117,0.891394,1.36343,1,0
0,-924.185,-6.15145,1.559,0.938979,0.0889157,2.81792,1.37914,0.890439,1.34885,1,0
0,-926.674,-2.10989,1.56589,0.975857,0.117095,2.62497,1.26433,0.872177,1.36199,1,0
0,-922.916,-2.92315,1.55895,1.03935,0.12435,2.59465,1.2081,0.958558,1.37145,1,0
0,-927.604,-5.83175,1.49707,0.96825,0.112426,2.68563,1.12751,1.01682,1.28435,1,0
0,-925.746,-3.47574,1.5312,0.946627,0.119527,2.72233,1.24385,0.821353,1.35205,1,0
0,-922.54,-8.113,1.53826,0.964399,0.167121,2.96498,1.23682,0.825363,1.37695,1,0
0,-922.314,-2.19617,1.48324,0.971219,0.126423,2.72412,1.2099,0.905082,1.38715,1,0
0,-941.035,-6.84855,1.56119,0.917388,0.138106,2.60231,1.1464,0.965205,1.31583,1,0
0,-920.51,-0.756111,1.50608,1.0048,0.115175,2.65354,1.263,0.956212,1.33107,1,0
0,-928.936,-2.91351,1.52716,0.975654,0.19424,2.63241,1.26606,0.885579,1.33652,1,0
0,-924.878,-3.38399,1.55541,1.0099,0.0845808,2.55942,1.20163,0.892326,1.35304,1,0
0,-920.583,-2.68637,1.48352,0.979129,0.173176,2.72698,1.19725,0.978031,1.36605,1,0
0,-921.484,-2.29767,1.50669,1.02266,0.108597,2.71118,1.24726,0.987618,1.31543,1,0
0,-922.548,-1.55429,1.48727,0.975698,0.11826,2.64481,1.14266,0.935572,1.3345,1,0
0,-922.945,-5.29899,1.48521,0.998052,0.160916,2.79504,1.34508,0.84953,1.3059,1,0
0,-926.906,-5.09229,1.57779,1.02127,0.0929555,2.59455,1.38671,0.939719,1.32514,1,0
0,-926.954,-7.57838,1.56033,1.01122,0.179631,2.82741,1.24594,1.11115,1.3481,1,0
0,-921.494,-1.911,1.53454,1.02785,0.100423,2.62416,1.14411,0.913965,1.3451,1,0
0,-925.788,-3.43657,1.5086,0.970279,0.096024,2.57606,1.15211,0.97719,1.39059,1,0
0,-927.697,-4.32563,1.57831,1.01941,0.166991,2.58239,1.17331,0.959557,1.37464,1,0
0,-924.304,-1.97693,1.53225,0.999141,0.117819,2.55006,1.29696,0.973208,1.37285,1,0
0,-929.343,-3.17948,1.54238,0.994627,0.150368,2.59658,1.44854,0.913847,1.35389,1,0
0,-922.71,-4.58638,1.51794,0.982796,0.113697,2.70198,1.52267,0.858187,1.33875,1,0
0,-923.915,-3.22167,1.49201,1.01419,0.121046,2.80871,1.24233,0.83617,1.33415,1,0
0,-925.087,-3.87811,1.49578,0.960888,0.159688,2.67067,1.05435,0.915284,1.37291,1,0
0,-924.401,-4.45153,1.52886,1.01642,0.10258,2.68561,1.08336,1.07174,1.35163,1,0
0,-925.015,-4.70112,1.49613,1.00506,0.0678243,2.74174,1.27478,0.878906,1.34597,1,0
0,-921.701,-2.55232,1.55789,1.02138,0.105104,2.69829,1.22522,0.967439,1.38654,1,0
0,-924.721,-7.21631,1.58475,0.960396,0.102772,2.91238,1.30108,0.996351,1.33378,1,0
0,-933.998,-4.99226,1.5925,0.975565,0.1039,2.51844,1.26697,0.945924,1.35957,1,0
0,-921.992,-2.10334,1.51539,1.0181,0.111562,2.73752,1.12206,1.00485,1.34732,1,0
0,-921.811,-2.31451,1.45882,1.00222,0.114491,2.70001,1.23991,0.939619,1.34747,1,0
0,-929.636,-6.44093,1.50538,0.924114,0.082456,2.65116,1.28281,0.840246,1.34779,1,0
0,-928.642,-3.7683,1.57912,0.970629,0.0927288,2.62363,1.32957,0.917713,1.33794,1,0
0,-924.885,-3.90055,1.53788,0.99683,0.132116,2.59547,1.26166,0.984331,1.41529,1,0
