# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = mlba_revision_v9_Frechet_generalized_model
# start_datetime = 2022-09-26 14:09:00 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.001
#     eval_elbo = 100 (Default)
#     output_samples = 2000
# id = 1 (Default)
# data
#   file = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/standata-25d47e126322.json
# init = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/init-1-25d46e5662b.json
# random
#   seed = 1760951269
# output
#   file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/rev_fit_gen_chiffre_1-1.csv
#   diagnostic_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_revision_v9_Frechet_generalized-diagnostic-1.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_revision_v9_Frechet_generalized-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=mlba_revision_v9_Frechet_generalized_model
lp__,log_p__,log_g__,I,m,lam,gamma,beta,stay,alpha,k,tau
# Stepsize adaptation complete.
# eta = 0.1
0,-921.714,-2.50514,1.50117,0.979966,0.107012,2.72724,1.30279,1.02985,1.33179,1,0
0,-920.193,-0.484177,1.52204,0.992095,0.120277,2.73363,1.24534,0.90839,1.33363,1,0
0,-920.142,-2.11171,1.53032,0.97889,0.114737,2.81502,1.34577,0.96846,1.35007,1,0
0,-921.652,-3.2177,1.52088,0.949014,0.151695,2.8174,1.19374,0.881254,1.35762,1,0
0,-921.567,-1.89318,1.50308,1.0257,0.13503,2.72524,1.34393,0.954517,1.36818,1,0
0,-924.234,-3.60437,1.54904,1.02702,0.105937,2.85505,1.19696,0.91699,1.32625,1,0
0,-925.486,-5.34841,1.50675,1.02855,0.0905598,2.70315,1.00854,0.875405,1.34536,1,0
0,-922.759,-1.23419,1.53962,0.991149,0.142113,2.70494,1.18502,0.906568,1.3225,1,0
0,-920.38,-1.35687,1.54063,1.02477,0.139215,2.71218,1.2233,0.884843,1.36046,1,0
0,-943.658,-13.0639,1.53556,1.01568,0.0734933,2.87525,1.16571,1.12876,1.41779,1,0
0,-920.806,-1.14018,1.51553,1.02216,0.111143,2.60248,1.22404,0.898695,1.34823,1,0
0,-923.771,-6.31333,1.49614,0.966906,0.0963767,2.67573,1.46523,0.915523,1.41201,1,0
0,-925.827,-6.26398,1.51859,1.0244,0.104,2.49579,1.06903,0.8629,1.39014,1,0
0,-923.699,-2.30621,1.50701,1.00685,0.112153,2.76531,1.13131,0.957294,1.38817,1,0
0,-924.696,-2.35755,1.52529,0.990409,0.118246,2.57589,1.14456,0.889344,1.38982,1,0
0,-924.173,-3.30623,1.50436,0.974893,0.0914749,2.71607,1.18604,1.03599,1.37572,1,0
0,-924.92,-2.72908,1.46991,0.983496,0.109039,2.8161,1.24148,0.933906,1.34623,1,0
0,-922.515,-2.87427,1.47407,0.986739,0.128565,2.62999,1.13683,0.99299,1.32712,1,0
0,-921.306,-1.85003,1.5006,1.01655,0.131613,2.69881,1.37316,0.969548,1.34143,1,0
0,-923.932,-2.00482,1.51144,0.947665,0.134181,2.69324,1.29178,0.9231,1.33152,1,0
0,-924.011,-3.13824,1.47305,0.974268,0.111005,2.61486,1.09967,0.951081,1.33421,1,0
0,-925.698,-1.99099,1.56482,1.00249,0.16207,2.65274,1.27266,0.914169,1.35511,1,0
0,-929.099,-3.95231,1.5948,0.99351,0.133547,2.69913,1.28715,0.912014,1.31833,1,0
0,-921.102,-2.86028,1.54287,0.991666,0.104642,2.73858,1.43477,0.974335,1.35099,1,0
0,-920.691,-1.4941,1.49298,1.01216,0.127274,2.75755,1.30637,0.889793,1.34995,1,0
0,-924.543,-4.99326,1.54219,1.0525,0.203893,2.7101,1.22995,0.935289,1.33942,1,0
0,-920.768,-2.4884,1.54836,0.967313,0.155432,2.81498,1.22744,0.942657,1.36043,1,0
0,-921.39,-2.15372,1.48649,1.00063,0.143132,2.71849,1.38309,0.950485,1.3439,1,0
0,-922.179,-2.19251,1.50321,0.98781,0.125149,2.63249,1.33437,0.96609,1.39244,1,0
0,-927.624,-6.21507,1.52641,0.983726,0.176555,2.72731,1.34958,1.07236,1.39889,1,0
0,-923.33,-4.52873,1.49739,1.01662,0.213041,2.6622,1.19745,0.8565,1.36206,1,0
0,-922.27,-1.83728,1.52188,0.986028,0.118406,2.67769,1.17219,0.997637,1.38905,1,0
0,-923.323,-3.05858,1.57327,1.02385,0.106726,2.63411,1.14953,0.94921,1.37169,1,0
0,-932.175,-7.72171,1.54611,0.996072,0.240869,2.78702,1.27445,0.929507,1.29775,1,0
0,-928.937,-6.45585,1.47653,0.963284,0.0854078,2.56037,1.10886,0.924044,1.40106,1,0
0,-924.703,-3.38076,1.48633,1.0327,0.0904339,2.68366,1.11967,0.922305,1.36569,1,0
0,-921.732,-2.33144,1.49766,1.00933,0.126216,2.68717,1.32759,0.866778,1.38646,1,0
0,-927.991,-4.12141,1.49439,1.00279,0.180487,2.61029,1.37905,0.94421,1.38772,1,0
0,-928.825,-3.02297,1.55202,0.978923,0.180074,2.663,1.31199,0.866122,1.34721,1,0
0,-929.13,-3.73169,1.57456,1.01024,0.165192,2.57671,1.16757,0.882879,1.35507,1,0
0,-923.299,-2.4327,1.51677,1.01732,0.167303,2.57843,1.15064,0.894025,1.35168,1,0
0,-925.213,-4.88587,1.56095,1.03549,0.161317,2.61323,1.1967,1.02253,1.38513,1,0
0,-922.605,-3.75071,1.4734,0.966058,0.127776,2.74007,1.30545,0.988202,1.39048,1,0
0,-921.243,-3.44384,1.52663,1.04263,0.165698,2.74363,1.20072,0.902063,1.32016,1,0
0,-920.45,-1.88934,1.49501,1.00126,0.175512,2.7146,1.2456,0.936656,1.36732,1,0
0,-923.798,-3.5458,1.5571,0.999505,0.0794208,2.69413,1.13208,0.973917,1.36043,1,0
0,-922.768,-2.3984,1.49699,1.02676,0.151344,2.60277,1.31752,0.952418,1.36821,1,0
0,-921.993,-1.27548,1.4881,0.98746,0.121053,2.58808,1.21058,0.954153,1.35857,1,0
0,-924.494,-3.8117,1.52176,1.01862,0.115396,2.80507,1.15661,1.05798,1.33808,1,0
0,-922.546,-4.26128,1.50626,0.9436,0.0955393,2.74959,1.38034,0.89782,1.32874,1,0
0,-920.203,-3.32499,1.50026,1.00863,0.185758,2.71943,1.13638,0.994614,1.36635,1,0
0,-923.365,-3.25124,1.50327,0.983914,0.160102,2.67904,1.08193,0.844972,1.35339,1,0
0,-922.943,-0.839608,1.52416,0.965778,0.136931,2.67395,1.27175,0.897938,1.35198,1,0
0,-922.161,-1.91551,1.52817,0.989518,0.166582,2.69665,1.25604,0.986219,1.37813,1,0
0,-930.945,-3.08049,1.52759,0.975547,0.130754,2.49678,1.15426,0.886693,1.34009,1,0
0,-920.89,-3.64402,1.55836,1.03915,0.156677,2.77924,1.18458,0.930487,1.3754,1,0
0,-926.58,-5.08978,1.49204,0.937411,0.123034,2.63279,1.42226,0.86937,1.33393,1,0
0,-924.626,-4.65581,1.53199,1.02923,0.117485,2.63617,1.45907,1.00393,1.38235,1,0
0,-925.194,-5.35151,1.51683,1.03803,0.136326,2.83822,1.31232,0.841788,1.31225,1,0
0,-929.497,-6.13224,1.60471,0.973783,0.0828041,2.6483,1.2057,0.953371,1.37761,1,0
0,-932.143,-4.99373,1.47245,0.988206,0.108406,2.88765,1.32076,0.85917,1.34673,1,0
0,-924.944,-4.65887,1.56449,0.977022,0.153185,2.73391,1.05358,0.937704,1.38892,1,0
0,-929.339,-7.74061,1.53201,0.975633,0.0853297,2.78221,1.00603,0.880436,1.29959,1,0
0,-923.762,-3.52023,1.51277,1.03623,0.118417,2.7065,1.20028,0.924805,1.40906,1,0
0,-923.234,-4.86186,1.44885,1.02976,0.114432,2.61924,1.12434,0.891049,1.34625,1,0
0,-930.226,-4.92327,1.50833,0.967139,0.103526,2.47187,1.36107,0.884433,1.3351,1,0
0,-930.132,-7.23288,1.45818,1.02255,0.169225,2.52799,1.40558,0.931786,1.32112,1,0
0,-920.968,-1.10064,1.48754,1.01126,0.123221,2.73231,1.19858,0.919882,1.36239,1,0
0,-920.678,-0.568491,1.52252,0.986131,0.107853,2.67056,1.29658,0.934918,1.3647,1,0
0,-925.511,-4.19117,1.50838,0.921811,0.12363,2.69925,1.30867,0.937032,1.37152,1,0
0,-921.297,-1.56994,1.54064,1.01684,0.0980346,2.73635,1.19204,0.955141,1.36526,1,0
0,-923.642,-1.66487,1.52886,1.01131,0.129223,2.61221,1.26937,1.00527,1.33189,1,0
0,-922.954,-4.49691,1.51509,1.02954,0.101729,2.59272,1.06086,1.01595,1.36699,1,0
0,-928.941,-5.70521,1.51462,1.00377,0.08424,2.76316,1.06391,0.994766,1.39906,1,0
0,-923.21,-3.04126,1.54785,1.02802,0.0969846,2.5443,1.27302,0.9298,1.36266,1,0
0,-928.022,-3.74994,1.5075,1.01144,0.097262,2.86599,1.24998,0.957398,1.3179,1,0
0,-928.585,-6.83627,1.45531,0.934396,0.0992471,2.69246,1.23753,0.920386,1.39933,1,0
0,-923.802,-1.61283,1.50213,0.991375,0.12506,2.57262,1.14986,0.903233,1.33278,1,0
0,-921.286,-1.74319,1.52072,1.01263,0.123155,2.695,1.408,0.951062,1.34688,1,0
0,-926.737,-2.53075,1.54127,0.976066,0.1794,2.67347,1.32564,0.893944,1.36379,1,0
0,-933.567,-6.77329,1.53225,0.991015,0.12574,2.57616,1.17235,1.0852,1.28978,1,0
0,-922.518,-2.8723,1.51179,1.00567,0.136129,2.78552,1.16797,0.949365,1.40183,1,0
0,-921.756,-4.29924,1.45496,1.0018,0.0946343,2.56734,1.30203,0.911346,1.34547,1,0
0,-928.786,-3.903,1.52604,0.974236,0.106699,2.51521,1.15364,1.02854,1.36488,1,0
0,-920.948,-1.94361,1.49729,1.00426,0.179906,2.71931,1.26818,0.934674,1.35166,1,0
0,-926.312,-3.20628,1.55671,0.957525,0.170106,2.71024,1.28821,0.967644,1.36933,1,0
0,-921.473,-2.13048,1.4833,0.997246,0.160733,2.71398,1.33903,0.929526,1.35861,1,0
0,-922.097,-2.12768,1.55057,0.983489,0.16293,2.7667,1.30798,0.909584,1.35982,1,0
0,-927.869,-4.05854,1.4964,0.949506,0.0871911,2.57499,1.20128,0.93729,1.32535,1,0
0,-926.458,-4.5126,1.56867,0.947237,0.121504,2.70366,1.40683,0.901029,1.37328,1,0
0,-921.682,-2.75702,1.47413,0.962791,0.119948,2.72254,1.25049,0.90419,1.32053,1,0
0,-927.662,-3.36519,1.53085,0.991653,0.151108,2.57428,1.19276,0.813435,1.35304,1,0
0,-926.447,-2.37655,1.544,0.975247,0.103146,2.62444,1.11744,0.994929,1.34226,1,0
0,-927.001,-3.29247,1.57613,0.994116,0.103304,2.59288,1.34723,0.971293,1.35289,1,0
0,-923.473,-4.11052,1.53673,1.00752,0.117927,2.70002,1.30857,0.785568,1.36361,1,0
0,-922.707,-4.01882,1.49358,0.999511,0.0813279,2.51858,1.29364,0.93404,1.35364,1,0
0,-921.211,-1.97632,1.53517,0.999776,0.106553,2.69425,1.34882,0.854024,1.36317,1,0
0,-924.243,-3.78865,1.56326,1.02159,0.0992178,2.62698,1.38302,0.880183,1.33228,1,0
0,-923.894,-2.25596,1.54109,0.99692,0.114501,2.65175,1.17985,0.824387,1.36074,1,0
0,-921.884,-1.81177,1.49645,1.00429,0.153902,2.60836,1.21813,0.897375,1.37755,1,0
0,-923.012,-5.67111,1.44825,1.01424,0.141984,2.60358,1.27279,0.987447,1.30941,1,0
0,-921.345,-1.07962,1.53523,1.01928,0.141254,2.66166,1.18131,0.92188,1.33422,1,0
0,-925.827,-5.87599,1.53464,0.955449,0.121905,2.8103,1.28778,0.876126,1.28584,1,0
0,-927.673,-5.02864,1.53093,1.00861,0.0914097,2.82584,1.0848,0.832415,1.34269,1,0
0,-921.879,-5.55736,1.49565,0.991834,0.210574,2.76131,1.12318,0.932982,1.30888,1,0
0,-920.161,-2.4451,1.54252,0.998282,0.177239,2.78036,1.17098,0.903811,1.35789,1,0
0,-924.529,-3.34649,1.58289,1.01622,0.0969271,2.67705,1.15675,0.94222,1.33989,1,0
0,-926.365,-7.11628,1.50842,1.08381,0.11272,2.59161,1.42556,0.949223,1.35185,1,0
0,-923.775,-3.85193,1.53725,0.990003,0.0740021,2.64481,1.19051,0.986948,1.37752,1,0
0,-926.79,-5.45139,1.50493,0.984491,0.0942052,2.70171,1.12042,0.777724,1.34803,1,0
0,-924.253,-3.31626,1.5078,1.01088,0.122846,2.54622,1.18208,0.829629,1.37044,1,0
0,-923.434,-2.88044,1.49722,0.991826,0.131618,2.65325,1.16391,0.859508,1.39859,1,0
0,-921.592,-1.39288,1.5478,1.00924,0.137065,2.7315,1.24304,0.908982,1.32511,1,0
0,-920.227,-1.57629,1.50907,0.997349,0.106323,2.66842,1.3934,0.940242,1.35878,1,0
0,-925.407,-6.92975,1.54415,1.06579,0.0958501,2.71242,1.06463,0.846897,1.33481,1,0
0,-930.271,-6.31154,1.55364,0.968168,0.0739808,2.51307,1.28715,0.871234,1.37128,1,0
0,-923.843,-1.356,1.51923,0.973982,0.131766,2.65071,1.09757,0.919939,1.35184,1,0
0,-920.105,-0.815058,1.51954,1.02426,0.124397,2.6772,1.29693,0.928737,1.35634,1,0
0,-928.668,-1.74925,1.5424,0.979008,0.136536,2.55987,1.2005,0.892639,1.33868,1,0
0,-924.456,-4.71279,1.52159,1.03596,0.14652,2.80323,1.26818,1.04622,1.32147,1,0
0,-920.969,-1.79554,1.53753,1.02028,0.123716,2.73392,1.11114,0.912285,1.36827,1,0
0,-922.599,-3.5459,1.50488,0.983934,0.184838,2.75157,1.3002,0.880463,1.38665,1,0
0,-928.778,-5.51217,1.54671,0.972567,0.119454,2.61702,1.07145,0.896397,1.41758,1,0
0,-920.541,-3.0934,1.50718,1.03388,0.16459,2.73185,1.16884,0.976527,1.325,1,0
0,-920.963,-1.0732,1.50934,1.00659,0.101396,2.67657,1.16562,0.954515,1.33539,1,0
0,-923.341,-6.09352,1.52389,1.04501,0.077854,2.57327,1.20472,0.980931,1.39426,1,0
0,-922.203,-0.891897,1.50927,0.990455,0.112447,2.60828,1.24422,0.973055,1.338,1,0
0,-922.203,-3.30769,1.49555,1.03214,0.167996,2.63892,1.24533,0.84993,1.34379,1,0
0,-922.781,-4.68148,1.55143,1.0108,0.117999,2.79333,1.46493,0.896138,1.3836,1,0
0,-921.096,-3.23486,1.54006,0.984356,0.0827907,2.71829,1.38809,0.962952,1.35405,1,0
0,-922.728,-1.69243,1.48843,0.986592,0.112149,2.76475,1.12843,0.938512,1.35132,1,0
0,-923.852,-1.8249,1.53466,0.994165,0.102972,2.64414,1.18167,0.855623,1.32923,1,0
0,-922.526,-2.88148,1.45757,0.967533,0.112131,2.70378,1.21875,0.951006,1.35136,1,0
0,-922.739,-3.2097,1.48508,0.975127,0.192635,2.70122,1.2622,0.96709,1.36014,1,0
0,-924.201,-2.14457,1.52955,0.954363,0.130468,2.70625,1.19161,0.873161,1.37786,1,0
0,-924.611,-5.75313,1.52977,1.02785,0.127824,2.5303,1.05011,0.986601,1.39277,1,0
0,-922.109,-4.6889,1.45254,1.00906,0.161134,2.7188,1.10024,0.961687,1.34706,1,0
0,-923.065,-1.48078,1.54932,1.01518,0.134543,2.65214,1.26022,0.874649,1.33746,1,0
0,-922.371,-1.79401,1.5211,1.03122,0.150123,2.62222,1.27556,0.970727,1.34967,1,0
0,-920.239,-1.06004,1.49163,0.992681,0.137123,2.70588,1.15696,0.958877,1.35881,1,0
0,-921.817,-3.1803,1.52551,1.01119,0.147196,2.70958,1.02646,0.9101,1.34484,1,0
0,-922.257,-1.90663,1.51685,1.00042,0.114728,2.74232,1.07192,0.946636,1.36243,1,0
0,-921.817,-0.755837,1.53026,0.991125,0.11858,2.6522,1.2651,0.873096,1.36427,1,0
0,-928.641,-5.43025,1.54209,0.991364,0.129282,2.66449,1.56501,0.908703,1.32347,1,0
0,-927.631,-4.6453,1.52085,0.938977,0.110345,2.71271,1.25471,0.835417,1.31359,1,0
0,-922.289,-3.23471,1.48834,0.985817,0.138919,2.7274,1.3778,0.993114,1.38561,1,0
0,-927.958,-3.87811,1.58248,1.02551,0.13385,2.62461,1.32546,0.882064,1.33334,1,0
0,-923.423,-1.40436,1.51275,0.997936,0.129268,2.5838,1.13041,0.910936,1.33647,1,0
0,-920.341,-3.20067,1.50969,0.969241,0.185256,2.81318,1.24201,0.915515,1.3405,1,0
0,-920.71,-1.24839,1.50567,0.968685,0.132512,2.76931,1.17881,0.938715,1.34183,1,0
0,-924.058,-1.95159,1.5293,0.945729,0.132538,2.70131,1.22373,0.938846,1.37234,1,0
0,-923.822,-2.75756,1.51082,0.998126,0.0929056,2.55046,1.17223,0.879762,1.37222,1,0
0,-923.83,-2.17643,1.51701,1.01241,0.144687,2.54698,1.17994,0.985448,1.35794,1,0
0,-919.921,-1.46888,1.50502,0.980414,0.150671,2.76948,1.16742,0.960256,1.3451,1,0
0,-920.084,-1.60706,1.48502,1.00118,0.14199,2.70648,1.19834,0.961328,1.32723,1,0
0,-925.159,-3.95896,1.47227,0.996235,0.131926,2.81097,1.36477,0.931773,1.38544,1,0
0,-929.161,-2.71163,1.54589,0.966573,0.128301,2.56798,1.17308,0.865485,1.37312,1,0
0,-923.846,-2.20567,1.50562,0.943689,0.103288,2.67769,1.26324,0.93907,1.35933,1,0
0,-922.304,-2.42345,1.53267,1.03907,0.126843,2.7974,1.18849,0.931518,1.36897,1,0
0,-922.094,-2.91696,1.56367,1.00959,0.129307,2.77338,1.35886,0.98357,1.36272,1,0
0,-920.951,-2.05515,1.54485,1.03615,0.135319,2.72433,1.25592,0.87712,1.35586,1,0
0,-924.371,-4.30138,1.55729,1.06302,0.130071,2.67646,1.35299,0.92776,1.35294,1,0
0,-921.554,-3.11843,1.50654,0.953341,0.118808,2.82179,1.2692,1.00034,1.36059,1,0
0,-922.344,-3.67378,1.55593,1.01956,0.111925,2.72564,1.45599,0.899994,1.35996,1,0
0,-928.043,-6.93389,1.53076,1.02165,0.214935,2.60507,1.13267,0.805438,1.34958,1,0
0,-927.496,-5.0708,1.49242,0.968663,0.155709,2.63682,1.07972,0.881818,1.3007,1,0
0,-929.384,-5.8132,1.49068,0.945351,0.104196,2.80271,1.02854,0.934243,1.36666,1,0
0,-920.324,-1.82471,1.48576,1.02615,0.129914,2.62405,1.19218,0.966337,1.35655,1,0
0,-924.482,-3.9414,1.5701,0.99988,0.076295,2.62425,1.26414,0.950595,1.35208,1,0
0,-926.212,-4.13865,1.55677,0.955548,0.100023,2.75453,1.19246,0.843271,1.3791,1,0
0,-922.289,-0.663904,1.53998,0.997516,0.11179,2.63764,1.17628,0.953759,1.35337,1,0
0,-921.611,-1.84502,1.50388,1.00464,0.137195,2.65992,1.13157,0.907278,1.31725,1,0
0,-924.155,-3.55368,1.52563,1.01437,0.102281,2.63593,1.17033,0.859336,1.30164,1,0
0,-924.09,-4.68246,1.50696,0.934774,0.184645,2.76733,1.21235,0.895125,1.34418,1,0
0,-925.701,-2.23817,1.53183,0.998522,0.146876,2.65908,1.40552,0.950391,1.32885,1,0
0,-926.185,-6.58442,1.60429,0.97143,0.126281,2.86287,1.2815,0.905703,1.32298,1,0
0,-923.159,-4.77534,1.4775,1.01428,0.156084,2.80695,1.101,0.901705,1.31554,1,0
0,-919.853,-0.832492,1.50207,0.997101,0.114914,2.72295,1.30894,0.894958,1.35581,1,0
0,-924.627,-6.87343,1.44727,1.02507,0.176845,2.75281,1.19383,0.830222,1.34554,1,0
0,-929.435,-7.9858,1.51781,0.988014,0.123308,2.63261,1.17693,0.730355,1.38229,1,0
0,-925.541,-4.51938,1.49759,0.955459,0.11728,2.90864,1.17101,0.959049,1.34049,1,0
0,-924.28,-5.69964,1.50855,0.98278,0.155439,2.79032,1.36449,0.814955,1.39687,1,0
0,-922.402,-2.52738,1.5255,0.967373,0.126573,2.76322,1.16121,0.986836,1.38877,1,0
0,-925.767,-6.15869,1.5488,1.00658,0.109798,2.69278,0.944609,0.934866,1.34143,1,0
0,-924.583,-2.89264,1.49548,0.999549,0.106328,2.81477,1.15164,0.912252,1.3167,1,0
0,-930.549,-7.068,1.59595,0.945145,0.163228,2.81012,1.15429,0.951705,1.32644,1,0
0,-931.394,-6.39382,1.56334,1.04281,0.185035,2.69563,1.38586,0.840338,1.35492,1,0
0,-927.088,-3.14214,1.56632,1.01855,0.124722,2.55598,1.15841,0.87939,1.34322,1,0
0,-924.869,-4.2303,1.49046,1.02866,0.0757334,2.67662,1.1477,0.961673,1.36175,1,0
0,-922.626,-2.01036,1.5321,0.984555,0.0850375,2.70012,1.20123,0.983663,1.34523,1,0
0,-924.198,-3.23878,1.54021,1.03586,0.116476,2.51064,1.19987,0.913894,1.35532,1,0
0,-920.927,-0.827022,1.51359,0.995146,0.110905,2.6906,1.18663,0.992414,1.35927,1,0
0,-930.709,-6.63237,1.56273,1.01087,0.0995995,2.50213,1.42397,0.844609,1.33244,1,0
0,-923.504,-3.73385,1.5275,1.02981,0.115801,2.76554,1.36789,1.02944,1.33221,1,0
0,-923.217,-3.25555,1.54841,0.974862,0.126353,2.7502,1.25468,0.835345,1.38824,1,0
0,-924.361,-1.73689,1.53374,0.998954,0.139928,2.595,1.27279,0.860356,1.36943,1,0
0,-922.481,-2.85697,1.49646,0.992268,0.0878089,2.61044,1.25047,0.968015,1.38643,1,0
0,-922.606,-2.76612,1.51578,1.0358,0.11719,2.73255,1.13615,1.00739,1.36805,1,0
0,-921.284,-4.05381,1.48331,1.04026,0.148304,2.55931,1.13054,0.958227,1.34313,1,0
0,-920.711,-0.990473,1.49594,1.00494,0.11689,2.70684,1.19306,0.971496,1.36778,1,0
0,-925.456,-3.81681,1.47552,0.959092,0.116015,2.55911,1.26042,0.980221,1.37973,1,0
0,-923.828,-1.4563,1.53607,1.01664,0.147876,2.62218,1.30734,0.963686,1.34735,1,0
0,-927.069,-4.72873,1.49322,0.941204,0.150588,2.62153,1.3715,0.949589,1.3877,1,0
0,-923.066,-4.76572,1.56422,0.970434,0.121292,2.76812,1.38963,0.88095,1.39772,1,0
0,-927.54,-4.82065,1.52118,0.956734,0.0767657,2.7043,1.09715,0.904831,1.37966,1,0
0,-927.161,-3.22756,1.5581,0.965192,0.0895487,2.60367,1.27802,0.985341,1.35808,1,0
0,-928.144,-2.73122,1.54941,0.988315,0.190288,2.62157,1.2484,0.9523,1.36406,1,0
0,-933.134,-4.53986,1.52262,0.945778,0.0961994,2.51145,1.19092,0.958739,1.32852,1,0
0,-939.186,-14.1374,1.51403,0.996385,0.131482,2.4791,1.57821,0.736575,1.33845,1,0
0,-921.681,-0.563258,1.53213,0.982256,0.117974,2.69821,1.24851,0.888962,1.33881,1,0
0,-920.647,-1.46991,1.53403,0.996144,0.151747,2.7553,1.16827,0.889829,1.33529,1,0
0,-922.622,-3.82107,1.47755,1.0052,0.0751122,2.64509,1.25749,0.899962,1.35496,1,0
0,-920.529,-3.4584,1.51036,1.03334,0.162805,2.76355,1.15503,0.865406,1.32919,1,0
0,-927.049,-5.65221,1.53777,0.986112,0.122543,2.60398,1.12476,0.945385,1.43254,1,0
0,-922.581,-1.04216,1.55487,0.990857,0.107256,2.69143,1.25777,0.917921,1.33724,1,0
0,-922.939,-2.91096,1.55406,0.988805,0.147884,2.78321,1.39523,0.960794,1.35259,1,0
0,-922.938,-3.13427,1.47695,1.001,0.124531,2.5504,1.10153,0.931652,1.35946,1,0
0,-923.772,-2.15464,1.50229,0.982665,0.111554,2.5842,1.32364,0.876657,1.32825,1,0
0,-921.723,-2.48373,1.50852,1.04172,0.128813,2.66834,1.29578,0.982462,1.3289,1,0
0,-922.791,-3.55948,1.50877,0.959553,0.177492,2.71923,1.1476,0.953835,1.38697,1,0
0,-922.297,-0.587661,1.52189,0.976482,0.125495,2.66909,1.19949,0.882207,1.35718,1,0
0,-925.741,-3.93908,1.50804,0.949626,0.0973674,2.69687,1.17432,1.02031,1.38448,1,0
0,-924.983,-6.95211,1.57833,1.0509,0.106836,2.60587,1.16086,0.995308,1.40332,1,0
0,-928.997,-5.13964,1.57004,0.990856,0.144232,2.74721,1.45146,0.983623,1.31832,1,0
0,-928.03,-4.96713,1.47886,1.05995,0.13766,2.72459,1.25547,0.933554,1.39164,1,0
0,-927.311,-3.37697,1.55736,0.984991,0.133805,2.61341,1.29871,0.825864,1.37471,1,0
0,-924.037,-5.3297,1.52872,1.01299,0.0827061,2.66412,1.351,1.01798,1.30356,1,0
0,-921.824,-4.03662,1.51172,1.05163,0.126946,2.68333,1.13752,0.898342,1.30889,1,0
0,-925.519,-1.43563,1.55083,0.983759,0.13733,2.59848,1.19303,0.927432,1.37205,1,0
0,-921.855,-4.26256,1.55383,1.01723,0.144955,2.86521,1.17797,0.847034,1.34908,1,0
0,-925.419,-0.865395,1.53648,0.98537,0.134187,2.58135,1.22296,0.920835,1.34922,1,0
0,-927.23,-5.45075,1.54223,1.02179,0.119015,2.5099,1.17129,1.0646,1.37548,1,0
0,-925.229,-5.87398,1.47295,0.957199,0.0871267,2.66107,1.26813,1.0016,1.30347,1,0
0,-925.157,-3.43366,1.52908,1.00945,0.0975155,2.5042,1.12595,0.956114,1.35392,1,0
0,-921.917,-5.67827,1.5464,0.998174,0.19452,2.87161,1.19401,0.98827,1.32103,1,0
0,-924.424,-3.67485,1.53073,0.994742,0.104706,2.67888,1.22088,0.813368,1.39322,1,0
0,-934.372,-5.5339,1.52045,0.967666,0.236288,2.60812,1.29013,0.909776,1.37444,1,0
0,-923.475,-3.6913,1.53438,1.04906,0.122348,2.59815,1.30351,1.01637,1.36192,1,0
0,-925.55,-4.54596,1.4607,0.961782,0.160754,2.57819,1.22398,0.977482,1.369,1,0
0,-928.126,-3.89548,1.45992,1.02861,0.112112,2.77068,1.30345,0.922659,1.33355,1,0
0,-922.319,-2.8945,1.49692,1.01659,0.109323,2.55396,1.28034,0.857584,1.36927,1,0
0,-921.109,-2.51117,1.50379,1.0335,0.104575,2.58341,1.21076,0.872512,1.34427,1,0
0,-936.993,-5.87528,1.55904,0.937981,0.145138,2.64725,1.24592,0.875679,1.2967,1,0
0,-926.487,-5.45709,1.56406,0.994292,0.0922078,2.68008,1.29313,1.09627,1.36118,1,0
0,-921.506,-2.4784,1.47631,0.990588,0.0947046,2.65035,1.23723,0.947666,1.32383,1,0
0,-921.986,-1.90297,1.50119,0.984814,0.109727,2.82025,1.22503,0.957579,1.33176,1,0
0,-928.046,-3.2537,1.5854,1.01508,0.125543,2.62126,1.25753,0.960987,1.32877,1,0
0,-927.485,-4.50162,1.50403,0.956166,0.12535,2.60575,1.11001,0.976288,1.40507,1,0
0,-923.278,-4.26878,1.58508,1.00994,0.132903,2.82383,1.30321,0.908744,1.32813,1,0
0,-922.316,-2.16095,1.48663,1.00961,0.118611,2.71095,1.13255,0.990355,1.37083,1,0
0,-932.396,-6.65249,1.54992,1.0113,0.124498,2.46896,1.3168,0.799038,1.35604,1,0
0,-927.176,-3.65113,1.56239,1.00638,0.0889228,2.5293,1.20423,0.917159,1.34244,1,0
0,-923.117,-1.24493,1.54712,1.00512,0.114287,2.63486,1.30415,0.902886,1.33368,1,0
0,-926.338,-8.52637,1.56346,0.935781,0.193144,2.55377,1.11126,0.833109,1.33971,1,0
