# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = mlba_single_v8_Frechet_generalized_model
# start_datetime = 2022-09-26 14:08:15 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.001
#     eval_elbo = 100 (Default)
#     output_samples = 2000
# id = 1 (Default)
# data
#   file = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/standata-25d450cd851.json
# init = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/init-1-25d4288a429e.json
# random
#   seed = 274815519
# output
#   file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/fit_gen_chiffre_1-1.csv
#   diagnostic_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_single_v8_Frechet_generalized-diagnostic-1.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_single_v8_Frechet_generalized-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=mlba_single_v8_Frechet_generalized_model
lp__,log_p__,log_g__,I,m,lam,gamma,beta,alpha,k,tau,delta
# Stepsize adaptation complete.
# eta = 1
0,-456.726,-1.32154,1.48517,1.00741,0.271034,2.74747,1.4969,1.39748,1,0,0
0,-457.226,-0.376395,1.46051,1.01453,0.237368,2.66859,1.53478,1.35344,1,0,0
0,-465.683,-4.9832,1.45664,0.962811,0.305256,2.58505,1.34738,1.30625,1,0,0
0,-460.046,-2.88248,1.4665,0.981333,0.255841,2.6193,1.45875,1.43068,1,0,0
0,-459.283,-1.89384,1.45177,0.954677,0.238947,2.80519,1.48493,1.36211,1,0,0
0,-459.673,-1.70673,1.46366,0.930913,0.297139,2.68108,1.47913,1.37724,1,0,0
0,-461.1,-2.47411,1.43286,1.02329,0.211103,2.61743,1.40919,1.36036,1,0,0
0,-460.542,-1.39804,1.49057,0.959288,0.291581,2.66108,1.46332,1.34469,1,0,0
0,-458.595,-3.08287,1.43512,0.962626,0.220993,2.59993,1.65372,1.34772,1,0,0
0,-465.783,-4.7961,1.4121,0.997556,0.243491,2.80102,1.33951,1.33069,1,0,0
0,-458.178,-3.8604,1.42652,1.01135,0.235213,2.51519,1.63802,1.34803,1,0,0
0,-458.745,-3.53361,1.47806,1.07943,0.226527,2.65857,1.64251,1.32691,1,0,0
0,-459.015,-3.59493,1.50999,1.07045,0.320465,2.70708,1.58661,1.36608,1,0,0
0,-460.227,-2.51005,1.41178,1.02417,0.231297,2.71394,1.52475,1.33309,1,0,0
0,-458.88,-6.18948,1.51631,1.06523,0.211114,2.49278,1.59612,1.36473,1,0,0
0,-457.913,-1.86118,1.45476,1.0352,0.236501,2.7368,1.62879,1.38583,1,0,0
0,-465.693,-3.76113,1.45311,0.915037,0.227863,2.54377,1.50188,1.33814,1,0,0
0,-463.311,-2.81221,1.44825,0.95664,0.22738,2.71787,1.37712,1.39901,1,0,0
0,-459.215,-2.19649,1.46033,1.08431,0.240322,2.7153,1.58286,1.34099,1,0,0
0,-460.338,-5.56388,1.45104,0.900695,0.284883,2.86085,1.49979,1.32854,1,0,0
0,-458.171,-3.94832,1.47562,0.954127,0.262818,2.83544,1.52019,1.41817,1,0,0
0,-458.176,-2.26392,1.51184,1.01254,0.31391,2.66033,1.46832,1.3727,1,0,0
0,-457.362,-1.41255,1.42829,1.02821,0.287603,2.6671,1.57876,1.35157,1,0,0
0,-459.98,-4.7213,1.50462,0.946552,0.212351,2.59769,1.68247,1.3791,1,0,0
0,-459.934,-4.11391,1.46602,1.10769,0.326115,2.65435,1.56541,1.33592,1,0,0
0,-459.737,-2.23907,1.43507,1.02249,0.216809,2.5918,1.46054,1.34126,1,0,0
0,-457.844,-4.43556,1.48711,1.12849,0.248215,2.54735,1.51869,1.3711,1,0,0
0,-457.038,-1.39891,1.45381,1.0004,0.276137,2.68321,1.66196,1.36647,1,0,0
0,-462.654,-4.55652,1.41348,1.02292,0.232906,2.69281,1.4344,1.29782,1,0,0
0,-461.041,-2.44303,1.44129,1.02514,0.237541,2.71912,1.41213,1.31731,1,0,0
0,-460.951,-3.15989,1.40461,0.955976,0.282101,2.57602,1.46749,1.36895,1,0,0
0,-465.629,-4.32929,1.41391,1.03848,0.197647,2.76426,1.5574,1.35361,1,0,0
0,-457.852,-1.87325,1.45729,1.05369,0.219052,2.68577,1.60372,1.36418,1,0,0
0,-462.215,-3.10854,1.4804,0.989823,0.270127,2.72155,1.30872,1.33766,1,0,0
0,-465.864,-8.72215,1.48889,1.11332,0.259681,2.75621,1.4096,1.46163,1,0,0
0,-461.184,-2.8756,1.50499,0.999369,0.21687,2.6724,1.52151,1.32006,1,0,0
0,-464.267,-3.37263,1.45375,0.925527,0.244174,2.54072,1.45067,1.39408,1,0,0
0,-462.785,-5.34719,1.52658,0.947662,0.326738,2.76045,1.40971,1.33813,1,0,0
0,-457.593,-0.515889,1.48204,0.976789,0.257997,2.72219,1.49565,1.37185,1,0,0
0,-457.011,-2.55825,1.48626,1.02085,0.223158,2.70374,1.67375,1.35097,1,0,0
0,-459.269,-3.90538,1.47459,0.996589,0.218257,2.87341,1.59255,1.36401,1,0,0
0,-458.029,-3.3391,1.47364,0.972269,0.200609,2.74585,1.63699,1.35762,1,0,0
0,-457.314,-2.65234,1.49394,0.968817,0.252825,2.68048,1.68477,1.3874,1,0,0
0,-457.47,-0.142461,1.4665,0.992186,0.264863,2.7013,1.47197,1.36107,1,0,0
0,-456.78,-2.13933,1.45698,1.01617,0.322363,2.75164,1.42536,1.35192,1,0,0
0,-459.95,-4.57602,1.49757,1.1065,0.207126,2.64768,1.49018,1.39353,1,0,0
0,-458.23,-1.4968,1.45127,0.970441,0.220882,2.74209,1.56082,1.36545,1,0,0
0,-459.139,-7.17917,1.46233,0.903964,0.296031,2.88064,1.63444,1.32277,1,0,0
0,-460.193,-5.19602,1.52434,1.00919,0.195141,2.64766,1.51892,1.40738,1,0,0
0,-460.531,-4.20093,1.4161,1.0656,0.303696,2.71792,1.36549,1.38882,1,0,0
0,-457.897,-3.22627,1.50193,1.07638,0.302183,2.7486,1.4511,1.34094,1,0,0
0,-458.608,-0.811926,1.48128,0.991509,0.288854,2.66185,1.48227,1.3406,1,0,0
0,-459.869,-2.25345,1.44665,1.06723,0.228626,2.66436,1.44582,1.32978,1,0,0
0,-458.816,-2.22876,1.44299,1.03571,0.28667,2.66614,1.36905,1.3349,1,0,0
0,-458.981,-2.34921,1.45453,1.00629,0.230958,2.57538,1.58059,1.3236,1,0,0
0,-458.008,-5.26873,1.45258,1.0798,0.33586,2.74084,1.33135,1.38124,1,0,0
0,-459.064,-1.04378,1.46545,1.0086,0.260197,2.67128,1.45729,1.32383,1,0,0
0,-458.827,-3.98259,1.53002,1.06611,0.241955,2.5953,1.4518,1.38702,1,0,0
0,-459.358,-1.05106,1.48329,0.991481,0.238263,2.73171,1.45152,1.34304,1,0,0
0,-460.47,-2.63471,1.46995,1.09395,0.216734,2.70334,1.49145,1.3535,1,0,0
0,-459.451,-4.8287,1.54385,1.00189,0.310334,2.7519,1.59186,1.37336,1,0,0
0,-458.461,-2.5256,1.42384,0.940567,0.275414,2.78215,1.51325,1.35375,1,0,0
0,-458.835,-3.94723,1.45551,1.00608,0.371593,2.70497,1.51155,1.33709,1,0,0
0,-460.725,-4.64627,1.42778,1.03777,0.310791,2.82451,1.38929,1.39702,1,0,0
0,-459.666,-1.83118,1.42721,1.0471,0.262718,2.7309,1.51729,1.39406,1,0,0
0,-461.304,-3.95396,1.47374,1.06634,0.330335,2.65574,1.66321,1.38504,1,0,0
0,-456.709,-1.49555,1.48354,1.05651,0.28331,2.62607,1.46208,1.38482,1,0,0
0,-463.036,-6.15516,1.4914,1.05734,0.215332,2.7633,1.50151,1.44558,1,0,0
0,-461.104,-4.12946,1.51644,1.02475,0.254747,2.73123,1.31494,1.38249,1,0,0
0,-458.095,-2.95804,1.41308,1.02237,0.320089,2.71091,1.45851,1.38243,1,0,0
0,-460.238,-1.46379,1.48523,1.00771,0.233575,2.60134,1.45571,1.33683,1,0,0
0,-457.869,-1.17976,1.45219,1.04697,0.2633,2.67192,1.47982,1.32901,1,0,0
0,-456.891,-1.29613,1.46958,1.0285,0.235036,2.72279,1.6175,1.35773,1,0,0
0,-458.907,-3.8756,1.42649,1.02874,0.229284,2.62985,1.67591,1.40614,1,0,0
0,-462.813,-6.44347,1.50395,0.996923,0.376597,2.7683,1.66341,1.37191,1,0,0
0,-459.16,-4.61233,1.42601,1.03276,0.230862,2.69543,1.74516,1.33271,1,0,0
0,-461.222,-3.16164,1.4137,1.00948,0.26892,2.63734,1.33637,1.35188,1,0,0
0,-458.065,-1.59282,1.45446,0.989161,0.238082,2.66297,1.54662,1.40995,1,0,0
0,-460.527,-2.24914,1.44618,1.02935,0.261547,2.73756,1.34322,1.3779,1,0,0
0,-466.888,-5.98792,1.42983,0.996569,0.185268,2.67872,1.35283,1.32337,1,0,0
0,-465.287,-7.69587,1.56664,1.06598,0.288974,2.60598,1.48218,1.31745,1,0,0
0,-467.878,-7.83876,1.47137,0.962294,0.222873,2.82551,1.38438,1.27747,1,0,0
0,-457.604,-2.86222,1.5273,1.0469,0.266138,2.73448,1.55944,1.37179,1,0,0
0,-463.369,-6.54966,1.41652,0.927372,0.285889,2.8127,1.40619,1.42628,1,0,0
0,-458.929,-3.25172,1.53444,0.991286,0.25166,2.76821,1.54963,1.35466,1,0,0
0,-462.636,-4.08988,1.45018,0.952593,0.316018,2.50511,1.44099,1.38082,1,0,0
0,-457.866,-5.33986,1.4235,0.942507,0.224264,2.69026,1.76451,1.36193,1,0,0
0,-460.8,-1.70129,1.46012,0.983682,0.217438,2.65048,1.47391,1.32922,1,0,0
0,-457.333,-1.11729,1.46338,1.06267,0.254989,2.62277,1.48754,1.34463,1,0,0
0,-461.911,-2.80509,1.50592,1.02167,0.233806,2.60309,1.42254,1.32634,1,0,0
0,-460.269,-1.63514,1.43085,0.965992,0.24913,2.73812,1.43389,1.34317,1,0,0
0,-464.892,-5.61535,1.41604,0.991829,0.234734,2.53092,1.32691,1.32668,1,0,0
0,-462.315,-4.79701,1.47717,1.03481,0.33487,2.68408,1.69892,1.40342,1,0,0
0,-457.373,-3.66629,1.45778,1.07698,0.318208,2.54083,1.45697,1.3759,1,0,0
0,-460.435,-4.53151,1.42541,0.998494,0.284988,2.72191,1.77526,1.36282,1,0,0
0,-458.431,-1.48334,1.47598,1.01654,0.256536,2.53827,1.51563,1.35809,1,0,0
0,-457.414,-1.60895,1.42725,1.02914,0.27889,2.61818,1.59636,1.36715,1,0,0
0,-457.543,-2.09312,1.49196,1.0383,0.278437,2.59011,1.61398,1.38078,1,0,0
0,-458.518,-0.761462,1.44816,1.03689,0.247119,2.72011,1.44822,1.35825,1,0,0
0,-457.78,-1.29596,1.4596,0.95982,0.269681,2.76928,1.52087,1.34237,1,0,0
0,-458.15,-3.37213,1.48809,1.07953,0.23077,2.66809,1.64579,1.39354,1,0,0
0,-459.005,-1.8864,1.42884,0.969583,0.265264,2.56157,1.55828,1.36615,1,0,0
0,-457.689,-2.43566,1.51022,1.0161,0.282866,2.76292,1.41367,1.37791,1,0,0
0,-457.203,-1.87807,1.43266,1.03271,0.234386,2.59632,1.60172,1.36413,1,0,0
0,-460.784,-3.74204,1.46785,0.941727,0.209351,2.66474,1.55796,1.41584,1,0,0
0,-456.832,-3.68908,1.44117,0.961552,0.319887,2.83858,1.55852,1.36635,1,0,0
0,-457.586,-3.81524,1.44437,1.03918,0.229023,2.49258,1.58816,1.37829,1,0,0
0,-461.697,-2.85864,1.44567,0.956786,0.231286,2.56314,1.47535,1.40565,1,0,0
0,-458.675,-1.24563,1.47267,0.969286,0.233849,2.6017,1.58045,1.36275,1,0,0
0,-456.409,-0.714297,1.4721,1.03753,0.287327,2.67905,1.47516,1.37704,1,0,0
0,-460.933,-3.49138,1.47352,0.958015,0.215587,2.61765,1.52102,1.42132,1,0,0
0,-464.338,-2.99798,1.45119,0.956001,0.251382,2.55663,1.41898,1.32063,1,0,0
0,-462.256,-4.71805,1.42961,0.952733,0.221434,2.77768,1.51876,1.30265,1,0,0
0,-456.94,-2.81013,1.47201,0.955393,0.273488,2.77175,1.68438,1.36481,1,0,0
0,-461.408,-3.43256,1.38971,1.02694,0.267258,2.67146,1.44247,1.38413,1,0,0
0,-459.303,-5.41556,1.41444,1.06978,0.34265,2.70271,1.40404,1.39681,1,0,0
0,-456.781,-1.35668,1.47323,1.03313,0.286377,2.62366,1.52727,1.39753,1,0,0
0,-458.648,-0.84149,1.45897,0.976748,0.270444,2.57964,1.51984,1.36974,1,0,0
0,-458.923,-1.8408,1.43451,0.97614,0.310302,2.64178,1.42683,1.35376,1,0,0
0,-459.997,-6.31435,1.43469,1.10928,0.243279,2.54187,1.63074,1.31154,1,0,0
0,-460.149,-3.88196,1.46917,0.947976,0.335151,2.74292,1.57776,1.32426,1,0,0
0,-463.159,-5.72665,1.44021,1.07064,0.278779,2.77518,1.32822,1.3074,1,0,0
0,-464.443,-5.18662,1.48769,1.03612,0.184101,2.74622,1.39343,1.33872,1,0,0
0,-459.598,-2.36003,1.5154,0.979638,0.264072,2.75217,1.41301,1.37171,1,0,0
0,-458.735,-3.85948,1.47789,1.08568,0.274076,2.55685,1.66502,1.37538,1,0,0
0,-460.715,-5.86399,1.37468,0.986717,0.281645,2.67599,1.5271,1.31366,1,0,0
0,-459.681,-1.426,1.44566,0.987754,0.242229,2.61143,1.50272,1.32572,1,0,0
0,-458.762,-3.47374,1.41761,1.04784,0.258401,2.62564,1.64687,1.32631,1,0,0
0,-459.174,-2.35961,1.45673,0.996185,0.288464,2.67464,1.36948,1.40541,1,0,0
0,-467.279,-5.94765,1.46267,1.04522,0.264069,2.95428,1.40142,1.3573,1,0,0
0,-458.286,-1.24326,1.4766,0.989307,0.281867,2.5798,1.57876,1.36974,1,0,0
0,-466.089,-7.29653,1.41438,1.04785,0.224568,2.62561,1.28368,1.30743,1,0,0
0,-462.967,-5.33306,1.46403,1.0162,0.20492,2.61128,1.51733,1.28755,1,0,0
0,-457.254,-1.53211,1.50042,0.996614,0.280308,2.76019,1.45713,1.37414,1,0,0
0,-462.055,-3.91343,1.44158,1.08,0.213155,2.73058,1.6579,1.35521,1,0,0
0,-458.015,-2.78592,1.41996,1.02328,0.240252,2.66605,1.68073,1.35745,1,0,0
0,-465.204,-5.6986,1.46172,0.985577,0.244922,2.85072,1.31544,1.31605,1,0,0
0,-461.061,-3.8959,1.46228,1.10663,0.27584,2.74455,1.36964,1.38921,1,0,0
0,-459.255,-3.40561,1.43221,1.0246,0.275892,2.5093,1.52771,1.32845,1,0,0
0,-457.425,-1.59494,1.44181,0.982619,0.2876,2.71153,1.52799,1.40323,1,0,0
0,-456.881,-1.75175,1.49147,0.990123,0.260081,2.67914,1.61498,1.39839,1,0,0
0,-458.674,-3.41824,1.5003,1.01287,0.309536,2.59929,1.5745,1.41067,1,0,0
0,-458.501,-2.4985,1.45234,1.02891,0.282761,2.72845,1.65086,1.40146,1,0,0
0,-457.83,-0.567413,1.43616,0.995698,0.254015,2.72313,1.49351,1.36522,1,0,0
0,-457.271,-1.04931,1.44319,1.04728,0.258691,2.68149,1.59519,1.36278,1,0,0
0,-466.774,-5.90274,1.4643,1.07889,0.303534,2.78526,1.76549,1.34984,1,0,0
0,-461.263,-3.03632,1.48439,1.00664,0.234273,2.64806,1.35894,1.41026,1,0,0
0,-460.048,-1.36202,1.4889,0.95832,0.274502,2.68915,1.52035,1.33324,1,0,0
0,-458.046,-3.51764,1.50743,1.08444,0.273044,2.67105,1.38159,1.38788,1,0,0
0,-458.048,-7.24509,1.53561,0.980589,0.251782,2.85842,1.63014,1.41677,1,0,0
0,-461.626,-2.71516,1.44755,1.01141,0.240663,2.83411,1.42567,1.33785,1,0,0
0,-463.584,-3.0042,1.40716,1.01881,0.233889,2.74088,1.46021,1.3961,1,0,0
0,-458.6,-5.04872,1.52353,0.976128,0.256627,2.67825,1.65719,1.42328,1,0,0
0,-462.201,-4.83299,1.4598,0.988377,0.249705,2.48095,1.61125,1.31468,1,0,0
0,-462.036,-2.81604,1.44413,1.02873,0.207705,2.64578,1.37818,1.34759,1,0,0
0,-460.09,-2.86568,1.45892,1.08916,0.235562,2.69589,1.50294,1.31959,1,0,0
0,-457.516,-2.66669,1.4625,0.947244,0.271672,2.8256,1.55993,1.34081,1,0,0
0,-459.072,-1.87678,1.46083,0.987593,0.248333,2.5237,1.53121,1.37636,1,0,0
0,-457.284,-3.03834,1.4937,1.04675,0.320618,2.74138,1.40393,1.34931,1,0,0
0,-459.54,-3.0274,1.43944,1.01463,0.307904,2.66904,1.67967,1.33651,1,0,0
0,-457.388,-2.46043,1.45806,1.00718,0.265163,2.80471,1.66149,1.35407,1,0,0
0,-460.172,-3.32959,1.49686,0.992854,0.222845,2.62423,1.63382,1.32054,1,0,0
0,-462.586,-6.39582,1.51282,1.13383,0.202643,2.70077,1.5291,1.34102,1,0,0
0,-458.959,-0.905501,1.4768,1.00231,0.250545,2.57405,1.46888,1.36084,1,0,0
0,-459.247,-1.81197,1.50129,0.986655,0.241835,2.60217,1.59568,1.34968,1,0,0
0,-456.703,-0.811661,1.47831,1.03908,0.257859,2.60673,1.53603,1.37229,1,0,0
0,-459.846,-2.23217,1.48083,0.941412,0.216688,2.69036,1.54859,1.38487,1,0,0
0,-458.674,-2.9009,1.47909,0.963457,0.209369,2.78419,1.58298,1.3551,1,0,0
0,-458.685,-3.68379,1.5347,1.01572,0.232939,2.77445,1.50825,1.38065,1,0,0
0,-457.764,-1.07486,1.47175,0.989406,0.314649,2.65682,1.50529,1.3593,1,0,0
0,-462.945,-5.06653,1.42411,1.10313,0.207131,2.62916,1.46972,1.32663,1,0,0
0,-461.744,-3.88664,1.5125,0.992937,0.276179,2.56739,1.67256,1.33792,1,0,0
0,-469.083,-10.2324,1.56747,1.0216,0.188656,2.56086,1.38142,1.33484,1,0,0
0,-457.483,-1.99632,1.50055,1.00739,0.264776,2.75953,1.45531,1.3978,1,0,0
0,-460.678,-2.54897,1.45871,0.987671,0.254822,2.74478,1.37976,1.41077,1,0,0
0,-465.431,-5.13764,1.49143,0.978717,0.302487,2.66516,1.33074,1.30264,1,0,0
0,-458.478,-2.59454,1.47147,1.04455,0.258573,2.79268,1.66066,1.35701,1,0,0
0,-464.949,-7.15933,1.48326,1.16452,0.19652,2.65905,1.55797,1.35534,1,0,0
0,-459.244,-2.20812,1.45631,0.986317,0.30528,2.60471,1.39422,1.39073,1,0,0
0,-457.958,-2.17922,1.41616,1.00103,0.297552,2.71095,1.57836,1.38014,1,0,0
0,-459.834,-2.39949,1.51834,0.967963,0.254616,2.63043,1.60632,1.36366,1,0,0
0,-459.251,-1.40944,1.47074,1.0239,0.223368,2.76143,1.47024,1.37424,1,0,0
0,-460.353,-2.30382,1.42434,0.931398,0.278955,2.62054,1.52153,1.37793,1,0,0
0,-463.138,-2.94118,1.51777,0.974794,0.220053,2.6728,1.40548,1.3555,1,0,0
0,-461.769,-2.59627,1.466,1.03073,0.209303,2.688,1.38671,1.33936,1,0,0
0,-458.433,-2.16099,1.47426,1.05378,0.305873,2.66606,1.58823,1.33449,1,0,0
0,-463.352,-3.68226,1.46476,0.917515,0.254493,2.53443,1.53174,1.39781,1,0,0
0,-459.061,-1.3579,1.45147,0.938985,0.28975,2.65779,1.54839,1.35941,1,0,0
0,-457.726,-3.21204,1.44178,0.999288,0.246497,2.5487,1.68329,1.38197,1,0,0
0,-458.949,-1.95184,1.4115,1.02053,0.264046,2.61385,1.43722,1.36547,1,0,0
0,-457.277,-1.92089,1.45795,0.952584,0.259176,2.698,1.6342,1.39296,1,0,0
0,-460.509,-2.885,1.45365,0.9488,0.27755,2.68852,1.58797,1.30908,1,0,0
0,-463.661,-3.85652,1.39447,1.00119,0.251296,2.80865,1.51096,1.37902,1,0,0
0,-460.627,-4.4287,1.42927,1.00939,0.29319,2.62768,1.58713,1.29344,1,0,0
0,-459.993,-1.90679,1.47893,1.03114,0.2466,2.72227,1.35248,1.36329,1,0,0
0,-458.317,-3.22274,1.44365,0.992076,0.305636,2.78029,1.52452,1.31261,1,0,0
0,-466.88,-4.8897,1.53527,0.977541,0.246999,2.62486,1.47444,1.30539,1,0,0
0,-460.533,-2.36053,1.48365,0.995222,0.258095,2.77329,1.34995,1.35345,1,0,0
0,-464.51,-3.75648,1.4242,0.893896,0.267726,2.60709,1.47934,1.3621,1,0,0
0,-458.533,-2.18532,1.4357,1.01078,0.267446,2.55192,1.48038,1.39807,1,0,0
0,-460,-6.34841,1.4794,1.02921,0.188025,2.46814,1.52736,1.37023,1,0,0
0,-457.806,-1.74611,1.42355,1.00357,0.293456,2.59537,1.55012,1.36498,1,0,0
0,-457.938,-3.54594,1.52084,1.01708,0.245351,2.60883,1.61753,1.40201,1,0,0
0,-465.145,-4.67619,1.47504,1.1407,0.245748,2.74624,1.58664,1.38843,1,0,0
0,-458.165,-4.22127,1.46892,1.05814,0.28949,2.53717,1.50289,1.42271,1,0,0
0,-462.541,-4.74094,1.4444,0.981171,0.256901,2.43422,1.48086,1.34918,1,0,0
0,-457.174,-1.23712,1.44928,1.04876,0.281957,2.64833,1.59913,1.36869,1,0,0
0,-462.329,-5.64339,1.44993,1.03701,0.292941,2.77812,1.25844,1.38717,1,0,0
0,-458.238,-1.86119,1.47471,1.02599,0.319646,2.63024,1.47296,1.33881,1,0,0
0,-460.408,-1.93013,1.46837,0.961317,0.284718,2.67527,1.36985,1.3864,1,0,0
0,-457.551,-1.4801,1.4881,1.04295,0.273821,2.71674,1.56315,1.33566,1,0,0
0,-456.468,-0.576984,1.47607,1.02968,0.277572,2.71891,1.48194,1.37311,1,0,0
0,-459.419,-2.70337,1.47004,1.04614,0.247313,2.80806,1.5781,1.39944,1,0,0
0,-460.942,-2.69656,1.49722,1.01684,0.226654,2.58992,1.37657,1.37788,1,0,0
0,-463.52,-5.38723,1.44937,0.929455,0.303613,2.48001,1.59734,1.38555,1,0,0
0,-458.246,-0.968556,1.44335,0.963257,0.262978,2.61469,1.56588,1.36799,1,0,0
0,-459.327,-1.72738,1.4305,0.989413,0.285816,2.58767,1.4423,1.34527,1,0,0
0,-461.491,-6.08335,1.43604,0.977946,0.298789,2.73524,1.48473,1.4581,1,0,0
0,-457.844,-0.663663,1.47156,1.00341,0.285468,2.62695,1.53731,1.34564,1,0,0
0,-458.505,-2.32923,1.4477,0.948617,0.215822,2.70968,1.60389,1.37319,1,0,0
0,-462.413,-5.46191,1.42983,0.985623,0.231811,2.89784,1.57114,1.3217,1,0,0
0,-460.43,-3.04567,1.4343,1.08149,0.267189,2.66325,1.65964,1.38148,1,0,0
0,-465.063,-3.49671,1.46455,0.954416,0.22202,2.58995,1.45561,1.30937,1,0,0
0,-460.388,-4.54828,1.41164,1.05817,0.31248,2.70283,1.40033,1.40533,1,0,0
0,-464.538,-6.08094,1.468,1.07028,0.261537,2.8487,1.37814,1.30196,1,0,0
0,-461.379,-1.6076,1.47264,0.96762,0.260617,2.61501,1.37779,1.37986,1,0,0
0,-464.873,-6.35058,1.44634,0.974302,0.376921,2.62383,1.70208,1.38457,1,0,0
0,-460.424,-3.71799,1.45724,0.949095,0.27804,2.59448,1.55112,1.43013,1,0,0
0,-466.072,-3.69109,1.44821,0.901171,0.217859,2.64565,1.46183,1.33971,1,0,0
0,-459.778,-4.59919,1.50588,1.05971,0.243413,2.82496,1.65853,1.34339,1,0,0
0,-462.674,-2.66634,1.50525,0.939321,0.303902,2.61167,1.4749,1.36232,1,0,0
0,-457.058,-0.855515,1.45565,1.02898,0.250377,2.68879,1.58167,1.34052,1,0,0
0,-460.989,-3.5553,1.40793,1.08987,0.284452,2.66252,1.49996,1.38638,1,0,0
0,-457.721,-5.88649,1.4638,0.938037,0.24727,2.78939,1.79135,1.34228,1,0,0
0,-461.972,-4.26751,1.49054,1.08108,0.239535,2.79198,1.45049,1.41426,1,0,0
0,-461.051,-4.1982,1.47179,1.07717,0.256876,2.74045,1.5252,1.43439,1,0,0
0,-459.975,-2.22736,1.47137,1.04351,0.23295,2.63375,1.44228,1.31813,1,0,0
0,-458.123,-2.25914,1.4222,0.983924,0.306855,2.68335,1.53658,1.3331,1,0,0
0,-464.347,-4.52716,1.47932,0.991314,0.30596,2.61477,1.41791,1.2926,1,0,0
0,-465.866,-3.2706,1.50321,0.909454,0.266597,2.67034,1.43271,1.34047,1,0,0
0,-459.431,-4.11623,1.43649,0.933771,0.321653,2.72592,1.65797,1.34627,1,0,0
0,-458.856,-1.2081,1.46162,1.00972,0.255359,2.55455,1.47999,1.34783,1,0,0
0,-457.596,-2.51789,1.47868,0.944949,0.233048,2.70294,1.6545,1.38137,1,0,0
0,-458.065,-2.0264,1.45344,0.967731,0.329035,2.66278,1.52051,1.38321,1,0,0
0,-463.152,-2.7945,1.47689,0.93988,0.271549,2.5158,1.51638,1.36103,1,0,0
0,-459.015,-3.31456,1.50449,1.05338,0.258788,2.61664,1.3635,1.39518,1,0,0
0,-460.118,-1.5432,1.47219,0.968444,0.256507,2.74883,1.43876,1.32998,1,0,0
0,-467.728,-4.11746,1.46774,0.907161,0.226958,2.59195,1.37796,1.38316,1,0,0
0,-458.075,-2.44488,1.41146,0.985209,0.287019,2.6957,1.57142,1.33492,1,0,0
0,-462.07,-1.36103,1.48121,0.94884,0.257633,2.60085,1.43918,1.36131,1,0,0
0,-462.791,-3.64774,1.45224,0.97595,0.2126,2.51162,1.4252,1.37546,1,0,0
0,-459.104,-1.6349,1.50578,0.977702,0.289984,2.62916,1.55629,1.3695,1,0,0
0,-458.356,-1.07161,1.4457,1.0194,0.218633,2.68527,1.52374,1.36104,1,0,0
0,-457.007,-1.06595,1.47788,1.02738,0.243115,2.76058,1.56095,1.36717,1,0,0
0,-464.655,-4.00426,1.5137,0.932784,0.261238,2.74591,1.45344,1.31743,1,0,0
0,-457.122,-1.90246,1.46201,1.08378,0.299659,2.69136,1.47739,1.37128,1,0,0
0,-458.578,-2.19097,1.49712,0.943131,0.293439,2.75868,1.50175,1.36668,1,0,0
0,-458.417,-1.78021,1.45138,1.06107,0.244549,2.63034,1.47494,1.32729,1,0,0
0,-459.325,-2.87138,1.46355,0.955625,0.259802,2.61394,1.56997,1.42287,1,0,0
0,-458.753,-2.90374,1.44036,1.03077,0.279361,2.53487,1.57223,1.32891,1,0,0
0,-461.012,-2.05737,1.48622,1.01674,0.254632,2.60913,1.42983,1.31934,1,0,0
0,-459.032,-6.47984,1.52579,1.05203,0.283249,2.76884,1.48682,1.4411,1,0,0
0,-459.2,-2.00692,1.45424,1.0033,0.217978,2.64538,1.50356,1.40717,1,0,0
0,-457.826,-0.397075,1.46078,0.994854,0.249273,2.68925,1.47194,1.38499,1,0,0
0,-459.02,-3.17463,1.52238,1.02125,0.26661,2.56152,1.57959,1.38107,1,0,0
0,-458.829,-3.03068,1.46962,0.970065,0.350551,2.7015,1.43693,1.3506,1,0,0
0,-459.5,-1.86255,1.43804,0.944689,0.243699,2.59847,1.5841,1.36276,1,0,0
0,-459.051,-3.99765,1.51291,1.03132,0.238044,2.54281,1.48575,1.40891,1,0,0
0,-460.991,-6.94521,1.40884,0.900457,0.245518,2.81392,1.60813,1.31882,1,0,0
0,-467.359,-6.8553,1.5098,0.875128,0.205718,2.62938,1.5795,1.38069,1,0,0
