# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = mlba_single_v8_Frechet_generalized_model
# start_datetime = 2022-09-26 14:08:15 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.001
#     eval_elbo = 100 (Default)
#     output_samples = 2000
# id = 1 (Default)
# data
#   file = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/standata-25d450cd851.json
# init = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/init-1-25d4288a429e.json
# random
#   seed = 274815519
# output
#   file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/fit_gen_chiffre_1-1.csv
#   diagnostic_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_single_v8_Frechet_generalized-diagnostic-1.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_single_v8_Frechet_generalized-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=mlba_single_v8_Frechet_generalized_model
lp__,log_p__,log_g__,I,m,lam,gamma,beta,alpha,k,tau,delta
# Stepsize adaptation complete.
# eta = 1
0,-458.781,-1.92996,1.49434,0.934616,0.268139,2.74013,1.55599,1.36559,1,0,0
0,-461.64,-1.90522,1.46936,0.955492,0.263786,2.60844,1.53867,1.32071,1,0,0
0,-460.992,-3.05279,1.49247,0.988446,0.24452,2.81891,1.36775,1.36179,1,0,0
0,-458.781,-2.01757,1.48121,0.999693,0.217831,2.5744,1.56782,1.35162,1,0,0
0,-457.962,-0.802916,1.46838,0.975463,0.276281,2.64339,1.59104,1.35091,1,0,0
0,-459.333,-1.91878,1.49801,1.00919,0.291906,2.55861,1.50107,1.36246,1,0,0
0,-461.694,-4.30744,1.4301,0.980068,0.208127,2.514,1.51309,1.33576,1,0,0
0,-458.851,-6.13469,1.44925,0.943205,0.263331,2.79867,1.75929,1.31802,1,0,0
0,-460.229,-1.26093,1.48385,0.98236,0.223176,2.68514,1.4325,1.37188,1,0,0
0,-461.207,-3.51196,1.45578,0.916943,0.238428,2.69587,1.53553,1.41741,1,0,0
0,-456.963,-2.09807,1.4512,0.986384,0.226667,2.67505,1.67067,1.35101,1,0,0
0,-459.145,-1.80262,1.46419,1.00889,0.301128,2.60172,1.54434,1.32731,1,0,0
0,-457.905,-1.18085,1.46885,1.039,0.259371,2.68774,1.41634,1.39138,1,0,0
0,-459.379,-2.16947,1.50004,0.998409,0.264226,2.56388,1.60967,1.35402,1,0,0
0,-458.157,-3.77379,1.49655,1.07886,0.210403,2.67361,1.63527,1.3637,1,0,0
0,-460.902,-2.16452,1.43012,1.00781,0.228647,2.80451,1.51644,1.36244,1,0,0
0,-459.595,-5.5723,1.51313,1.08741,0.273057,2.57357,1.32102,1.38012,1,0,0
0,-459.901,-1.34446,1.49833,0.998985,0.263725,2.68466,1.43233,1.33594,1,0,0
0,-460.797,-1.79349,1.47491,0.943047,0.251198,2.73124,1.41572,1.38598,1,0,0
0,-460.141,-2.58548,1.49747,0.946093,0.314789,2.66268,1.58561,1.36529,1,0,0
0,-457.338,-1.60007,1.4877,1.06076,0.265661,2.58914,1.45816,1.3646,1,0,0
0,-458.139,-0.956279,1.44363,1.04914,0.244875,2.64686,1.44826,1.35877,1,0,0
0,-461.086,-7.34556,1.50225,0.981925,0.319575,2.72554,1.32218,1.4398,1,0,0
0,-459.103,-3.43644,1.4314,0.969909,0.273135,2.83971,1.48392,1.3258,1,0,0
0,-458.983,-2.11172,1.45496,1.08139,0.256058,2.6836,1.43715,1.33062,1,0,0
0,-458.854,-1.13546,1.46106,0.966038,0.284735,2.63462,1.57459,1.34138,1,0,0
0,-464.168,-5.94989,1.48476,1.09439,0.207015,2.68489,1.35302,1.31567,1,0,0
0,-458.068,-2.4542,1.48867,1.02809,0.335622,2.69742,1.56309,1.36119,1,0,0
0,-457.205,-2.19734,1.47192,1.02132,0.239872,2.62625,1.595,1.41202,1,0,0
0,-456.876,-0.83702,1.46698,0.991536,0.257856,2.64109,1.62261,1.36768,1,0,0
0,-457.565,-2.14511,1.46296,1.03516,0.285752,2.55895,1.59973,1.38484,1,0,0
0,-459.454,-0.901848,1.43981,0.994342,0.255246,2.6538,1.40295,1.36227,1,0,0
0,-459.042,-2.46784,1.42338,0.983415,0.243632,2.70013,1.57706,1.40867,1,0,0
0,-460.245,-2.41221,1.4391,0.910527,0.267919,2.72323,1.52542,1.35295,1,0,0
0,-457.417,-1.76413,1.48538,1.0294,0.221499,2.74237,1.58345,1.36522,1,0,0
0,-457.427,-3.11052,1.48851,0.998744,0.3267,2.77009,1.5931,1.38775,1,0,0
0,-465.449,-8.53029,1.48738,1.11004,0.234687,2.65725,1.34571,1.27933,1,0,0
0,-457.825,-2.14039,1.45468,0.988711,0.331593,2.69489,1.58743,1.37486,1,0,0
0,-458.852,-1.4477,1.46887,0.973091,0.24354,2.78267,1.4555,1.38305,1,0,0
0,-462.177,-3.79171,1.42226,0.930535,0.309409,2.55707,1.49133,1.37227,1,0,0
0,-462.703,-3.59291,1.49383,0.977915,0.205199,2.61646,1.5323,1.31794,1,0,0
0,-461.082,-4.35679,1.39903,0.992459,0.221583,2.53067,1.4921,1.35939,1,0,0
0,-461.951,-4.96112,1.51264,1.01719,0.218677,2.495,1.55229,1.33641,1,0,0
0,-462.748,-3.75251,1.45389,0.941277,0.255553,2.48664,1.57476,1.35246,1,0,0
0,-460.13,-1.62459,1.47509,0.937028,0.278871,2.65979,1.5747,1.34278,1,0,0
0,-462.004,-2.27721,1.45736,0.940543,0.262247,2.53531,1.53077,1.35566,1,0,0
0,-460.11,-3.03201,1.45622,1.06239,0.284911,2.84068,1.4388,1.36842,1,0,0
0,-458.848,-1.89568,1.46268,1.00438,0.264048,2.74512,1.41347,1.40738,1,0,0
0,-457.254,-0.509534,1.48715,0.985906,0.268987,2.6769,1.5231,1.37778,1,0,0
0,-458.149,-2.01485,1.41748,1.00205,0.265428,2.56574,1.54545,1.36611,1,0,0
0,-457.095,-2.2093,1.45478,1.0279,0.230663,2.56029,1.62043,1.35641,1,0,0
0,-458.34,-1.53815,1.44867,1.05143,0.244043,2.68346,1.53489,1.40073,1,0,0
0,-461.573,-2.73412,1.47544,0.950778,0.250315,2.72152,1.39093,1.40938,1,0,0
0,-464.44,-4.85405,1.48248,0.897656,0.206161,2.60453,1.58473,1.37594,1,0,0
0,-457.693,-1.77753,1.49039,1.00231,0.30418,2.74817,1.4567,1.34259,1,0,0
0,-460.975,-2.43818,1.44484,0.971343,0.285843,2.7011,1.3616,1.33148,1,0,0
0,-457.517,-4.12692,1.4539,0.924528,0.284843,2.78484,1.67989,1.38256,1,0,0
0,-460.064,-3.25064,1.52377,1.01298,0.245932,2.65612,1.62052,1.33014,1,0,0
0,-462.982,-4.78747,1.40412,1.01486,0.217643,2.55319,1.40223,1.39153,1,0,0
0,-459.092,-2.98004,1.43999,1.00962,0.28031,2.62981,1.65481,1.31687,1,0,0
0,-457.384,-2.06269,1.46794,1.05773,0.22998,2.63438,1.61418,1.34059,1,0,0
0,-460.203,-2.77399,1.49238,1.02034,0.309575,2.65912,1.444,1.31725,1,0,0
0,-469.198,-6.35754,1.5266,0.887639,0.314544,2.59875,1.46215,1.36174,1,0,0
0,-476.658,-8.96995,1.5089,0.905235,0.22545,2.55209,1.26364,1.33217,1,0,0
0,-457.402,-2.59314,1.47852,1.06992,0.231316,2.55684,1.55595,1.35103,1,0,0
0,-461.126,-2.86298,1.44826,1.04756,0.265414,2.76492,1.34957,1.38805,1,0,0
0,-463.764,-2.6764,1.45755,0.921385,0.263068,2.70554,1.39921,1.33257,1,0,0
0,-457.381,-2.50674,1.45478,1.08329,0.265818,2.56104,1.56445,1.34991,1,0,0
0,-457.594,-2.02775,1.4349,1.02442,0.305662,2.74566,1.52819,1.39087,1,0,0
0,-457.489,-1.8084,1.46804,1.07218,0.280353,2.70915,1.4705,1.39475,1,0,0
0,-459.098,-3.16439,1.52495,1.04402,0.244705,2.67161,1.4097,1.38877,1,0,0
0,-458.097,-2.56992,1.44721,1.00509,0.223115,2.56521,1.61384,1.33918,1,0,0
0,-463.288,-8.15661,1.40533,0.937984,0.308603,2.70027,1.58652,1.27872,1,0,0
0,-460.161,-1.37721,1.48404,0.979425,0.234071,2.57275,1.48474,1.36819,1,0,0
0,-458.267,-1.87159,1.47942,0.990981,0.229074,2.64925,1.62399,1.33406,1,0,0
0,-460.209,-3.36501,1.41651,0.997102,0.236691,2.51308,1.47845,1.37536,1,0,0
0,-459.135,-2.01828,1.47862,0.992336,0.286271,2.75675,1.41068,1.32941,1,0,0
0,-458.561,-0.922117,1.44719,1.02552,0.259605,2.71335,1.40805,1.37255,1,0,0
0,-457.998,-1.37914,1.45974,1.06838,0.247833,2.70485,1.57246,1.37898,1,0,0
0,-459.275,-5.84637,1.49465,1.03906,0.299511,2.62556,1.46974,1.45311,1,0,0
0,-457.423,-2.41705,1.45762,0.974984,0.297468,2.75479,1.66688,1.36214,1,0,0
0,-458.646,-3.2846,1.4149,0.959722,0.303105,2.7028,1.61134,1.39088,1,0,0
0,-463.395,-3.03111,1.46869,0.90015,0.281858,2.71407,1.44166,1.34434,1,0,0
0,-457.68,-5.96662,1.43481,0.911005,0.250801,2.82098,1.72002,1.3704,1,0,0
0,-460.723,-4.83605,1.54803,1.0417,0.229403,2.57892,1.49289,1.3703,1,0,0
0,-459.216,-2.7063,1.42168,0.958555,0.270156,2.81497,1.46661,1.36161,1,0,0
0,-457.642,-3.41631,1.50311,0.955321,0.270085,2.76622,1.56251,1.41324,1,0,0
0,-464.394,-3.83897,1.41488,0.924725,0.269376,2.5612,1.42036,1.35717,1,0,0
0,-462.041,-3.56723,1.53973,0.978032,0.247581,2.60842,1.56997,1.35368,1,0,0
0,-462.519,-5.02746,1.40383,0.960008,0.277184,2.75229,1.46038,1.42685,1,0,0
0,-460.469,-4.0569,1.51454,0.962518,0.22674,2.79622,1.45988,1.40201,1,0,0
0,-465.159,-4.51543,1.51021,0.999385,0.256038,2.53389,1.33708,1.33934,1,0,0
0,-458.865,-7.32983,1.45107,1.15983,0.327474,2.62277,1.3579,1.36729,1,0,0
0,-463.615,-3.01419,1.48577,0.987408,0.254981,2.66405,1.38028,1.30807,1,0,0
0,-464.828,-5.34607,1.46011,0.957815,0.320081,2.48345,1.36746,1.36166,1,0,0
0,-463.446,-3.52076,1.45392,0.987326,0.199614,2.59572,1.40508,1.33244,1,0,0
0,-458.58,-3.19128,1.44371,0.997626,0.352734,2.70558,1.5555,1.34165,1,0,0
0,-457.567,-2.59464,1.47657,1.05292,0.251937,2.5256,1.48099,1.38812,1,0,0
0,-460.022,-4.46012,1.46406,1.01333,0.183492,2.74544,1.60274,1.34181,1,0,0
0,-459.829,-1.92346,1.49039,1.00779,0.271978,2.5333,1.47292,1.35791,1,0,0
0,-459.564,-5.09983,1.41342,1.01231,0.274472,2.46364,1.59192,1.35723,1,0,0
0,-458.464,-2.47974,1.42967,0.985004,0.259274,2.77919,1.58297,1.40053,1,0,0
0,-458.078,-3.46415,1.48777,0.989779,0.26113,2.605,1.69947,1.40453,1,0,0
0,-459.891,-3.75123,1.49726,1.05651,0.288633,2.62077,1.70956,1.37408,1,0,0
0,-468.012,-9.29097,1.43368,1.03224,0.192918,2.59394,1.30917,1.28763,1,0,0
0,-456.938,-1.07904,1.46244,1.01166,0.225719,2.63168,1.58521,1.37172,1,0,0
0,-458.019,-1.76553,1.49081,1.01699,0.230765,2.75581,1.55487,1.33888,1,0,0
0,-459.021,-2.4321,1.44805,0.977043,0.256279,2.53082,1.61945,1.35712,1,0,0
0,-457.286,-1.78427,1.44452,1.00777,0.295737,2.73616,1.58986,1.39313,1,0,0
0,-458.933,-2.81634,1.4858,1.00145,0.314123,2.69277,1.34273,1.36773,1,0,0
0,-459.777,-2.80457,1.50127,1.02086,0.256249,2.69888,1.35069,1.39503,1,0,0
0,-458.538,-3.26598,1.42516,1.01493,0.247568,2.49862,1.54275,1.3757,1,0,0
0,-457.185,-0.749767,1.46671,1.03538,0.266782,2.61689,1.53763,1.34409,1,0,0
0,-460.22,-4.52257,1.43133,1.14064,0.276983,2.62248,1.44838,1.34885,1,0,0
0,-457.006,-1.86887,1.43532,1.00757,0.316234,2.71771,1.45705,1.38139,1,0,0
0,-458.275,-2.32566,1.44469,0.942105,0.318114,2.7285,1.52332,1.3521,1,0,0
0,-458.085,-1.7116,1.47032,1.03009,0.314393,2.63443,1.58826,1.35212,1,0,0
0,-460.355,-1.87093,1.49763,1.0242,0.238346,2.65248,1.38712,1.34685,1,0,0
0,-458.153,-5.73831,1.43713,1.1118,0.261312,2.47747,1.42776,1.36207,1,0,0
0,-459.366,-2.85726,1.43976,1.01864,0.287277,2.61944,1.36602,1.40432,1,0,0
0,-466.205,-5.23503,1.51217,0.963954,0.325271,2.50789,1.49559,1.33702,1,0,0
0,-460.352,-1.14689,1.4495,0.995092,0.233202,2.71917,1.40325,1.3636,1,0,0
0,-461.569,-1.80669,1.46276,0.992095,0.242356,2.68016,1.33848,1.36253,1,0,0
0,-458.145,-1.15836,1.46457,0.997229,0.261051,2.66408,1.45569,1.40626,1,0,0
0,-465.674,-4.58439,1.43476,1.11846,0.221815,2.67219,1.46419,1.40419,1,0,0
0,-463.519,-3.10944,1.41869,1.07868,0.26544,2.78312,1.49436,1.34687,1,0,0
0,-458.08,-1.70265,1.48214,1.0331,0.293962,2.66635,1.3845,1.35066,1,0,0
0,-464.184,-4.10648,1.5252,0.995337,0.238843,2.53593,1.49737,1.32948,1,0,0
0,-459.652,-3.50887,1.45594,0.991804,0.264661,2.69391,1.49633,1.44295,1,0,0
0,-462.104,-5.54552,1.46418,1.09193,0.264827,2.68748,1.32435,1.42437,1,0,0
0,-461.526,-3.78906,1.49245,0.951998,0.299297,2.68095,1.67695,1.32572,1,0,0
0,-457.853,-3.58854,1.48601,0.941236,0.240244,2.85351,1.5647,1.37389,1,0,0
0,-458.124,-2.48749,1.45988,1.05122,0.333534,2.67846,1.55273,1.34465,1,0,0
0,-462.383,-2.23366,1.44831,0.9905,0.235298,2.62008,1.34392,1.35058,1,0,0
0,-456.855,-0.971537,1.4388,0.98252,0.261984,2.69505,1.608,1.3619,1,0,0
0,-458.097,-5.99087,1.45139,0.906059,0.249254,2.79194,1.74714,1.34936,1,0,0
0,-458.102,-2.20024,1.47332,0.981716,0.310017,2.64763,1.6034,1.39802,1,0,0
0,-457.524,-2.2815,1.46123,1.0148,0.305361,2.64808,1.45806,1.41357,1,0,0
0,-459.779,-1.78638,1.47704,0.963178,0.241003,2.76645,1.43269,1.38854,1,0,0
0,-463.479,-5.84457,1.4574,1.01361,0.324006,2.57895,1.75329,1.40434,1,0,0
0,-457.977,-0.564515,1.4495,0.995214,0.269805,2.63968,1.44944,1.38161,1,0,0
0,-461.664,-6.03887,1.57239,1.00744,0.288494,2.68496,1.49512,1.37976,1,0,0
0,-458.271,-0.684118,1.46934,0.965693,0.240486,2.64174,1.55165,1.37095,1,0,0
0,-458.044,-1.97054,1.46317,1.0564,0.246619,2.72648,1.65212,1.35784,1,0,0
0,-469.074,-7.44808,1.57258,0.981086,0.237103,2.63897,1.48955,1.3139,1,0,0
0,-457.32,-2.61085,1.50757,0.990137,0.226138,2.73641,1.63016,1.36487,1,0,0
0,-464.937,-9.80483,1.42397,0.971032,0.338554,2.398,1.52697,1.4075,1,0,0
0,-459.364,-2.58018,1.4578,0.912325,0.285333,2.76399,1.49972,1.36903,1,0,0
0,-457.25,-1.01065,1.44791,1.02836,0.258338,2.57859,1.49906,1.3772,1,0,0
0,-466.622,-8.38994,1.47766,1.14729,0.197068,2.63954,1.42379,1.42388,1,0,0
0,-459.472,-2.44231,1.42434,1.06737,0.250378,2.63309,1.41445,1.3427,1,0,0
0,-463.353,-5.27976,1.47392,0.981455,0.22184,2.78251,1.42823,1.44188,1,0,0
0,-458.126,-2.01713,1.47837,1.04362,0.302389,2.66556,1.42581,1.33126,1,0,0
0,-457.4,-1.90057,1.44037,1.06643,0.28523,2.60467,1.54018,1.34457,1,0,0
0,-459.191,-2.66924,1.45618,1.01336,0.341178,2.61848,1.55949,1.3426,1,0,0
0,-459.256,-2.66312,1.5295,0.997509,0.29344,2.66567,1.55279,1.36801,1,0,0
0,-461.872,-2.51054,1.46563,0.964694,0.22656,2.60538,1.42711,1.40686,1,0,0
0,-460.702,-6.88135,1.46892,0.874653,0.329905,2.81213,1.5076,1.38805,1,0,0
0,-458.638,-1.40739,1.43915,1.00247,0.230463,2.59681,1.49886,1.38653,1,0,0
0,-457.854,-2.04582,1.47789,1.03517,0.24934,2.6655,1.64293,1.32911,1,0,0
0,-461.097,-1.82418,1.44677,0.967583,0.274717,2.61628,1.45658,1.32161,1,0,0
0,-457.11,-0.466483,1.46849,1.04294,0.2502,2.70535,1.49645,1.36541,1,0,0
0,-460.827,-2.07701,1.4771,0.959162,0.227328,2.65776,1.55878,1.32356,1,0,0
0,-460.879,-3.2516,1.48406,0.927179,0.255994,2.65571,1.523,1.42022,1,0,0
0,-461.454,-6.49807,1.43543,0.988756,0.199438,2.45025,1.56343,1.34367,1,0,0
0,-458.826,-1.84381,1.41614,0.984588,0.227578,2.68157,1.55625,1.35948,1,0,0
0,-460.725,-3.71224,1.51702,1.00987,0.222253,2.54774,1.45895,1.38887,1,0,0
0,-456.792,-2.37804,1.46491,0.989948,0.269669,2.79992,1.622,1.39419,1,0,0
0,-461.34,-4.54513,1.38542,0.959513,0.271346,2.56908,1.50177,1.34654,1,0,0
0,-458.059,-1.88966,1.4892,1.07111,0.224029,2.67931,1.51655,1.35786,1,0,0
0,-465.699,-3.11252,1.45375,0.944166,0.230568,2.6112,1.34132,1.34946,1,0,0
0,-465.479,-5.7239,1.4333,1.06648,0.275544,2.70598,1.76529,1.40824,1,0,0
0,-458.202,-1.80983,1.48415,1.03248,0.245803,2.54152,1.52092,1.35545,1,0,0
0,-458.261,-3.66737,1.45922,1.00565,0.198451,2.6725,1.62988,1.40264,1,0,0
0,-459.951,-2.1194,1.41703,0.973136,0.239973,2.61541,1.50724,1.3356,1,0,0
0,-462.32,-4.40482,1.4637,1.08923,0.325668,2.69612,1.64402,1.39546,1,0,0
0,-457.366,-2.10238,1.48824,0.984101,0.319801,2.7099,1.4559,1.3885,1,0,0
0,-459.453,-3.52583,1.46817,0.946072,0.207813,2.73894,1.62251,1.33478,1,0,0
0,-464.518,-5.69941,1.53247,1.01231,0.256201,2.70876,1.28303,1.34466,1,0,0
0,-457.677,-2.59737,1.4998,1.0189,0.332062,2.72535,1.49194,1.3522,1,0,0
0,-460.523,-1.27661,1.48521,1.00228,0.245272,2.62395,1.41373,1.34017,1,0,0
0,-456.887,-4.13333,1.49389,0.95977,0.287281,2.86874,1.60447,1.35536,1,0,0
0,-459.202,-2.35066,1.46035,1.0841,0.223948,2.62739,1.42992,1.36796,1,0,0
0,-459.292,-2.45617,1.46521,1.05058,0.272569,2.59391,1.40007,1.32486,1,0,0
0,-460.485,-4.4434,1.48067,1.07446,0.210044,2.60456,1.50381,1.3096,1,0,0
0,-458.182,-2.71621,1.51332,1.04893,0.25699,2.58596,1.602,1.36039,1,0,0
0,-460.706,-6.27234,1.38785,1.06647,0.302446,2.62593,1.36253,1.33299,1,0,0
0,-460.559,-2.83462,1.51324,0.987346,0.274939,2.56593,1.61553,1.35783,1,0,0
0,-458.656,-2.15788,1.43762,1.01528,0.283672,2.62908,1.5436,1.31525,1,0,0
0,-457.338,-0.790385,1.46297,1.05075,0.25963,2.73536,1.51091,1.37321,1,0,0
0,-458.298,-1.37751,1.47283,1.04098,0.243462,2.76613,1.5069,1.33957,1,0,0
0,-458.369,-2.13034,1.47415,1.00907,0.306806,2.73007,1.48615,1.32036,1,0,0
0,-460.605,-2.39969,1.45731,1.01388,0.258871,2.71975,1.33688,1.39379,1,0,0
0,-462.006,-3.26437,1.43073,1.05663,0.270312,2.77101,1.53653,1.41381,1,0,0
0,-463.312,-2.4222,1.44804,0.943369,0.252114,2.64152,1.36181,1.38617,1,0,0
0,-457.923,-2.69007,1.45862,0.924068,0.28681,2.75616,1.57256,1.38978,1,0,0
0,-460.318,-3.79897,1.39577,1.00918,0.272307,2.60563,1.42325,1.32944,1,0,0
0,-466.156,-4.32828,1.48609,0.919718,0.256578,2.48696,1.51507,1.3605,1,0,0
0,-463.475,-2.39203,1.45134,0.940926,0.274583,2.56399,1.41959,1.34477,1,0,0
0,-459.365,-1.16014,1.43915,0.995776,0.25141,2.75984,1.42728,1.36405,1,0,0
0,-458.287,-1.44574,1.45641,1.00845,0.30685,2.60217,1.53275,1.34167,1,0,0
0,-461.986,-2.80853,1.44267,0.982814,0.23095,2.81352,1.42046,1.33533,1,0,0
0,-467.874,-6.50309,1.40517,1.00486,0.273625,2.87141,1.43068,1.42147,1,0,0
0,-458.603,-3.538,1.43824,1.04415,0.288795,2.53012,1.6337,1.38321,1,0,0
0,-459.3,-2.85858,1.48198,0.966284,0.279717,2.6571,1.47401,1.427,1,0,0
0,-459.747,-11.6739,1.4676,1.13375,0.22472,2.40962,1.62045,1.42273,1,0,0
0,-458.177,-0.686746,1.49257,1.01427,0.262595,2.67324,1.45084,1.35222,1,0,0
0,-457.335,-1.65615,1.44717,0.949038,0.260286,2.72106,1.62558,1.35639,1,0,0
0,-458.851,-4.81609,1.42566,1.06946,0.348797,2.74023,1.44883,1.39087,1,0,0
0,-459.477,-4.81436,1.51686,0.987015,0.261857,2.86982,1.40224,1.38573,1,0,0
0,-462.686,-2.81076,1.4707,0.905171,0.232306,2.73452,1.47341,1.37334,1,0,0
0,-459.563,-0.895388,1.46731,0.976814,0.234781,2.68897,1.48865,1.33558,1,0,0
0,-457.508,-2.15495,1.47496,1.02642,0.270212,2.67616,1.50959,1.42249,1,0,0
0,-466.518,-4.27776,1.49989,0.972365,0.272668,2.61762,1.35386,1.30796,1,0,0
0,-463.653,-2.5171,1.47933,0.958778,0.239098,2.64251,1.33951,1.37752,1,0,0
0,-457.463,-2.80351,1.48923,1.01632,0.348076,2.6875,1.46186,1.36883,1,0,0
0,-458.302,-2.05062,1.43402,1.03462,0.304751,2.69057,1.62058,1.36659,1,0,0
0,-460.424,-4.16204,1.51593,1.05282,0.220144,2.56418,1.52983,1.32995,1,0,0
0,-458.116,-2.36532,1.46223,1.0571,0.245494,2.69883,1.68381,1.37206,1,0,0
0,-460.682,-4.29605,1.43784,0.990228,0.314217,2.49591,1.61561,1.36761,1,0,0
0,-457.784,-2.01542,1.43004,0.966818,0.245959,2.66907,1.63454,1.34243,1,0,0
0,-501.253,-6.49226,1.43017,1.1492,0.218889,2.77959,1.41266,1.37394,1,0,0
0,-459.046,-0.948347,1.45765,0.987584,0.275326,2.62868,1.50104,1.32947,1,0,0
0,-458.339,-1.80352,1.51627,0.999236,0.262453,2.64654,1.58837,1.36521,1,0,0
0,-459.767,-2.64748,1.43042,0.95399,0.288721,2.61964,1.50731,1.40845,1,0,0
0,-457.89,-1.72654,1.46583,1.02074,0.221327,2.69217,1.55441,1.40062,1,0,0
0,-460.55,-3.61337,1.50885,0.996453,0.223712,2.62882,1.44515,1.418,1,0,0
0,-462.543,-5.02894,1.41377,1.02895,0.298061,2.64651,1.75597,1.37591,1,0,0
0,-461.633,-6.84541,1.53171,0.963983,0.314493,2.84039,1.58014,1.31848,1,0,0
0,-457.519,-1.08593,1.47259,1.00573,0.275702,2.57792,1.56239,1.37716,1,0,0
0,-458.323,-2.14215,1.45866,1.0184,0.269366,2.51345,1.48785,1.37983,1,0,0
0,-460.88,-5.8996,1.43683,0.999421,0.325851,2.5833,1.46938,1.44429,1,0,0
0,-459.352,-3.00455,1.43949,1.00224,0.299109,2.59044,1.68871,1.35557,1,0,0
0,-467.288,-5.76907,1.43751,1.0474,0.267833,2.84266,1.3374,1.41483,1,0,0
0,-460.323,-3.48899,1.44781,0.937271,0.293887,2.65604,1.50257,1.42466,1,0,0
0,-458.089,-0.577345,1.49122,0.982576,0.24818,2.66329,1.53201,1.36276,1,0,0
0,-458.52,-1.6706,1.45336,1.06017,0.253819,2.62803,1.40341,1.34332,1,0,0
0,-458.428,-0.998228,1.4372,0.95861,0.280649,2.6403,1.52976,1.36224,1,0,0
0,-458.026,-3.50441,1.4882,1.01555,0.260006,2.74191,1.7488,1.36621,1,0,0
0,-458.443,-0.942917,1.46635,1.01261,0.257521,2.65229,1.40713,1.38816,1,0,0
0,-459.3,-3.76324,1.4631,0.980627,0.255293,2.49543,1.64894,1.38495,1,0,0
0,-464.14,-4.02144,1.50913,0.953364,0.259112,2.73629,1.48223,1.30254,1,0,0
0,-460.971,-4.11655,1.38577,1.05428,0.288787,2.68213,1.45661,1.36025,1,0,0
0,-460.185,-4.03498,1.47691,1.0778,0.205734,2.71797,1.62011,1.39378,1,0,0
0,-459.792,-2.65936,1.45814,1.04257,0.238884,2.5514,1.42551,1.32856,1,0,0
0,-458.869,-1.69232,1.46968,1.03513,0.20725,2.65367,1.48445,1.36086,1,0,0
0,-463.323,-3.94655,1.48902,0.952125,0.290424,2.66315,1.60294,1.30192,1,0,0
0,-461.378,-5.30203,1.44975,0.903152,0.315041,2.66024,1.69968,1.3811,1,0,0
0,-457.605,-1.80035,1.49796,1.02105,0.279057,2.61243,1.61137,1.37865,1,0,0
0,-458.782,-3.64808,1.48073,1.03138,0.269757,2.82871,1.675,1.34255,1,0,0
0,-460.912,-8.53995,1.54927,0.960045,0.300049,2.87038,1.67635,1.34838,1,0,0
0,-458.675,-1.38913,1.45504,0.967681,0.30128,2.69606,1.41014,1.36459,1,0,0
0,-471.512,-4.73673,1.43633,1.10645,0.202016,2.76068,1.47644,1.35211,1,0,0
0,-460.464,-1.55075,1.46498,1.02158,0.231559,2.71491,1.37472,1.36655,1,0,0
0,-457.382,-1.7087,1.47545,1.05188,0.243874,2.71894,1.63343,1.35591,1,0,0
0,-459.13,-1.26862,1.49966,0.9993,0.25068,2.65994,1.53846,1.33417,1,0,0
0,-458.385,-0.390589,1.47705,0.987789,0.238574,2.68578,1.48949,1.356,1,0,0
0,-458.777,-1.95245,1.46964,1.05832,0.230253,2.59513,1.41513,1.35597,1,0,0
0,-460.223,-2.31777,1.48925,1.01235,0.26569,2.54947,1.38715,1.37224,1,0,0
0,-462.368,-4.01581,1.49543,1.02808,0.263536,2.59312,1.55341,1.29542,1,0,0
0,-469.465,-9.70634,1.48404,0.892999,0.38969,2.50721,1.56229,1.38138,1,0,0
0,-457.087,-1.84388,1.46818,0.972792,0.257027,2.82364,1.53179,1.37813,1,0,0
0,-457.059,-0.954194,1.47406,1.06071,0.262955,2.71841,1.51071,1.37492,1,0,0
0,-466.661,-5.41804,1.49736,0.945771,0.312348,2.56203,1.30768,1.36157,1,0,0
0,-459.615,-2.75524,1.44503,1.01807,0.275118,2.51804,1.39489,1.36541,1,0,0
0,-461.489,-1.94535,1.47865,0.943194,0.21647,2.65935,1.52011,1.34712,1,0,0
0,-461.439,-4.96295,1.47911,1.01012,0.302562,2.48614,1.35787,1.38776,1,0,0
0,-462.057,-4.66704,1.44596,1.0488,0.276401,2.69047,1.74157,1.41167,1,0,0
0,-460.396,-2.27617,1.48624,1.01026,0.232625,2.58934,1.38806,1.38926,1,0,0
0,-459.821,-5.27181,1.40307,0.969864,0.343677,2.75454,1.61425,1.36782,1,0,0
